-0.135005+0.0257964j 0.209225-0.0722574j -0.214952-0.117654j 0.173508-0.260993j 0.178512-0.0335873j 0.188439-0.17819j -0.0734288+0.215098j -0.224653+0.0574814j -0.0400091-0.0181293j -0.148033+0.111398j 0.254502-0.110432j -0.0713872+0.108356j -0.286261+0.0905471j -0.0248188-0.130306j 0.388802-0.055562j 0.251694-0.0948845j -0.279003+0.138247j 0.288057-0.0121684j -0.0517867-0.0869736j -0.892132+0.0488613j -0.378247-0.0326759j -0.34042+0.0623859j -0.664914+0.0859305j 0.0252274+0.0393067j -0.848926+0.0493548j -0.684575+0.249441j 0.798174-0.240608j 1.19216-0.454069j -0.0691509-0.197214j 0.709338-0.5544j 0.476363-0.327278j 0.139597-0.62385j 0.153816-0.15793j 0.412883+0.238289j 0.454427-0.334802j -0.343556+0.0968383j 0.221206-0.176781j -0.549678+0.424881j 0.50943-0.99952j 0.292329+1.86299j -0.557216-1.16605j -0.0102983+0.910142j 1.41634+0.642575j -2.7475+0.138539j 1.24518-0.905676j 1.86795-1.26888j -0.234172+0.496338j 2.23812-1.79674j -2.83102+2.2924j -0.785069+0.686678j -3.76602+3.07068j 2.39629-2.40465j 1.6019-1.06329j 3.22039-2.65781j 1.26007-1.00733j 6.97294-6.0838j 5.1926-4.60408j 0.045334-0.201182j -1.67763+1.54623j 0.190906-0.0547419j -2.00474+1.75398j -7.29496+6.45903j 1.00726-0.378266j 6.43327-5.84901j 0.254023+0.196949j 6.04073-4.99083j 2.28591-1.90554j 0.562504-0.627492j 5.78383-5.12356j -0.719286+0.600172j 8.43693-7.54462j 0.352663-0.271686j -2.30722+1.61053j -2.3319+2.26707j 0.425446-0.510554j -3.79829+4.29579j 7.13806-8.01837j -0.837922+0.99204j 2.96341-4.32627j -1.873+2.40852j 1.68102-2.41132j -2.72259+3.31797j -0.350336-0.432786j -1.58544+1.78013j 2.0097-2.18329j 0.745645-1.79108j -2.07295+1.57577j 0.410572+0.859397j 1.12585-2.29183j 2.14208-0.553558j -2.03255-0.97762j 0.973382-3.34038j 
-0.506017+0.174741j 1.08882+0.567082j 1.27059-0.104135j -2.82702+0.621889j -1.94242-0.588507j -5.11536-1.19485j 0.434762+0.899171j 12.6209-0.659623j 2.68585-0.226219j 1.3412+0.316604j -16.3732+2.05258j 1.14106+0.344197j 28.3788-0.996889j 10.1843-0.520305j -25.3919+2.67414j -18.2641+2.3191j -6.62836-0.209863j -16.6202+0.978692j 21.02-1.86401j 56.7221-5.73916j 12.6779-1.18005j 24.3667-3.12925j 30.0918-3.72357j -1.06923+0.914797j 24.148-3.34184j 37.4696-3.56054j -30.2445+4.47214j -55.2073+7.77008j -3.95506+0.729886j -48.6781+7.04232j -22.8459+3.91037j -39.8217+7.21666j -12.1984+1.93022j -15.1552+5.24284j -37.2758+7.17036j 10.2605+8.68239j -7.18612+4.23912j 16.4616-6.84986j -45.9357-8.93017j -22.1687-7.52765j -17.7469+0.199867j 82.4807-6.73055j 58.0422+22.061j 21.4864+5.58212j -150.17-49.3624j -303.563-64.8268j 64.4609+44.0136j -368.571-68.5984j 483.611+122.902j 144.695+33.9564j 623.116+72.4158j -420.02-64.5582j -268.163-25.3471j -548.164-86.9975j -213.434-35.416j -1204.99-141.208j -915.804-102.57j -11.8978-7.00961j 299.727+24.5877j -72.1429-23.3001j 371.916+44.0501j 1265.8+114.106j -156.058-25.8513j -1092.39-69.7228j -26.046-12.897j -985.855-56.1874j -355.922-20.8807j -94.0155+7.203j -940.871-48.6467j 90.0509+18.0024j -1328.84-30.2425j -48.258+1.79957j 289.01-16.6933j 327.32+7.90166j -92.3141+4.23027j 622.205-5.64981j -1184.86+4.50344j 187.455-11.6576j -575.902+21.8709j 346.852-2.15779j -322.413+22.1889j 588.13+0.104964j -48.9777+12.001j 257.952-48.2127j -434.32+41.5474j -33.9156+32.5616j 289.78-25.5386j 95.0578-15.9904j -140.171+31.0522j -90.2663-10.0089j 50.5418-6.67388j -5.10734+5.83153j 
-0.45802-0.123456j -0.164392-0.173021j -0.13995-0.741981j 0.501003+0.435841j 0.988366-0.487434j 1.43195+0.232479j 0.61075-0.105895j -3.27983-0.0602652j -0.253698-0.00451123j -0.650663+0.59243j 3.98554-0.703172j -0.225268+0.0621505j -6.46421+1.159j -2.66967+0.434113j 4.18871-0.675027j 2.93213+0.0763086j 1.52467+0.35444j 3.18122+0.0606008j -3.6211+0.26105j -11.4626-0.111406j -1.32871-0.657963j -4.61397+0.0528325j -5.92117+0.831434j 0.267052+0.0797776j -5.13346-0.349106j -7.26535+0.432278j 5.62554+0.295929j 11.2348-0.614778j 0.498309-0.116403j 9.78081-1.11291j 4.43796-0.355449j 7.85995-0.929742j 2.77265-0.222077j 2.74889-0.611642j 7.0239-1.09806j -1.27699-1.33052j 1.02883-0.620403j -3.66403+0.819677j 7.75987+2.52988j 3.48108+1.77369j 3.43413-0.203924j -14.8682+1.73716j -9.14012-4.22056j -3.40633-0.743145j 25.1927+10.9506j 52.3615+14.696j -11.1483-8.62659j 63.7653+16.2281j -82.4189-27.0429j -27.636-5.49333j -107.681-16.4481j 71.9786+15.4488j 47.1494+6.46764j 95.2587+19.2399j 36.7729+8.32499j 208.076+34.7277j 158.203+26.6597j 1.88826+1.75021j -52.2613-4.55306j 12.3322+4.37235j -63.8164-10.0168j -217.353-30.5039j 25.1166+4.93942j 187.245+22.1295j 5.99769+3.30569j 169.614+18.6564j 60.5888+7.0441j 15.8548-0.33794j 162.689+15.7938j -15.7095-4.66432j 228.912+18.1653j 8.59157+0.634416j -49.3996-0.461159j -56.4846-4.67162j 15.9191-0.00946944j -107.077-5.14275j 205.14+10.2472j -32.2257+0.239358j 99.5873+1.55565j -59.5536-3.03546j 55.82-1.34878j -101.42-4.50976j 8.0747-1.14065j -44.0725+5.78537j 75.3553-3.78694j 6.05203-5.40904j -50.0858+1.90239j -16.2269+1.6445j 24.6461-4.32582j 15.2392+2.57692j -8.72666+0.499598j 0.806668-0.906219j 
0.153083+0.250014j -0.34533-0.577261j -1.05061-0.115801j 1.37983-0.475587j -0.150343+0.695032j 3.24628-0.931363j 0.109454-1.2624j -7.02861+0.188223j -1.31784-0.253601j 0.194089-0.466517j 9.03544-0.433104j 0.0866107-0.98446j -15.4198+0.963996j -4.5195+0.0222938j 11.3203-1.13584j 10.1143+0.772484j 3.43972-0.209122j 9.67088-0.675512j -9.71556+0.919484j -27.7009+2.24747j -5.97877+0.407612j -11.4334+0.845701j -16.3003+0.988493j 1.07498-0.885414j -12.0503+1.49177j -18.3392+1.23714j 14.5877-1.74728j 26.9434-2.72155j 2.10252-0.140364j 23.5651-3.48552j 11.0035-1.81044j 19.0248-2.67655j 6.02193-0.935523j 7.21986-1.73104j 17.8397-3.2551j -4.32237-4.61546j 3.3609-1.39292j -7.6929+2.9527j 21.7526+5.09265j 10.6491+3.94547j 8.40856+0.0695234j -38.5304+2.91698j -28.6535-11.7854j -11.1415-3.08783j 69.9435+26.9312j 144.832+35.7072j -29.893-22.1722j 174.346+37.2935j -227.871-67.7152j -69.4881-19.3564j -296.134-46.2102j 198.973+38.6944j 127.461+14.4605j 259.429+50.5107j 101.893+19.9718j 571.883+88.4487j 432.457+66.6096j 4.88412+2.62312j -141.193-17.4744j 35.0397+12.8664j -174.285-26.4276j -600.007-75.5326j 73.4411+15.7915j 515.957+52.7378j 12.1804+7.51594j 465.575+43.9578j 169.283+17.1288j 46.3173-2.21638j 444.79+39.8758j -41.6367-9.83839j 628.145+37.9097j 23.3878+0.261611j -136.017+2.42403j -155.279-10.0301j 42.692+0.202712j -295.047-7.9224j 560.662+19.0387j -88.6158+2.13163j 272.477-0.0401973j -164.345-4.90845j 152.507-5.13743j -277.748-9.93129j 23.1659-4.95463j -121.597+17.885j 205.409-11.7292j 15.9549-14.7102j -136.51+7.58111j -45.1851+5.52139j 65.9769-12.3631j 42.7478+6.01928j -23.5131+2.02783j 2.51194-2.63481j 
0.0355521+0.157653j -0.723361-0.0955737j -0.497581-0.285093j 0.617218+0.487189j 0.649467+0.263586j 0.316945+0.542107j 0.400612-0.20209j -2.97237+2.17587j -2.07234-1.6236j 0.118341+0.363722j 5.19058+0.620272j -0.323423+0.360838j -8.28846+1.32743j -2.28795+0.817609j 7.13055+0.282842j 5.77576-0.970289j 1.75375-0.485604j 3.64619+1.33062j -5.56401+1.53322j -16.4874+1.54528j -4.11587+0.336093j -7.02029+1.19128j -8.60819+1.50509j 0.88094-0.172829j -7.02825+0.534485j -10.2545+1.20247j 8.59133-1.61527j 15.4427-1.97179j 1.75283-0.133008j 13.9058-2.01174j 6.78072-0.918488j 11.59-2.19117j 3.56525-0.5927j 4.50068-1.53948j 10.6844-2.19551j -2.68912-2.71051j 2.00555-1.39955j -4.86884+1.88943j 13.2905+2.81421j 6.25959+2.0648j 5.23799-0.0919637j -23.8947+2.3821j -16.5757-6.63878j -6.04827-1.74774j 43.7906+15.2824j 88.2185+20.118j -18.5883-12.3634j 107.129+16.151j -141.127-36.1769j -42.2577-10.5839j -183.821-22.041j 122.546+19.7335j 78.5682+6.92277j 160.797+23.4988j 62.9026+10.6999j 353.359+41.2558j 268.47+29.1738j 3.53853+1.40974j -88.4826-8.38468j 20.2528+4.88093j -108.771-11.8166j -372.199-32.0081j 44.6619+7.22523j 319.39+22.1799j 8.29464+3.28723j 288.786+16.2628j 104.325+5.31526j 28.2893-0.782985j 276.317+13.866j -26.8058-5.66812j 390.049+8.73433j 14.5334-0.0923308j -84.7687+5.70746j -95.9807-1.92867j 26.6724-1.05468j -182.327+1.88134j 347.201-1.30325j -54.4716+3.53538j 169.018-6.18209j -101.713+0.576709j 94.145-6.17083j -172.634+0.100483j 14.9857-3.8007j -75.6316+14.0654j 127.535-12.3796j 9.92881-9.56403j -84.9555+7.429j -27.672+4.65098j 41.163-9.04624j 26.299+2.80688j -14.8388+1.88182j 1.49154-1.59095j 
0.116882-0.194165j 0.275238-0.111164j -0.714152-0.0551148j 0.777998-0.668931j -0.271847-0.432959j 2.27466+0.697351j -1.07405+0.728235j -3.48848+0.757608j -1.41762-0.457922j -0.458305-1.21564j 5.31444-0.120317j 1.15823-1.00837j -8.54932+1.25998j -3.8075-0.0463123j 6.62489+0.0467551j 5.44383-0.924869j 1.02644+0.459153j 4.05507+0.198812j -5.14208-0.635646j -16.5247+0.539192j -3.70064+0.576618j -6.6605+1.07791j -8.95671-0.212218j 0.287102-0.146387j -7.31973+1.3333j -10.3563+0.687676j 8.77622-1.23432j 14.9732-1.43638j 0.964528-0.0573725j 13.1366-1.65067j 6.37624-0.948183j 10.7067-1.11667j 3.18843-0.22117j 4.15092-1.00761j 10.0832-1.16635j -2.40411-2.23272j 1.68354-1.16993j -4.43291+1.68754j 11.7401+2.90847j 6.09505+2.54805j 4.46479-0.121894j -21.8514+1.44945j -14.8875-7.1043j -5.67725-1.66737j 38.1421+14.5757j 76.3382+21.0231j -15.8024-12.4717j 95.0426+22.7053j -125.36-39.4716j -38.6031-10.5885j -160.574-28.6589j 106.791+22.7059j 69.2613+11.7977j 140.645+32.0376j 54.1947+13.1537j 310.047+55.2078j 236.082+41.6065j 2.0812+1.00751j -77.5195-10.3899j 19.6466+6.86064j -95.183-17.921j -324.82-49.4726j 38.8371+11.0732j 279.276+36.0105j 5.09186+3.69799j 252.766+31.3837j 92.0364+10.77j 24.2763+0.193847j 241.065+28.3665j -23.2448-6.19323j 341.507+29.1703j 12.3216+0.268198j -74.0844-0.39775j -84.2918-7.57413j 23.0671+0.0449498j -160.108-8.74896j 304.195+17.6064j -48.1964-0.44155j 147.822+3.98717j -88.7066-4.5925j 82.7134-0.547417j -150.544-9.50773j 12.3394-2.51598j -66.0793+8.43371j 111.216-3.42399j 8.72208-7.75759j -74.211+1.97519j -24.0651+2.48487j 36.4605-5.59439j 23.5503+4.1676j -12.8828+0.984702j 1.24427-1.82813j 
-0.293122+0.394364j -1.70522-0.539902j -1.50784-0.260784j 1.63667+0.687008j 0.299832+0.760546j 1.65035+0.496073j -0.555086+0.695406j -5.49723-0.386213j -1.41123+0.522311j -0.137339+0.469185j 8.31912-2.05227j 0.296111-0.377722j -13.4333+0.907591j -3.65688-0.368361j 10.788-1.14753j 8.84328-0.705348j 2.54706+0.205878j 7.85138-0.806703j -9.39525+2.24189j -28.0928+3.70638j -6.4802+1.08386j -12.5882+2.678j -15.1832+2.23567j 1.36908-0.776967j -12.0281+2.19657j -18.0203+2.6717j 14.5195-1.63053j 26.2772-4.52616j 2.15834-0.313553j 23.7147-3.97029j 11.0235-1.9039j 19.5066-3.58017j 6.09737-1.05312j 7.89285-2.02633j 18.8122-3.95758j -4.54375-3.84953j 4.12254-2.23944j -8.53728+3.40658j 23.2001+4.15632j 11.3528+4.21754j 9.11562-0.127366j -41.9554+4.26142j -31.0392-11.7884j -11.9119-2.91371j 76.8116+27.5341j 156.364+33.1144j -34.3654-20.8547j 192.484+36.2367j -252.04-64.1812j -75.7718-17.5001j -324.811-40.6947j 218.972+34.0944j 140.521+13.8237j 285.672+45.1057j 111.28+16.4268j 627.014+71.9228j 477.552+54.5129j 7.21436+4.6646j -157.408-11.1483j 37.4489+11.7674j -192.869-23.5667j -660.429-59.0954j 80.8535+12.8479j 567.572+37.475j 13.2852+7.19563j 513.311+29.3679j 186.054+11.2657j 49.1786-2.86285j 490.573+25.363j -46.1525-8.98466j 693.247+15.7036j 25.7173-0.742974j -150.008+9.1576j -170.59-3.19457j 48.0778-2.09581j -324.108+2.2779j 617.238-2.17576j -97.4756+5.04912j 299.634-10.59j -180.987+0.974832j 167.524-11.5664j -306.364-0.077608j 25.887-6.06269j -134.221+24.1753j 226.487-20.8142j 18.0889-16.6613j -150.891+13.1902j -49.7046+8.69684j 73.0104-15.9201j 47.1619+5.48148j -26.2487+3.4259j 2.85082-2.94877j 
-0.226616+0.0361171j -0.289572+0.633376j -0.689543+0.63256j -0.5299+0.0565083j -0.287359-1.26224j 0.85634+0.931296j -0.565352-0.671047j -2.02936-0.0534113j -0.367403+0.692102j -0.331961-1.02458j 2.35811+0.0871164j -1.69848+1.12191j -3.22779+0.646177j -0.792552+0.504822j 2.7617-0.0276353j 3.07626+0.266756j 0.601138+0.302885j 1.28395-0.231275j -2.27919-0.357443j -5.30295+0.237599j -1.28091-0.173115j -1.58927+0.402133j -2.6692-0.621069j -0.417418+0.27658j -2.46222-0.653946j -3.49571-0.0815078j 2.13593+0.14605j 4.36489+0.375448j 0.692527+0.215772j 4.7093+0.0807241j 2.15619-0.153571j 3.66861-0.0619891j 1.41591-0.250554j 0.870824+0.305164j 3.1598-0.0684402j 0.0608163-0.749072j 0.916732+0.17819j -1.3953+0.67859j 3.11093+2.25163j 1.4725+1.14562j 1.00523+0.0960709j -4.63853-1.57425j -3.97308-2.92687j -1.06395-1.12419j 11.2578+4.54734j 20.4152+7.09045j -3.566-2.19499j 25.8928+9.59904j -34.9788-16.1114j -10.394-4.1124j -44.8186-11.877j 30.6551+9.30011j 18.468+5.49031j 40.0537+12.7635j 17.7192+3.33541j 85.4619+23.4792j 65.3192+17.1536j 0.611394+0.054911j -21.4754-5.80438j 4.32673+2.39495j -25.5888-7.60334j -90.9571-22.5957j 10.7878+3.86093j 77.7152+16.693j 1.75533+1.4189j 70.4964+14.6935j 26.1855+6.00555j 6.17307+0.543227j 66.7176+14.0787j -6.28247-2.87942j 94.0425+16.5684j 2.81878+0.414946j -19.9244-1.52236j -23.237-4.55097j 6.15532+0.265296j -43.9926-7.09269j 84.2131+13.1881j -12.8974-0.91846j 40.9815+5.13739j -25.2247-4.09834j 22.671+2.32894j -42.0511-6.50753j 3.66214-0.29325j -18.2785+0.41545j 31.0032+1.45227j 2.4731-1.21721j -20.9622-1.18494j -7.02823+0.00266698j 9.67531-0.684939j 6.31431+1.7269j -3.48734-0.329432j 0.277391-0.426103j 
0.0433235-0.680419j 0.258765+0.10208j -0.854832+0.235198j 1.98357+1.10559j 1.36193-0.413277j 2.96499-0.214994j 0.293768+0.127505j -7.13067+0.157073j -1.03461+1.47478j -1.84884-0.0441235j 7.20714-0.737137j -0.0854452+0.579663j -13.2366-0.430019j -4.42969+0.428965j 10.3489+1.1176j 7.6742+1.06756j 1.97887-0.397871j 7.9588+0.77607j -8.87747+0.35988j -24.4559-0.930776j -4.73363+0.658897j -9.64452+0.0119472j -11.8218-0.58544j 0.613844-0.0231514j -10.0135-0.229279j -14.1919-0.353361j 11.17+0.339552j 20.809-0.249509j 1.73786-0.050582j 18.7762-0.170594j 8.18963-0.254539j 14.6993-0.496008j 4.61312-0.0476037j 5.50178-0.716142j 13.7831-0.280356j -3.24221-2.68831j 2.56234-0.817662j -5.9473+1.18019j 14.2591+5.65299j 6.71235+4.00047j 5.7075+0.777994j -26.5232-0.889303j -17.8078-11.176j -6.22404-3.06613j 49.1812+25.008j 100.261+37.504j -20.681-17.7064j 119.387+40.2895j -160.384-65.5005j -48.3125-20.1141j -203.866-54.9019j 137.749+42.4409j 86.882+22.4636j 177.795+56.3511j 68.7701+23.4293j 393.321+105.397j 297.776+79.7802j 4.02486+3.90833j -98.0294-23.8756j 24.7169+11.1206j -121.78-33.1332j -412.34-100.725j 50.1748+16.4646j 355.935+78.5789j 7.84704+4.48999j 321.979+66.9267j 116.997+25.2427j 31.421+2.57853j 306.915+62.3469j -28.9326-10.2631j 434.228+75.4201j 16.1167+2.29388j -93.4979-8.89846j -106.335-19.1493j 30.5579+2.72822j -203.225-29.579j 386.136+57.7146j -60.6777-5.47121j 187.134+21.2539j -113.096-16.6774j 104.82+8.84912j -191.316-28.169j 15.9343-1.447j -83.9276+2.8222j 141.026+7.81793j 11.5108-8.76748j -94.3967-5.93154j -31.0393+0.289123j 45.9945-2.87227j 29.3899+7.56582j -16.0966-0.380989j 1.57544-1.83196j 
0.379262+0.374268j 0.336438+0.750119j 0.0892683+0.398373j -0.786959+0.370522j -0.882603-0.063121j -2.07764-0.832076j -1.0678-0.124358j 4.48171-2.10942j 1.39611+0.94379j 0.818664+0.281317j -6.67068-0.733661j 0.0378666+0.172311j 9.10796-0.53175j 3.09676+0.12622j -9.27777+1.12024j -5.54686-0.113476j -1.75472-0.12056j -5.59351+0.895435j 6.5005-0.309775j 20.0062-0.579875j 4.39643-0.530771j 8.34556-0.747052j 10.1041-0.535747j -0.492085+0.456669j 8.00975-0.928977j 12.425-0.502621j -9.52729+0.204119j -18.3038+1.39507j -1.21515-0.377571j -16.3928+1.29809j -7.33034+0.862439j -13.1365+1.55973j -4.11928+0.336761j -4.89939+0.836462j -12.4079+1.26102j 2.77495+2.01317j -2.70469+1.01846j 5.5491-1.54328j -14.3097-3.72757j -6.88741-3.23524j -5.95226-0.124625j 27.7062-1.21283j 17.5634+8.73597j 6.41113+2.3589j -46.9295-18.9527j -98.2962-27.509j 20.37+15.6303j -121.322-30.983j 155.206+51.4588j 46.8409+15.6j 202.004+40.5246j -135.668-29.3796j -85.5913-11.861j -175.76-40.2782j -68.7332-17.7564j -388.035-75.5805j -294.527-55.6269j -3.14969-3.088j 97.7198+14.9928j -22.2719-9.35065j 119.846+23.625j 407.133+67.5223j -49.8148-12.3874j -351.083-49.0897j -7.74863-4.37593j -316.736-42.4708j -114.887-15.911j -29.8469-0.0891156j -302.809-38.9231j 28.7594+7.62669j -428.744-42.0982j -15.9311-0.623599j 92.5488+1.76066j 105.542+10.3906j -29.7336-0.788981j 199.958+14.0186j -381.084-27.9743j 60.7104+1.49789j -185.282-7.38058j 111.788+8.11242j -103.513-0.543326j 189.332+14.1148j -16.0366+2.1045j 82.7563-8.92134j -139.542+2.57257j -11.3327+9.14149j 93.3164-1.06547j 30.7589-2.93737j -45.3308+6.19404j -29.0583-5.55886j 16.096-0.848023j -1.67383+1.84851j 
0.345635-0.165813j 0.227646+0.0247404j 0.192404+0.0505879j -0.108737-0.404036j 0.557841-0.0297446j 0.72039-0.453165j 0.481281+1.37113j -1.22492-0.274162j 0.276383-0.0572963j -0.427335-1.27814j 2.51359+1.09132j -0.48992+0.782066j -4.47404-0.72964j -0.732488-0.588831j 3.14422+0.103884j 2.26544+1.16765j 1.10303+0.51633j 1.91357+0.371329j -2.2015-0.144912j -5.68301-0.773405j -1.00219-0.29642j -2.11351-0.68909j -2.35773-0.226743j 0.258759+0.299414j -1.98457-0.0420743j -2.65902-0.496697j 2.04194+0.683353j 3.98539+0.792804j 0.632396-0.216181j 3.63908+0.952868j 1.78656+0.0210089j 2.86935+0.878745j 0.935058+0.132624j 1.1448+0.499509j 2.23122+0.683357j -0.921569-1.63203j 0.572979-0.310502j -0.872197+0.0651571j 0.31014+0.897828j 0.595963+0.569373j 0.32531+0.404957j -1.73133-1.11945j -2.8733+0.26799j -1.75207+1.34639j 5.01432+5.5531j 9.67899+10.5424j -3.19647-4.1374j 12.418+12.9872j -16.7261-18.6336j -4.06733-3.97902j -22.7087-19.1293j 14.0214+14.334j 9.53545+8.06676j 18.3704+19.2638j 7.36855+8.01773j 41.9452+40.1709j 30.9407+30.0759j 0.670962+0.242228j -11.4024-9.47345j 2.59777+3.92796j -13.5774-12.2945j -44.2795-39.7866j 4.80627+5.13704j 38.1815+32.877j 2.06974+1.41969j 34.6688+29.3133j 12.8173+10.5799j 3.23385+2.72818j 33.2172+26.9259j -2.75767-3.0621j 46.4007+37.5589j 1.66269+1.43426j -10.4637-8.35188j -11.0466-9.3553j 3.42824+2.17908j -21.1165-17.1358j 40.2295+32.4608j -6.54706-4.74163j 19.3904+15.049j -11.6657-9.49903j 10.962+8.05181j -20.2931-15.8628j 1.57413+0.209431j -9.01111-5.34319j 15.2259+9.93089j 1.29311-0.157549j -9.59086-6.93866j -3.10842-1.70959j 4.64823+3.01356j 3.50484+2.73157j -1.5126-1.0617j 0.204119-0.453837j 
0.469317-0.289418j 0.634599+0.0132278j -0.124491+0.0659617j 1.18684+1.1394j 0.340463+0.706616j -0.0545133-1.19769j -0.417643-1.0263j -3.53778-0.103778j -1.70956+1.3865j 0.364841-0.330315j 4.35259+1.15238j 0.0406594+0.062952j -7.88862+1.55583j -2.49447-0.29505j 6.69675-0.716459j 3.80714-0.152417j 1.91878+0.873224j 4.89246-0.276227j -5.19191+0.329707j -15.0277-0.198331j -3.31051+0.331583j -6.73024+0.447635j -8.30703+0.109335j 0.83535-0.00269045j -6.46936+0.254968j -9.64316+0.5488j 8.33071-0.344395j 13.9663-0.922632j 1.17381+0.133457j 12.7069-0.928074j 6.01899-0.248587j 10.5828-1.11528j 3.19127-0.214647j 3.7962-0.977181j 9.56413-1.29891j -3.12641-2.13701j 1.84859-0.695836j -3.91167+1.15765j 12.2601+3.97303j 5.78027+2.75419j 4.93975+0.768701j -22.1339-0.871778j -14.9434-6.81618j -5.60247-1.55863j 38.2176+18.1487j 76.2899+20.4069j -15.3518-12.1286j 94.2894+24.5346j -124.017-43.6383j -35.5935-11.4264j -157.459-32.5916j 104.805+26.1976j 68.0658+13.1476j 139.979+34.0787j 54.2288+14.8712j 306.217+64.1228j 233.474+47.5513j 3.8066+0.88266j -77.5338-13.2863j 17.5868+7.79322j -94.836-19.6438j -321.204-56.5937j 39.875+10.8269j 277.283+42.2879j 6.48591+4.1396j 249.898+36.7005j 90.2611+14.0929j 24.0868+0.440427j 239.059+33.9922j -22.6417-6.17758j 338.583+38.5838j 12.4843+1.04324j -73.5754-2.65239j -83.1965-9.05285j 23.5837+0.689515j -158.871-13.386j 301.342+25.8242j -47.6126-1.44264j 145.799+8.21423j -88.1924-7.23715j 81.7759+1.8323j -149.367-13.3786j 12.8566-1.70287j -65.6454+6.30294j 110.596-0.637807j 8.41809-7.32331j -73.4809-0.0787304j -24.3871+1.85337j 35.4317-4.43837j 22.808+4.30237j -12.5779+0.472894j 1.36806-1.25952j 
-0.335773+0.00215422j -0.0683424-0.346919j 0.186546+0.715017j 0.0690996+0.328095j -0.47751+2.00373j 0.879825+0.579556j -0.415823+0.733929j -2.19506-0.921298j -0.0215628-0.11265j 0.878899+1.02657j 3.31175-0.146773j -0.299215+0.156086j -4.19988+0.268952j -1.33626-0.0754018j 2.91817+0.0330249j 2.23464-0.116562j 0.714361+0.6588j 2.2975+0.29395j -2.12718-0.175098j -6.80925-0.774984j -1.37439-0.0400139j -3.12532-0.424256j -3.51891-0.192353j 0.407541-0.382572j -2.66566-0.379433j -4.29141-0.234264j 3.32709-0.235082j 6.51633-0.00455371j 0.77553+0.325118j 5.4407+0.441874j 2.48098-0.149772j 4.95236+0.0649551j 1.37537+0.165912j 1.31109-0.118367j 4.3462+0.0989126j 0.0408526-1.59653j 1.07327-0.0580577j -1.77256+0.74056j 3.05783+1.92806j 1.58763+1.30315j 1.33355+0.26226j -7.32198-1.00789j -6.26743-3.48786j -2.90616-1.38918j 11.3111+4.89354j 29.5391+13.6604j -5.36286-6.66273j 35.7784+13.2251j -48.4621-22.3516j -14.9452-5.19863j -60.0836-20.5397j 41.1787+14.0937j 26.4643+8.75053j 52.583+19.3666j 20.984+8.65544j 119.21+37.0496j 90.4558+27.7428j 1.68537+1.20576j -29.4518-8.23101j 6.60226+3.92514j -36.0635-11.4184j -124.361-34.2812j 15.1424+5.58981j 106.892+27.5187j 2.47781+1.83897j 95.9885+23.5171j 34.8074+8.99654j 9.815+1.42757j 92.0561+22.4927j -8.48402-3.77719j 130.608+28.3524j 4.9572+0.715568j -28.7458-3.94382j -32.0908-7.08583j 9.48764+1.87863j -61.0073-11.3671j 116.038+22.0022j -18.2757-2.25155j 56.4711+8.39375j -33.7397-6.25695j 31.3876+3.80393j -57.7252-11.4135j 4.95664-0.32219j -25.3545+0.124218j 42.7526+4.16106j 3.27213-2.22345j -28.4877-2.84549j -9.6438-0.253402j 13.7337-0.515879j 9.04089+2.59802j -4.80854-0.352902j 0.440057-0.655533j 
0.687451+0.898187j 0.801963+0.617526j -1.35721-0.592846j 0.307406+0.305997j 0.0384605-1.04344j -0.0168334+0.183681j 1.46494+0.638796j -3.40714-0.460817j -0.868759+0.32384j -0.398978+0.38425j 2.86487+0.139642j -0.749177+0.558319j -3.86343-0.162037j -0.37557-0.534665j 3.50778+0.377989j 2.64853+0.58562j 0.721828+1.26107j 2.50177+0.346892j -3.0481-0.827141j -7.98286-1.287j -2.14294+0.0136433j -3.11996-0.566567j -4.34433-0.493931j 0.236448+0.047542j -2.84826+0.246578j -5.14305-0.468689j 3.90309+0.163854j 6.90243+0.46185j 0.219482-0.0332803j 6.36281-0.0936904j 2.85626+0.0412275j 5.27533+0.495116j 1.55794-0.151266j 1.94821-0.105164j 4.5656+0.261141j -1.50253-2.42108j 0.589355-0.424715j -1.77459+0.680672j 5.03182+3.38107j 2.37356+2.49734j 1.56696+0.000308774j -8.41894-0.814477j -5.86547-4.90804j -2.76804-1.16015j 14.237+8.0051j 30.6455+14.1014j -7.2378-2.6641j 35.5196+15.0176j -46.9491-24.6756j -14.2316-7.19333j -62.5672-22.6212j 41.4379+16.5035j 26.5553+9.26868j 55.4508+22.0125j 20.095+8.81164j 120.545+41.9793j 90.3572+31.3852j 1.46431+1.05225j -30.1483-10.2333j 6.18305+4.41799j -36.4038-13.3731j -125.493-40.6263j 15.4654+6.24677j 108.364+32.5127j 2.66736+2.33499j 98.1523+28.204j 36.0578+10.3205j 9.7079+1.64959j 93.8093+27.0434j -9.05408-3.19688j 132.694+33.7597j 4.82642+0.82259j -29.2449-5.25255j -32.8129-8.04714j 8.8866+2.01522j -62.0416-14.1535j 118.219+26.7491j -19.1597-3.33342j 57.0406+11.3253j -34.7879-7.72714j 32.6012+5.02114j -58.496-13.2393j 4.50468+0.087616j -25.9186-0.944935j 43.5081+5.40601j 3.23731-2.73436j -28.6102-3.85304j -9.30802-0.762436j 14.2678+0.13336j 9.10719+3.22932j -5.02692-0.457052j 0.631241-0.877886j 
