0.351162-0.143467j 0.839778-0.130128j 1.23367-0.239585j -1.94186+0.753777j -1.94063+0.587795j 5.20946-1.03586j 0.655425-0.792115j 6.55068-1.47654j 6.55145-1.7047j -1.41061+0.387073j -10.7301+2.18843j 5.1142-1.27933j -5.90857+1.19236j -9.76202+2.09917j 3.43344-0.757141j 20.2877-4.3051j -13.1544+2.95266j -1.21318+0.309208j 5.17794-1.00774j 4.47435-1.04383j 3.90864-0.815993j 22.3673-4.7571j 0.730116-0.167919j 16.8988-3.56953j -1.11346+0.222457j 0.942515+0.0540681j 17.7297-3.69418j 0.742497-0.208902j 16.9888-3.67201j 0.459477-0.0370614j 22.1255-4.84969j 3.91918-0.840416j -4.45205+1.21989j -5.25752+1.34917j 1.21237-0.108311j 12.5844-3.21424j -19.5331+4.50362j 3.22769-0.782416j 9.02458-2.03205j 5.64856-1.2363j 4.82479-1.21621j 10.2245-1.54111j 1.08286-0.0085204j 6.5863-1.06925j -6.36943+0.770827j 0.850897-0.780263j 5.2209-0.774989j 1.45928-0.336467j 1.9696-0.889242j 2.44968-1.8167j 1.19068-0.449001j -1.85173-2.46882j 
-110.08+5.69518j -673.659+5.71509j -1170.38-11.9173j 1645.84-29.2513j 1607.15-25.0745j -4078.22+37.1968j -639.714+33.8614j -5156.47+44.5285j -5313.82+74.7877j 1164.77-16.9528j 8232.67-33.5586j -4103.31+36.5494j 4640.98-20.7356j 7544-55.8517j -2761.66+23.6598j -15863.3+80.799j 10284.6-56.2473j 956.961-9.01002j -4152.89+13.976j -3366.52+34.7271j -3045.39+14.386j -17450.2+73.8724j -380.818+15.3081j -13268.1+35.5415j 663.37-13.1661j -724.294-4.30572j -13825.2+36.5551j -663.06-9.91276j -13266.3+33.4127j -381.936-11.0996j -17449.3+17.5834j -3044.42+2.48769j 3366.08+12.4385j 4153.47-6.5507j -957.423-4.5511j -10283.8+1.54028j 15862.7-2.41696j -2760.84-7.68973j -7542.49-14.7079j -4640.15+3.76959j -4103.07-14.4213j -8233.46+7.84314j -1164.68-10.485j -5312.41-43.5329j 5155.9+16.8688j -639.018-28.1946j -4077.55-15.148j -1606.97-15.3777j -1644.89-19.2003j -1170.23+16.8478j -673.231-1.7674j -109.539-4.48199j 
27.42-1.37282j 168.707-0.726414j 292.841+3.47085j -411.014+7.14671j -402.371+6.34633j 1018.91-8.51267j 159.579-8.23075j 1287.8-9.98872j 1328.05-17.5563j -291.45+4.94321j -2057.13+7.75178j 1024.29-8.37587j -1159.11+4.29794j -1884.63+12.4137j 690.372-5.36427j 3963.7-17.0759j -2569.01+12.4954j -239.938+2.16199j 1038.94-4.06624j 840.818-8.18759j 760.006-2.85694j 4360.74-14.7426j 94.4085-3.8699j 3315.31-6.1833j -167.069+2.69639j 180.312+1.00825j 3453.49-6.89965j 165.511+2.54877j 3315.52-6.25142j 95.161+3.18942j 4360.07-1.66959j 760.763+0.413131j -840.888-4.4248j -1037.54+0.682475j 239.396+1.31115j 2570.19+1.70536j -3963.78-2.14103j 689.859+2.77836j 1884.8+4.82034j 1159.18+0.10952j 1025.34+4.73698j 2056.99-0.867177j 291.079+3.15134j 1327.24+11.8845j -1288.16-5.09115j 160.338+7.2556j 1019.17+4.03477j 401.271+4.138j 411.053+5.27413j 292.515-3.79289j 168.606+0.587491j 27.3885+1.10447j 
-3.3663-0.102369j -22.1633-0.576085j -38.234-1.52963j 52.8163-0.0738836j 51.2886+0.418342j -131.535-2.53279j -20.1138+0.0666571j -166.044-2.89587j -171.115-2.70126j 38.7775-0.300123j 265.103+5.27467j -132.429-2.64317j 149.16+3.11773j 243.199+4.12939j -89.6067-1.40479j -510.679-10.9004j 330.384+7.99199j 29.5089+1.20121j -134.286-2.4651j -107.772-1.99346j -98.7703-2.24199j -561.243-11.2328j -10.6476-0.181209j -426.633-9.75279j 21.3323+0.554042j -22.7243-1.20648j -446.457-9.66217j -21.2881-0.755191j -426.855-9.35549j -12.4021-1.14592j -562.036-14.3531j -98.0972-2.14971j 108.727+4.3204j 133.872+2.87351j -30.7003-0.96349j -331.695-8.64926j 511.344+12.9645j -88.717-2.94732j -243.352-6.57308j -149.086-3.79239j -132.284-3.95478j -264.496-6.2758j -37.4681-1.46459j -171.491-6.52847j 166.034+4.88859j -21.3147-1.84884j -131.227-4.22472j -52.2942-2.08647j -53.2341-2.49614j -37.7853-0.446012j -22.121-0.610678j -3.46217-0.226401j 
67.3099-3.80318j 410.626-3.67691j 713.822+7.02045j -1003.89+18.4397j -980.15+15.7957j 2488.72-23.7575j 390.707-20.7745j 3144.93-26.5757j 3241.28-47.5782j -710.903+10.2407j -5021.96+22.5064j 2502.58-23.4889j -2829.28+13.8382j -4601.28+35.9417j 1684.36-14.5871j 9676.7-51.0175j -6273.93+36.0423j -584.477+5.64537j 2532.76-9.56948j 2053.6-21.9822j 1857.13-7.89029j 10644.1-48.9639j 232.452-10.1092j 8092.31-22.5973j -405.185+8.45792j 442.709+2.09729j 8433.38-24.6042j 403.915+4.76784j 8092.32-22.4313j 232.765+6.62043j 10643.1-14.0855j 1856.91-2.34327j -2053.33-6.97085j -2533.41+4.01846j 583.803+2.49908j 6273.22-2.75866j -9675.37+3.8183j 1683.93+3.91507j 4600.59+8.03694j 2830.43-3.04081j 2502.29+7.58762j 5022.2-6.01573j 710.211+6.40081j 3240.48+25.8464j -3144.79-9.30093j 389.616+17.0593j 2487.06+8.47746j 980.105+9.05971j 1003.27+11.2523j 713.798-10.6122j 410.424+0.963229j 66.8012+2.8206j 
-87.8654+4.33886j -538.922+4.9519j -935.345-10.2177j 1315.84-24.4582j 1284.9-21.4137j -3260.12+31.968j -511.703+28.4155j -4121.61+38.218j -4247.58+63.8846j 930.122-15.3922j 6580.68-31.3038j -3280.35+33.2089j 3709.01-19.7089j 6029.58-49.4107j -2208.12+21.2593j -12680.2+75.5426j 8219.32-52.155j 765.6-9.08274j -3319.99+13.7747j -2691.92+31.2018j -2432.82+13.179j -13947.8+70.1339j -305.409+12.7514j -10603.7+35.8257j 529.541-11.6379j -579.527-3.23398j -11049.4+37.7464j -529.642-7.01268j -10603.8+34.7387j -304.763-9.44481j -13946.3+25.19j -2433.56+3.92013j 2690.42+7.0744j 3319.46-7.31216j -765.103-3.2936j -8219.31+8.54715j 12677.8-12.0693j -2206.76-3.91141j -6028.29-6.84891j -3708.69+5.66342j -3279.42-8.99768j -6580.24+10.8418j -930.688-7.40786j -4245.73-30.6925j 4120.7+10.7171j -510.781-21.8053j -3258.89-9.30919j -1284.25-11.2446j -1314.51-14.546j -935.203+13.9382j -538.077-0.994475j -87.5683-3.39104j 
75.842-4.01643j 462.442-4.10505j 802.789+8.53467j -1130.05+21.3367j -1104.66+18.2762j 2801.3-27.1177j 440.427-23.6805j 3541.1-34.4903j 3649.22-55.2462j -799.732+12.0241j -5652.54+27.2266j 2818.93-27.2801j -3186.24+16.6175j -5178.94+41.766j 1896.55-16.8437j 10893.3-64.1153j -7061.64+43.2803j -657.62+7.89166j 2851.82-10.5927j 2311.12-26.142j 2089.87-11.4987j 11981.5-60.0195j 261.909-10.6286j 9109.03-30.6603j -455.516+9.97802j 497.783+2.83469j 9493.19-32.6807j 455.672+5.70875j 9110.75-29.8295j 261.514+7.72606j 11981.3-22.0673j 2091-3.94181j -2311-7.21064j -2851.77+6.67325j 657.091+2.42869j 7060.95-6.47674j -10891.4+10.2612j 1895.32+3.24509j 5178.72+6.1328j 3186.12-4.93008j 2817.14+7.55814j 5653.24-9.74323j 799.673+6.30734j 3647.54+27.117j -3539.98-8.99539j 438.741+19.0057j 2800.25+8.01035j 1103.37+9.61668j 1129.29+12.0075j 803.42-11.9439j 462.337+0.948194j 75.2781+3.00892j 
-82.0871+3.79752j -500.416+5.13647j -868.86-8.38068j 1222.64-25.6043j 1194.13-21.0609j -3028.17+33.9505j -474.745+26.42j -3830.15+40.5688j -3947.37+63.5193j 864.488-15.4067j 6115.24-37.0129j -3047.7+34.128j 3446.36-20.9618j 5603-52.1037j -2050.46+21.4067j -11781.5+83.6061j 7639.16-56.6533j 710.815-8.3218j -3085.54+16.6715j -2500.25+32.6325j -2260.9+14.1649j -12958.2+80.3096j -282.92+13.3913j -9852.55+44.9536j 492.976-12.2029j -538.007-3.1298j -10266.9+47.1935j -491.896-5.60505j -9853.22+43.5728j -282.893-7.59851j -12957.9+38.8704j -2261.46+6.21142j 2499.39+2.96264j 3084.16-10.3478j -710.954-2.14476j -7635.84+16.599j 11779.4-25.0858j -2050.11-0.970162j -5600.87+0.00678703j -3445.72+9.22088j -3047.03-4.26066j -6114.01+17.491j -864.39-5.51611j -3944.39-23.3042j 3828.38+4.61014j -474.256-19.5766j -3027.93-5.34347j -1192.89-8.93743j -1221.42-11.7264j -869.029+13.8381j -499.927+0.0182864j -80.9984-3.16818j 
22.5822-1.4217j 138.627-1.67929j 239.406+2.10687j -337.61+8.37501j -329.103+7.13175j 835.039-12.1602j 131.432-8.79843j 1056.01-15.0035j 1089.84-23.2656j -238.704+5.18034j -1687+15.1035j 840.743-11.053j -950.966+10.1673j -1545.64+21.2093j 565.98-8.8645j 3249.95-35.4355j -2107.56+23.7463j -195.996+2.34567j 850.638-6.73353j 689.337-12.2804j 624.188-6.3244j 3574.46-34.9614j 78.48-4.64424j 2718.58-22.6377j -136.476+3.57611j 149.045+0.515319j 2832.6-23.6414j 135.486+0.220896j 2718.53-22.1422j 77.9668+1.68425j 3574.48-24.4693j 623.732-4.04612j -689.246+2.23705j -850.495+6.16794j 196.435+0.0486238j 2106.31-13.5431j -3249.06+19.4308j 565.292-2.21378j 1544.99-6.20549j 950.419-5.92397j 840.497-2.30077j 1686.32-10.8413j 238.731+0.500179j 1088.02+1.21813j -1055.9+3.12322j 130.445+4.02624j 835.107-1.93207j 329.047+0.775203j 336.394+1.32485j 239.968-4.25684j 138.059-0.567575j 22.4795+0.676098j 
-2.88494+0.3735j -13.4821+0.490567j -22.8588-1.12479j 32.4414-1.72049j 30.6455-0.822749j -79.4083+1.53024j -13.3831+0.855312j -100.618+2.54976j -103.852+3.71593j 23.3359-0.284804j 161.073-3.62175j -80.4882+0.780809j 91.4345-2.14842j 147.903-3.67445j -53.648+0.939909j -312.052+7.1662j 201.393-4.76936j 19.1062+0.0364909j -82.1427+2.17579j -66.5027+2.63771j -60.0811+1.85241j -342.337+8.13599j -7.17814+0.764221j -259.782+5.58305j 13.1834+0.534507j -14.1619-0.212764j -270.727+6.10405j -12.9399+0.147183j -260.465+5.31803j -7.4587-0.225699j -341.326+6.40954j -59.5775+1.50463j 65.515-1.74689j 81.291-1.50218j -18.6142+0.280149j -201.119+4.26637j 310.825-5.59219j -54.1041+1.06896j -147.601+2.55108j -90.6873+1.54695j -80.6108+1.53231j -161.66+3.0697j -22.5192+0.134066j -103.475+1.47631j 101.371-1.43636j -12.3067-0.18796j -79.797+1.31408j -31.2805+0.348091j -32.2968+0.506558j -22.8793+0.843833j -13.0013+0.140138j -2.11138-0.0722077j 
23.6766-0.390119j 144.554+0.180773j 251.801+3.52992j -355.1+3.61849j -347.907+2.76459j 879.649-1.81036j 136.559-5.4864j 1110.94-2.9207j 1146.93-8.96077j -251+1.96964j -1777.12-3.08913j 884.608-3.02031j -1000.64-1.43841j -1626.68+1.61923j 594.962+0.00523145j 3422.92+3.09171j -2217.88-2.90782j -206.255+1.85929j 895.817+2.01366j 726.083-2.09725j 656.938+0.25666j 3763.66+6.99461j 81.4041-1.71875j 2863.14+9.12824j -142.554+2.11356j 156.156+1.3537j 2982.58+10.0503j 143.651+2.36924j 2862.36+9.91927j 82.3011+3.74375j 3764.29+19.4519j 657.132+3.7667j -726.122-9.4486j -896.135-4.29464j 206.531+2.20691j 2218.84+14.9113j -3422.82-21.522j 595.929+6.08279j 1627.75+14.2217j 1001.2+5.43351j 885.907+9.26676j 1776.45+8.79371j 250.96+4.29339j 1146.97+18.288j -1112.76-11.1911j 138.152+7.93776j 880.368+9.09028j 347.035+6.22164j 355.272+7.11915j 252.336-2.75391j 145.232+1.40694j 23.5536+1.28291j 
-67.5134+3.34706j -415.744+4.82685j -721.037-6.78207j 1016.55-21.5411j 991.431-18.451j -2516.86+28.6404j -395.386+23.9435j -3181.65+36.4119j -3278.89+57.4736j 719.192-14.0473j 5080.28-36.5127j -2531.35+30.1768j 2863.05-21.2234j 4654.98-49.2915j -1704.1+19.5706j -9787.08+78.432j 6345.48-54.6508j 590.658-8.29868j -2561.7+15.7103j -2077.12+29.8841j -1878.44+14.3458j -10766+77.876j -235.304+10.4078j -8185.71+45.6626j 409.964-9.46982j -446.693-2.04761j -8529.4+48.712j -409.394-3.68411j -8185.12+44.8791j -234.774-5.71881j -10763.9+44.0523j -1878.35+7.3573j 2076.55+0.191413j 2561.91-11.064j -590.227-1.31552j -6343.89+21.2121j 9785.03-31.0182j -1703.48+1.4165j -4652.98+5.30239j -2862.43+10.4916j -2531.06-0.811488j -5079.23+19.4677j -718.131-3.95079j -3276.89-15.382j 3180.52+0.371686j -393.749-15.1671j -2515.3-1.60747j -990.961-6.36076j -1014.48-7.92559j -722.074+12.1992j -415.235+0.3697j -67.2582-2.47366j 
8.50424-0.820878j 53.3939-1.29502j 92.6929+0.633855j -130.208+4.43759j -126.97+4.08022j 322.015-6.53523j 50.4683-3.94141j 405.422-9.51012j 420.075-12.5858j -91.8901+2.85885j -648.423+9.96615j 322.867-7.99882j -363.908+8.04076j -594.788+12.6206j 217.23-5.87476j 1250.32-23.3193j -810.901+15.6418j -75.5003+1.95701j 327.03-5.46972j 265.55-7.77517j 240.416-4.68396j 1374.87-25.0095j 30.2153-2.01634j 1045.12-17.4108j -52.4168+1.752j 57.8517-0.612264j 1089.06-17.7144j 51.9276-0.0231287j 1045.14-17.0445j 29.6416+0.254388j 1374.21-20.8949j 239.851-3.5738j -265.223+3.94308j -327.486+5.1301j 75.3004-0.55125j 809.843-12.3115j -1249.33+18.2292j 217.357-2.92461j 593.933-7.9897j 365.47-5.56748j 322.896-3.89017j 648.473-9.43835j 91.6907-0.921013j 417.934-3.71165j -405.782+4.76468j 50.2945+0.771547j 320.921-3.71113j 126.405-1.08907j 129.37-0.814123j 92.1913-2.00025j 53.1417-0.651946j 8.74567+0.0880321j 
-48.5951+2.54097j -303.307+3.85261j -526.792-3.68209j 741.28-16.9319j 723.311-16.1624j -1837.38+27.1967j -288.823+17.5962j -2323.02+33.8287j -2393.85+50.4589j 524.236-10.5139j 3708.38-36.0235j -1849.37+28.1515j 2090.54-19.9822j 3398.47-45.6604j -1243.01+19.618j -7145.66+78.1154j 4632.49-53.5857j 431.529-7.29481j -1870.48+16.5255j -1515.99+26.9304j -1371.03+14.3717j -7859.48+79.9529j -171.976+8.5903j -5975.75+50.5283j 298.929-7.96366j -326.836-0.0893618j -6226.21+53.1716j -298.919-1.40436j -5975.27+49.9308j -170.718-2.96554j -7857.72+55.0244j -1370.9+9.28404j 1515.16-5.08032j 1870.6-13.5654j -430.937-0.00871277j -4630.94+30.1033j 7143.32-44.3303j -1243.09+4.35957j -3396.59+14.7948j -2089.52+14.3697j -1847.8+5.3539j -3707.74+24.9065j -523.831-0.643737j -2391.73-2.59179j 2321.25-6.97849j -287.652-9.13245j -1835.91+4.89884j -723.282-1.67093j -740.31-3.15664j -527.099+9.36896j -303.496+1.12394j -49.4955-1.40116j 
35.5854-2.95071j 217.94-3.83734j 377.982+1.61997j -532.08+13.9742j -520.674+11.3689j 1317.05-22.0266j 206.414-13.9563j 1664.64-27.7897j 1714.78-39.1806j -376.74+10.0853j -2658.08+29.9577j 1324.77-22.1576j -1498.42+16.6428j -2436.09+36.0889j 892.971-15.3182j 5121.63-64.3118j -3320.49+43.6078j -309.5+5.65484j 1340.78-14.4092j 1086.17-22.2897j 982.709-12.0734j 5633.92-66.5284j 123.146-6.8053j 4283.4-43.7159j -213.623+6.10712j 234.319+0.138466j 4463.04-45.6505j 214.004+0.318847j 4282.5-42.9079j 123.086+1.60982j 5631.88-49.9032j 982.928-8.13326j -1086.23+6.77531j -1340.6+11.729j 308.893-1.07747j 3318.83-27.7526j -5119.92+40.7205j 891.14-5.48755j 2434.24-14.9615j 1497.75-12.3219j 1324.01-6.4647j 2657.6-21.8308j 375.647-0.241227j 1713.97-1.88615j -1664.11+8.02138j 205.498+5.82354j 1316.09-5.98174j 518.309+0.143882j 530.402+0.518386j 377.908-7.27162j 217.33-1.25282j 35.4692+0.941975j 
-22.8389+1.19337j -142.006+2.27401j -247.591-1.89869j 347.447-7.18393j 338.874-5.95383j -861.79+7.10122j -135.175+6.99292j -1086.4+11.953j -1122.18+15.3221j 246.088-3.8609j 1738.44-8.782j -865.785+7.51966j 979.09-3.74009j 1591.2-12.3739j -583.015+5.48918j -3348.24+20.0537j 2169.73-12.6444j 202.057-1.698j -875.741+3.27052j -711.078+6.94888j -642.522+3.35941j -3682.63+16.9535j -80.264+3.35387j -2799.99+8.50405j 140.384-2.80066j -152.765-1.12768j -2918.23+9.09861j -140.074-1.90654j -2800.4+8.40335j -80.4479-2.30836j -3682.48+5.3384j -642.849+0.824657j 710.564+2.74374j 876.505-1.55639j -202.311-0.901595j -2170.45+1.0026j 3347.88-1.75169j -582.557-1.01569j -1591.73-2.28307j -979.325+1.13099j -865.91-2.85575j -1737.68+2.5169j -245.605-1.98741j -1121.25-9.30022j 1088.17+3.31761j -135.044-6.07373j -860.643-3.08118j -339.209-3.32471j -347.243-4.0299j -246.873+3.77314j -142.067-0.39223j -23.0555-0.933126j 
-6.56976+0.882192j -38.8168+0.705276j -66.9977-0.0307415j 92.177-2.92195j 91.7401-3.85785j -231.531+5.80245j -35.8622+3.92751j -292.191+8.31119j -301.434+11.2133j 66.893-0.920397j 467.074-9.80703j -234.042+6.57063j 263.65-6.10973j 428.512-12.091j -157.17+5.25791j -901.662+23.2881j 584.214-15.2327j 54.1306-1.53443j -235.432+5.47265j -191.733+6.77663j -172.638+4.61888j -991.195+24.3026j -21.9706+1.66883j -753.268+17.2196j 37.1359-2.02096j -41.5656+0.578792j -784.837+18.4974j -37.9856+0.507878j -752.795+17.1755j -21.5607+0.28008j -990.236+22.2015j -172.686+3.9241j 191.067-5.19984j 235.783-4.86681j -53.9142+0.824456j -583.831+13.3105j 900.502-19.291j -156.388+3.40444j -428.229+8.84272j -263.482+5.53512j -232.89+4.76624j -467.26+9.99048j -65.7805+1.00224j -300.633+5.65401j 292.111-5.75192j -35.8477+0.162939j -231.278+4.60883j -90.9286+1.35968j -93.1682+1.78241j -66.6628+2.00707j -38.1542+1.05044j -5.92079-0.202847j 
-33.3062+2.0467j -201.843+2.57834j -348.902-1.92388j 491.549-12.0162j 480.574-9.26534j -1214.81+18.1129j -190.883+10.5731j -1537.8+21.1883j -1585.04+33.3444j 346.974-7.39106j 2456.38-23.0248j -1224.32+17.6103j 1384.29-14.1571j 2249.43-30.8496j -824.34+12.541j -4730.55+51.7609j 3066.73-35.0053j 284.925-4.61726j -1238.43+11.5797j -1004.54+17.3986j -907.706+9.58951j -5203.54+51.4172j -113.835+5.97102j -3956.22+32.8292j 198.161-5.44475j -216.476-0.277319j -4122.88+34.442j -197.666-1.16578j -3956.47+32.7915j -113.746-1.83898j -5202.89+36.253j -907.873+6.16284j 1003.54-3.61866j 1238.26-8.47682j -285.189+0.233694j -3066.22+19.8784j 4729.68-28.6892j -823.04+3.25758j -2249.37+9.4353j -1383.56+9.1081j -1223.25+3.29224j -2455.26+16.2826j -347.091-0.316554j -1583.62-1.95874j 1537.18-4.53397j -190.405-6.34983j -1215.82+3.07584j -478.747-1.22145j -490.27-2.13413j -349.066+6.21197j -200.87+0.737866j -32.8332-0.891997j 
0.476822-0.0368415j 7.74709-0.968246j 15.6984+0.758397j -20.2314+1.15657j -19.9669-2.17149j 50.5672-0.159544j 9.87021-0.72006j 63.6841-0.245955j 65.2841-0.546307j -13.5904+0.543193j -102.987+0.608697j 50.5669-0.562843j -57.6855+0.489012j -94.0457+0.780611j 34.6041-0.693168j 196.546-1.75688j -127.885+1.57287j -11.5649+0.433658j 51.1877+0.00813134j 41.7875-0.712625j 37.7472-0.1375j 215.67-1.57121j 4.61891-0.306518j 164.458-0.877384j -8.14703+0.24672j 9.08318-0.0667482j 171.405-0.473239j 8.26277-0.294653j 164.22-0.741952j 4.25486+0.00915553j 216.293-0.884579j 37.7392-0.151204j -41.5919+0.345172j -51.6303+0.256978j 11.9328-0.25182j 127.325-0.262583j -196.61+0.377962j 34.0898+0.323835j 93.3098-0.0900496j 57.5632-0.0140276j 50.854+0.279795j 102.238-0.560152j 14.1026+0.13341j 65.6914+0.38252j -63.8394+0.0617629j 8.10367+0.394871j 50.5488+0.0526474j 19.7232+0.092036j 20.3272+0.396428j 14.275-0.28502j 8.45415+0.143484j 1.46059+0.0783429j 
-0.83936+0.579059j -6.28593-0.809623j -12.0517-0.306996j 17.1889+0.752663j 16.3999+0.811063j -40.7102-3.39223j -8.10105-0.727263j -51.1415-4.68323j -53.6492-5.51637j 12.4837+0.897399j 82.5066+8.21787j -41.1481-4.76548j 47.0225+4.7344j 76.2091+7.94111j -27.9679-3.2382j -160.633-16.1672j 104.062+10.5294j 9.56708+0.953239j -41.9257-4.39962j -33.754-3.61672j -30.7605-3.17276j -176.498-17.8483j -4.067-0.0887809j -134.402-14.1108j 6.75447+0.867675j -7.28945-0.517664j -140.331-14.6238j -7.03111-1.30886j -134.341-14.2837j -3.81408-1.15862j -177.203-19.8665j -30.7582-3.53993j 34.3882+5.36895j 42.3026+4.35081j -9.61507-1.41067j -104.073-12.6164j 161.07+18.4837j -28.1943-4.03835j -76.771-9.29026j -47.0841-5.2833j -42.0149-5.51694j -83.6883-9.0832j -11.6982-1.8089j -54.6045-8.19365j 52.7485+6.67236j -6.8521-2.245j -41.6891-5.16181j -16.581-2.57362j -17.0575-2.93329j -11.5468-0.887806j -6.81668-1.08769j -1.56994-0.233391j 
-14.1111+1.32653j -92.1952+2.68941j -160.337-2.42475j 225.762-4.17273j 222.823-3.55551j -561.629+6.42808j -88.8754+4.52473j -709.786+6.69888j -731.851+10.5851j 160.848-2.77294j 1134.7-5.24467j -564.845+5.20157j 639.402-3.24338j 1039.35-7.89971j -379.929+3.39448j -2185.89+12.9049j 1416.71-9.16121j 131.984-1.48834j -572.349+2.2868j -464.1+5.19344j -419.596+2.13031j -2404.27+12.5857j -52.43+2.29054j -1827.95+6.31379j 91.2046-2.01002j -99.7537-0.833671j -1904.93+6.39255j -91.4429-1.38234j -1827.9+6.00681j -52.8217-1.76711j -2404.05+3.72581j -419.451+0.744051j 463.42+1.79948j 572.075-1.52761j -131.881-0.581379j -1416.89+0.771783j 2185.63-1.69709j -380.607-0.925586j -1039.38-1.32471j -639.445+0.965581j -565.212-1.69678j -1134.27+1.77802j -160.662-1.49346j -732.233-5.68222j 710.43+2.01968j -87.8922-3.7657j -561.989-1.58659j -221.211-2.06083j -226.512-2.58601j -161.46+2.5665j -92.7608+0.259332j -15.057-0.888408j 
-3.77241+0.748203j -28.2625-0.749496j -46.8162+1.4228j 66.2372-1.90796j 65.0421-1.917j -163.039+3.45421j -25.2552+1.05874j -206.595+3.8748j -213.112+5.43291j 46.8888-1.86085j 329.659-4.76977j -164.535+3.29638j 185.882-3.00132j 302.083-6.01065j -111.012+2.58935j -635.141+10.9863j 411.795-7.95587j 38.6357-0.979449j -166.161+2.16624j -134.753+3.12857j -121.917+1.99227j -698.819+11.7602j -15.4671+1.10374j -531.207+8.06508j 26.6179-0.993652j -29.225+0.170284j -553.312+8.52203j -26.6612-0.0114716j -530.973+8.26436j -15.0375-0.384631j -697.877+10.0815j -121.837+1.78483j 134.554-2.06879j 166.224-2.36713j -38.198+0.281023j -411.094+5.94833j 634.302-8.50445j -110.167+1.16179j -301.651+3.39017j -185.511+2.41618j -163.986+1.89979j -329.392+4.40307j -46.3954+0.272317j -211.978+1.3359j 206.016-2.07756j -25.425-0.838342j -163.027+1.47104j -64.2919+0.351355j -65.472+0.246533j -46.4182+1.26454j -27.0753+0.0767639j -4.33758-0.168927j 
1.85173-2.46882j -1.19068-0.449001j -2.44968-1.8167j 1.9696+0.889242j 1.45928+0.336467j -5.2209-0.774989j -0.850897-0.780263j -6.36943-0.770827j -6.5863-1.06925j 1.08286+0.0085204j 10.2245+1.54111j -4.82479-1.21621j 5.64856+1.2363j 9.02458+2.03205j -3.22769-0.782416j -19.5331-4.50362j 12.5844+3.21424j 1.21237+0.108311j -5.25752-1.34917j -4.45205-1.21989j -3.91918-0.840416j -22.1255-4.84969j -0.459477-0.0370614j -16.9888-3.67201j 0.742497+0.208902j -0.934613-0.439659j -17.7301-3.66835j -1.11346-0.222457j -16.8988-3.56953j -0.730116-0.167919j -22.3673-4.7571j -3.90864-0.815993j 4.47435+1.04383j 5.17794+1.00774j -1.21318-0.309208j -13.1544-2.95266j 20.2877+4.3051j -3.43344-0.757141j -9.76202-2.09917j -5.90857-1.19236j -5.1142-1.27933j -10.7301-2.18843j -1.41061-0.387073j -6.55145-1.7047j 6.55068+1.47654j -0.655425-0.792115j -5.20946-1.03586j -1.94063-0.587795j -1.94186-0.753777j -1.23367-0.239585j -0.839778-0.130128j -0.351162-0.143467j 
