0.01741-0.00878072j 0.00958483+0.0172243j 0.00392795+0.0248176j 0.0255233+0.000499478j -0.0159053+0.0120579j -0.0164892+0.00263474j -0.0267472-0.0244102j 0.0276256-0.0270418j 0.00877468-0.0174641j 0.00907361+0.00381698j 0.00749028-0.00249405j -0.0129488+0.0175873j 0.0249499+0.0205592j -0.0242122+0.0127045j 0.0131841-0.018505j 0.00504318-0.00188489j -0.00603222+0.000131486j -0.0126363-0.00295821j -0.000578082-0.00343658j -0.00703734+0.0272115j 0.0106599+0.0191081j 0.00668196-0.0110949j -0.00590132-3.03332e-05j 0.0158953-0.0128416j -0.0111878+0.00158776j -0.0119916-0.00429914j 0.00588249+0.00295086j -0.00471866+0.010326j 0.00617919-0.0065077j 0.00609753+0.00657308j -0.012454+0.0109659j -0.0274286-0.00924125j -0.00582294-0.010609j -0.00434198+0.0104946j -0.00434919+0.00643405j 0.00589625-0.00562848j -0.00168311+0.00117179j -0.0032711+0.0210648j 0.00524666+0.014845j -0.00362808-0.00705057j 0.00212026+0.00320405j -0.0110166+0.0080807j -0.00886319-0.0229822j 0.00218348-0.0141708j -0.0039067+0.00437368j -0.0021986+0.011134j -0.00236612+0.0108725j -0.00735938-0.00302439j 0.0137776+0.00933113j -0.00044816-0.0036019j 0.010432-0.0103842j 0.000827691-0.00307935j 0.00418741+0.00460426j -0.0103617+0.00601565j -0.00615487-0.0070694j -0.00572441-0.0146716j -0.00272618-0.00682303j 0.0078061+0.00822005j 0.0118634+0.00507483j 0.00220771+0.00459417j 0.00775851-0.00676688j 0.00445424-0.00255825j 0.0109636-0.0211156j -0.0125712+0.012625j 0.00158028+0.00662879j 0.00536437+0.0106577j 0.00107283+0.0265976j 0.000532864+0.00203245j -0.0262747-0.0219998j 0.0149394-0.00288896j 0.00541971+0.017343j 0.021124-0.00957435j 0.0203837+0.0428104j 0.0168496+0.0109227j -0.00734168+0.0213037j 0.0180993+0.0217409j 0.0213247-0.0177159j 
-0.00286876-0.0050613j 0.0062494-0.00168161j -0.00056467+0.00431324j -0.000243586+0.000546346j 0.0120412-0.00800336j -0.0018288+0.0149049j -2.74803e-05-0.00984656j 0.00544435-0.00125886j -0.010997+0.00445469j 0.00482569+0.00589196j -0.0100184+0.0155336j -0.00650633-0.00119077j -0.00195782-0.00596046j -0.00681565-0.0163618j 0.00617411-0.00202347j -0.000680744-0.0027566j 0.00200469+0.00233851j -0.000733777-0.00347671j -0.00883619-0.0134709j -0.00638701-0.0193189j 0.000328911+0.0224621j 0.00332069-0.00235695j -0.00562023-0.00372929j 0.00269233+0.00940243j -0.00233512-0.00821147j -0.0201317-0.00319237j 0.000650336+0.0246476j 0.0102418+0.00288884j 0.00515836-0.0123314j 0.00273462-0.00578402j 0.00602344+0.0090574j -0.00299118-0.0216709j -0.0160949-0.00425289j -0.00464117+0.00593343j 0.0128225-0.00927513j -0.00376924+0.0107424j -0.0069447-0.00407417j 0.0130281-0.000299804j 0.00787604+0.00246855j -0.00250367+0.00464086j -0.00910079+0.00864908j -0.00552974+0.0145453j 0.0078503+0.00898545j 0.0177507+0.00392817j -0.00857287+0.00278421j 0.00198372+0.0140401j -0.00592319+0.00691603j -0.00321023+0.0118706j -0.0059001-0.00476143j -0.000664629+0.0136505j 0.00126012+0.00503199j -2.25417e-05+0.0223627j -0.00704343-0.0126095j 0.00622625+0.0186023j -0.00706757-0.00160004j 0.0205177+0.00133005j -9.3991e-05+0.00693135j 0.0174678-0.000738962j 0.00515128-0.00295637j 0.00612961-0.00767874j 0.0121606-0.00689603j -0.0126378-0.000167959j 0.00482868-0.0170499j -0.00652664+0.00396643j -0.00626473+0.0189822j 0.00354501-0.00139149j -0.006619+0.0115178j 0.00130573+0.00725891j 0.00414496+0.00620486j 0.0098161-0.00266505j -3.04793e-05+0.00747034j -0.00807696-0.0123681j 0.00358664-0.010079j 0.00635031-0.000774381j 0.000959593+0.00627507j 0.00106096-0.00324831j -0.00262769+0.00020701j 
-0.00267141-0.000107631j 0.000815401-0.00195358j 0.00491651+0.00820076j 0.00480286-0.00930038j 0.00305956-0.00909758j 0.00897106-0.0016029j 0.0106319+0.000319284j 0.00658338+0.00473621j -0.00696653+0.000637341j -0.00498684+0.00193891j 0.0010228+0.00687464j -0.00339672-0.00729062j 0.000894995+0.010799j -0.00602364-0.0057453j -0.00226044+0.0160992j 0.00633461-0.00979389j 0.00337821+0.00714443j -0.00698058+0.0057163j 0.00405734+0.00544192j 0.0073241-0.00171193j 0.00534297+0.00465286j 0.000385239+0.0126849j 0.00869066-0.00973069j -0.00458289+0.00746142j 0.011289+0.00758434j 0.00244143+0.0129883j 0.00454098-0.0026048j -0.00819757-0.0146607j 0.00588191+0.00347549j 0.000863076+0.00571643j 0.00537931-0.000199306j -0.00909998+0.00259647j 0.00265861+0.0152399j 0.0173705+0.00675873j -0.0081763+0.00039327j 0.0012971-0.00382404j 0.00203419+0.00713697j -0.00259637+0.00449746j 0.0135365-0.00197366j -0.00612672+2.13595e-05j 0.00304701+0.00661168j -0.001619-0.0197045j -0.0130848+0.00429844j -0.00267412+0.0130804j 0.0064827+0.000743085j -0.00898098-0.0110988j 0.00612158-0.0110561j -0.00369384+0.000421666j -0.014886-0.00960969j 0.00264679-0.0207425j -0.0113254-0.0106063j -0.0172526-0.000698943j -0.0104169-0.00240648j 0.0152645-0.000267666j 0.0041337-0.0109009j -0.0050035+0.00104396j -0.000225847+0.00598448j 0.00725953+0.0138136j -0.0103294+0.00640483j -0.0168878-0.000603273j -0.0017881-0.00622458j -0.00169236-0.00678671j 0.00051448+0.00933581j 0.00825935+0.00257506j -0.00723511+0.00190387j -0.00303101-0.00593314j 0.00146517-0.00379496j -0.000114953-0.00257029j 0.00105466+0.00913548j 0.0119341+0.00520001j -0.00449151+0.000392504j -0.00151828-0.00369563j -0.0174196-0.00790698j 0.00845679-0.0070223j 0.00310706+0.00491314j 0.00147389-0.00752659j -0.00667479+0.000624552j 
-0.00625661+0.000577102j -0.000660038-0.00639176j -7.23329e-05+0.00463611j 0.00354662-0.00235989j 0.00631031-0.00942014j 0.00823545-0.00136483j 0.00436901-0.00183935j 0.00244082-0.00155928j -0.0137007-0.00426694j -0.00169304+0.00439139j -0.00674094+0.00194872j 0.00416438-0.000594614j 0.00350427+0.00149354j -0.000531054+0.00408091j 0.00360116+0.00950207j -0.0120062-0.00762644j -0.00178331-0.0065962j 0.00609425-0.00361668j 0.00113096+0.00640868j -0.00107687-0.00864284j -0.00203182-0.00634933j -0.00295632-0.00225227j 0.00281431-0.00105991j 0.00402547+0.00419028j 0.00786573-0.00894975j -0.000786402+0.016855j -0.000726861+0.00350392j 0.00846452-0.00132339j -0.0102793-0.00492008j 0.00190601-0.0115458j 0.00395871-0.0126377j 0.00209305-0.0108321j -0.00920318+0.00633778j 0.00527887+0.00290684j 0.014949+0.00481997j -0.00898508+0.00287496j 0.000402479-0.00751821j 0.00742639-0.00715717j 0.00219034-0.00293698j 0.00165282+0.00846288j -0.00370037-0.0118923j -0.0103119+0.0130371j 0.0102568+0.0159223j -2.63336e-05+0.00427943j -0.00872065+0.00615393j 0.00166455+0.0158178j 0.000194426+0.00205193j 0.00795262+0.0012798j -0.00683828-0.00159723j 0.00317086-0.00225809j 0.00610975+0.0129409j 0.00437136-0.00304451j 0.0074043-0.00656609j 0.0136525+0.00372176j -0.0112342-0.000593791j 0.0031606+0.0047625j 0.000413943+0.00431086j -0.00379189+0.00459186j 0.0073274-0.00342793j 0.00404355-0.00422752j -0.00611664+0.00274826j 0.00337817+0.0118856j 0.00814953+0.0126851j 0.00532737-0.00648278j -0.00428396+0.00363548j -0.00345603-0.00526755j -0.002455-0.0131249j -0.00784012+0.00232105j -0.00068668+0.00241902j 0.0102148+0.00729023j 0.00188826+0.00409593j -0.000917836+0.00958169j -0.00967668-0.0106539j 0.00892212-0.00115909j 0.00312578+0.00332372j -0.0013425-0.00470407j -0.00578936+0.00213857j 
0.00229915-0.000906688j 0.000491426+0.00256341j 7.23635e-05+0.000649948j 0.00302053+0.00155289j -0.00151849+0.00473406j -0.00875423+0.0107956j -0.0152606-0.00818344j 0.0114213-0.00329662j 0.012222-0.0034893j -0.00467057-0.000156658j 0.00451534-0.0108814j 0.00128093+0.0114795j 0.00368546+0.00783448j -0.0112544+0.010168j 0.00399248+0.00743501j 0.000632814-0.00273682j 0.00472396-0.0134401j 0.0105556-0.00105994j -0.0208326+0.00306285j -0.00295032-0.0101622j -0.00873585+0.002391j -0.0144294-0.023722j 0.00742737+0.000709433j 0.000992372-0.00394398j -0.00445496-0.00752354j 0.0168621+0.0120356j 0.000393954+0.00416255j 0.00787895+0.016299j 0.000970441-0.00424976j -0.00475734+6.49025e-05j -0.00135287-0.00225783j -0.00972242-0.00180008j -0.00411661-0.00638721j 0.00196555+0.00728669j 0.0122321+0.0111576j -0.00992588-0.00057215j -0.00107576-0.0111557j 0.00697384+0.00572347j 0.00954705-0.00205651j -0.00441795+0.000346855j 0.00585971-0.00575166j -0.00502459+0.00752823j 0.00586492-0.00803214j 0.00267454+0.000299273j 0.00138547+0.00678061j 0.00842192+0.0044155j -0.00837171+0.00925063j 0.00805463-0.00596345j 0.0119304-0.0017994j 0.0195904+0.0032666j 0.00673273+0.0106917j -0.0041246-0.00869557j 0.0104992-0.0260852j -0.0034869-0.0103956j -0.0064-0.00832416j 0.00650278+0.0052726j 0.000501449-0.00350115j -0.00157615+0.00292197j -0.00657722-0.0101591j 0.00405737-0.0094205j -0.0140305+0.0123253j 0.0185412+0.0214071j 0.00827815-0.0031703j -0.00146566+0.00246808j 0.00421944+0.0146228j -0.0111412+0.000938406j -0.00683884-0.00499033j -0.000958126+0.0158741j -0.00618049-0.00799513j 0.0014807-0.000208352j -0.00495259+0.00939975j 0.000715767-0.0112305j 0.00869403+0.00574236j 0.00227208+0.00236883j -0.00281841+0.00553957j 0.0013225+0.00453592j 0.00429608-0.0017941j 
-0.00146332-0.00521599j 0.00662596-0.000469028j -0.00646774-0.00336436j -0.0037028+0.00481186j -0.00761873-0.00548302j 0.00678552-0.00299091j 0.00777828+0.0057152j 0.00150518+0.00984238j 0.00591053+0.0120505j -0.0167654+0.00606824j 0.00197118-0.00437829j -0.00655669-0.0113916j -0.000934368-0.00317098j 0.00739175-0.0167985j 0.00540731-0.0131272j 0.0180358-0.000567545j -0.00969191+0.00344435j -0.000868576+0.00875872j -0.0110408+0.0022005j 0.0114577-0.0171771j -0.000341041+0.00333065j -0.00656893-0.006565j 0.0090123+0.00170907j -0.00201372+0.000683521j 0.00509136+0.0187863j 0.00656068-0.00869823j 0.00062111+0.0086703j -0.00852868+0.0061617j 0.0151047-0.00867187j -0.00289291-0.00278999j 0.00659479+0.005283j 0.0071248+0.0131294j 0.00537216+0.0022943j 0.00260386+0.00634036j 0.00049153+0.00650644j -0.00579408+0.00769737j 0.00425055+0.0167768j -0.00262575+0.00175682j 0.0101582-0.01214j -0.00984568-0.000250651j 0.0206046+0.00551161j 0.000600371-0.016321j -0.00699708-0.00883977j -0.0150726+0.00715784j 0.0117854-0.00593837j 0.00593175+0.00852408j -0.00585111+0.0193059j -0.0042746+0.0156927j -0.0184895-0.00232249j -0.0123223+0.0102627j -0.0157254+0.00326574j 0.00788027+0.00183202j -0.0123812-0.0122499j -0.0182048-0.00697414j 0.0110216+0.00301136j 0.00742793+0.00629343j 0.00554072+0.0081802j 0.0034754-0.00687645j -0.00348772-0.00175995j -0.0218287-0.0108032j -0.00714511-0.00579j 0.00472701+0.0031868j -0.00662584-0.000986417j 0.00308925-0.00263492j 0.00501369+0.00488822j 0.0029126-0.00751297j 0.00795197-0.00192295j 0.00326307+0.00193348j 0.00997606+0.00538472j 0.003214-0.00140091j 0.00403931-0.00462124j 0.00126455-0.0128685j -0.00650711-0.00704523j -0.000196522-0.00251046j 0.000332213-0.00123052j -0.00387675-0.00638305j -0.00506328+0.00545083j 
0.000188547+0.00438583j -0.00424384-0.000574777j 0.00088026-0.00387962j -0.00177867-0.000116944j -0.00107459+0.00224964j -0.00148996-0.00195463j 0.000503375+0.00312407j -0.00480302+0.00211151j 0.00461279-0.000277607j 0.00250432+0.00417817j 0.00352161-0.00389316j -0.000114407+0.00222622j 0.00276384-0.0101896j 0.00372048+0.00176289j -0.00730707+0.00265201j 0.0079426-0.0161076j 0.0189104-0.0114724j -0.0135249-0.00493805j 0.00287213-0.00423586j -0.012445-0.00121163j -0.0013834-0.00280832j 0.00341296-0.0014293j 0.00574089+0.00735713j -0.00776375+0.00470761j 0.0020083-0.0075844j 0.00636802+0.00705277j -0.00114458+0.00140125j -0.00361345-0.0020364j 0.013864+0.000797352j 0.0102048+0.00972326j 0.00012599+0.00645665j -0.00885936+0.00742479j 0.00531455-0.00256651j 0.00510928-0.00233279j 0.0083637-0.00772783j 0.000305201+0.00467623j 0.00374286-0.00588148j -0.00319885-0.00187505j 0.000547267-0.00436955j -0.00288544-0.00484677j 0.00301438+0.000376593j 0.00763165-0.0064451j 0.00127602-0.00581542j 0.0059755-1.548e-05j 0.00275856-0.00631426j -0.00281079-0.0071041j 0.00295108+0.0017772j -0.00287198-0.00264671j 0.00169215+0.00109583j 0.00759757-0.00453172j -0.0129084-0.00870782j -0.000916276+0.0060027j 0.00664799-0.0100315j -0.0086672-0.0126797j -0.0026982-0.00680677j -0.00114489-0.0134653j -0.00524977-0.00053561j 0.00235486-0.00912655j -0.00274115+0.00781853j -0.00191126+0.00234222j 0.0103782+0.0127912j -0.00624441+0.0123435j -0.00264634+0.00597729j 0.00762782+0.00791616j 0.000991566+0.00628106j -0.00158279-0.00219885j 0.00476763+0.000370681j -0.00353312+0.0116801j -0.0053307-0.00528609j -0.00156252+0.000540814j -0.00147664+0.00337467j 0.0015545+0.00422038j -0.00203156+0.00283119j 3.74808e-05-0.0017274j 0.00117257-0.000374803j -0.00135252+0.00157449j 0.00183213+0.000935116j 
-0.00605632+2.37129e-05j -0.000105863-0.0054759j 0.000777041+0.00684876j 0.00489775-0.00148012j -0.00132558-0.0135811j 0.000664845+0.00292946j -5.89383e-05-0.0063063j 0.00683915+0.000847432j -0.0121202-0.00280286j 0.0133671-0.00896535j 0.00963343+0.008087j -0.00272435-0.00317269j -0.0004748-0.000505142j -0.00375744-0.00352209j 0.00706049+0.0174776j -0.0028727-0.00884842j 0.00722675+0.0066435j 0.0059275-0.00235477j 0.00897617-0.00493341j 0.0109896-0.0266245j -0.00330294+0.00548359j -0.0134533+0.00390714j -0.0129742-0.00185376j -0.0216752+0.00963859j 0.0018536-0.00677182j -0.0108119-0.00349739j -0.00299793+0.0132342j 0.0136996+0.000464865j 0.00299612-0.000897306j 0.0150565-0.00224953j 0.00368721+0.00637379j -0.00978335-0.00935388j 0.00115391+0.00903969j -0.00115462+0.00157437j 0.00294784+0.014447j 0.00862513+0.000671038j -0.0152104-0.00171073j 0.00712915-0.0132935j 0.0132983-0.010551j 0.00988408+0.00740454j -0.00946072-0.00522j 0.00771454+0.00215334j 0.00361261-0.00106073j -0.00147718+0.00600026j -0.0062474+0.00573951j 0.00382841-0.00852801j -0.00815455-0.0214139j 0.000156076+0.00214298j -0.00579536+0.00726381j 0.0195631-0.0146991j -0.0114512-0.00253143j -0.0101982-0.000798615j -0.00322124-0.00190964j 0.00788108-0.0107995j -0.00680906-0.00521001j 0.0132884+0.0112838j 0.00127765+0.0118201j -0.00801697-0.0117376j 0.0181125+0.00277326j 0.00557532-0.00833836j -0.00211143-0.00623007j 0.00761373-0.00788437j 0.00036593+0.00391073j 0.00661437-0.00706034j 0.00132217+0.000964493j 0.000687878-0.0131426j 0.00862122-0.00883612j 0.00509474+0.00878207j -0.00214388+0.00673236j 0.00478353+0.00960963j 0.00364975+0.00819545j -0.00327753-0.0059145j -0.0027686-0.00554164j 0.0145533+0.00456532j -0.00459669+0.0164126j -0.00388138-0.00635978j -0.00624555+0.00424744j 
0.00158098-0.0116112j 0.0111976+0.00314399j 0.00509561+0.0221912j 0.0180786-0.0063837j -0.00761529-0.0128002j 0.00591848+0.00256142j -0.00903681-0.0024938j 0.0152311-0.0127422j -0.00541231-0.0175783j 0.0165853-0.00638219j 0.00261449+0.0200868j 0.00972374-0.00267546j 0.00305059+0.00854777j -0.0148096+0.00166421j 0.00639203+0.00416422j -0.002445-0.00258383j -0.00106253+0.0175627j -0.00394827+0.000964036j 0.0134556-0.0112124j 0.0202725+0.000821996j -0.00531316+0.0136201j -0.000815511+0.00142495j -0.0047857-0.0100482j -0.00429685-0.004826j -0.00650386-0.000776608j -0.0282147+0.00152825j 0.00675771+0.00150661j -0.0200512+0.000197752j -0.0024945-1.71277e-05j 0.00100604-0.00717235j 0.00132942+0.00297168j 0.00284145-0.0048011j -5.58129e-05-0.00688523j -0.00230965-0.00827366j 0.00385283+0.00583617j 0.00741788-0.0128076j -0.00571119+0.00831349j -0.0118417-0.00232153j -0.00862198-0.00168303j -0.00638272-0.00664371j -0.00653154-0.000127957j 0.00645149+0.00461935j -0.00756422+0.000198672j -0.00162746+0.00874724j 0.00237212+0.00442538j -0.00105298+0.000291011j -0.00652429-0.0149184j 0.00148799+0.00407173j -0.00951872+0.00626746j -0.0145744-0.00872503j -0.00452709-0.001661j -0.0101458-0.00473904j -0.00854443-0.00358476j 0.000724937-0.00356212j 0.010343+0.0133137j 0.00872877+0.01029j -0.00252835+0.0184722j 0.00397794+0.000818351j 0.0133493+0.0129106j 0.0168526-0.0089027j 0.00276959-0.0280093j 0.0130521-0.0317976j 0.00646771+0.00190746j -0.00590962-0.00737146j -0.00435106+0.00390521j 0.00707781-0.00125349j 0.00680723+0.00547816j 0.01147+0.00367716j 0.00596698+0.00687743j 0.00176285+0.00889298j 0.00249767+0.0114843j 0.00887564-0.00735463j -0.00728955+0.0125779j 0.0160985+0.0110222j -0.0152797+0.0277285j 0.0107831-0.00316435j -0.00203891-0.0110367j 
-0.00313396-0.00760186j 0.00847842-0.00226571j 9.07808e-05+0.00287209j -0.000614697-0.00316267j 0.00877241-0.00932463j 0.0099119+0.00770413j 0.00313696-0.00111677j 0.0092943+0.000653815j -0.00288231-0.00365224j -0.00624957+0.00757234j -0.00123049+0.0137809j 0.0107137-0.0121865j 0.00166925+0.0032288j -0.00697-0.00241333j 0.00956601+0.000459925j 0.0078944-0.021912j 0.00157458-0.00125028j 0.0019429+0.00375605j -0.00155235-0.000158385j 0.0152579-0.014222j -0.0110804-0.00437244j -0.00270747-0.00524986j 0.0217169-0.0145754j 0.00680687+0.000108637j 0.000326889-0.00225544j 0.00232715+0.0205092j 0.00275479+0.00400029j -0.0124474-0.00146232j 0.00311956-0.0120198j -0.0094604-0.0144743j 0.0105027+0.00332191j -0.000427909+0.00823904j 0.00375121-8.44889e-05j 0.00664507-0.00220704j 0.0143958-0.00256134j -0.00750833-0.000623418j -0.00444892+0.00542702j -0.010221-0.00343649j 0.000818521-0.00689351j -0.010849+0.00429641j -0.0031742-0.00665695j -0.00202872+0.0088503j -0.000588778-0.000456762j 0.00184089+0.00717716j 0.0215355-0.00121252j 0.0107135+0.00898859j -0.00365654+0.00664739j 0.00384222+0.00815562j -0.00933512-0.0114714j -0.0128175+0.00299738j 0.00867229+0.00156029j -0.00521007-0.00604277j -0.00627083-0.0192411j -0.000196728-0.0195318j 0.0147114+0.0151961j 0.0137166+0.0102767j -0.00583003+0.00905024j 0.0115898-0.00471699j 0.00502837-0.000550467j 0.000657375-0.0197128j -0.0104762-0.0036038j 0.013268-0.00689484j 0.00341129+0.0120911j -0.0021294-0.0114033j -0.000277407+0.00881761j -0.00926864-0.0015409j 0.000207547-0.00500397j 0.0107555+0.0035266j 0.00518309+0.00386111j 0.00446572+0.00809511j -0.00103569+0.0050951j -0.00816671-0.00758257j -0.00456282-0.00303693j 0.00337034+0.00526567j -0.00577312+0.007644j 0.0029577-0.00722125j -0.00630965-0.00290574j 
-0.00246059-0.00750401j 0.00699666-0.00178391j -0.00300796+0.00936245j 0.00747452+0.00256946j -0.00645401-0.0101732j 0.00340244-0.00384252j -0.00177712-0.0109156j 0.00971164-0.000329164j -0.00736968+0.00979822j -0.0101369-0.00552919j -0.00596918+0.00269654j 0.0071337+0.00095912j -0.00179342+0.00451425j 0.00435633-0.00124635j 0.00651201-0.0172947j 0.00464247+0.0159209j -0.00490048+0.0128877j 0.00475371+0.00205489j -0.0118982-0.00770307j 0.00851389-0.011155j -0.00334559+0.0200321j -0.0187115-0.00773401j -0.0180577-6.58255e-05j -0.00970655-0.00572709j 0.00515349+0.0147302j 0.000770932-0.0141908j 0.00659198+0.0105185j 0.0051768+0.0156014j -0.00467476+0.00839243j -0.00387868-0.0053903j -0.0078426-0.0039628j 0.0123931-0.00721738j -0.00896068-0.00111244j -0.0100015+0.00545677j 0.00521811+0.00137259j 0.00315537+0.00322334j 2.88526e-05+0.00191234j 0.00403425-0.00767143j -0.00207091-0.0101161j -0.0020256-0.0109774j 0.00615484-0.00769306j -0.00465744+0.0174242j 0.00613698-0.00852245j -0.0194604+0.0090709j -0.0094727-0.00432257j 0.0155762+0.0189546j 0.00122805+0.00358707j 4.11126e-05+0.0109938j -0.0256051+0.00336617j -0.0102074+0.0128389j -0.00540126+0.0159369j 0.00830842-0.00494174j -0.00277343-0.00491058j -0.0168468-0.000340259j 0.000245707+0.00206926j 0.0178464+0.0162147j -0.00271652+0.000588818j -0.00471692-0.00327081j 0.00684498+0.00316305j 0.00953969-0.00686457j -0.00851029-0.0121885j 0.0155225-0.0134567j -0.00124608-0.00191838j 0.00189828-0.00566332j 0.00772792+0.00365086j 0.00278629-0.00305645j 0.00550677-0.000975397j 0.00639333-4.46111e-05j -0.00073338+0.00776938j 0.000908022+0.00434428j 0.00548583+0.00174436j 0.00778662-0.00481749j 0.00674996-0.000450371j 0.00700294+0.00702235j -0.00408038+0.00985441j -0.00318394-0.00236014j -0.00323006+0.00311754j 
-0.00271352-0.00140779j 0.00129898-0.00117712j -0.000637897-0.00675421j -0.00854085-0.00185733j 0.00715599+0.00253328j -0.00261199+0.00533393j 0.00737912+0.00163783j 0.000819406+0.00840002j 0.00564082-0.000565883j -0.00554539+0.000882596j -0.00552459+0.00870733j 0.0123291-0.000517016j 0.00583988+0.00722494j -0.00992785+0.00736344j 0.00410435+0.015388j -6.75754e-05-0.00572766j 0.00683418+0.00112711j 0.00413005+0.00558968j -0.00104772-0.00153827j 0.0174889+0.00135671j -0.00548656+0.00214749j 0.00607743+0.0125668j 0.00853768-0.00827977j 0.0190375-0.0120354j -0.0121892-0.00488868j 0.013804+0.0116792j -0.00749787-0.00248355j -0.000838905-0.00525866j -0.0121185-0.000165975j -0.0100985-0.00961554j 0.00518083-0.00862745j 0.0153411+0.0100832j 0.00654144+0.00434719j -0.00993477-0.00752612j -0.00656761+0.0119849j 0.000552768+0.00920325j -0.00435866-0.0145478j 0.00268174-0.00244575j -0.000429493-0.00343023j 0.0112288+0.00392593j -0.00556615-0.00111283j -0.0171442+0.00114928j 0.00577731+0.00562498j 0.00224463-0.0145745j 0.0190753+0.00716178j -0.00493888-0.00162405j 0.00118819-0.0151748j 0.0125832+0.00113445j 0.0141409-0.0226892j -0.016711-0.00616927j 0.0111078+0.00188316j -0.0277042+0.00324733j -0.00565297+0.0051433j 0.0272376+0.00275399j 0.00325113-0.00165862j 0.0156167+0.00106225j 0.00629214-0.00378259j 0.0040441+0.000145632j 0.00971517-0.00845554j -0.0146138-0.00402355j -0.0117428+0.00521026j -0.00373165+0.00594241j 0.000800625+0.0109208j 0.00135201+0.00920817j 0.00464751-0.00523637j -0.00493392+0.0107062j -0.00576706+9.77493e-05j 0.00450093-0.0138759j 0.00375572+0.00485278j -0.00220051+0.00181291j 4.34483e-06-0.0135024j -0.00486892-0.00361854j -0.00470641-0.0148343j -0.00976565-0.00357315j 0.00115251-0.0154254j 0.00220052-0.00541191j -0.00542205+4.43646e-05j 
-0.010481+0.0077751j -0.00944718-0.0110158j -0.00230349-0.00410508j -0.0037643-0.00324855j 0.0100652-0.00556341j 0.00689089-0.0117453j 0.0163526+0.0120944j -0.0112019+0.00708326j -0.00995639-0.00541386j -0.0108055-0.000384326j -0.00775377-0.0195623j -0.00493632+0.00216409j 0.00157858-0.00432054j 0.00832233-0.00361653j -0.00965+0.0108128j -0.00696443-0.0065466j -0.00521954-0.0149321j -0.0140208-0.00378102j 0.0135447+0.000785018j -0.00287134+0.0125876j -0.0014566-0.00732698j -0.00778791-0.00347883j 0.0044265-0.0117541j -0.0120749+0.00690682j 0.0070655-0.0198738j 0.00482449+0.0210145j -0.00491145+0.0085386j -0.00342079-0.000836625j -0.000481951-0.00726703j -0.00316452-0.00240571j 0.00584451-0.00740861j -0.00528193-0.00851038j 0.00768724+0.00572204j 0.0107583-0.0089204j 0.0107879-0.0236881j -0.0151647-0.000151632j 0.0121658+0.00663294j -0.0112537+0.00294272j -0.00453846+0.00809066j -0.00329837+0.0032766j 0.00262678-0.00687168j 0.0175532-0.00339309j 0.00273483+0.00710074j 0.0131605+0.00337764j -0.0187115-0.00437371j -0.00141642-0.0143241j 0.00516584+0.0138893j -0.00738905-0.00322007j -0.0165555+0.0102994j 0.0142944+0.00334022j 0.00507747-0.00199611j -0.00638653+0.00325977j 0.00177273-0.0102218j -0.00569166+0.00778267j -0.0125446-0.00648786j -0.0179375+0.00166856j 0.00216198+0.00820139j -0.00155021-0.0120021j -0.00213549+0.00402355j -0.00547833+0.00514746j -0.00227643+0.00374141j -0.00226254+0.00909047j -0.0110724+0.0101454j 0.0214744+0.00911768j -0.0220687+0.0106803j -0.00031262+0.00116079j -0.000718196-0.00462283j -0.012602+0.0123148j -0.00157028+0.0139906j -0.00788194-0.00363186j -0.00343434+0.0104642j -0.00206331+0.00974458j -0.0161333-0.01516j 0.000252564-0.0146811j 0.00568604-0.00431019j -0.00837817-0.000859622j -0.000633167+0.00952195j 
