-0.00303053+0.00107861j -0.00100547-0.0012187j 0.00590967-0.00240718j -0.0031805-0.00184634j -0.00497935+0.00300041j -0.00577535+0.000511639j -0.00476092+0.000511909j -0.00376837-0.00184953j -0.00838215+0.00428858j -0.00701611+0.00195921j 0.00953239-0.00210789j -0.00328947+0.000171967j 0.00359242-0.000123966j 0.0133644-0.00199027j 0.0128576-0.00154099j -0.00288169-1.13528e-05j -0.00244769-8.08495e-05j 0.00730977-0.000724484j 0.000177745+0.00035284j 0.00582611+0.000154479j -0.00480097-0.000638339j 0.00293402+0.000115713j -0.000206913+0.000574001j -0.000800066+5.11941e-05j 0.00414446+5.47738e-05j 0.00696112-0.000152395j 0.00466371+0.000334323j -0.0163585-0.000459468j -0.000315231-5.89459e-05j -0.0038209-8.04632e-05j -0.00527763-0.000599093j 0.00272993+0.000140212j 0.000645558+3.26401e-05j 0.00114453-0.00050498j -0.00319728-8.73515e-05j -0.00479271+0.000298269j -0.00566281-0.000217108j -0.00429452-0.000489609j -0.00604249-0.00112593j -0.00151026-7.67719e-05j -0.00865728-0.00171822j 0.00784655+0.00114573j -0.0103357-0.00230707j 0.00391441+0.000570757j 0.00439776+0.000852284j 0.00648886+0.00217773j -0.00482569-0.00175158j 0.0052551+0.00384066j -0.00370179+0.00166783j -0.00396739-0.000390803j -0.00497727-0.000453491j -0.00412029-0.00274623j 0.00318027-0.00181561j 0.00520546+0.00234205j -0.00118376+0.00137352j 0.00294843+0.00119024j 
-0.00100061-0.00185213j -0.000639654-2.94302e-05j 0.00133101+0.000929533j -0.000943708+0.00180548j 0.000837927-0.00191547j 0.000138919+0.00255911j -0.000605972+0.00244422j -0.0020862+0.000251936j -0.000107857-0.000872569j -0.00304759+0.0001468j 0.000668745+0.00271325j 0.000907461+0.00110636j -0.00289777-0.00256712j 0.000708256-0.000779279j 0.000499943-0.00258618j 0.00040481+0.00278953j 0.000661562+0.000325178j 0.00170737-0.00466786j -0.00179266-0.000100829j 0.0019834-0.000430192j -0.00570605-0.00115608j 0.00654476-0.00230435j 0.00205857-0.00178482j 0.00245575-0.00218298j -0.000673262-0.00324947j 0.00202924+0.00129479j 0.00220069-0.00245432j 0.000371194-0.00320211j -0.00358777+0.00355616j -0.00195993+0.00327144j 0.000428169+0.000895134j -0.00563145+0.000938371j -0.00143852+0.00219624j 0.000246157-0.00406252j 0.00312677-0.00198632j 0.00163231+0.00104258j 0.00359573-0.00476066j 0.00590431+0.00186433j -0.00219272-0.00119264j 0.0014057-0.000548692j -0.000821973+0.00164156j -0.00232728+0.0019322j -0.00156113-0.00447182j -0.00223257-0.00193745j -0.00334545-0.00247681j 0.000406763-0.0015172j 0.00466416-0.00425339j -0.0053909-0.00236023j -0.00290486+0.00190454j -0.00152024+0.000445804j 0.00208002-0.000168674j 0.000390591+0.00119163j 0.0022621-0.000617921j -0.00135483+0.00012805j -0.00179304+0.00173007j 0.000680226-0.00239824j 
-0.000602961-0.00245027j 0.00349658-0.000306304j 0.00329916+0.00249945j -0.000859959-0.000541423j -0.00099705+0.00196702j -0.000850656-0.00149237j -8.80618e-05-0.00150247j 0.000554148-4.80934e-05j -5.65225e-05-0.00106758j -0.0029296-0.00194669j -0.00293266-0.00137829j -3.23366e-05-0.00241436j -0.000968172-0.00274746j -0.00239055-0.00110072j -0.00250948+0.00187904j -0.000383301-0.000953853j 0.00027752-0.000774867j -0.00351956-0.000561311j -0.000813715+0.000406589j 0.000391187+0.000144018j 0.00401622-0.0041078j -0.000862138+0.00302227j -0.00150879-0.00116393j -0.00171678+0.0039253j -0.00226177+0.00297222j -0.00109655+0.00180221j -0.00166133-0.00251652j 0.000785326-0.000520042j 0.00379623+0.00145659j 0.00170107+0.00122087j -0.00037661+0.00666939j 0.000860386-0.00104046j 0.00451324-0.000285695j -0.00156595-0.00065882j -0.00530094+0.00185862j -0.00163833-0.00124742j -0.00172628-0.000119636j -0.00518591-0.00114429j 0.000516955+0.000111848j -0.000824845+0.00268617j -0.00152633-0.00120695j -0.000923528-0.000761682j -0.00198276-0.00168173j 0.000739431-0.00210063j 0.000112111+0.00105512j 0.00291801+0.00184833j -0.00256058+0.000254345j 0.00175825-0.0003793j 0.00139897-2.92604e-05j 0.00133338+0.00127702j -0.000679602+0.00496066j -0.00150956+0.00158276j -0.00296221-0.00388369j -0.000730489-0.00239024j 0.0001676+0.0025903j 0.00296466+0.000263799j 
-0.000968935-0.00177777j -0.00111695-0.00244537j -0.000185509-0.00133782j -1.85555e-05+0.00430412j -0.000579732+0.00430319j 0.000645576-0.00401397j 0.00113069-0.000461046j -0.00170624+0.00286992j -0.000747871+0.00313001j 0.000162393-0.00186303j 0.00167432-0.00141549j 0.000812929-0.00110951j -0.00117826-0.000804163j 0.000485771+0.00208495j 0.000560706+0.00228809j 0.00325281+0.000354159j 0.00138924-0.000974824j 0.000640937+0.00166784j -5.71451e-05-0.00163909j 0.000814118-0.00100502j -0.0042533-8.27397e-05j 0.000927583+0.00395027j -0.00193089-0.000306975j 0.000706929+0.0025449j -0.00255635+0.00200915j 0.0010744-0.00531063j 0.000412237+0.00208932j -0.000368667-0.00147032j 0.00191221-0.00144194j -0.000361061-0.00186121j 0.00419895-0.00168155j 0.00262486-0.00471132j -0.00262565-0.000769968j -0.000773803-0.000744551j -0.00286076+0.00262566j 0.0029993-0.0025223j 0.00144607-0.000877168j 0.00209947+0.00484021j -0.000312179-0.00113062j -0.00202403+0.00158627j -0.00175893-0.000331671j 0.000314852-0.000842079j -0.000701252+0.00140066j -0.000770356-0.00149191j 0.000595221-0.000689858j -0.00266421-0.00108297j -0.00118284+0.000139303j -0.000619173-0.00092895j 0.00484363-0.00254042j 0.000387043+0.000985597j -0.00499674+0.00280637j 0.00262321-0.00100443j -0.00185896+0.00375974j -0.00356767+0.00332598j -0.00042644+0.000854935j 0.00158186-0.00345735j 
0.000343864-0.000758294j -0.00037195-0.0027196j 0.000712665+0.00185085j -0.00113694-0.000883275j 0.0011694-0.00143477j -0.0013391+0.00156762j -0.00289885+5.8346e-06j 0.000369642-0.00256404j -0.00146228-0.00398011j 0.00310191+0.00051591j -0.00263822+0.00215714j -0.0029013+0.00157451j 0.00284669-0.00118102j -0.00165536-0.000995817j 0.00100852-0.00161177j -0.00339186+0.00183275j -0.00180084+0.000581641j 0.000119417-0.000524659j 0.00286607+0.00156396j -0.0017703-0.00117762j 0.00259156-0.00370078j -0.000848646-0.000628408j 0.0020585+0.000926934j 0.000288224-0.00155689j 0.00628071+0.00150148j 0.00080639+0.00285713j -0.000479804+0.000258974j 0.00244366+0.00150795j -0.000745382-0.000309147j -0.00064874+0.00164395j -0.000518867+0.000547621j 0.00235835+0.00106935j 0.000401276+0.00066493j 0.00276349-0.000891933j 0.00171196+0.00239941j -0.00242685+0.00405775j 0.00224984-0.000734574j -0.00583741-0.0017656j 0.00172954+0.000382329j 0.00129147-0.000589533j -0.000387246+0.000204665j -0.00159201+0.00284377j 0.00160638-0.00138561j 0.00174818+0.00160757j 0.00209145+0.00177347j 0.00183457-0.00128499j 0.00504023+0.00323193j 0.00169412-0.00180268j -0.00360829+0.00406051j -0.00184155-0.00170534j 0.00176715+0.000161583j -0.00139812+0.000347925j 0.000146916-1.62149e-05j 0.000345969-0.00145605j 0.000229873-0.00135022j 0.00286408-0.0023931j 
-0.000454591-0.00181763j -0.000604974-0.000336144j -5.16032e-05+0.00242228j 0.0011773-0.000679976j -0.00209326-0.000662016j 0.00011742-0.00208826j 0.00131023-0.00106997j 0.000287644-0.00122956j 0.000514072-0.00258422j -0.00109404+0.00347587j 0.00233027+0.000960729j 0.00299138-0.00301589j -0.00293785+0.00202282j -0.000123848-0.00411868j -0.00249056-0.00103921j 0.00314687+0.000241217j 0.00120262-0.0010108j -0.00155257-0.000737283j -0.00278455+0.00332838j -0.00138578-0.003818j 0.00302259+0.00175894j 0.000516233-0.0022942j -0.000882169-5.72262e-05j -0.00264387-0.00155287j -0.00590207+0.0023966j -0.000885364+0.00195477j -0.000737526-0.00204198j 0.000211282+0.00151303j 0.00213814+0.00223198j 0.00146033+0.000551185j -0.00184373+0.00122329j -0.00223367+0.00376529j 0.00351875+0.00282322j -0.00197745-0.000431864j -0.006765+0.000314852j -0.000986663+0.00133499j -0.00267264-0.00431237j 0.000679229-0.00440074j -0.00191821+0.000113899j 0.00102025-0.00101662j 0.000732632+0.000467702j -0.000649021+0.0032518j -0.00259198-0.00139414j -0.00382216+0.00270344j -0.00407669-0.000479646j 0.00161984-0.00166685j -0.00562674-0.0012669j 0.000638726+0.0023649j 0.000320238+0.00426421j 0.000171714+0.00163344j -0.000877422+0.000550972j -0.0020048-0.000664914j 0.000755872-0.00150598j 0.00165767-0.00136605j -0.000218471+0.000420398j -1.66257e-05-0.00234176j 
0.00216224+0.000785415j 0.00080163-0.000921055j -0.00217146-0.000336512j 0.000824957-0.00166506j -0.00141427-5.30915e-05j 0.00164056-0.000182893j 0.000596064-0.000131199j 0.00269782-0.00456581j 0.00114172+0.00166698j -0.000751398+0.00131665j -0.00116137+0.00372612j 0.00270949+0.000266863j -2.514e-05-2.32602e-05j 0.00151233+0.00140076j -0.00142915+0.00328063j -0.00089955+0.000867096j 0.00135302+0.00120947j -0.000428974+0.00782949j -0.00157388-9.40702e-05j -0.000188762+0.00182044j 0.00692223-0.00540188j -0.00388979+0.00464479j -0.00178022+0.00101341j -0.00131003+0.0022528j -0.00176489-0.00284415j -0.00348993+0.00175968j -0.00200993+0.00291013j -0.000322903+0.00383193j 0.000380819-0.00473295j 0.00270053-0.00585393j -0.00304554+0.000582361j 0.000387884-0.00188853j 0.00287702-0.00508909j 0.000433541+0.00400108j -0.0049951+0.000776508j -0.00408805+0.00147033j -0.00107226+0.00567258j -0.00640937+0.00762602j 0.00185887-0.00167622j 0.000790946+0.000162747j 0.000656726-0.000213573j -0.000736963-0.00137449j 0.000852287+0.00296552j -0.000268554-0.00201947j 0.00357617-0.00298523j 0.00584929-0.00210782j -0.00389826+0.000782493j 0.00725743-0.00047531j 0.00214406-0.000921803j 0.000656095-0.000701277j 0.00157214-0.00271223j -0.00254526+0.000726713j -0.00224298+0.00209945j 0.000691666+0.000683521j 0.000933033-0.00205519j 0.000995517+0.00152476j 
-0.00105194+0.0009313j -0.000723177+0.00260755j 0.00068686-0.00327213j 0.000372042+0.0039419j 0.00152141-0.000306542j 0.00127282+0.00554514j -0.00132403+0.00437869j 0.000581215+0.00091469j -0.000924757+0.0053249j 0.000900435-0.00180638j -0.00130634+0.00023704j -0.00225155+0.00467057j 0.000853196-0.0032577j 0.000555791+0.00445822j -0.00011308-0.000968813j -0.00153928+0.00191513j -0.000771027+0.00255847j -0.00207935-0.00143197j 0.00309887-0.00389392j 0.00039612+0.00331169j -0.00285321+0.00150565j -0.0010785-0.00406352j 0.00103794-0.00242304j 0.00129367+0.000267986j 0.00627887-0.00614682j 0.000636795-0.00645757j -3.76041e-05+0.000462716j -0.00265639-0.00361105j -0.000996448+0.00107165j 0.00115628+0.00166557j 8.75594e-05-0.00443021j 0.00198036+0.000518725j -0.000707626-0.00296679j -0.000907043-0.000414045j 0.00810301-0.00615593j 0.00201751-0.00592132j 0.000702584-0.000364307j -0.00141844+0.0021246j 0.00179409+0.000579781j -0.00112924-0.00130749j -0.000320603+0.000975907j 0.00118323-3.45197e-06j -0.0011382+0.00239301j 0.00321562-0.0034806j 0.00286337+0.00292614j -0.00102479+0.000898479j 0.00723331-0.0060136j -0.0019875+0.0020933j 0.00132167-0.00182648j -0.00134455-0.000430357j 0.00374085-0.0028122j 0.00228088+0.00140974j 0.00040862-2.04614e-05j -0.00324307+0.00484548j -0.00137685+0.00290521j -0.00239856+0.00114617j 
-0.00130355+0.00171925j 0.000983548-0.00149221j 0.0010331-0.00171913j 0.000407259-0.00116081j 0.00271355-0.00135105j 0.0012109+3.30202e-05j -0.00128557+0.000274792j -6.89197e-05+0.00144002j -0.000393156-0.00202972j 0.00443154-0.0033591j -0.00343466-0.00119472j -0.00468647+0.00424355j 0.00360676-0.00113961j -0.0013901+0.000991736j 0.00252413-0.00113013j -0.00331264+0.000762192j -0.00239526+0.000281749j -0.0022223-0.00155286j 0.00543093-0.00335933j -0.000332308+3.74202e-05j -0.00186986+0.000708412j -0.00544152+0.00028283j 0.000918247+0.000689898j 0.0015669-0.000292214j 0.00903492-0.000476606j -0.000808943+0.000679769j -0.000627477+0.00100191j -0.000206883+0.000242248j 0.00126455-0.000642741j 0.000338678+0.00283245j 0.000856506+0.000310179j 0.0074415-0.0025066j -0.00460547+0.00170779j 0.00209217-0.00127339j 0.00526627-0.00106619j -0.00253176+0.00139298j 0.000699639+0.000379857j -0.00459531-0.00313285j 0.00358816+0.00101171j -0.00187758+0.00147441j -0.000439261-0.000300897j 0.00221422-0.000210382j 0.00416776+0.000257956j 0.00407511+0.000849854j 0.00767713+0.00307396j -0.00337793+0.00290637j 0.00497927+0.000697234j -0.000405173-0.000845437j -0.00312911+0.000283899j -0.00191594-0.00114838j -0.000843338-2.06555e-05j 0.0029991-0.00138822j -0.00162131-0.000757956j 0.00261501-0.000609435j 0.00346288-5.94664e-05j 0.000840684+1.89782e-05j 
-0.00108313-0.00303298j -0.000922494-0.000122391j 0.000297914+0.00291437j 0.0011049-0.00102101j 0.000117799+0.00105071j -0.00183203-0.00319609j 1.84978e-05-0.000713427j -0.000880846-0.0018544j -0.00036288-0.00093111j -0.00131393-0.00555559j 0.000626625+0.000828807j 0.00148595-0.000679335j -0.000985229-0.00333444j 0.000229722-0.000532795j -0.000242596+0.00116434j 0.00211531+0.000450548j 0.000543688-0.000171492j 0.00204674+0.0013182j -0.000152317-0.00105917j -0.000862672+0.00112522j 0.000978463-0.00607152j 0.00155867+0.00815746j 7.8721e-05+0.000474515j -0.000919347+0.00298822j -0.00115285-0.000781268j -0.00294257+0.00255293j 0.00144861-2.83591e-05j 0.00318717+0.000315184j 0.000420633-0.000505868j -0.000485521-0.000324695j -0.00294437+0.00420988j -0.000729459-0.00735113j 0.000917351+0.00069791j 0.000216622-0.00195736j -0.00237379+0.00514758j -7.66461e-05+0.00306363j -1.79199e-05-0.000944138j -0.000890301+0.00615081j 0.000878783-0.00237973j -0.000561363+0.00213667j -0.000758605-0.000149127j 0.000508204+0.000193407j 0.0015444-0.00227631j 0.000758517-0.00224968j 0.00121556-0.00484194j -0.000200282-0.000542009j -0.000776891-0.000281754j 0.00177426-0.00478007j 0.00220207-0.00113725j -0.000490443+0.00245854j -0.00214085+0.00454486j -0.00216889+0.000325757j 0.001129+0.000385264j 0.00233097-0.00182012j -0.000833317+0.00113629j 0.000372884-0.00310693j 
-0.000154407+0.000947699j 0.000206268+0.00118358j -0.000252577-0.00164137j 0.000215309+0.00134006j 0.000535336+0.00250506j -0.00074417-0.002141j 0.000529921-0.000823651j 5.82529e-05+0.00433537j -2.63223e-05+0.00298405j 0.000268499-0.00293214j -0.000605379-0.00507484j -0.000945592+0.000451465j 0.00140659-0.000162335j 0.000169233+0.00113824j 0.000239056-0.000106115j 0.000753666-0.00227043j -0.000674734-0.000764928j -0.000770396-0.00212061j 0.000822287-0.00362461j 0.00029454+9.44337e-05j -0.00151583+0.00641746j -0.000678424-0.000191218j -0.000652665-9.65523e-05j -0.000270563+0.00123493j 0.000658032+0.00122503j 0.000405965-0.00480459j 0.000698051+0.000527653j -0.00143564-0.00168039j 0.00127397-0.000472828j -0.000273759+0.000703901j 0.00160885-0.00302738j 0.00219147-0.00329802j -0.00122516+0.00237807j -0.000873348-1.00023e-05j 0.00166923-0.00227271j 0.00290193-0.00536698j -0.000957791-0.000255473j 0.00157812-0.00360568j 0.000538611+0.000619564j -0.0022244+0.00193336j -0.000490907-0.000942176j 0.00146632-0.0029293j 0.000639288+0.000453743j 0.00176574-0.000174771j 0.000861528+0.00169076j -0.00374223+0.00476295j 0.000131005-3.49903e-06j -0.00205804+0.00202751j 0.00174152-0.00351533j 0.00116771+0.000388873j -0.00294446+0.00348063j 0.00178297-0.00238837j -0.000195816+0.000426012j -0.00104907+0.00144002j 0.000255588+0.000463192j -0.00101204+0.00132227j 
-0.000523052-0.000478278j 0.00125268-0.000501012j 0.00109921+0.000315379j 0.00252323-0.00176622j -0.00315923+0.000513225j 0.000753864-0.000394194j 0.000360862-0.000433639j 0.00396929-0.00288118j -0.00248493+0.00270227j -0.00188952+0.00214981j 0.000965172-0.00135019j 0.00038757+0.00178453j 0.000553585-0.000731619j 0.00104956-0.000356993j -0.00457276-0.000564923j 0.000104304+0.00124548j -0.00134868+0.000844428j -0.00171383-0.00107015j 0.00503703-0.0030958j 0.00123003-0.00151125j 0.00424427+0.0022699j 0.00034635-0.0029073j -0.00369742-0.00114359j -0.00803317+0.00102054j 0.000338502-0.00118988j -0.000467273+7.29731e-05j -0.00554179-3.9499e-05j -0.00158976-0.000609792j 0.00672688+0.000307283j 0.00595458-0.000244783j -0.0016236-0.000663584j 0.00148579+0.00120012j 0.0073582+0.0014675j -0.00385922+0.00092018j 0.000465955-0.00360525j 0.00288817-0.00243002j -0.00257742-0.00233822j -0.00299517-0.0024312j 0.0048427+0.00101427j -0.00094921-0.000898457j 0.00266448+0.000208699j -0.000903241+0.000904572j -0.0015462-0.000501592j 0.000351936+0.000734001j -0.000120411+0.00156844j 0.00151743+0.00110038j -0.00221667-0.00246522j 0.00321904+0.00283804j 0.00399061+0.00298995j 0.00074947+0.00112111j 0.00121539+0.000551129j -0.00273498-0.000401496j -0.00244326-0.00209449j 0.000877702-0.000471425j 0.00127348+0.000946807j -9.02089e-05-0.000483749j 
-9.55789e-05+0.000813507j 0.000840169+0.000686295j 0.000409787-0.000684696j 0.00174619+0.00136314j -0.000611893-0.000956377j 0.00110089-0.000299304j 0.000966486-0.00054412j 0.00232704+0.00220542j -0.00302037-0.00113952j -0.000991894-0.00305193j 0.000288647+0.00364583j -0.000985686-0.00288017j -0.000420311+0.00216192j -0.00241045+0.00480945j -0.000600239+0.00300423j -0.000145855-0.00235424j 0.000573741-0.00140209j -0.00244765+0.00846032j 0.00128806+0.00750672j -0.00185708+0.00563127j 0.00204349-0.00474933j -0.00386197+0.0075711j -0.000312515-0.00207525j 0.000158846-0.00201149j 0.000195872+0.00181165j -0.00185588+0.00039818j -0.00164983-0.00231302j 0.000294933+0.00177021j 0.00137046+6.64147e-05j 0.00264124-0.000724483j 0.000675403+0.00240291j 0.00208601-0.00175376j 0.00115074-0.00266502j -0.00178159+0.000600551j -0.00237916+0.00931536j -0.00138183+0.00511541j -0.00367433+0.00655807j -0.00599858+0.00741573j -0.000765353+0.0042454j 0.00010354+0.00043809j -0.000629051+0.00158441j 0.00252457-0.00282224j -0.00163313+0.00441042j 0.00113949-0.0012899j 0.00287726-0.00116425j 0.00180862-0.00182468j -0.00311026+0.00160097j 0.00285063+0.000958914j 0.003443-0.000272582j 0.000965915+0.000480311j 0.00064329+0.000505682j -0.000493377+0.00042478j -0.00218376-0.000106507j -0.00045064+0.000812817j 0.00112805+0.000118853j -0.00108963+0.00072009j 
0.00126074+0.000282488j 0.00223846-2.87047e-05j 0.000592802+0.000231445j -0.00222196-0.000784768j -0.00068572-0.000964429j 0.000138175+0.00133405j -4.44903e-05+0.000144399j 0.000324009-0.000154932j 1.21173e-05-0.000607257j -0.00204945+0.000582554j -0.00192492+0.000642607j 0.000288774-4.87317e-05j -0.000157237-0.000390484j -0.000521317+8.57737e-05j -0.000306397+0.000210667j -0.00186026+0.000171141j -0.000142802+0.000587606j -0.00130558-0.000388548j -0.00165124+0.00041558j 0.00165878+0.00111875j 0.00110418-0.00168568j 0.000321076+2.90497e-05j 0.000114465-0.000781449j 0.000695452+0.000414934j -0.000814176-0.000968105j 0.00150448+0.00194144j -0.000626088-0.00100641j 1.86714e-05-8.76957e-05j -0.000312148+0.000903368j 0.00030957+7.60438e-05j 0.000859571+0.0023914j -0.00158615+0.00169535j 0.000863067-0.000981439j 9.94249e-05-0.000125932j -0.000764086-0.0014987j -0.000832856+0.00043214j 0.000906159+0.00174717j -0.00138796+0.000225017j -0.00028251-6.45316e-05j 0.00104984+4.01087e-05j -0.000443671-0.000729968j -0.00144778-0.00156495j -0.00102484-0.00106317j -1.7169e-05-0.0012484j -0.000506224-0.000262614j 0.00288072+0.000773965j 0.000144957+0.000212186j -0.000202483+9.78794e-05j -0.00162999+0.000521888j 0.000419059-0.000479132j 0.00143978-0.00133154j -0.000232197+0.00137143j -0.00164402-0.00160823j -0.00150493-0.00232842j -0.000123292-0.000277025j 0.00197963+0.00226691j 
-0.00137311-0.00144067j -0.000508374+0.00169874j 0.00122081+0.00103448j 0.000491538+0.000332992j -0.000237157-0.000585468j 0.000333091+0.00101856j 7.83177e-05+0.00135429j -0.00162954-0.000764063j -0.00122235+0.000487542j -0.00111742-0.00439972j 0.00171899+0.00139609j 0.000726612+0.000771631j -0.00140315-0.00302763j -1.22842e-05+0.001234j -0.000562157-4.49373e-05j 0.00158999+0.00123736j 0.000707678+0.000734077j 0.00086885-3.54531e-05j 0.000910398-0.000718611j 1.8656e-05+0.00259908j -0.00276362-0.00437829j 0.00124059+0.00379758j 0.000546561-0.00155841j -2.24306e-05+0.000801462j -0.000197603-0.00413022j -0.000204453+0.000813494j 0.000982971-0.00106084j 0.00151275-0.00189947j -0.000525109+0.00182667j 0.000155509+0.00105758j -0.00125595+0.00346469j -0.000573015-0.00310651j 4.20905e-06-0.000345809j -0.000557198-0.00214007j 0.00190598+0.00062215j 0.00174123+0.00178997j -0.000176547-0.000754832j 0.000880378+0.00535462j 0.000181702-0.000770004j -0.000746285+7.41162e-05j -8.71161e-05+0.000472118j 0.00179573+0.000126269j -6.91492e-05-0.00136312j 0.00104928-0.00305488j 0.000451531-0.00287394j -0.0012202-0.00106382j 0.00127168-0.00385925j -0.00101779-0.00280352j 0.00188783-0.000353815j -0.000514382+0.00186426j -0.000112433+0.000633856j -0.000205697+0.00181218j 0.00106574-0.00129395j 0.000549109-0.000613528j -0.000983864+0.00205613j -0.00145522-0.00090343j 
0.00131097+0.00362301j 0.00119465+0.000827277j -0.000750549-0.00134905j -0.00128901-0.00248632j -0.00117629-0.00243629j 0.00122042+0.0016123j 0.00110588+0.000159616j -0.00110333+0.000538976j -5.82558e-05-0.000872337j 0.000696131+0.00222152j 0.00105867-0.000239369j 0.000646634+0.00126505j 0.000835682+0.00252014j -0.000469094-0.000411566j -0.000465025-0.00158417j -0.000418723-0.00046768j 0.000118378+0.00064906j -0.000441124+0.000173343j -0.00105031-0.00100988j 0.00034833+0.000125937j -0.000563205+0.00393144j -0.00172432-0.00300468j 0.000426716-6.20775e-05j 0.000213807-0.00276101j -0.000647639-0.00281959j 0.00198223+0.00230893j -0.000158431+0.000259169j -0.00074025+0.000834173j -0.000474135-0.000442646j 0.000670904-0.000752069j 0.0005824-0.000322139j 0.000391832+0.00330876j -0.0011481+0.00128983j -2.54194e-05+0.00130157j 0.00058792-0.00509019j -8.30488e-05+0.00133211j -0.00104817+0.0018269j 0.000779567-0.0032779j -0.000424806+0.000117437j 0.000105533-0.00138571j 0.00138275-0.000571103j 0.0014221-0.0015428j 0.000609543-0.000251093j -9.29718e-05+0.00151852j -0.000553304-0.000176854j -0.000602118+0.00121576j -0.00139962-8.04988e-05j -0.000968491+0.00190021j -0.00143783+0.00196411j 0.000764823-0.000335922j -0.00029228-0.00438986j 0.000632588-0.000864604j -0.000452335-0.00113097j 0.000249761-0.00237687j 0.00111905-0.00261546j -0.00100501+0.00425328j 
4.09605e-05+0.00193437j 0.000588178-0.000471962j -0.000199871-8.17843e-05j -0.000276045-0.00212679j -7.05405e-05-0.00082996j -8.94172e-05-0.00110402j -0.000579571-0.00293087j 0.000672193+0.00193631j -0.00106508-0.00254701j 0.00206062+0.00370314j 0.000611941-0.00208879j -0.00309105-0.00307303j 0.0029092+0.00587802j -0.00127944-0.00132811j 0.00158032-7.06378e-05j -0.00194958-0.00318014j -0.00106115-0.00220348j 0.00076309-0.000252526j 0.00393778+0.00445905j -0.000914505-0.00106966j -2.79159e-05+0.00317481j -0.00141773-0.00243091j 1.7986e-05+0.00156015j -0.00111594-0.0023373j 0.00203053+0.00746647j 0.000808637+0.00240944j -0.00172565-0.000720829j 0.000346128+0.00134743j 0.000750898-0.00076999j -0.000413319+0.000546858j 0.00182673-0.000445323j 0.00186564+0.00528954j -0.00208584+0.00137439j 0.00124982+0.0014681j 0.00181115+0.00448596j 0.00077262+0.00237603j -0.000553896+0.00308706j 0.000621161-0.00678203j -0.0001834+0.0040542j -0.000174731-0.00100738j 0.000623348-0.00048974j 0.000910589-0.000918368j 0.00128889+0.00193438j -5.14689e-05+0.00571856j -0.000398155+0.00399508j -0.00204569+0.000575474j -0.00124644+0.0072014j 9.55267e-05+0.00177038j -0.00186507+0.00101523j 0.000705924-0.00223743j -0.000717033-0.000390559j 0.000676158-0.000879406j -0.000509107-0.000847796j 0.00101839-0.00244773j 0.00152076-0.0022697j -0.00064039+0.00207283j 
0.000660427-0.000291408j 0.000992848-0.000835469j -0.00155302+0.000238077j -0.000473588-0.00247446j 0.00269418+0.00291986j 0.00139964-0.000150427j -9.37361e-05+0.000392034j -0.00322486-0.0040079j 0.00671623+0.00204996j 0.00439876+0.00134976j -0.00259576-0.00359076j 0.000883535+0.001881j 0.000793146-0.002914j 0.00206214-0.00369206j 0.00105668+0.00241383j -0.000288396+0.00104633j 0.000604369+0.00196297j 0.000127023-0.00400627j -0.00277874-0.00839901j 0.000662936-0.00358868j 0.00291626-0.000762855j -0.00489166-0.00442397j -0.000749677+0.00389958j 0.00153729+0.00767551j 2.27727e-06-0.00189968j -0.00331037-0.0010309j 0.00162736+0.00503475j -0.001552+0.00179602j -0.00104418-0.00403885j -0.00260777-0.00292961j -0.00425595+0.00038631j 0.00344824-0.000565775j -0.00291191-0.00425131j 0.00382159+0.00242685j -0.00289872-0.00717041j -0.00593203-0.00678767j 0.00151062-0.00144005j -6.36138e-06-0.00326967j 0.00241109-0.00550405j -0.00206375+0.00151039j -3.59468e-05-0.0035251j -0.000332627+0.00246429j 0.00352541-0.000279892j 0.000656365-0.000478226j 0.00294621+0.002559j -0.000989795+0.000817996j 6.36101e-05-0.000636374j 0.00238687-0.00263056j -0.00177691-0.00459677j -0.000841724-0.00142648j -0.00176021-0.00183327j 0.00080216+0.00151887j 0.000439148+0.0010471j 0.00297281+0.00118664j 0.000860245+0.000488848j 0.0023135+0.00109185j 
