-0.17579-1.09635e-13j -0.0438473-2.38407e-14j -0.0601124-2.57334e-16j -0.0704983-4.13429e-17j -0.0838355-4.88766e-17j -0.00945734-7.91884e-16j -0.0691154-1.39444e-16j 0.0404826+1.11359e-15j 0.104894+2.30718e-17j 0.0895708+1.57374e-16j -0.0249649+1.15113e-15j 0.0704937+4.47093e-16j 0.0294595+2.79444e-16j 0.144701-1.9268e-15j -0.0565572+1.18731e-14j 0.0641453-1.32042e-14j -0.0570016+4.6677e-15j -0.077434+5.03801e-14j 0.0198801+8.00433e-15j 0.00282587-6.24288e-16j 0.00783216+5.20247e-15j 0.0925197+9.48838e-15j -0.0312824-3.48673e-15j -0.00450915+2.97541e-15j -0.00180448-5.42636e-17j 0.107622+1.63175e-14j -0.0367807+1.59956e-15j -0.0769867-9.01652e-15j 0.011891-1.2133e-14j 0.00153191-4.69866e-15j 0.0664621-1.58579e-14j 0.013132-1.14967e-14j -0.0208285-1.43454e-15j 0.0579605-1.98408e-15j -0.0457384+3.36862e-15j -0.000858411+1.94418e-15j 0.0709043+6.48165e-15j -0.0338933+9.87863e-16j 0.0223281-3.68927e-15j 0.00877909+6.24149e-15j 0.0313094+3.21495e-14j -0.0726047-2.20717e-13j 0.0595611+1.12455e-15j 0.0204881-2.48799e-16j 0.0233283+8.60389e-16j 0.0354809+1.79929e-15j -0.0161191+6.50075e-16j 0.0581912+1.83039e-15j -0.0981895-1.99703e-15j -0.0208522-5.6556e-16j 0.00480252-1.0162e-15j 0.0591919+1.47059e-16j -0.0432007-1.00768e-16j -0.109737-2.2549e-16j 0.136351-7.48073e-16j -0.00508386+3.70253e-15j 
0.000674974+2.58396e-16j 0.00147535-2.77401e-16j -0.00157763+1.43716e-16j -0.000472753-8.87832e-17j 0.000888376-2.53166e-16j -0.00279298+5.57603e-16j -0.000213585-2.0225e-16j -0.00177957+3.30918e-16j 0.000213781+1.09264e-16j -6.03662e-06+1.66241e-16j 0.00115581-1.08821e-17j -0.00075258+8.55043e-17j 0.00318138-7.38921e-16j 0.00127768-2.36134e-17j -0.00220893+1.07323e-15j 0.00333422-1.43011e-15j -0.0010946-1.16378e-16j -0.00277577+2.67446e-15j -0.00118202+6.61752e-16j 0.00191075-4.90778e-16j -7.23017e-05+2.75263e-16j 0.000345385+4.12856e-16j -0.00252342+4.82133e-16j 0.000870949+2.34597e-16j 0.000573792-5.59527e-17j 0.00226315+9.66444e-18j 0.000129536-2.30726e-16j -0.000176998-2.17536e-16j 0.000724972-8.68991e-16j -4.93792e-05-3.32385e-17j -0.00364196+1.81792e-15j 0.000952947+7.48406e-17j -0.00221535+6.2318e-16j -0.00146025+4.98627e-16j 0.00110693+1.06345e-16j -0.000494962-1.07327e-16j -0.0023375+1.30181e-15j 0.00492671+5.53735e-15j 0.00494629+5.22459e-15j -0.00099072-1.88875e-16j -0.00185174+6.97466e-16j -0.00103361-2.18731e-15j -0.00195855+3.5919e-16j 0.00135664-2.37433e-16j -0.00244922+2.06855e-16j -0.00121475+5.33688e-17j 0.00169891-5.37798e-16j -0.0012728+2.61766e-16j 0.00203755-4.61665e-16j 0.000958979-3.0529e-16j -0.000790728+4.4366e-16j -0.00110429+4.05657e-16j 0.00135526-2.41205e-16j -0.00214973+1.12114e-16j -0.00170698+4.44004e-16j 0.00166185-6.11435e-16j 
-0.00347298-1.90379e-15j 5.74566e-05-3.96265e-16j -0.00266779-6.465e-17j -0.00219-6.75172e-17j -0.000311124+5.99838e-17j -0.000208282-2.16186e-16j -0.00413016-7.63351e-17j -0.00111258-1.08765e-16j 0.00323576-8.85676e-17j 0.00213432-2.1281e-17j 0.00131179+2.53587e-16j -0.000360271-2.0216e-16j 0.000837244+2.4283e-16j 0.00449956+1.11674e-16j -0.00210183+4.59289e-17j 0.000415479-5.70073e-17j -0.000913606-1.28447e-16j 0.000611792-8.96428e-16j 0.000442917+2.86238e-17j -0.00237583+3.74684e-16j 0.000501818+2.12057e-16j 0.00256174-5.88451e-17j -0.0004559-2.24272e-16j -0.000692669-2.07485e-16j -0.00154814-2.54275e-16j 0.00191897+6.20518e-16j -0.0012873+1.54369e-16j -0.00656231-2.78905e-16j 0.000908533-1.08964e-15j 0.00166787-3.36907e-16j 0.00318071-8.26813e-16j -0.000164363-4.63256e-16j 0.00093816-2.90978e-16j 0.00259368-2.84804e-16j 0.00151926-1.51884e-17j 0.00146456-1.05873e-16j 0.00353208+4.60324e-16j -0.000137379+2.85215e-15j 0.00338825+2.70579e-15j -5.20549e-05+4.56441e-17j 0.000967605-3.69095e-16j 0.000918371+2.2185e-15j -5.99898e-06-2.50649e-16j -0.00222927+1.5767e-16j -0.00325397-1.44785e-16j -0.000935217-1.40231e-16j 0.00114495-6.5467e-17j 0.000620298+2.54109e-17j -0.00180485+2.89753e-16j -0.00127007+7.69929e-17j 0.00329977-5.3575e-17j 0.00117941-7.79273e-17j 0.000642718+7.69998e-17j -0.00459196-1.93607e-16j 0.00110254-2.07314e-16j 0.00113642-8.72984e-17j 
-0.000909406-8.90039e-16j -0.000410105-3.03074e-17j -8.39464e-05+6.43509e-18j 3.88707e-05+1.2032e-16j -0.00132153-4.1211e-16j -0.00213487-9.32016e-16j 0.00194699+5.97857e-16j 0.00126192+3.15269e-16j 0.000152458-1.14059e-17j 0.00242727+8.4635e-16j 0.00134935+5.25954e-16j -0.00148787-6.51864e-16j -0.00150807-2.10504e-16j -0.000581821-3.39543e-16j 0.00111215-2.23345e-16j -0.00194689+4.04053e-16j -0.00222937-4.22924e-17j 0.000665464-1.92111e-16j -0.000110663-1.24377e-16j -0.000766503-1.45255e-16j 0.00107726+2.60048e-16j 0.0013371+6.04483e-16j -7.70515e-05-1.97326e-16j 0.00135847+8.45978e-16j -0.00133087-4.27141e-16j -0.000331138-2.72697e-17j 0.00044767+4.50461e-16j 0.00118151+7.20108e-16j 0.00233534-2.06298e-16j -0.00177747-6.88056e-16j 0.00277562+1.3399e-16j -2.72742e-05-1.56666e-16j 0.000566464-1.33554e-16j -0.00216194-8.26439e-16j -0.000995904-3.69495e-16j -0.00238423-1.08749e-15j 0.00232402+7.1078e-16j -0.00127531-2.18424e-15j -0.00179488-2.16789e-15j 0.000121719+1.86161e-16j 0.00187485+1.15454e-16j 0.00141678+3.6847e-15j 0.000591462+1.0156e-16j 0.000539008+1.96735e-16j -0.00100548-4.50306e-16j -0.00100439-3.51286e-16j -0.00167185-4.32934e-16j 0.00253514+8.29762e-16j -0.000995603-1.98784e-16j 0.00185798+6.67572e-16j -0.00168729-5.28467e-16j 0.000282744-6.87302e-17j -0.000561337-1.92068e-16j -8.79583e-05-1.11147e-17j 0.00107954+2.97173e-16j -0.000861861+4.40074e-17j 
0.000388196+1.30818e-17j -0.00345878+1.00868e-15j -0.000159769+3.25812e-16j -0.00178139+5.40217e-16j 0.000347017+6.68851e-17j 0.00389571-1.03883e-15j -0.00176548+4.75348e-16j 0.00120236-5.94274e-16j 0.00173788-6.94872e-16j 0.000138093-4.8133e-16j -0.00339318+1.0653e-15j 0.00257299-6.77945e-16j 6.38415e-05-1.75348e-17j 0.00409626-1.09614e-15j 1.0693e-05-4.30713e-16j -0.00195862+9.5458e-16j 0.00027013+3.17499e-16j -0.00416509+4.29312e-15j 0.000469877+3.14201e-16j 0.00069553-1.76256e-16j -0.000911998+2.06633e-16j -0.00265118+4.92444e-16j -0.000999982+2.39185e-16j -0.0022488-2.37575e-16j -0.000677071-5.55519e-17j 0.00196199-2.57237e-16j 9.67578e-05+1.31515e-16j -0.00453438+1.19898e-15j -0.000993828+3.05854e-16j 0.00102455-3.31703e-16j 3.47823e-05-6.39736e-17j -0.00240052+8.39338e-16j 0.00094605-4.01324e-16j 0.000529019+8.01557e-17j 0.00347751-1.03325e-15j 0.00266837-6.02055e-16j 0.000129853-2.16095e-17j 0.00135695+1.6051e-15j 0.00127728+1.40734e-15j -0.00155442-3.35809e-16j 0.000902087-4.98165e-16j 4.76411e-05-6.25665e-17j -0.00152819+5.85741e-16j -0.000175015-1.32301e-17j 0.00269241-6.4571e-16j 0.000707046-2.28237e-16j 0.00165543-3.66099e-16j -0.00242776+5.85891e-16j -0.0020241+1.02599e-15j -0.0026907+8.70656e-16j 0.00139016-3.02309e-16j 0.0021086-6.93067e-16j 0.00074645-2.40732e-16j 0.000137453+8.96316e-17j -0.000265105-2.78122e-16j -0.00242406+8.99177e-16j 
-0.00332182-1.82501e-15j 0.000745071-1.37727e-16j -0.00569774-5.85835e-17j 0.00107794+2.61287e-16j -0.00119807-7.01585e-18j -0.000458866-2.75308e-16j 0.00276823+3.60727e-16j 0.00442009+8.83093e-17j 0.000388852-1.69649e-16j 0.00258713+1.66491e-16j -0.00155937+1.33438e-16j 0.00101589-2.07101e-16j 0.000615684+1.8584e-17j -0.00314796-5.73401e-16j 0.0026199-3.86612e-17j 0.00161493+1.31577e-16j 0.000939021-3.01519e-16j -0.00332867+2.78391e-15j -0.000795194+4.00543e-16j -0.00148439+1.74779e-16j -0.000750508+1.76276e-16j 0.000473543+2.61912e-16j 0.00210252-2.12068e-16j 0.00588421+1.4248e-15j -0.000658486+1.03783e-16j 0.00097417+1.12915e-16j -0.000305319+2.44485e-16j -0.000676881+7.6369e-16j 0.00254782-1.17212e-15j 0.000870451-3.74823e-16j -0.000502247-3.02835e-16j 0.0041219-5.66122e-17j 0.00226742+4.6318e-17j -0.00231501-4.39983e-16j -0.00562905-4.39577e-17j -0.000259967+3.29198e-16j -0.00124508-5.52453e-16j -0.00115314-1.01853e-15j -2.70873e-05-8.99617e-16j -0.00248449-1.3707e-15j 0.0014316+1.8274e-15j -0.00464042-1.39399e-14j -0.00345094-8.32782e-17j 0.00240531+4.24343e-17j -0.00028681-1.58482e-16j 0.0022842+5.36046e-17j -0.000569095-4.21363e-17j 0.00124899+1.90462e-16j -0.00560118-9.31609e-17j -0.00108123+1.75533e-16j -0.00500521-2.08055e-16j -0.000872811-2.08074e-16j 0.00137511+5.16526e-19j -0.0013921+1.81989e-16j 0.00344306+9.62638e-17j 0.00276812+4.48961e-18j 
0.00598038+3.82646e-15j 0.000722777+1.52665e-15j 0.00375509-6.49182e-17j 0.0029536+5.63657e-16j 0.00178317+6.74162e-17j -0.000793029-1.04315e-15j 0.00530471+9.55838e-16j 7.94345e-06+2.13904e-17j -0.00323312-7.97844e-16j -0.00159419-3.10756e-16j -0.00320058-5.57441e-16j -0.000777016-3.14452e-16j 0.000198801+4.9477e-16j -0.00417386-6.83192e-16j 0.000146243-7.92624e-16j -0.00399221-6.42792e-17j 0.000610803+9.2603e-16j 0.000307737+1.38247e-15j -0.00167568-3.05967e-16j 2.44219e-05-1.28421e-15j -0.00281642-1.28181e-15j -0.0032034-9.98288e-17j -0.00164685-5.39228e-16j -0.000647319+5.74921e-16j -0.000438703-6.79808e-16j -0.00277724-1.50337e-15j 0.00553538+1.34798e-15j 0.00398377+1.08759e-15j 0.00153166+1.13275e-15j -0.00269427+4.74625e-17j -0.00441365+1.2445e-15j -0.00158913+8.72938e-16j 0.00130227+9.85183e-17j -0.00371727+3.35677e-16j -0.000670826-8.4886e-16j -0.000330637+4.23834e-16j -0.00382364-7.82783e-16j 0.0012248-1.5256e-15j -0.0015007-4.1194e-16j -0.00491156-4.01313e-15j 0.00136936-3.32532e-16j 0.00135779+4.1084e-15j -0.00241449+1.37435e-16j 0.000368084-9.60173e-16j 0.00291419+3.7179e-16j -0.000699943+2.75867e-16j 0.00293378+8.55678e-16j -0.00287886+4.08801e-16j 0.00203167+9.71088e-17j 0.00216636+1.03847e-15j -0.00425498-8.41372e-16j -0.00249422-7.59861e-16j 0.000624943+1.22508e-17j 0.00650517+2.3822e-16j -0.0032593+2.16004e-17j -0.00063565+6.00851e-16j 
0.00489526+2.28785e-15j -0.00241079-2.296e-16j 0.00408871+1.00585e-16j 0.000870237-4.90959e-16j 0.0013372-1.28997e-16j 0.00379022+1.27625e-15j 0.00153629-9.04186e-16j 0.000373144+1.74154e-16j 6.08087e-05+7.75313e-16j -0.000295962+2.51627e-16j -0.000951365+4.93497e-16j 0.00058552+4.41171e-16j -0.00236762-5.84458e-16j -0.00151967+7.24648e-16j 0.00166916+5.09401e-17j -0.000799169+1.4143e-15j -0.00166883+7.23202e-17j -0.00416088+1.85006e-15j -8.70831e-05+6.57319e-16j 0.00542602+7.6157e-16j 0.00197911+7.39886e-16j -0.00412422+2.32778e-17j 0.00152413+7.85021e-16j -0.00294024-1.19181e-15j 0.00204291+4.32713e-16j 0.00162607+1.30239e-15j 0.00015344-1.39328e-15j 0.00123098-7.15444e-16j -0.00337629+6.28293e-16j -0.00250673+3.50887e-16j -0.0041243+8.15245e-16j -0.00165501+7.21368e-16j 0.00162383+1.32785e-16j -0.00383845+3.65874e-16j 0.003122+1.13079e-15j -0.00152805-7.78752e-16j -0.00282024+3.6243e-16j 0.00411887+2.37611e-15j -0.00166914+1.52502e-15j 0.0010998+1.98418e-15j 0.00053706+5.95635e-16j -0.00196821-6.779e-15j -0.00287906-1.0968e-16j 0.00400938+9.67375e-16j 0.00136814-3.03677e-16j -0.00161543-3.01168e-16j -0.00105624-8.16174e-16j -0.00451662-4.63574e-16j 0.00121128-1.77535e-16j -0.00209652-1.07187e-15j -0.000148639+9.58332e-16j 0.000764856+7.95791e-16j 0.000434678-6.73049e-17j 0.00593583-9.08607e-17j -0.00288984+8.69838e-17j -0.00318213-3.4624e-16j 
0.000101377-3.21715e-16j -0.00121517-2.30923e-16j 4.2138e-05-2.03194e-16j -0.000477756-1.22589e-16j -0.00063022-2.38172e-16j -0.00286068-7.3315e-16j 0.00286697+5.19826e-16j 0.00114648+3.56889e-16j 0.000476422+7.51328e-17j 0.000739782+1.87576e-16j -0.00183303-2.82962e-16j 0.000470035+5.74287e-17j 0.000490975+1.41976e-16j -2.37587e-05+9.83104e-18j 0.00143322-3.64023e-18j -0.00143212+6.5214e-17j 0.000463856+2.83882e-16j 0.000956347-1.20398e-16j -0.00210669-3.59164e-16j -0.000228955-7.31982e-17j -0.000567403-1.13547e-16j -0.000191204-3.54508e-17j -0.00219394-4.58108e-16j 0.000428966+4.89038e-16j 0.000191872-1.72254e-16j -0.00089964-3.40084e-16j 0.000579672+3.07029e-16j 0.000471266+3.731e-16j 0.00413195-1.09706e-15j 0.000116168-1.13356e-16j 0.00164781+1.65057e-16j 0.00178447+1.31977e-16j 0.00039702+1.335e-17j -0.0007329-2.60532e-16j 1.97299e-05-4.19322e-16j 0.000910493+5.95903e-16j -0.000485187-2.00095e-16j -0.000388328-2.29588e-15j -0.0023544-2.28209e-15j -0.00135078-9.85589e-16j 0.000170698-7.44863e-16j 0.00185067+5.70273e-15j 0.00199393+5.32558e-16j -0.001364-3.64501e-16j 0.000433211+1.50903e-16j -4.96147e-05+2.0282e-16j 0.000284676-4.45908e-17j 0.00144101+5.90264e-16j -0.00147066-4.51611e-16j 0.0031984+6.90519e-16j -0.002897-4.97206e-16j 0.000464691+1.05187e-16j -0.000198701-7.68775e-17j -5.08707e-05-2.39239e-16j 0.0005263+2.49062e-16j -0.00169774-5.57353e-17j 
0.00153454+6.73735e-16j -0.00184603+1.80683e-17j 0.000924464-1.85593e-16j -9.22222e-06-1.26174e-16j 2.80436e-05-9.34863e-17j -0.0010007-2.27383e-16j 0.000938677+2.83019e-16j 0.00253777+2.20813e-17j 0.000811483-8.30671e-17j 0.000766539+1.38377e-16j 0.000405762-1.57255e-16j -0.00220481+1.89008e-16j 0.000550324+1.28428e-16j 0.000301562+1.34395e-16j 0.000952927-2.03074e-16j -0.00172192+5.1331e-16j 0.000240935-3.06701e-18j -0.00121869+5.66863e-16j -0.00180956+2.46407e-16j -0.00122329+5.77795e-16j 0.000442689-5.17832e-18j -0.00265867-1.56211e-16j -0.00181797-3.56861e-16j 0.00227368+4.53301e-16j -0.00361463+2.85378e-17j 0.000403342+4.31062e-16j 0.00154177+1.39861e-16j 0.00222366+1.80881e-16j 0.000522508+2.74031e-16j -0.000752959+8.08009e-17j 0.00136775-7.03028e-16j 0.000264562-1.40583e-16j 0.00103097-5.2633e-16j -0.00146139-4.49159e-16j 0.00100537+9.6423e-17j -0.00175678-3.30872e-16j -0.00104602-1.89824e-16j -0.00134819-1.77183e-16j 0.000727881-4.66885e-16j -0.00104875-5.99133e-16j 0.000490357-1.45604e-15j 0.00344247+9.53622e-15j -0.000279093-1.6286e-16j -0.00133315+3.86495e-16j 5.19084e-05+1.1127e-16j 0.000222275-1.86375e-17j -0.00177658+1.17041e-16j 0.00317216-1.33128e-16j -0.000532558+1.23887e-17j 0.00165089+1.25852e-16j 0.000238658-4.77846e-16j 0.000346916+5.11131e-17j -9.13171e-06+6.83911e-17j 0.00119745-1.63751e-16j -0.000961794-4.30444e-17j -0.00269386+2.08613e-16j 
0.000805264+2.27715e-16j -0.00164601+2.52116e-16j -0.00203754+3.75254e-16j -0.00197977+3.68316e-16j -0.000601727+1.7425e-16j -0.00306434+5.21466e-16j 0.00374915-8.09409e-16j -0.000907537+3.7058e-16j -0.000925792+3.21928e-16j 0.00158634-1.89982e-16j -0.00151925+4.27237e-16j 0.00241969-6.51515e-16j 0.000227726-2.50578e-17j 0.00207622-3.34422e-16j 0.000795903-3.41273e-16j -5.87715e-06+4.98362e-16j -0.00386367+1.73456e-15j -0.00576048+5.26257e-15j -0.000621618+4.421e-16j 0.0049103-1.50536e-15j 0.000923201-8.53483e-17j -0.000106668+2.5375e-16j -0.00330619+4.97056e-16j -0.000782798+5.49236e-16j 0.00315338-9.13868e-16j 0.00138481-3.57905e-17j -0.0009981+5.80526e-16j -0.000821788+3.81948e-16j 0.00447282-3.52334e-15j -0.00117771-1.5722e-16j -0.00204569+1.41135e-15j -0.000836599+6.9126e-16j -0.00390013+1.06461e-15j -0.00497631+9.59785e-16j 0.00225297-3.79376e-16j -0.000656065-2.39543e-16j -0.000175863+6.80801e-16j 0.00669159+3.47505e-15j 0.000155648+4.54406e-15j -0.000447008-2.10218e-16j -0.000883487+4.8637e-16j -0.000942572-2.07688e-15j -0.00101048+8.52159e-17j 0.00451315-8.86765e-16j 0.000485044-2.48293e-16j -0.00188355+2.76895e-16j 0.00143779-4.25689e-16j -0.00234508+6.11674e-16j 0.000947277-2.29002e-16j 0.00230822-4.29759e-16j -0.00534619+1.3861e-15j 0.000879834-1.11237e-16j 0.00109514-1.35199e-16j -0.00230529+4.78149e-16j -0.000701485-2.03551e-17j -0.00117216+1.90019e-16j 
-0.000216433-5.13941e-16j -0.00272332-1.32046e-16j -3.44529e-05+5.50802e-17j -0.00164315-4.04084e-17j -0.00107276-1.71814e-17j -0.00193139-1.71322e-17j 0.00271992-1.1739e-16j 0.000885717-2.76011e-17j 0.00133226+7.14746e-17j 0.00171037-1.19087e-17j -0.00209651+1.35401e-16j 0.00173976+3.22599e-17j -0.000367775-4.68877e-17j 0.00204134+3.86854e-17j 0.00203553-4.75046e-16j -0.00160576+8.30217e-16j -0.00175377+5.95809e-16j -0.000933082+8.26519e-16j -0.000860783+6.01569e-17j 0.00298801+1.0454e-17j -0.000325589+1.27673e-16j 0.000947348+1.55053e-16j -0.0021427+5.67524e-17j -0.00174026-3.0268e-16j 0.00217119-3.13592e-17j 0.00130117+2.42879e-16j -0.000891954+1.39603e-16j -0.00205448+1.37762e-18j 0.00442236-2.52274e-15j -0.000442947-3.25251e-16j 0.00177004-2.67723e-16j 0.000715909-6.81972e-17j 0.000246541+1.25042e-16j -0.00210939-8.5003e-17j 0.00301662-3.78297e-16j 0.00205784+3.57864e-16j 0.000935941+3.9465e-16j 0.00343493+9.68397e-16j -0.00245292+6.4348e-16j -0.000631923-1.22748e-16j 0.000940876-1.26156e-17j 1.34095e-05-4.74603e-16j 0.00144965+1.33878e-16j 0.0006502+1.05576e-16j -8.41839e-05-1.79355e-17j -0.00156717-4.3927e-17j 0.000938609-9.95703e-17j -0.00116959-1.31591e-17j -0.00229843+6.52017e-18j 0.00216862-3.01228e-17j -0.00330209+2.28872e-16j 0.00196235+6.9714e-17j 0.000207473-3.81916e-17j -0.000497962-1.79189e-17j 0.000655869-5.78208e-17j -0.00276512+2.78244e-16j 
0.00454516+2.90451e-15j 0.00151652+5.85355e-16j 0.0036523-7.1376e-17j 0.00251828-3.87235e-17j 0.00239581+9.04504e-18j 0.00290898+4.7744e-17j -0.00071772+9.76123e-17j -0.0013525-1.77346e-17j -0.00156431-1.63665e-17j -0.00178722+9.91043e-17j 0.00161638-1.13628e-16j -0.00263688+2.63905e-17j -0.00160629+5.46323e-18j -0.00361729+8.15489e-17j -0.000724864-3.33025e-17j -0.00129286+3.7338e-17j 0.000780101-1.48095e-16j 0.00128859-1.11376e-15j 0.000102259-1.67122e-16j -0.00101032-6.04637e-17j 0.00116197-1.97108e-16j -0.00326025-2.76188e-16j 0.00247421+4.20048e-17j -0.000807347-3.8783e-16j -0.00155629-7.87424e-17j -0.00196536-2.73917e-16j 0.00213195-1.84366e-16j 0.00231048-1.60669e-16j -0.00447532+2.80535e-15j -0.00141034+4.06775e-16j -0.00286403+5.45484e-16j -0.00197665+4.41522e-16j 0.00191345-1.39943e-16j -0.00049108+1.73698e-16j -0.000242645+3.87546e-16j -0.0025083-6.2105e-16j -0.00179473-2.83074e-16j -0.00139861-8.93286e-16j 0.000358503-6.5447e-16j 0.000365529+1.23143e-16j 0.000273981-4.68444e-16j 0.00135527+3.87549e-15j -0.00261396-1.90855e-16j -6.11688e-05+3.90199e-17j -7.68314e-05-3.73446e-17j -0.000682304-1.22489e-16j -0.000764056+9.62827e-17j -0.00146499-8.51821e-17j 0.00337653+4.99302e-17j -0.00184036+2.67327e-17j 0.00301265-2.10098e-16j -0.00180603-1.11448e-17j 0.00024024+5.14964e-17j 0.00497361-3.81984e-17j -0.0035107+5.99712e-18j 0.00034487-1.33311e-16j 
0.00139905+5.56289e-16j -0.00238512-8.86364e-17j 0.00112808-3.10589e-16j -0.000733801-2.04155e-16j 0.000412141+2.71948e-17j -0.000171832-3.12539e-16j 0.000668839+2.47965e-16j 0.0011916+6.25599e-17j 0.00241037+2.18575e-16j 0.000742628+1.91581e-16j -0.000600107-1.37654e-16j -0.000549539+8.00932e-17j 0.000177948+1.85392e-16j 0.00138455+2.53994e-16j 0.00222003-1.51068e-16j -0.00129392+4.12049e-16j -0.000121302+5.51651e-17j 0.000865657-6.79214e-16j -0.000944332-2.8786e-16j 0.00242095+3.07913e-16j -0.000827924-1.64196e-16j 0.000168033+1.03398e-16j -0.000851608-2.6281e-16j -0.00166857-4.71297e-16j 0.00074601-3.41119e-17j 0.00230501+7.07404e-16j -0.000777648+1.09338e-17j -0.00298658-8.30881e-16j 0.00200216-5.73886e-16j 0.000202826-1.83255e-17j 0.0015975-5.22333e-16j 0.001441+1.01409e-16j 0.00312134+3.94809e-16j -0.00112693-4.4473e-16j 0.00528337-5.25452e-17j 0.00336181+9.30051e-16j -8.61211e-05+4.82769e-16j 0.00395413+3.35076e-15j -0.000391495+2.41612e-15j -0.00071871-6.57953e-16j 0.00121922+7.61552e-17j 0.000298253+1.28935e-16j -7.22318e-05-2.09371e-16j -0.0012789+8.63276e-17j -0.00251715-3.62688e-16j -0.00219187-3.82401e-16j 0.000937843+3.39953e-16j -0.0020097-3.84216e-16j -0.00263188-3.85302e-16j 0.000524266+1.75303e-16j -3.95586e-05-3.85439e-16j 0.00170168+1.4918e-16j 0.00110177+2.97143e-16j 0.00118606-2.6067e-16j -0.00113444-1.57813e-16j -0.00279599+1.59645e-16j 
-0.000707905-9.65018e-16j -0.000605675+1.23482e-17j 0.00451613+8.20876e-16j 0.00104319+2.42125e-16j -0.000977901-3.4239e-16j 0.00344827+7.14957e-16j -0.0027169-6.40009e-16j 0.00108671+1.21668e-16j 0.000928144-1.15726e-17j -0.00074461-2.24534e-16j 0.00146072+3.20595e-16j -0.000737597-3.47386e-17j -0.00159774-2.60823e-16j -0.000488875-1.46113e-16j -0.000918907-1.8145e-16j 0.000857466+2.88752e-17j 0.000337477-1.28648e-16j 0.0016069-1.21825e-15j 0.00151952+1.222e-16j -3.73158e-06-4.29324e-16j 0.0010992+1.39669e-16j -0.000203694+5.7914e-17j 0.00249193+5.41719e-16j -0.00118618-3.3384e-16j -0.00102597-2.43005e-16j 0.00070434-5.42232e-17j 0.000212786-2.55673e-16j 0.00419157+9.92081e-16j -0.00615667+2.24245e-15j -0.00165123+2.16926e-16j 0.000664717-4.80098e-16j -0.00112085-4.9378e-16j 0.00106698-4.34712e-16j 0.00265527+8.86739e-16j -0.00143714-5.89582e-16j -0.00237598-1.33572e-15j 0.000145566-3.41719e-16j -0.00459335-5.93355e-15j -0.00207481-4.62513e-15j 0.00292505+2.27965e-15j 0.000573227+3.66361e-16j -0.000726308-2.326e-15j 0.00236841+6.9643e-16j -0.000249412+3.78099e-18j 0.00213399+7.78894e-16j 0.00145028+6.23615e-16j -0.0036221-7.55343e-16j 0.00200945+8.0831e-16j 0.000641861+3.8657e-16j -0.00195166-3.99276e-16j 0.00413777+6.60727e-16j 0.000593724-4.56024e-17j -0.00284143-7.97541e-16j 0.0036461+5.32652e-16j 0.00144874+5.22809e-16j -0.00161272+1.65123e-16j 
-0.00291402-9.80653e-16j 0.00623035-2.50243e-16j -0.00525421+5.11783e-17j -0.000411542-7.0155e-18j -0.000233572-5.69944e-17j -0.00376283-2.79417e-18j -0.000991333-1.00359e-16j -0.006414+5.60882e-17j -0.00655211+5.00584e-17j -0.00258038+4.18389e-17j 0.00278564-1.15754e-16j 0.00129153+1.63665e-17j 0.00067861-5.95163e-18j -0.000942088+1.43344e-16j -0.00418692+6.72221e-16j 0.00308204-9.67839e-16j -0.00062785-3.92096e-16j 0.000958605-1.15864e-15j 0.00249159-9.8029e-17j -0.00332019+9.4578e-18j 0.000983714+1.02263e-16j 0.00313926+1.31188e-16j -0.000505996+2.64681e-17j 0.00198719+7.6728e-16j 0.00173942+5.52859e-16j -0.0057313-9.61126e-16j -0.00127896-4.88081e-17j 0.00262946+6.08171e-16j 0.000789687-8.55927e-16j 0.00173171-3.23559e-16j -0.0017792+1.26772e-15j -0.00265243+9.20011e-17j -0.0100292-2.24336e-16j 0.00216949+3.97823e-17j -0.00645956+4.35071e-16j -0.00336761-6.61587e-16j 0.00257522-9.52455e-17j -0.00254252-2.57311e-16j 0.00218814-8.13119e-17j 0.00249141+1.23805e-15j -0.00480263-6.06402e-16j 0.000895472+4.49132e-15j 0.00163037+5.99406e-17j 0.00172159+3.97546e-17j 0.00131903+1.10182e-16j 0.00174776+1.72293e-16j 0.00107021-1.65804e-16j 0.00222092+5.81578e-17j 0.00747734+5.8951e-17j 0.00152154-5.82917e-17j -0.001056+1.42966e-16j -0.0033148+3.90464e-17j -0.000589897-6.52574e-17j -0.00792117+2.75556e-17j 0.000635729+2.27575e-16j 0.00725079-8.24989e-16j 
