-0.347915-2.47263e-13j -0.0219705-1.26324e-13j -0.125998-7.08644e-17j -0.116756-6.06363e-16j -0.0617193-3.47738e-16j 0.152051+3.81828e-15j 0.063965-4.51917e-16j 0.144213-3.13776e-14j -0.105046+5.75686e-15j -0.260491-5.45442e-15j -0.0319703+3.33486e-15j 0.101903-6.32087e-15j 0.125763-2.02371e-15j -0.026331+7.67818e-15j 0.00686844-1.2326e-14j 0.263528-7.7307e-15j -0.177771+1.72041e-14j -0.236057-5.21795e-15j 0.0502515+3.61507e-15j 0.0182514+4.7971e-15j 0.138654-3.99707e-15j -0.0393625+3.05964e-15j 0.1829-1.54734e-15j 0.00301041-4.00262e-15j -0.0172617+7.79466e-16j 0.113552+6.73167e-15j 0.290695+4.66322e-15j -0.230028+3.1891e-15j -0.0581963+2.71765e-14j 0.062063-4.07908e-13j -0.219051-1.29096e-12j 0.10392-6.52148e-14j 0.0844817-4.92269e-14j -0.00783383-3.11199e-15j -0.0231783-1.2718e-16j -0.031111+8.38614e-16j -0.0309164-5.01899e-16j -0.00116716-3.15394e-17j 0.00764859-1.08576e-16j -0.0307-2.11689e-16j -0.0238659+1.32403e-15j 0.0552442-1.35084e-15j 0.022514+8.68468e-14j -0.0300017+1.63618e-15j -0.0212506+9.15279e-16j -0.0148341-3.92533e-16j 0.000549596+8.9368e-17j 0.0757537+1.1335e-15j -0.00200781+1.33321e-15j -0.0244061-1.01988e-15j -0.010451-3.08899e-15j 0.0103002+1.80287e-15j 0.0425085+2.91704e-15j -0.0505769+1.48347e-15j 0.0369431-6.66412e-16j -0.0747574+5.49094e-15j -0.0266732+8.00868e-15j -0.0383522+2.18707e-15j -0.0180046-2.74298e-16j -0.020163+1.52218e-15j -0.0273811-2.39643e-15j -0.0398711-1.53385e-15j 0.0240056+5.73395e-16j 0.0144145-3.12289e-16j 0.0264907-1.24591e-17j -0.00819827-3.36157e-16j 0.0308434+5.10396e-17j -0.0251038-3.55136e-16j 0.0674689+1.7164e-15j 0.0726531+1.50796e-15j -0.113851-3.85126e-14j -0.110422+1.14419e-13j 
-0.00548771-3.85018e-15j -0.00129506-2.13964e-15j -0.00146749+1.37274e-16j -0.00109258-8.53963e-19j -0.00127707+7.90713e-17j -0.00105947+2.84801e-17j -0.000176324+1.72698e-17j 0.000291623-9.57545e-17j 0.000437929-5.03966e-17j 0.000428136+2.57721e-17j 0.000386132-8.99477e-17j 0.00159354+5.00159e-18j -0.00130814+1.29033e-16j 0.00142996-1.80612e-16j 0.000758755+1.94283e-17j -0.00113715-4.57462e-17j -0.00056769+1.59518e-16j 0.000866455-8.5299e-17j 0.00110304-7.98235e-17j -0.000617596+1.17698e-16j -0.000647739-2.42322e-17j 0.000487724+5.67064e-17j -0.00149482+1.10838e-16j 0.000129474+1.03107e-16j -0.00101438+1.40754e-16j -0.000310673+3.7198e-18j -0.0042343+1.56104e-16j 0.00216306-1.40504e-16j -0.000334288-1.91404e-15j -0.00456089+2.82634e-14j 0.00165384+1.09271e-14j 0.00329596+3.09535e-16j 0.000259259-2.0508e-16j -0.00129024+1.30101e-16j -0.00529125+2.02673e-16j 0.00246684-1.56973e-16j -0.000753447-1.58564e-18j -0.00347666+1.86161e-16j -0.000222536-1.00312e-16j -0.00511388+1.62062e-16j -0.000956963+8.48333e-17j 0.00398581-3.44759e-16j 0.00397926+1.53282e-14j -0.0030844+2.59138e-16j -0.00257012+2.0879e-16j 0.00100574+6.97639e-17j -0.000387353-4.56334e-17j 0.00512354-2.43936e-16j -0.0008554+1.69503e-16j 0.000917474-1.84278e-16j -0.000189581-2.00324e-16j 0.00135029+7.21582e-17j 0.004709-2.46906e-17j -0.00526055+4.96966e-16j 0.00389219-2.60321e-16j -0.00750462+7.93651e-16j -0.00135999+7.27865e-16j -0.00339554+4.93774e-16j 3.10581e-05-9.77671e-17j -0.000196169+1.1423e-16j -0.00350186+6.12349e-17j -0.00216753-4.72978e-17j 0.000596054-6.3595e-17j 0.00345276-1.53699e-16j 0.00297548-1.61972e-16j 7.9192e-05-2.99701e-17j 0.00114047-1.71588e-16j -0.00184623+5.46617e-17j 0.00446042-9.71772e-17j 0.00445584-1.97981e-16j -0.00657452-3.99653e-16j -0.00368032+2.64974e-15j 
0.00120553-3.6257e-16j -0.00177406+8.6768e-16j -0.0013911+5.40874e-16j -8.91159e-05+4.07522e-17j 0.000587161-2.45321e-16j -0.000303949+9.08985e-17j -0.00017702+4.5693e-17j -0.000576283+3.31549e-16j -0.00047486+1.15145e-16j 0.000794615-2.57689e-16j 0.000223548-1.24588e-16j -0.00083508+4.06026e-16j 0.000825781-4.21742e-16j 0.000348479-1.48702e-16j -0.000868011+4.43817e-16j -0.00103087+4.82486e-16j 0.00153481-8.49245e-16j -0.000573369+3.12858e-16j -0.000312313+2.18401e-16j 0.000794513-4.08258e-16j -0.000436044+1.94372e-16j -0.000158106-1.54107e-16j -0.00201625+8.02144e-16j 0.000113397-7.39017e-17j 0.000768434-3.63422e-16j -0.000833355+3.0434e-16j -0.000312884+1.54852e-17j -0.000471649+2.59079e-16j -0.00331115+1.88202e-15j 0.000871403-7.24527e-15j 0.00107027+5.99584e-15j -0.00020662+4.57805e-16j -0.00161816+1.88282e-15j -0.00413566+1.73813e-15j 0.000651265-2.95842e-16j -0.00113204+5.29563e-16j -0.00207887+8.3621e-16j -0.00089315+3.34214e-16j -0.00265309+1.09902e-15j -0.000850014+2.95402e-16j -0.000816285+4.45421e-16j 0.00351644-1.4666e-15j 0.00127902+4.78086e-15j 0.00166345-6.74543e-16j 0.00175655-6.08335e-16j -0.00189464+6.33246e-16j -0.00553243+2.31288e-15j 0.00186052-6.60866e-16j 0.00332533-9.04444e-16j -0.0066528+2.98219e-15j -0.002509+8.54267e-16j -0.000850552+2.75066e-16j -0.00463407+1.83863e-15j 0.00160523-9.83086e-16j 0.000160605-3.62124e-17j 0.00117992-8.11537e-16j 0.0027622-1.41718e-15j 0.000972783-6.75342e-16j -0.00196265+7.9154e-16j 0.000507698-2.43264e-16j -0.000678756+2.14917e-16j -0.000388404+1.58293e-16j -0.00133058+5.95427e-16j -0.00119663+4.7419e-16j 0.00136692-5.52517e-16j 0.000587181-2.05245e-16j -0.00191284+7.9383e-16j -0.0038516+1.58749e-15j -0.000924726+4.29619e-16j 0.00317426-1.16442e-15j 0.000473065+1.34624e-15j 0.00315967-6.19187e-15j 
-0.0119552-8.37641e-15j -0.000644629-4.29021e-15j -0.00471833+6.15916e-17j -0.00208881+4.32708e-17j -0.00159097+7.0158e-18j 0.00140804+8.37712e-17j 0.000760447+1.88533e-17j 0.0020925-4.88207e-16j -0.00118533+1.51193e-16j -0.00368097-6.89078e-17j 0.000185067+4.56952e-17j 0.00248637-1.43789e-16j 0.00164565+3.15721e-17j 0.000523229-4.16825e-17j 0.000513494-2.11686e-16j 0.00347112-9.66865e-17j -0.00292865+3.40042e-16j -0.00327273-5.75762e-17j 0.00143234-1.09391e-17j -0.000414772+1.28995e-16j 0.00166385-3.5043e-17j -0.000190173+1.84905e-17j 0.000637143-6.34662e-17j -0.000116623+7.23663e-17j -0.00166048+7.85814e-17j 0.00102386-2.68177e-17j 0.000373164+8.889e-18j -0.00103467-2.58803e-17j -0.00170607-1.63154e-15j -0.00372111+2.23235e-14j -0.00203048-1.07419e-14j 0.00510498-6.6535e-16j 0.00278644-1.60401e-15j -0.0026832-1.11353e-16j -0.00499932-1.02728e-17j 0.00151813-3.9711e-17j -0.00200512+3.80275e-17j -0.00307383+6.06731e-17j 0.000517444+3.59798e-17j -0.00540581+1.27878e-17j -0.000428649+1.526e-16j 0.00467713-1.33995e-17j 0.00440568+1.71137e-14j -0.00286099+2.00917e-16j -0.00343707+2.02391e-16j -0.0001835+9.2507e-17j 0.000806471-5.24486e-17j 0.00704003-1.51167e-17j -0.00173092-3.91593e-17j 0.000222143+3.88415e-17j -0.00104371-5.4573e-16j 0.00244606+2.91206e-16j 0.0042795+1.80112e-16j -0.00609927+2.49229e-16j 0.00539153-1.37305e-16j -0.00878073+5.01883e-16j -0.000460567+7.86685e-16j -0.00474605+2.34859e-16j 2.61699e-05+2.84834e-17j -0.00137467+1.4343e-16j -0.00377253-3.14322e-16j -0.0028405-2.94759e-17j 0.00198516+1.85441e-18j 0.00292802-6.86431e-17j 0.00306223-2.41651e-17j 0.000698607-6.0948e-17j 0.00158468+4.21278e-17j -0.0020633-4.99537e-18j 0.00467641+1.43669e-16j 0.00722174+5.36572e-17j -0.00818194-2.39859e-15j -0.00735929+7.38352e-15j 
-0.0133298-4.66533e-15j 0.0129288-2.34118e-15j -0.00262147+1.64557e-17j 0.00706849+4.72248e-17j 0.000811164-2.32041e-17j 0.00511824+1.3911e-16j -0.00138624-6.50831e-17j -0.004231+1.07712e-15j -0.000131299+3.102e-16j -0.00531472-2.52837e-16j -0.00200413+7.95919e-17j -0.00410004-2.36761e-16j 0.00202504-2.18409e-16j -0.00663189+8.43875e-16j -0.000820867-2.7924e-16j 0.00742034-5.12997e-17j -0.00216143+3.2423e-16j -0.00200103+3.06279e-17j 0.000390983+2.5181e-16j 0.00156622+9.2524e-17j 0.00220519-1.01039e-16j -0.00277849-1.04033e-15j -0.00306751-2.436e-16j -0.0024978+4.41559e-16j -0.00381745+2.08494e-16j -0.0025271-1.06565e-16j 0.000416781+9.70077e-17j 0.00361319+1.35488e-16j 0.00249366-2.15579e-15j -0.00459824+2.94874e-14j -0.00750174-4.4621e-14j 0.0022122-2.22721e-15j 0.00875368-5.41305e-15j 0.00384549-3.84318e-16j -0.00466649-7.61993e-17j 0.00830427-1.90558e-16j -0.00181312+1.3016e-16j 0.00708035+2.12673e-17j 0.00572772+2.22456e-16j -0.00380917+3.02003e-17j 0.00249699-8.77558e-17j -0.00635744+1.30387e-16j 0.00675007+2.58373e-14j -0.00918504+1.42086e-16j -0.00944399-1.87615e-16j 0.0059988+3.95005e-16j 0.0135903+1.30006e-17j 0.00540894-2.78659e-17j -0.00995673-1.32992e-15j 0.0159413-2.3461e-16j 0.00251501-3.20383e-16j 0.00177567+4.32593e-16j 0.00703618+2.17341e-16j -0.00710146+9.74494e-17j 0.0120541-3.87167e-16j -0.00803173+7.87105e-16j -0.00318032+1.03168e-15j -0.00468189+4.19693e-16j 0.00283808+1.76879e-16j -0.0017078+1.70594e-16j 0.00565072+9.70291e-17j -0.000478878-2.8195e-18j 0.00864205+2.82137e-17j 0.00323993+6.99656e-17j -0.00784424-5.63391e-17j -0.00241736-1.19456e-16j 0.00379302+1.65243e-16j 0.00991627+1.8359e-17j 5.55742e-05+7.85758e-17j 0.00377207+1.98509e-18j -0.00194097-1.11039e-14j -0.021427+3.2881e-14j 
0.00958352+7.61072e-15j 0.00273199+3.93249e-15j 0.00327258+7.39704e-18j 0.00157991+6.47804e-17j 0.00262137+2.1107e-17j -0.00106084-6.63504e-18j -0.000839733+1.98246e-17j -0.0021402+4.52931e-16j 0.000201212-1.08192e-16j 0.00252688+1.34138e-16j -0.000461876+1.55211e-18j -0.00145544+5.7421e-18j -0.000251611-2.54006e-17j -0.000240077-4.31063e-17j 0.000360626+1.08044e-16j -0.00265549+8.67908e-17j 0.00253347-2.82455e-16j 0.00161862+9.58818e-17j -0.00171459-8.41046e-17j -0.000402249-1.24618e-16j -0.00164443+4.42932e-17j 0.000899848+2.77662e-16j 0.00115469+6.76785e-17j -0.000457761+1.75427e-17j 0.00125169-6.11324e-17j 8.28851e-05+1.38457e-17j 0.000943679+9.55131e-17j 0.00200631+5.72515e-17j 0.00342102+1.27544e-15j 0.00303012-1.72207e-14j 0.000437794+1.43081e-15j -0.00393724+7.92398e-17j -0.00109891+5.44224e-16j 0.0038909+8.93862e-17j 0.00375739+8.19011e-17j 0.0013738+9.04904e-18j -0.000161063+1.26398e-16j 0.00684039+7.4372e-17j -1.36569e-05+1.34921e-16j 0.00431392+1.92049e-16j 0.00140831-4.57435e-17j -0.00455378-5.35972e-17j -0.000280048-1.0688e-15j 0.000290822-2.92087e-17j 0.00182997-1.22289e-16j 0.0025421-4.343e-17j -0.000327164+1.97846e-17j -0.00573333-1.99265e-16j 0.000567022-1.15193e-16j 0.00289246+2.16707e-16j 0.000873142+4.05678e-16j -0.00340526-2.67079e-16j -0.00605726-2.93682e-16j 0.00539357-3.51471e-16j -0.00155649-1.77608e-16j 0.00684525-2.61837e-16j 0.00133207-6.16392e-16j 0.00458143-2.08252e-16j -0.000726918-1.5923e-17j 0.0032247-1.70774e-17j 0.00557169+3.60516e-16j 0.00356305+1.7971e-16j -0.000385763-5.4722e-17j -0.00277535+5.87269e-17j -0.00708022-1.60187e-16j -0.00228372-9.43794e-17j -0.00230509+9.42687e-17j 0.00347277+9.21081e-17j -0.00528078-1.91159e-16j -0.00506033-1.55566e-16j 0.00908744+1.63182e-16j 0.00320591-2.91582e-16j 
0.013343+8.36641e-15j 0.00627507+7.04156e-16j 0.00422291-6.54064e-16j 0.00652217-3.68233e-15j 0.00428531-2.17474e-15j -0.00208281-9.57763e-16j -0.0021258+7.00126e-16j -0.00589796+4.05809e-15j 0.00187986-4.83262e-16j 0.00586327-3.71889e-16j -0.000470821+5.72131e-16j -0.00539337+3.02023e-15j -0.00141396-8.97539e-16j -0.00176972+2.37667e-15j -0.000879649+8.88861e-16j -0.00537734-1.88126e-16j 0.00566186-2.11189e-15j 0.00487877-2.69449e-16j -0.00251074+1.25485e-15j 0.000359807-6.27114e-16j -0.00355082+5.42982e-16j 0.00034869+2.15638e-16j -0.00388935+1.11363e-15j -0.00122914+1.10808e-15j 0.00120441+4.46398e-17j -0.00291767+9.76743e-16j -0.00313534-8.04154e-16j 0.00637193-1.90628e-15j 0.00389646-1.30397e-15j 0.001635-9.72473e-15j 0.00260052+1.51226e-14j -0.00643416+3.251e-15j 0.000739254-3.12524e-15j 0.00346669-1.80018e-15j 0.00597359-3.04489e-15j 0.00115273-1.40132e-15j 0.00270039-8.74112e-16j 0.00610224-4.70382e-15j 0.00227712-1.95037e-15j 0.00656179-3.12344e-15j 0.00247945-1.92757e-15j -0.0114654+6.91102e-15j -0.00468315-1.67707e-14j 0.00206807-5.10479e-16j -0.000542839+1.26879e-15j -3.10188e-05-2.21634e-16j 0.00579068-4.64842e-15j -0.00793034+2.84046e-15j -0.00266693+1.98741e-15j 0.00536688-4.28559e-15j 0.000549783+1.61504e-16j 0.000348528-4.2302e-16j -0.00291964+1.06449e-15j 0.00517133-2.18459e-15j -0.0032118-1.5985e-16j 0.00952182-4.85473e-15j 0.00175092-1.88025e-15j 0.00394264-1.66024e-15j 0.000492079-2.50132e-16j -6.25574e-05+4.46593e-16j 0.00787719-4.80804e-15j 0.00242565-1.05752e-15j 0.000960111-1.9728e-15j -0.00249096+1.353e-15j -0.00681935+4.77395e-15j -0.00132686+1.15113e-15j -0.000813304-2.39367e-16j 0.00638519-4.45391e-15j -0.00777193+4.16438e-15j -0.00617556+1.67519e-15j 0.0111356-7.10019e-15j 0.000802089+7.89966e-15j 
-0.00354084-2.86397e-15j 0.0107579-7.60311e-15j -0.00238711-7.43628e-16j 0.00593546-5.93867e-15j 0.00297408-3.42089e-15j 0.00373205-1.32163e-15j -0.000626171+1.12905e-15j -0.00354274+5.26992e-15j -0.00030676-3.59619e-16j -0.00286034-8.9234e-16j -0.00130455+1.00331e-15j -0.00385826+4.43757e-15j 0.00296626-1.41858e-15j -0.004786+4.18352e-15j -0.000652049+7.25413e-16j 0.0050215-6.96148e-16j -0.000288423-2.25195e-15j -0.00203765-7.02832e-16j -0.00132834+2.00862e-15j 0.000461783-6.52913e-16j 0.00115026+6.84003e-16j -0.00148059+3.1822e-16j -0.000452129+1.75966e-15j -0.00193718+1.82762e-15j -0.00156767+2.69967e-16j -0.000755312+1.73651e-15j 0.00330529-8.2544e-16j 0.00227179-3.23592e-15j 0.00380636-3.04883e-15j 0.000746805-4.62002e-15j -0.00531535-3.03331e-14j -0.00108501+2.07391e-15j 0.00867614-9.7449e-15j 0.00198604-2.94742e-15j 0.00369992-4.6877e-15j 0.00378991-2.52013e-15j 0.00129646-1.63673e-15j 0.00836192-7.33314e-15j 0.00559791-3.38194e-15j 0.00367887-4.84388e-15j 0.00363675-3.01822e-15j -0.0113529+1.08316e-14j -0.00127319-2.73987e-15j -0.000963866-6.33514e-16j -0.00572513+2.52145e-15j 0.000410865-2.19613e-16j 0.0118999-7.8774e-15j -0.0012606+4.20949e-15j -0.00755114+3.35749e-15j 0.0103067-7.29329e-15j -0.00147948-2.41301e-16j 0.00293707-5.55755e-16j 0.000673365+1.45832e-15j 0.000263717-2.96921e-15j 0.00462709-9.73177e-16j 0.00387277-6.69029e-15j 0.00158637-1.88448e-15j -0.000713515-1.846e-15j 0.00138001-5.67008e-16j -0.00269623+1.06446e-15j 0.00880506-7.78857e-15j 0.000949346-1.73865e-15j 0.0062338-3.35361e-15j -0.00115065+1.93645e-15j -0.00817439+7.42426e-15j -0.00203689+1.82551e-15j 0.00284946-8.27523e-16j 0.00893536-7.22843e-15j -0.00618016+6.69205e-15j 0.00121706+2.31577e-15j 0.00588175-1.65836e-14j -0.0134982+3.0486e-14j 
-0.0135394-1.06448e-14j -0.00265165-3.44508e-15j -0.00526938-4.5533e-16j -0.00387615+1.02852e-15j -0.00282262+6.03685e-16j -0.000690308+9.86496e-17j 0.000855925-1.72169e-16j 0.00356026-1.52925e-15j -0.00025296+3.43951e-16j -0.00255245+3.94891e-17j 0.000966379-1.28898e-18j 0.00489883-5.7978e-16j -0.000512087+3.43095e-16j 0.002669-7.61671e-16j 0.00179253-1.00823e-16j 0.00176643-4.24577e-17j -0.00424483+6.34819e-16j -0.00155567+4.2535e-17j 0.00235242-4.0203e-16j -0.00197207-5.08692e-17j 0.00121392-1.79814e-16j 0.000797925+4.82809e-16j 0.00172888-2.43497e-16j 0.000539186-3.14648e-16j -0.00216672-2.32085e-16j 0.00234685-1.12858e-16j -0.00279871-4.43086e-16j 0.000393752+1.06736e-15j 0.00103925-1.49799e-15j -0.00605286+3.74468e-14j 0.000961987+7.82229e-15j 0.00729715+2.73352e-16j 0.00461558-8.65227e-16j -0.00316971+1.43054e-17j -0.00536618+5.44081e-16j 0.000106176+6.92708e-16j 3.14396e-05+5.25299e-16j -0.00703578+1.02402e-15j 0.00208823+1.24259e-15j -0.00602881+4.68484e-16j -0.000186206+8.41518e-16j 0.00394607-2.41768e-15j 0.00160881+5.46643e-15j -0.00157243+6.89196e-17j -0.00482668-1.30224e-15j -0.00209241-1.09637e-16j 0.00500807+2.8213e-15j 0.0085571-1.76574e-18j -0.00386644-2.111e-15j 0.000326631+1.87521e-15j -0.000923537-1.12914e-15j 0.00507014+1.62371e-15j 0.00858265+1.11422e-15j -0.00833537+1.60667e-16j 0.00536885+8.85163e-16j -0.0104033+1.08407e-15j -0.00163796+1.33355e-15j -0.00729382-1.22784e-16j 0.0019255+4.97076e-16j -0.00507563-8.45781e-16j -0.00529385+1.10534e-15j -0.0043296-2.59625e-16j 0.00315261+1.35295e-15j 0.00365839-7.13539e-17j 0.00708468-9.51222e-16j 0.00308934-1.07533e-16j 0.00350124+7.15137e-16j -0.00201008+1.63103e-15j 0.00645236-8.20772e-16j 0.00820951+6.42007e-16j -0.0118998-2.02657e-15j -0.00916532+5.48089e-15j 
0.00442474+1.37814e-15j -0.00438864+6.35425e-16j -0.002819+3.23595e-17j -0.00262158-7.11445e-17j 0.00102255-9.10659e-17j -0.00240783-7.44688e-17j 0.000753291+2.9426e-17j 0.000802334-1.70573e-16j 8.58275e-05-1.77511e-16j 0.00300944+1.03912e-16j 0.0012976-7.80981e-17j 0.00195328+1.74859e-16j -0.000271809+2.64643e-17j 0.00378004-4.25577e-16j 0.000821097+9.69502e-17j -0.00368193+4.18936e-18j 0.00143107-2.84574e-16j 0.000375598+3.54282e-18j -0.000357057-3.89549e-17j -0.00129599-1.93988e-18j -0.00191504+9.68034e-17j 0.0016388+5.00805e-16j 0.000756206+8.9847e-17j 0.000945945-1.45638e-16j 0.00179361-7.76897e-17j 0.0017369+4.06883e-17j -0.00153836-7.5427e-17j 0.000605808-1.17085e-16j 0.000321712+5.60698e-16j 0.00144815-8.91155e-15j 0.00489551+2.96732e-14j 0.000340799+1.5014e-15j 0.000988738-4.38703e-16j -0.00650696-4.75807e-17j 0.00463036-9.10555e-17j -0.00296299-2.01363e-17j 0.0029471-2.89968e-17j -0.00229253-2.67544e-16j -6.79334e-05-5.94893e-17j 0.00323542-1.03248e-16j 0.000934398-5.7115e-17j 0.00178215+1.27362e-16j -0.00483466-1.86791e-14j 0.00818191-3.40877e-16j 0.00267819+1.31778e-16j -0.00614792-2.73829e-16j -0.00396434-1.93044e-17j -8.07984e-05+4.54964e-17j 0.00242863+3.32615e-16j -0.00716474+3.60544e-16j -0.00761956-1.12797e-15j 0.00264226+6.21577e-16j -0.00443821+1.03585e-16j 0.00368978-3.49541e-16j -0.0028592-2.08236e-17j 0.00656313-8.95355e-16j 0.00569667-1.0233e-15j -6.09302e-06-4.62428e-16j -0.00112227-1.72217e-17j -0.00180356-2.09339e-16j -0.00134318-2.14356e-16j 0.000591037-8.26903e-17j -0.00168703-3.64115e-17j -0.00279544+5.1431e-17j 0.00376429+2.8115e-16j 0.000679588+1.44064e-16j 0.00147511-4.35536e-17j -0.00440186-8.71592e-17j -0.00290863+2.08076e-16j 0.00462183-7.46921e-18j 0.0013887+1.98434e-15j 0.00461924-6.50244e-15j 
-0.00883048-4.56197e-15j 0.00451975-2.28435e-15j -0.00530649-3.62944e-18j 0.00310326+1.03442e-17j 0.000833778-4.32808e-17j 0.00234558+7.60311e-17j 0.000583401-3.08584e-17j -0.00222319+5.40943e-16j 0.000647199+1.62019e-16j -0.000864344-1.18149e-16j -7.48293e-05-1.2167e-17j -0.00136244-5.08717e-17j 0.00132984-1.18882e-16j -0.00120039+1.68763e-16j -0.000149212-1.02106e-16j 0.00235659+3.57348e-17j 7.41667e-05-2.2074e-17j -0.000839063+6.59218e-17j 0.000126873+9.57255e-17j -0.000126823+3.52744e-17j -0.00055246+3.06495e-17j -0.000746983-4.97294e-16j -0.00370919-1.07138e-16j -0.000840207+2.12836e-16j -0.0016687+7.71196e-17j -0.00148261-1.07326e-16j -0.00270823-6.74134e-17j 0.00329965+2.45085e-18j -0.000237591-1.89549e-15j -0.00430701+2.65131e-14j -0.00095246-4.91036e-15j 0.00277803-2.27002e-16j 0.00693466-3.97274e-15j -0.00436875-4.02514e-16j -0.0022749-5.73541e-17j 0.0054176-8.0265e-17j 0.00419596+3.1469e-17j -0.000765039+2.15503e-17j 0.0034047+4.78699e-17j -0.00252187-7.48618e-17j -9.37789e-05-1.25428e-17j -0.00232053+1.4379e-16j 0.000127469+3.18317e-16j -0.000603665-2.83839e-17j -0.00582137-4.14397e-17j -0.00139944+1.21582e-16j 0.00490568-1.2732e-17j 0.00668672+7.93524e-17j -0.00440029-4.46105e-16j 0.00479368+1.62077e-16j -0.00666545-1.84084e-15j 0.00463904+1.19552e-15j 0.00733391+3.38034e-16j -0.0047288+1.23737e-16j 0.00673589-7.62866e-17j -0.00169329+9.95038e-17j 0.000231112+3.51671e-16j -0.00451082+5.61448e-17j 0.000455224+3.30649e-17j -0.0039157+1.10975e-16j 0.00166314-6.85998e-17j -0.00196694-8.04135e-17j 0.00389161+3.3338e-17j 0.00312229+1.56215e-17j 0.00191615+3.7821e-17j -0.00250621-6.6697e-17j 0.00703625+7.07312e-17j 0.00173697-2.88345e-17j 0.000254564+1.36652e-16j 0.00849873+1.95398e-16j -0.00448368-5.58348e-15j -0.0119037+1.64196e-14j 
-0.00143106+4.95368e-16j 0.00447073+2.00659e-16j -0.00848825+2.70611e-16j 0.000734748+1.45647e-17j 0.00495492-2.11026e-16j 0.00227307+2.16573e-17j 0.00209988-9.41838e-17j -0.00230697+6.04456e-16j -0.000610139-9.08391e-17j 0.000817249-6.57551e-17j 8.55266e-05-6.67048e-17j 0.000618404-4.09833e-17j 0.0045393-2.99247e-16j 0.00169937-1.76995e-16j 0.00161179-2.53835e-16j 0.00132415-5.48726e-17j 0.00240751-5.03418e-16j -0.00351648+1.51508e-16j -0.00224988+1.13896e-16j -0.00218093+7.1325e-17j -0.0025195+2.00178e-16j 0.00157957+3.60606e-16j 0.000789164+2.74892e-17j -0.000160753+3.3848e-17j 0.000208194-2.71889e-17j 0.0018025-1.0134e-17j 0.00194562+1.32774e-16j 0.00311508-5.50881e-17j 0.00247619+2.00852e-16j 0.00103498-5.38767e-15j -0.000212871-9.37121e-16j 0.00136549-1.03846e-16j 0.00879105-5.24643e-15j -0.00788819-1.72303e-16j 0.00455064-1.85128e-16j 0.00687239-3.37733e-16j 0.00420027-4.68533e-17j 0.00780283-2.90526e-16j 0.00224959+6.51286e-17j 0.00249853-3.98633e-17j 0.00143702-6.11932e-17j -0.00121888+1.79923e-16j 0.000265655+1.28608e-15j 0.00495627-4.428e-16j -0.00140491+1.58886e-16j -0.0018716-8.64439e-17j -0.00239536-5.16565e-17j 0.00605431-1.33609e-16j -0.000194301+1.32295e-16j 9.26006e-05+7.96339e-16j -0.015391-2.03167e-15j -0.00014485+1.22528e-15j -0.00665462+8.71622e-17j 0.00471642-1.10791e-15j 0.00886433-8.52549e-16j 0.0111279-1.18558e-15j 0.00718478-1.35245e-15j 0.000576566-5.62637e-16j -0.00244595+6.25131e-17j -0.00116406-1.48057e-17j 0.00847795+4.19432e-17j 0.00365658+5.31185e-17j 0.00378097-1.1518e-16j -0.00342469+1.38579e-16j -0.00403817+1.25463e-16j -0.00622478+1.38524e-16j 0.00664879-1.05248e-16j 0.00069112-9.06219e-18j -0.00838462+3.71073e-16j 0.0122203-3.05876e-16j 0.00575903-5.84731e-15j -0.00856857+1.68269e-14j 
