-0.347915-2.47263e-13j -0.0219705-1.26324e-13j -0.125998-7.08644e-17j -0.116756-6.06363e-16j -0.0617193-3.47738e-16j 0.152051+3.81828e-15j 0.063965-4.51917e-16j 0.144213-3.13776e-14j -0.105046+5.75686e-15j -0.260491-5.45442e-15j -0.0319703+3.33486e-15j 0.101903-6.32087e-15j 0.125763-2.02371e-15j -0.026331+7.67818e-15j 0.00686844-1.2326e-14j 0.263528-7.7307e-15j -0.177771+1.72041e-14j -0.236057-5.21795e-15j 0.0502515+3.61507e-15j 0.0182514+4.7971e-15j 0.138654-3.99707e-15j -0.0393625+3.05964e-15j 0.1829-1.54734e-15j 0.00301041-4.00262e-15j -0.0172617+7.79466e-16j 0.113552+6.73167e-15j 0.290695+4.66322e-15j -0.230028+3.1891e-15j -0.0581963+2.71765e-14j 0.062063-4.07908e-13j -0.219051-1.29096e-12j 0.10392-6.52148e-14j 0.0844817-4.92269e-14j -0.00783383-3.11199e-15j -0.0231783-1.2718e-16j -0.031111+8.38614e-16j -0.0309164-5.01899e-16j -0.00116716-3.15394e-17j 0.00764859-1.08576e-16j -0.0307-2.11689e-16j -0.0238659+1.32403e-15j 0.0552442-1.35084e-15j 0.022514+8.68468e-14j -0.0300017+1.63618e-15j -0.0212506+9.15279e-16j -0.0148341-3.92533e-16j 0.000549596+8.9368e-17j 0.0757537+1.1335e-15j -0.00200781+1.33321e-15j -0.0244061-1.01988e-15j -0.010451-3.08899e-15j 0.0103002+1.80287e-15j 0.0425085+2.91704e-15j -0.0505769+1.48347e-15j 0.0369431-6.66412e-16j -0.0747574+5.49094e-15j -0.0266732+8.00868e-15j -0.0383522+2.18707e-15j -0.0180046-2.74298e-16j -0.020163+1.52218e-15j -0.0273811-2.39643e-15j -0.0398711-1.53385e-15j 0.0240056+5.73395e-16j 0.0144145-3.12289e-16j 0.0264907-1.24591e-17j -0.00819827-3.36157e-16j 0.0308434+5.10396e-17j -0.0251038-3.55136e-16j 0.0674689+1.7164e-15j 0.0726531+1.50796e-15j -0.113851-3.85126e-14j -0.110422+1.14419e-13j 
-0.00975235-5.33063e-15j 0.00375591-2.56972e-15j -0.00857617-1.12005e-16j 0.00164507+7.94579e-17j 0.00171123+1.22391e-16j 0.00336799+4.86754e-17j 0.00135784-5.25649e-17j -0.00138728+2.77047e-16j -0.000517912+1.35413e-16j -0.0023329-5.23891e-17j 0.00031646-8.80491e-18j -0.000690079-1.05379e-16j 0.00377066-7.69575e-17j -0.000884962+2.01553e-16j -0.000173416-1.82996e-16j 0.00419618-5.28452e-17j -0.000362239+5.41267e-17j -0.00367113+2.47892e-17j -0.00045016+2.63481e-17j -0.000337318-4.85845e-17j 0.00031164-2.21117e-17j -0.000610386-2.75135e-16j -0.00203018-5.31155e-17j -0.000733266+1.21611e-16j -0.0011712+4.43223e-17j -0.000171242-1.51037e-17j 0.000349999+4.08252e-17j 0.00108208+1.50035e-16j -0.00144171-6.24059e-16j -0.00169806+9.93385e-15j -0.00188351-1.0279e-14j 0.00358246-5.53307e-16j 0.00821706-4.38686e-15j -0.00861829-4.96782e-16j 0.000247598+1.65822e-16j 0.00474141-6.35358e-17j 0.00262198-6.04247e-17j 0.00167131+2.28897e-16j 0.00238989+1.25447e-16j -0.0016617+8.35709e-17j 0.000503119+1.76405e-16j 0.00151661-1.31372e-16j 0.00119736+4.74505e-15j 0.00234643-2.64715e-17j -0.00354685+7.40011e-17j -0.00272636-1.43291e-16j 0.00046118+6.53915e-17j 0.00914285+9.42636e-17j -0.00196999-1.39993e-16j -0.0001327+4.42097e-16j -0.0113357-2.36286e-15j 0.00286728+1.20649e-15j 0.000166841-2.03389e-16j -0.00134345-2.45865e-16j 0.0089784-2.35456e-16j 0.00205671-2.19257e-17j 0.00412282+4.41344e-17j -0.003626-1.35699e-16j -0.000732874-2.82308e-17j -0.00354999-4.59509e-17j 0.00266184+2.78809e-16j -4.08294e-05+6.145e-17j 0.00425578+1.82158e-16j -0.000226672-1.78354e-16j 0.00108312-1.89577e-16j -0.00286161-1.79288e-17j 0.00682548-2.31252e-17j -0.000609669+8.3456e-17j -0.00251814-1.28411e-16j 0.0129435+3.3245e-16j -0.00243213-5.47497e-15j -0.0115675+1.67941e-14j 
0.00723034+3.72483e-15j -0.00332187+1.93871e-15j 0.00468889-4.09299e-17j -0.00208217+8.97005e-18j -0.00140566+2.45181e-17j 0.00173737-1.72126e-16j 0.00184369-6.8158e-17j 0.000167567+3.1898e-17j 0.00123768-3.08602e-17j 0.00194587+4.34674e-17j -0.0013181+1.5882e-16j 0.00138692+3.4986e-18j -0.00323728+2.12861e-16j 0.00154851-2.37432e-16j 0.00144201-4.04418e-17j -0.00136708-1.05464e-16j 0.000467453-7.68728e-18j 0.00239458-1.33062e-17j 0.000238805-1.25957e-16j 5.80137e-05-1.65936e-17j -0.00194708+5.29183e-17j 0.000113111+1.80122e-16j 0.00121995+4.6313e-17j 0.00185768-4.01023e-16j 0.00167808-1.8517e-16j 0.000541059+2.15499e-17j -0.000331642-7.87227e-17j -0.00165903-6.8644e-21j 0.000691847+1.0494e-15j 0.0023555-1.43497e-14j 0.000925218+4.96601e-15j -0.00224892+2.98142e-16j -0.00494756+2.90291e-15j 0.00266983+2.99242e-16j -0.00176591+4.21934e-17j 0.00624419-4.28247e-16j 0.00733001-2.14645e-16j 0.000623589-9.58939e-17j -0.00352569-5.54722e-17j 0.00047036-5.99281e-18j -0.00542584+2.04128e-16j 0.000456765-1.04215e-16j -0.000812713-3.02305e-15j -0.00122658+2.51063e-16j 0.00317308-1.01414e-16j 0.00406568-6.98549e-17j -0.0109083+4.23052e-16j -0.00306291+4.52802e-17j 0.00632109+8.71443e-16j 0.00120854+9.66066e-17j -0.00411428+9.60301e-17j -0.00492659+2.91948e-16j 0.00381968+1.34679e-16j 0.00280964-1.06884e-16j -0.00365447+1.14693e-16j 0.0066933-4.80692e-16j -0.00381747-3.56827e-16j 0.00543153-2.35827e-16j -0.00394997+2.98963e-17j 0.00606024-1.99166e-16j 0.00191376+1.15689e-16j 0.00168991-3.11658e-18j -0.00625194+9.65664e-17j 0.0038335-1.0982e-16j 0.000431005-1.85443e-18j -0.00870081+3.81301e-16j 0.00351779-1.81796e-16j -0.00180275+1.02871e-16j 0.00102967+5.84881e-18j -0.0046911-1.35152e-16j 0.00230418+4.89817e-15j 0.0101755-1.50383e-14j 
0.00160322-1.46086e-15j -0.00718622-9.66633e-16j 0.0051759-6.55689e-17j -0.00478586-2.15043e-16j -0.00451061-6.19852e-17j -0.000411863+9.45918e-18j 0.00121404+1.09146e-16j 0.00415032-8.57964e-16j 0.000823579+7.88345e-17j -0.000514486-6.88025e-17j 0.000166321+4.66473e-17j 0.00334929+1.52681e-16j -0.00354367+1.73314e-16j 0.00161991-1.37622e-16j 0.000896309+4.46339e-17j -3.9304e-05-9.62128e-17j -0.00296786+3.27075e-16j 0.00177037-1.6868e-16j 0.00168332-9.50595e-17j -0.000122739+1.09403e-16j 0.00125396-8.60509e-17j -3.7246e-05+3.41922e-16j 0.00319047+1.2254e-16j 0.00193371-2.40651e-16j 0.000382687-4.29757e-17j 0.00130917+1.54984e-16j 4.05741e-05-1.06071e-16j -0.00479856-2.04568e-16j -0.000793351+4.39923e-16j 0.000924297-6.02948e-15j 0.000836865+5.22991e-15j 0.000325319+3.39119e-16j -0.00691514+3.9482e-15j 0.00393223+2.11853e-16j -0.00360096-7.97517e-17j -0.00191614+1.43734e-16j 0.00167195+8.51749e-17j -0.00536474-1.04875e-16j -0.00291407-2.91813e-16j -0.0016463-1.68386e-16j -0.00344663-7.15907e-17j 0.00580059+5.72909e-17j -0.000642603-2.46019e-15j -0.00162766+2.42331e-16j 0.00418941+8.72107e-17j 0.00274819+5.13934e-17j -0.00617255-3.09408e-16j -0.00240816+3.0191e-16j 0.0043475+8.81292e-16j -0.00160477-4.96784e-16j 0.00464479+9.15328e-16j -0.00320202-7.10357e-16j 0.00460754+2.24884e-16j -0.00091867+4.09464e-16j -0.00571435+3.60605e-16j -0.00313236+4.27089e-16j -0.00567423+4.04226e-16j 0.00118369+3.20437e-16j 0.000273906-1.71719e-16j 0.00316109-4.35543e-17j -0.00631474-1.69474e-16j 7.68138e-06-3.02496e-17j -0.00522309-9.34943e-17j 0.00260536+3.69275e-17j 0.0049296+2.29635e-16j -0.000292484-7.26925e-17j -0.000352637+6.96173e-17j -0.00332162-1.84287e-16j 0.00652205+7.9435e-17j -0.00705027+9.18411e-17j -0.00465485+6.23622e-15j 0.0103954-1.87344e-14j 
0.00543514+2.88959e-15j -0.00257529+1.55539e-15j 0.00297246-2.44823e-17j -0.000347963+5.47513e-17j -0.000170021+6.66219e-17j -0.00210898+1.0651e-17j -0.000207366-1.86e-17j 0.000717284-3.24254e-16j 0.000441958-1.21935e-16j 0.00189393+4.59341e-17j 0.000903571-1.42445e-16j -0.000333869+4.55344e-17j -0.000774481+1.85723e-17j 0.000773487-1.4113e-16j -0.000596578+1.57253e-16j -0.00266419+5.68721e-17j 0.00113415-6.02782e-17j 0.0016214-2.87555e-17j -0.000316232-9.83258e-18j 3.15118e-05+2.95562e-17j -0.000436547-4.68485e-17j 0.000519007+1.15968e-16j 0.000151108-2.04471e-17j -3.63065e-05-3.47557e-17j 0.00108869+1.81543e-17j -0.000429988-1.25745e-17j -0.000303578-1.11815e-17j -0.00051823+6.73526e-17j -0.00068845+4.78377e-16j 0.000996828-6.46625e-15j 0.00181341+1.01825e-14j -0.00244647+5.13307e-16j -0.00348245+2.02628e-15j 0.00185997+1.34182e-16j 0.00164418-6.43246e-18j -0.00425304+2.80094e-16j 0.00102174-9.86889e-17j -0.0022982+2.05189e-16j 0.000462496-9.17776e-17j 0.00299097-4.80027e-17j 0.000980965-5.53541e-17j 0.000138995+4.11883e-17j -0.00384074-1.48205e-14j 0.00274108-2.17952e-16j 0.00294275-5.77675e-17j -0.00125378+8.3034e-17j 6.29873e-05-1.28071e-16j -0.0053162+8.00397e-17j 0.000588389-3.18154e-18j -0.000489889-6.53167e-17j 0.00307056+3.91771e-16j 0.00086057-3.78393e-16j -4.08549e-06-2.37844e-16j 0.0014952+3.18389e-16j -0.00647688+4.89809e-16j 0.00084666-2.40572e-17j -0.000316897-1.21263e-16j 0.000427371+1.03445e-16j 0.00153836-9.97798e-17j 0.000577893-4.26467e-17j -0.00378984+9.75069e-17j 0.000911389+8.36236e-17j -0.00245748+4.55874e-17j -0.00108158-1.81738e-17j 0.00152553-1.46415e-16j 0.00198767-1.04223e-16j -0.00114332-4.5436e-17j -0.000536773+3.1859e-17j 0.000698133-1.73721e-16j -0.00561456+3.99636e-17j 0.000816522+3.44541e-15j 0.00648131-9.89845e-15j 
0.00642699+3.32051e-15j -0.00335145+1.66769e-15j 0.000339732+3.62478e-17j -0.00332246+4.60793e-17j 0.00126752+3.05937e-17j -0.00403976-8.73031e-17j -0.000831575+1.38004e-18j -5.87105e-05-8.0682e-17j -0.000619046-3.88424e-16j 0.00385859+2.59289e-16j 8.3979e-05-2.84716e-17j 0.00310766+6.56446e-17j -0.0020868+2.03583e-16j 0.00478427-6.28984e-16j 0.0020735+1.31137e-16j -0.00661542-8.41882e-17j 0.00197085-2.43032e-16j 0.00163543-3.7515e-17j 0.000114557-1.58076e-16j -0.00155905+2.7545e-17j -0.00326954+8.52278e-17j 0.0026625+8.13879e-16j 0.00166984+1.09711e-16j 0.000566537-1.55564e-16j 0.00197755+2.71781e-17j 0.00219667+3.24583e-17j -0.00312165+1.16594e-17j 0.0034418-3.64561e-17j 0.00295767-3.64238e-16j -0.000556797+4.69167e-15j 0.00506817+3.06986e-14j 0.000389046+1.41842e-15j -0.00192192+1.10129e-15j -0.000752349+1.04408e-16j 0.000208644+3.49789e-18j 0.00142482-2.46793e-17j -0.00140938+5.48196e-17j 0.000907245-4.85231e-17j -0.00268738-7.46264e-17j -0.00057883+1.59005e-17j -0.000470606-3.28417e-17j 0.0015046-7.06496e-17j 0.00248797+9.93391e-15j 0.00055146+2.87138e-17j 0.00113711+1.44177e-16j 7.79967e-05-7.84698e-17j -0.00557643-8.81198e-17j -5.28561e-05-3.09342e-17j 0.00312268+5.55252e-16j -0.0039539+1.15876e-16j -0.00217789-4.63146e-17j -0.0018429-2.11864e-16j -0.00499503-1.20462e-16j 0.00206197-2.66849e-16j 0.000339241-1.15651e-16j 0.0017709-1.87327e-16j 0.00279377-4.72243e-16j 0.00237462-1.52238e-16j -0.00294934-8.47907e-17j 0.00257053-7.62225e-19j 0.00144081+1.51287e-16j 0.00020099-1.1985e-18j -0.00183337-6.86688e-17j -0.000413637-5.46777e-18j -0.00120323+1.0369e-17j -0.001041+2.8511e-18j -0.0030985-2.00558e-17j -0.00288303-1.15459e-17j -0.00146369+8.10695e-19j 0.00208121-6.37528e-17j 0.00264426+2.07973e-15j 0.00471942-5.98174e-15j 
0.00512867+4.3404e-15j 0.00245988+2.31237e-15j 0.00229181-6.46189e-17j 0.00416839+6.91956e-17j 0.00125796+1.5537e-17j -0.000492966-4.60056e-18j -0.00183873+3.46798e-17j -0.00350166+8.19357e-16j 0.000652073+6.98815e-17j 0.00199191+1.00279e-16j -0.000374581+6.14857e-17j -0.00446298-5.09434e-18j -0.000609158-5.7588e-17j -0.00254914+1.97835e-16j -0.00197748+1.81744e-16j -0.00185299+2.94962e-16j 0.00287326-2.91247e-16j 0.00216893+2.02384e-16j -0.000799466+2.29192e-17j 0.00201567-2.60831e-16j -0.000703877+7.03508e-17j -0.00119714-7.19376e-16j -0.00459538-9.19589e-17j -0.000799224+1.22496e-16j 0.00048935-1.05352e-16j -0.00322507-1.83064e-16j -0.00192579-1.16814e-16j 0.00182394+6.68018e-18j -0.00188967+5.09365e-16j 0.000940676-6.60816e-15j 0.00066185+3.03732e-15j -0.00316773+2.39818e-16j -0.00194484+1.3101e-15j -9.30994e-05-3.74479e-18j 0.00153674+7.00051e-17j -0.000797202+4.62903e-17j -0.00222055+1.06334e-16j 0.00167868+4.39159e-18j -0.00125122+1.02712e-16j 0.000776524+7.24675e-17j 0.000262295+2.08283e-17j -0.00139395-5.91928e-17j 0.000463374+1.80285e-15j -0.000275014+9.69793e-17j 0.00093905-6.01282e-17j 0.000386099-1.11107e-16j -0.000309998+9.68581e-17j -0.00149143-2.07134e-17j 0.000750451-5.23874e-17j -0.00160353+5.9301e-17j 0.00190634+4.04546e-16j -0.00164082-2.68527e-16j -0.00382692-9.448e-17j 0.0021983-2.06869e-16j -0.000445976-4.47168e-17j 0.00203395-4.85814e-17j 0.00070178-1.30787e-16j 0.00199255-1.64319e-16j -5.45182e-05+4.98537e-17j 0.000322776-3.6741e-17j 0.0020805+9.12606e-17j 0.000659328+5.25794e-17j 8.02703e-05+2.42722e-17j -0.0016682+1.29161e-17j -0.00212177-1.21368e-17j 0.00110753-2.96428e-17j -0.00275859+1.24927e-16j 0.000846957+4.37033e-17j -0.00257875-1.12737e-16j -0.00220014+6.17398e-17j 0.00392363+2.36443e-16j 0.00176741-8.67187e-16j 
0.00194325+1.38011e-15j 0.000404792+6.12611e-16j 0.00263496-1.09154e-16j 0.000209051-1.60637e-16j -1.27558e-05-3.75693e-17j -0.00136322-8.81764e-17j -0.0016959-4.35011e-18j -0.000526257+2.08921e-16j -0.000713999-1.46135e-16j -0.000130858+1.84089e-17j -0.000242677+2.0303e-17j -0.000704011+1.61019e-16j -0.000392768-4.02719e-17j -0.000803001+2.03131e-16j -0.000475627+1.3406e-16j -0.0011395-1.01126e-17j 0.000371283-1.29494e-16j 0.000379357-5.3715e-17j 9.57759e-05+1.07465e-16j 0.000904074-6.26474e-17j 0.000436929-1.17067e-18j -7.18364e-05-2.01529e-17j 2.05639e-05+1.24378e-16j -0.000606203+9.93211e-17j 0.000134108+6.37325e-17j -0.000587398+1.24032e-16j 0.000119799+3.03659e-18j 0.000306829+9.48383e-18j -0.000281506+1.58303e-16j 0.0001898-1.32179e-15j -0.000515355-3.29236e-15j -0.000920273-3.41506e-17j -0.00340685+1.99468e-15j 0.00329053+4.84114e-17j -0.00141925+3.04287e-17j -0.00127686-8.83355e-17j -0.00616943-1.06071e-17j 0.00240136-1.12068e-16j -0.00124034+7.89938e-17j -0.00103444+4.74685e-17j 0.00154867+1.26778e-16j 0.00276296+2.94823e-17j 0.00504385+1.9766e-14j -0.00322865+2.74033e-16j 0.00122122+5.35362e-17j 0.00320562-1.67774e-16j -0.000869541-5.11569e-17j -0.00191118+1.56231e-17j 0.000337884-2.69295e-17j 0.000740888-2.9329e-16j 0.0060916+1.12357e-15j -0.00261388-6.71925e-16j -0.00478289-3.11389e-16j 5.28548e-05-1.56436e-16j 0.000127721-1.05693e-16j -0.00474627+1.36027e-16j 0.000187053+4.01371e-16j 0.000758803-1.80414e-17j 0.000319446-3.44975e-17j 0.00355704-9.75096e-17j -0.00174203-1.784e-16j 0.00114177-1.46588e-17j -0.000220075-1.4321e-17j -0.00107398-4.59509e-18j -0.00411161+3.89367e-17j 0.0017922+7.44849e-17j -0.00554763-1.1447e-17j 0.000382182-1.28924e-16j 0.000798356+1.38761e-17j -0.00305538+1.47003e-16j 0.0014641+5.32508e-16j 0.00170093-1.92751e-15j 
-0.000316709+1.33167e-16j 0.00109973+2.70543e-16j -0.00380892-4.99607e-16j -0.00054858-6.41476e-17j 0.00207734+3.21217e-16j -0.00213488-3.73821e-16j -0.00110404-1.62457e-16j -0.000681223+5.03465e-17j -0.00107379-3.26327e-16j 0.000625993+2.0013e-16j 0.000670409+5.77828e-17j 0.000838913+1.58425e-16j 0.00117422+2.15342e-16j 0.00145387+4.45933e-17j 0.000644118+1.11339e-16j -0.00171967-2.63654e-16j 0.000617483-2.92296e-17j -0.00115293-1.9551e-16j -0.000376002-9.73498e-17j -0.000904459-1.5802e-16j -0.000653984-3.08952e-17j 0.00122598+5.70786e-16j 0.000896384+2.1617e-16j -0.00058193+1.17039e-18j 0.000288691+5.18305e-17j 0.00148174+2.45704e-16j -0.000648118+3.07086e-17j 0.00264558+3.81376e-16j 0.00218533+1.46903e-16j -0.000167032+1.93358e-15j 0.00186891+1.19731e-14j 0.00156163+7.40395e-16j 0.00376304-1.66364e-15j -0.00375032-6.02153e-16j 0.00306144+4.40902e-16j -0.00165271-3.44166e-16j -0.00381109-7.34131e-16j 0.00292763+4.19023e-16j 0.00172365+3.59039e-16j 0.00133564+2.34067e-16j 0.00425784+6.67869e-16j 0.000684256+2.16911e-16j 0.00162396+6.76674e-15j 0.00327805+1.78717e-16j -0.000825077+7.09871e-17j -0.0029697-5.05278e-16j 0.00224388+3.33057e-16j 0.00139623+1.06565e-16j -0.00208579-6.80995e-16j -0.00174608-1.44263e-17j -0.00288158-8.18679e-16j 0.00242458+4.42505e-16j -0.00754921-1.54253e-15j 0.00125484-1.66275e-16j 0.00303446+2.2574e-16j 9.18898e-05-4.17323e-16j 0.00666499+4.89929e-16j -0.00180463-4.88958e-16j 0.000108441+1.06415e-16j -0.00107745-2.61038e-16j 0.0004994+2.65632e-17j 0.000873427+1.96232e-16j 0.00284395+4.74091e-16j -0.00359314-6.26249e-16j -0.00296778-4.92217e-16j 0.00241683+4.97264e-16j -0.00214044-4.57415e-16j -0.000308175-1.60702e-17j -0.00361917-4.7483e-16j 0.00616511+7.96492e-16j 0.0023007-2.43504e-15j -0.0044789+7.68107e-15j 
-0.000247024-1.8374e-15j -0.00443219-1.04413e-15j 0.00250346+2.75042e-16j -0.00411596-1.10823e-16j -0.00344673-2.74746e-16j 0.00180637+2.1271e-16j 0.00155792+9.90708e-17j 0.00196931-3.63673e-16j 0.000466581+1.92092e-16j -0.000888425-1.11482e-16j -0.00110664+2.0863e-17j 0.0033703+8.66312e-18j -0.00324307-1.92884e-17j 0.00154692-3.15172e-16j 0.00184509-7.72005e-17j 0.00117333+7.82321e-17j -0.00256038+1.6427e-16j 0.00058433+1.05751e-18j 0.00182674+1.26122e-17j 0.000367082+2.26053e-16j 6.75506e-05+1.49529e-17j -0.000400823+1.12367e-17j 0.00256157+1.53514e-17j 0.00220825-2.04126e-16j 0.000357278-1.89879e-16j 0.00173412+2.62383e-17j -8.52735e-05-1.01214e-16j -0.00298965-2.9952e-16j 0.000511042+3.15119e-16j 0.000792346-4.64769e-15j 9.47109e-05+8.96422e-16j 0.00135138+5.94632e-17j -0.0033981+1.72599e-15j 0.00134733+4.05015e-16j -0.00363063-3.35399e-16j 0.00330426+1.08764e-16j 0.00328478+1.43212e-16j -0.00122421-7.23352e-17j -0.00122791-1.22791e-16j -0.00101616-1.28641e-16j -0.00184233+1.09389e-17j 0.00463339+2.00194e-16j 0.00200442+8.14966e-15j -0.000926946-3.29729e-17j 0.0015156+1.40598e-16j 0.00213818+2.58454e-16j -0.00793369-3.09935e-16j -0.00215874-9.36163e-17j 0.00316936+7.05163e-16j 0.00276301+4.60708e-16j -0.0023421-4.24838e-16j -5.74972e-05+2.66921e-16j 0.00396989+5.13885e-16j -0.00164532+9.20428e-17j -0.00329747+9.88086e-17j -0.00252422-3.27465e-16j -0.000806949-1.77433e-16j 0.00020913+1.0539e-17j -0.00264328-2.28616e-16j 0.00635035+2.18686e-16j -0.00527604-4.42145e-16j 0.00032838-7.48462e-18j -0.00523192-2.63162e-16j 0.00449048+2.91431e-16j 0.00080314-9.70875e-19j -0.00562543-2.60004e-16j 0.00198846+1.20952e-16j -0.00321954-5.4274e-17j 0.00463754+4.50081e-16j -0.000857631-2.35236e-16j -0.00305454+3.36331e-15j 0.00581757-1.05748e-14j 
-0.00242116-2.81841e-16j 0.00286351-6.79602e-16j 0.00100424+3.89966e-17j 0.000346374-5.70554e-17j -0.00185117+1.30077e-16j 0.0013134-7.77495e-17j -0.00215017+1.93822e-16j -0.00194189+7.17481e-16j -0.000393079+1.15268e-16j -0.0024465+2.28823e-16j -0.00180114+2.91686e-16j -0.000192164-1.12619e-16j -0.00372375+4.54111e-16j -0.00200644+3.05327e-16j 0.000726728-1.52899e-16j 0.00126594-1.91454e-16j -0.00312633+6.68655e-16j 0.0010125-1.33773e-16j 0.00219336-1.95846e-16j 0.00189482-5.1761e-17j 0.00110598-1.35877e-16j -0.001727-3.2029e-16j 0.000170368-9.5873e-17j -0.000142063-2.72343e-17j -9.64585e-05+6.83754e-17j 0.000621829-7.355e-17j -0.0024036+1.86055e-16j 0.00115738-2.6295e-16j 0.00350773-5.24846e-16j -0.00012713+2.41758e-15j -0.00060834-3.00186e-15j 0.00206168-4.48102e-16j 0.00193957-1.53811e-15j 0.00042584-2.05578e-17j -0.00197291+1.43292e-16j 0.00482992-5.5729e-16j -0.00258611+2.9258e-16j 0.00493368-4.52215e-16j -9.29314e-05-1.61563e-17j -0.00245783+2.8615e-16j 0.000803799-7.54184e-17j 0.00191197-1.66161e-16j 0.00652369+2.49601e-14j -0.00375903+4.55624e-16j -0.00173529+3.33772e-16j 0.00410587-2.64493e-16j -0.000644718-2.18368e-16j 0.00297122-3.89679e-16j -0.000923921+2.09399e-16j 0.00405222-3.57067e-16j -0.00086946+5.4761e-17j -0.0023077+5.17286e-17j -0.00250126+5.9296e-17j -0.000939797-1.72214e-16j 0.00636377-1.06511e-15j -0.00263658+4.49278e-16j 0.000840441+7.26274e-17j -0.000265145+1.75005e-16j -0.000808443-1.51099e-17j 0.0028718-1.13783e-16j 0.00213732-1.23688e-16j 0.0013668-5.2436e-17j 0.0019628-3.2332e-16j 0.000721418-2.62462e-17j -0.00510389+3.74405e-16j -0.00258632+1.37972e-16j -0.000522447+1.41788e-17j 0.0017006-2.10789e-16j -0.000298855+1.11148e-16j 0.00315696-4.4322e-16j 0.000729352-2.90177e-15j -0.00518922+9.35064e-15j 
0.00521871+2.89508e-15j -0.00180207+1.65583e-15j 0.00081339-4.03831e-17j -0.00235122+4.30835e-17j 0.00104853+8.66591e-18j -0.00289608-5.99008e-18j -0.00220251-4.97404e-17j 0.000210514-1.79847e-16j -0.00228427-3.28732e-16j 0.00038503+1.59193e-16j -0.000302756-5.57957e-17j 0.00110833+3.86492e-17j -0.000519071+5.08134e-18j 0.00174746-2.71328e-16j 0.000333108+1.69324e-16j -0.00391637+2.07993e-17j 0.000388877-1.92334e-16j -0.000472802-3.16795e-17j 0.000115957+1.78434e-17j 3.03745e-05+1.11027e-17j -0.000314665+3.94156e-17j 0.00118514+3.94196e-16j 0.00216384+7.26624e-17j -0.000648776-3.93213e-17j 0.00213661+2.69466e-17j 0.00185639+1.17187e-16j 0.000461023-3.15736e-17j 0.000435795+9.29987e-17j 0.00101371+9.87163e-16j 0.00203499-1.21679e-14j 0.00164178+9.82363e-15j -0.000253439+5.21411e-16j -0.00268719+1.75041e-15j 3.70489e-05+9.34541e-17j 0.00141473+1.0455e-17j -0.000993659+1.77307e-16j -0.00679596-3.7841e-17j 0.0030157+1.41894e-16j -0.00475784+9.94269e-18j -0.00100015-1.78592e-17j -0.000574411+5.70351e-17j 0.00115359-2.9314e-17j 0.00460766+1.84828e-14j -0.00134787+4.46156e-17j 0.00174779+8.5957e-17j 0.000646903-2.27332e-17j -0.00538342-2.68193e-17j -4.37063e-05+1.1748e-16j 0.00400677+5.09665e-16j -0.00748931+1.24787e-16j 0.00188118+8.72311e-16j -0.00442833-9.71619e-16j -0.0100548-4.48176e-16j 0.00353955-5.23932e-16j 0.00106018+6.44367e-17j 0.00136339-1.61495e-16j 0.0028756-3.41843e-16j 0.00427324-2.60171e-16j -0.00344455-2.21178e-17j 0.0024041+1.28938e-16j 0.00380649+3e-16j -0.000296941+9.60596e-17j -0.000791864+6.33851e-17j -0.0025554-4.74749e-17j -0.00366912-2.11006e-16j 0.00155219-5.86145e-17j -0.00787177+8.01723e-18j -0.0024331+6.00019e-17j -0.00285642-1.20684e-16j 0.000587026+1.52386e-16j 0.00492286+1.71706e-15j 0.00472472-5.1122e-15j 
