3.4359e-15-0.080297j -1.59905e-14+0.143808j 8.09697e-16-0.139435j -2.25105e-15+0.187095j -1.39145e-15-0.19564j -2.05253e-15+0.0062471j -8.40797e-16+0.107577j -2.32815e-15-0.138546j -3.11771e-16-0.185967j 2.11695e-15-0.151937j -2.09527e-15-0.0033352j 3.62963e-15-0.0930597j 8.20093e-15+0.249133j -3.55766e-15-0.0363759j -2.99912e-15-0.104099j 1.47212e-14-0.0427346j -3.18147e-14-0.174828j -5.36162e-14-0.156613j -1.77523e-11-0.159382j 3.79142e-14+0.183108j 2.19162e-15-0.251323j -1.96314e-14-0.0626221j -2.21583e-13+0.150505j 3.10816e-14+0.121715j -1.0605e-14-0.0442154j 1.24534e-14+0.15672j -5.03962e-15+0.0488607j -1.21792e-15+0.0271493j 2.74041e-14+0.00217917j 2.28317e-14-0.0369319j 4.96058e-15-0.168565j 9.12079e-15-0.0557536j 2.40808e-14-0.113112j -1.85961e-14-0.133749j -1.41845e-14-0.0415416j -2.12376e-14-0.26235j 1.85044e-14-0.148132j -2.91329e-14+0.0125897j -3.20399e-14+0.219583j -7.41754e-14-0.122077j -1.27785e-14-0.0731557j 1.98018e-15+0.0389278j -1.86049e-15-0.0591065j 5.85802e-15-0.199263j -1.50809e-16+0.0492357j 1.32196e-15+0.0684379j -3.18373e-15+0.145845j -7.35524e-16+0.173218j 4.07044e-15+0.129001j 6.97126e-16-0.100925j -1.84741e-16-0.0106182j -1.16494e-16+0.175896j -1.40832e-15+0.173195j -7.26941e-16+0.130787j 9.74122e-14+0.136912j 2.09119e-14+0.0768406j 
-2.10772e-18+4.92574e-05j 9.80924e-18-8.82178e-05j -4.96701e-19+8.5535e-05j 1.38089e-18-0.000114772j 8.53574e-19+0.000120013j 1.25911e-18-3.83223e-06j 5.15779e-19-6.59924e-05j 1.42818e-18+8.49899e-05j 1.91253e-19+0.00011408j -1.29862e-18+9.32043e-05j 1.28532e-18+2.04595e-06j -2.22656e-18+5.70866e-05j -5.03078e-18-0.000152828j 2.18241e-18+2.23145e-05j 1.83978e-18+6.38584e-05j -9.0306e-18+2.62151e-05j 1.95164e-17+0.000107246j 3.28904e-17+9.60725e-05j 1.089e-14+9.77714e-05j -2.32581e-17-0.000112326j -1.34443e-18+0.000154172j 1.20427e-17+3.84149e-05j 1.35928e-16-9.23258e-05j -1.90667e-17-7.46652e-05j 6.50551e-18+2.71235e-05j -7.63942e-18-9.61382e-05j 3.09151e-18-2.99731e-05j 7.47122e-19-1.66545e-05j -1.68108e-17-1.33679e-06j -1.40059e-17+2.26555e-05j -3.04302e-18+0.000103404j -5.59506e-18+3.42015e-05j -1.47721e-17+6.93874e-05j 1.14076e-17+8.20472e-05j 8.70138e-18+2.54833e-05j 1.3028e-17+0.000160936j -1.13514e-17+9.087e-05j 1.78713e-17-7.72301e-06j 1.96546e-17-0.000134701j 4.55022e-17+7.48869e-05j 7.83882e-18+4.48767e-05j -1.21472e-18-2.38799e-05j 1.1413e-18+3.62583e-05j -3.59355e-18+0.000122236j 9.25122e-20-3.02032e-05j -8.10945e-19-4.19826e-05j 1.95303e-18-8.94671e-05j 4.512e-19-0.000106259j -2.49697e-18-7.91344e-05j -4.27646e-19+6.19115e-05j 1.13328e-19+6.51363e-06j 7.14621e-20-0.000107902j 8.63921e-19-0.000106245j 4.45935e-19-8.02298e-05j -5.97566e-17-8.39872e-05j -1.28282e-17-4.71371e-05j 
6.6128e-18-0.000154541j -3.07756e-17+0.000276776j 1.55836e-18-0.000268359j -4.33242e-18+0.000360087j -2.67802e-18-0.000376532j -3.95033e-18+1.20233e-05j -1.61821e-18+0.000207045j -4.48081e-18-0.000266648j -6.0004e-19-0.000357915j 4.07431e-18-0.00029242j -4.03258e-18-6.41898e-06j 6.98565e-18-0.000179104j 1.57836e-17+0.000479485j -6.84714e-18-7.00097e-05j -5.77215e-18-0.00020035j 2.83327e-17-8.22477e-05j -6.12311e-17-0.000336476j -1.03191e-16-0.000301419j -3.41663e-14-0.000306749j 7.29702e-17+0.000352412j 4.21803e-18-0.000483701j -3.77829e-17-0.000120524j -4.26461e-16+0.000289664j 5.98201e-17+0.000234256j -2.04105e-17-8.50977e-05j 2.3968e-17+0.000301625j -9.69934e-18+9.40382e-05j -2.34403e-18+5.2252e-05j 5.27423e-17+4.19407e-06j 4.39423e-17-7.10797e-05j 9.54721e-18-0.000324422j 1.7554e-17-0.000107304j 4.63463e-17-0.000217697j -3.57904e-17-0.000257416j -2.72998e-17-7.99517e-05j -4.08742e-17-0.000504923j 3.5614e-17-0.000285097j -5.60696e-17+2.42303e-05j -6.16645e-17+0.000422614j -1.42759e-16-0.000234951j -2.45936e-17-0.000140797j 3.81109e-18+7.4921e-05j -3.58074e-18-0.000113757j 1.12744e-17-0.000383505j -2.90249e-19+9.47598e-05j 2.54427e-18+0.000131717j -6.12746e-18+0.000280695j -1.4156e-18+0.000333377j 7.83403e-18+0.000248277j 1.3417e-18-0.000194242j -3.55556e-19-2.0436e-05j -2.24206e-19+0.000338533j -2.71048e-18+0.000333333j -1.39908e-18+0.000251714j 1.87481e-16+0.000263503j 4.02474e-17+0.000147889j 
-2.91889e-18+6.82143e-05j 1.35844e-17-0.000122169j -6.87858e-19+0.000118454j 1.91233e-18-0.000158942j 1.18208e-18+0.000166201j 1.74368e-18-5.30707e-06j 7.14279e-19-9.13898e-05j 1.97783e-18+0.000117699j 2.64857e-19+0.000157984j -1.7984e-18+0.000129074j 1.77998e-18+2.83334e-06j -3.08347e-18+7.90566e-05j -6.9669e-18-0.000211645j 3.02233e-18+3.09023e-05j 2.54783e-18+8.84345e-05j -1.25061e-17+3.63041e-05j 2.70274e-17+0.000148521j 4.55484e-17+0.000133046j 1.5081e-14+0.000135399j -3.22091e-17-0.000155555j -1.86184e-18+0.000213506j 1.66774e-17+5.31991e-05j 1.8824e-16-0.000127858j -2.64046e-17-0.0001034j 9.00919e-18+3.75621e-05j -1.05795e-17-0.000133137j 4.28129e-18-4.15084e-05j 1.03465e-18-2.3064e-05j -2.32805e-17-1.85126e-06j -1.93961e-17+3.13746e-05j -4.21414e-18+0.0001432j -7.74834e-18+4.73642e-05j -2.04573e-17+9.60914e-05j 1.57979e-17+0.000113623j 1.20501e-17+3.52907e-05j 1.80419e-17+0.000222873j -1.572e-17+0.000125842j 2.47491e-17-1.06952e-05j 2.72187e-17-0.000186542j 6.30139e-17+0.000103707j 1.08556e-17+6.21477e-05j -1.68222e-18-3.30701e-05j 1.58054e-18+5.02125e-05j -4.97654e-18+0.000169279j 1.28116e-19-4.1827e-05j -1.12304e-18-5.81398e-05j 2.70466e-18-0.000123899j 6.24846e-19-0.000147153j -3.45794e-18-0.00010959j -5.92227e-19+8.57384e-05j 1.56942e-19+9.02043e-06j 9.89646e-20-0.000149428j 1.1964e-18-0.000147133j 6.17555e-19-0.000111107j -8.27542e-17-0.00011631j -1.77652e-17-6.52781e-05j 
9.50509e-18-0.000222134j -4.42362e-17+0.000397831j 2.23995e-18-0.000385733j -6.22732e-18+0.000517581j -3.84932e-18-0.000541218j -5.67812e-18+1.7282e-05j -2.32598e-18+0.000297602j -6.44061e-18-0.000383274j -8.62483e-19-0.000514459j 5.85632e-18-0.000420319j -5.79635e-18-9.2265e-06j 1.0041e-17-0.00025744j 2.26871e-17+0.000689201j -9.84192e-18-0.00010063j -8.29676e-18-0.000287979j 4.07248e-17-0.000118221j -8.80123e-17-0.000483644j -1.48324e-16-0.000433253j -4.91099e-14-0.000440915j 1.04886e-16+0.00050655j 6.0629e-18-0.000695261j -5.43083e-17-0.000173238j -6.12986e-16+0.000416357j 8.59841e-17+0.000336714j -2.93376e-17-0.000122318j 3.44511e-17+0.00043355j -1.39416e-17+0.000135168j -3.36926e-18+7.51059e-05j 7.58106e-17+6.02846e-06j 6.31617e-17-0.000102168j 1.37229e-17-0.000466318j 2.52318e-17-0.000154237j 6.66172e-17-0.000312913j -5.14443e-17-0.000370004j -3.92401e-17-0.000114921j -5.87517e-17-0.000725765j 5.11907e-17-0.000409792j -8.05932e-17+3.48281e-05j -8.86352e-17+0.000607456j -2.05199e-16-0.000337713j -3.53503e-17-0.000202378j 5.47798e-18+0.00010769j -5.14687e-18-0.000163512j 1.62056e-17-0.000551242j -4.17197e-19+0.000136206j 3.65708e-18+0.000189327j -8.80748e-18+0.000403465j -2.03475e-18+0.000479189j 1.12605e-17+0.000356868j 1.92853e-18-0.000279199j -5.11068e-19-2.93742e-05j -3.22269e-19+0.000486599j -3.89598e-18+0.000479126j -2.01101e-18+0.000361808j 2.69481e-16+0.000378753j 5.78507e-17+0.000212572j 
-8.66837e-18+0.00020258j 4.03422e-17-0.000362811j -2.04277e-18+0.000351777j 5.67914e-18-0.000472019j 3.51047e-18+0.000493576j 5.17829e-18-1.57607e-05j 2.12123e-18-0.000271405j 5.87365e-18+0.000349535j 7.86561e-19+0.000469172j -5.3408e-18+0.000383319j 5.28611e-18+8.4143e-06j -9.15713e-18+0.000234778j -2.069e-17-0.000628532j 8.97556e-18+9.17721e-05j 7.56641e-18+0.000262628j -3.71399e-17+0.000107814j 8.02647e-17+0.000441069j 1.35267e-16+0.000395115j 4.47869e-14+0.000402102j -9.56529e-17-0.000461959j -5.52919e-18+0.000634059j 4.95276e-17+0.000157988j 5.59026e-16-0.000379706j -7.84151e-17-0.000307073j 2.6755e-17+0.00011155j -3.14184e-17-0.000395385j 1.27144e-17-0.00012327j 3.07267e-18-6.84944e-05j -6.91371e-17-5.49778e-06j -5.76016e-17+9.31747e-05j -1.25149e-17+0.000425269j -2.30107e-17+0.00014066j -6.0753e-17+0.000285367j 4.69158e-17+0.000337433j 3.57859e-17+0.000104805j 5.35799e-17+0.000661877j -4.66845e-17+0.000373718j 7.34987e-17-3.17622e-05j 8.08328e-17-0.000553983j 1.87136e-16+0.000307985j 3.22385e-17+0.000184563j -4.99576e-18-9.821e-05j 4.6938e-18+0.000149119j -1.47791e-17+0.000502717j 3.80472e-19-0.000124216j -3.33515e-18-0.000172661j 8.03217e-18-0.000367949j 1.85564e-18-0.000437007j -1.02692e-17-0.000325454j -1.75877e-18+0.000254622j 4.6608e-19+2.67884e-05j 2.939e-19-0.000443765j 3.55302e-18-0.000436949j 1.83398e-18-0.000329959j -2.45759e-16-0.000345412j -5.27582e-17-0.00019386j 
7.33538e-18-0.000171427j -3.41385e-17+0.000307019j 1.72864e-18-0.000297682j -4.80582e-18+0.000399433j -2.97064e-18-0.000417675j -4.38198e-18+1.33371e-05j -1.79503e-18+0.000229669j -4.97042e-18-0.000295785j -6.65606e-19-0.000397024j 4.51951e-18-0.000324373j -4.47322e-18-7.12038e-06j 7.74897e-18-0.000198675j 1.75083e-17+0.000531878j -7.59532e-18-7.76597e-05j -6.40287e-18-0.000222242j 3.14286e-17-9.12348e-05j -6.79218e-17-0.000373243j -1.14466e-16-0.000334355j -3.78997e-14-0.000340268j 8.09436e-17+0.00039092j 4.67893e-18-0.000536555j -4.19114e-17-0.000133693j -4.73061e-16+0.000321316j 6.63566e-17+0.000259853j -2.26407e-17-9.43963e-05j 2.6587e-17+0.000334584j -1.07592e-17+0.000104314j -2.60016e-18+5.79616e-05j 5.85054e-17+4.65235e-06j 4.87438e-17-7.88466e-05j 1.05904e-17-0.000359872j 1.94721e-17-0.000119029j 5.14106e-17-0.000241485j -3.97012e-17-0.000285544j -3.02828e-17-8.8688e-05j -4.53405e-17-0.000560095j 3.95055e-17-0.000316249j -6.21963e-17+2.68779e-05j -6.84026e-17+0.000468793j -1.58358e-16-0.000260624j -2.7281e-17-0.000156181j 4.22753e-18+8.31076e-05j -3.972e-18-0.000126188j 1.25064e-17-0.000425411j -3.21964e-19+0.000105114j 2.82228e-18+0.000146109j -6.79701e-18+0.000311367j -1.57028e-18+0.000369805j 8.69005e-18+0.000275406j 1.48831e-18-0.000215467j -3.94407e-19-2.2669e-05j -2.48705e-19+0.000375524j -3.00665e-18+0.000369756j -1.55196e-18+0.000279219j 2.07967e-16+0.000292295j 4.46452e-17+0.000164048j 
-1.48526e-17+0.000347104j 6.91231e-17-0.000621648j -3.50012e-18+0.000602743j 9.73075e-18-0.000808767j 6.01491e-18+0.000845703j 8.87258e-18-2.70047e-05j 3.63456e-18-0.000465031j 1.0064e-17+0.000598901j 1.34771e-18+0.000803889j -9.15103e-18+0.000656786j 9.05732e-18+1.44172e-05j -1.569e-17+0.000402274j -3.54506e-17-0.00107694j 1.53789e-17+0.000157244j 1.29644e-17+0.000449993j -6.36363e-17+0.000184731j 1.37527e-16+0.000755737j 2.3177e-16+0.000676998j 7.67388e-14+0.000688969j -1.63894e-16-0.00079153j -9.47383e-18+0.00108641j 8.48617e-17+0.0002707j 9.57847e-16-0.000650596j -1.34358e-16-0.000526146j 4.58426e-17+0.000191132j -5.3833e-17-0.000677461j 2.17851e-17-0.000211213j 5.26477e-18-0.00011736j -1.18461e-16-9.42002e-06j -9.86958e-17+0.000159647j -2.14434e-17+0.000728664j -3.94269e-17+0.000241009j -1.04095e-16+0.000488955j 8.03864e-17+0.000578165j 6.13163e-17+0.000179574j 9.18049e-17+0.00113407j -7.99902e-17+0.000640337j 1.25934e-16-5.4422e-05j 1.38501e-16-0.000949206j 3.20642e-16+0.000527708j 5.52381e-17+0.000316234j -8.55984e-18-0.000168275j 8.04246e-18+0.000255503j -2.53228e-17+0.000861366j 6.51909e-19-0.000212834j -5.71452e-18-0.00029584j 1.37625e-17-0.000630451j 3.17949e-18-0.000748777j -1.75955e-17-0.000557639j -3.01351e-18+0.000436274j 7.9859e-19+4.58998e-05j 5.03575e-19-0.000760356j 6.08782e-18-0.000748678j 3.14239e-18-0.000565359j -4.21089e-16-0.000591836j -9.03969e-17-0.000332163j 
1.1675e-17-0.000272845j -5.43351e-17+0.000488654j 2.75131e-18-0.000473793j -7.64898e-18+0.000635741j -4.7281e-18-0.000664775j -6.9744e-18+2.12274e-05j -2.85699e-18+0.000365543j -7.91096e-18-0.000470774j -1.05938e-18-0.000631906j 7.19328e-18-0.000516275j -7.11962e-18-1.13328e-05j 1.23333e-17-0.000316212j 2.78664e-17+0.000846541j -1.20888e-17-0.000123604j -1.01909e-17-0.000353722j 5.00221e-17-0.00014521j -1.08105e-16-0.000594057j -1.82185e-16-0.000532162j -6.03214e-14-0.000541573j 1.28831e-16+0.000622192j 7.44702e-18-0.000853985j -6.67065e-17-0.000212787j -7.52927e-16+0.000511409j 1.05614e-16+0.000413583j -3.60352e-17-0.000150242j 4.23161e-17+0.000532526j -1.71244e-17+0.000166026j -4.13843e-18+9.22521e-05j 9.31177e-17+7.40472e-06j 7.75811e-17-0.000125493j 1.68558e-17-0.000572775j 3.0992e-17-0.000189448j 8.18255e-17-0.000384349j -6.31887e-17-0.000454474j -4.81984e-17-0.000141156j -7.21643e-17-0.000891452j 6.28772e-17-0.000503344j -9.89921e-17+4.27791e-05j -1.0887e-16+0.000746134j -2.52044e-16-0.000414811j -4.34206e-17-0.00024858j 6.72857e-18+0.000132275j -6.32187e-18-0.000200841j 1.99053e-17-0.000677087j -5.12441e-19+0.000167301j 4.49197e-18+0.000232549j -1.08182e-17+0.000495574j -2.49927e-18+0.000588585j 1.38312e-17+0.000438339j 2.3688e-18-0.000342938j -6.27742e-19-3.60801e-05j -3.95841e-19+0.000597687j -4.78541e-18+0.000588507j -2.47011e-18+0.000444407j 3.31002e-16+0.00046522j 7.10576e-17+0.000261101j 
-7.55829e-18+0.000176637j 3.51759e-17-0.000316349j -1.78117e-18+0.000306728j 4.95186e-18-0.000411571j 3.06091e-18+0.000430367j 4.51515e-18-1.37423e-05j 1.84958e-18-0.000236648j 5.12146e-18+0.000304773j 6.85832e-19+0.000409089j -4.65685e-18+0.00033423j 4.60916e-18+7.33675e-06j -7.98445e-18+0.000204712j -1.80404e-17-0.000548041j 7.82613e-18+8.00196e-05j 6.59744e-18+0.000228996j -3.23837e-17+9.40073e-05j 6.99859e-17+0.000384585j 1.17945e-16+0.000344516j 3.90514e-14+0.000350608j -8.34034e-17-0.0004028j -4.82111e-18+0.00055286j 4.3185e-17+0.000137756j 4.87436e-16-0.00033108j -6.83731e-17-0.000267749j 2.33287e-17+9.72648e-05j -2.73949e-17-0.000344751j 1.10861e-17-0.000107484j 2.67917e-18-5.97229e-05j -6.02833e-17-4.79373e-06j -5.02251e-17+8.12426e-05j -1.09123e-17+0.000370808j -2.00639e-17+0.000122647j -5.29728e-17+0.000248823j 4.09076e-17+0.000294221j 3.12031e-17+9.13831e-05j 4.67183e-17+0.000577116j -4.0706e-17+0.000325859j 6.40863e-17-2.76947e-05j 7.04812e-17-0.000483039j 1.63171e-16+0.000268544j 2.811e-17+0.000160928j -4.356e-18-8.56331e-05j 4.09271e-18+0.000130022j -1.28864e-17+0.000438338j 3.31748e-19-0.000108308j -2.90805e-18-0.000150549j 7.00356e-18-0.000320829j 1.618e-18-0.000381043j -8.95413e-18-0.000283775j -1.53353e-18+0.000222014j 4.06393e-19+2.33578e-05j 2.56263e-19-0.000386936j 3.09802e-18-0.000380993j 1.59912e-18-0.000287704j -2.14287e-16-0.000301178j -4.60019e-17-0.000169034j 
6.16667e-19-1.44115e-05j -2.86994e-18+2.58103e-05j 1.45322e-19-2.50254e-05j -4.04013e-19+3.35794e-05j -2.49735e-19-3.51129e-05j -3.68383e-19+1.12121e-06j -1.50904e-19+1.93077e-05j -4.17851e-19-2.48659e-05j -5.59558e-20-3.33768e-05j 3.79944e-19-2.72693e-05j -3.76053e-19-5.98593e-07j 6.51437e-19-1.67021e-05j 1.47188e-18+4.47137e-05j -6.3852e-19-6.52866e-06j -5.38273e-19-1.86834e-05j 2.64213e-18-7.66989e-06j -5.71002e-18-3.13776e-05j -9.6229e-18-2.81084e-05j -3.18613e-15-2.86055e-05j 6.80474e-18+3.28637e-05j 3.93346e-19-4.51069e-05j -3.52339e-18-1.12393e-05j -3.97691e-17+2.70122e-05j 5.57844e-18+2.18452e-05j -1.90335e-18-7.93567e-06j 2.2351e-18+2.81276e-05j -9.04499e-19+8.7694e-06j -2.18589e-19+4.87269e-06j 4.91841e-18+3.91112e-07j 4.09778e-18-6.62844e-06j 8.90312e-19-3.02536e-05j 1.63698e-18-1.00065e-05j 4.32196e-18-2.0301e-05j -3.33758e-18-2.4005e-05j -2.54581e-18-7.45578e-06j -3.81167e-18-4.70859e-05j 3.32113e-18-2.65863e-05j -5.22869e-18+2.25956e-06j -5.75044e-18+3.94103e-05j -1.33128e-17-2.191e-05j -2.29344e-18-1.31298e-05j 3.55398e-19+6.98665e-06j -3.33917e-19-1.06083e-05j 1.05138e-18-3.57632e-05j -2.70668e-20+8.8367e-06j 2.37262e-19+1.22831e-05j -5.71408e-19+2.61759e-05j -1.3201e-19+3.10886e-05j 7.30551e-19+2.31527e-05j 1.25118e-19-1.81138e-05j -3.31569e-20-1.90573e-06j -2.0908e-20+3.15694e-05j -2.52762e-19+3.10845e-05j -1.30469e-19+2.34733e-05j 1.74833e-17+2.45726e-05j 3.75321e-18+1.37912e-05j 
-1.21746e-18+2.84519e-05j 5.66598e-18-5.09561e-05j -2.86903e-19+4.94065e-05j 7.97624e-19-6.62942e-05j 4.93039e-19+6.93218e-05j 7.27281e-19-2.21356e-06j 2.97923e-19-3.81183e-05j 8.24944e-19+4.90916e-05j 1.10471e-19+6.58943e-05j -7.50105e-19+5.38364e-05j 7.42424e-19+1.18177e-06j -1.2861e-18+3.29742e-05j -2.90587e-18-8.82761e-05j 1.2606e-18+1.28892e-05j 1.06269e-18+3.68857e-05j -5.21623e-18+1.51423e-05j 1.1273e-17+6.19474e-05j 1.8998e-17+5.54931e-05j 6.29023e-15+5.64744e-05j -1.34343e-17-6.48813e-05j -7.76565e-19+8.90524e-05j 6.95606e-18+2.21891e-05j 7.85142e-17-5.3329e-05j -1.10132e-17-4.31279e-05j 3.7577e-18+1.5667e-05j -4.41266e-18-5.55311e-05j 1.78571e-18-1.7313e-05j 4.3155e-19-9.61992e-06j -9.71018e-18-7.72153e-07j -8.09004e-18+1.30862e-05j -1.7577e-18+5.97282e-05j -3.2318e-18+1.97554e-05j -8.53264e-18+4.00793e-05j 6.58923e-18+4.73919e-05j 5.02606e-18+1.47196e-05j 7.52519e-18+9.29594e-05j -6.55675e-18+5.2488e-05j 1.03228e-17-4.46094e-06j 1.13528e-17-7.78058e-05j 2.62828e-17+4.32559e-05j 4.52784e-18+2.59215e-05j -7.01646e-19-1.37934e-05j 6.59236e-19+2.09434e-05j -2.07569e-18+7.06057e-05j 5.34366e-20-1.74459e-05j -4.68416e-19-2.42499e-05j 1.1281e-18-5.16777e-05j 2.60621e-19-6.13768e-05j -1.44229e-18-4.57094e-05j -2.47015e-19+3.57611e-05j 6.546e-20+3.76238e-06j 4.12777e-20-6.2326e-05j 4.99015e-19-6.13687e-05j 2.5758e-19-4.63421e-05j -3.45164e-17-4.85124e-05j -7.40979e-18-2.72272e-05j 
-1.49262e-18+3.48824e-05j 6.94657e-18-6.24728e-05j -3.51747e-19+6.0573e-05j 9.77897e-19-8.12775e-05j 6.04472e-19+8.49894e-05j 8.91655e-19-2.71385e-06j 3.65257e-19-4.67335e-05j 1.01139e-18+6.01869e-05j 1.35439e-19+8.07872e-05j -9.19638e-19+6.60041e-05j 9.10221e-19+1.44887e-06j -1.57678e-18+4.04268e-05j -3.56263e-18-0.000108228j 1.54551e-18+1.58023e-05j 1.30287e-18+4.52223e-05j -6.39516e-18+1.85647e-05j 1.38209e-17+7.59483e-05j 2.32918e-17+6.80353e-05j 7.71191e-15+6.92384e-05j -1.64706e-17-7.95452e-05j -9.52078e-19+0.000109179j 8.52822e-18+2.72041e-05j 9.62594e-17-6.5382e-05j -1.35024e-17-5.28753e-05j 4.60698e-18+1.92079e-05j -5.40998e-18-6.80818e-05j 2.1893e-18-2.1226e-05j 5.29086e-19-1.17941e-05j -1.19048e-17-9.4667e-07j -9.91849e-18+1.60439e-05j -2.15496e-18+7.32275e-05j -3.96223e-18+2.42204e-05j -1.04611e-17+4.91378e-05j 8.07848e-18+5.8103e-05j 6.16202e-18+1.80464e-05j 9.22598e-18+0.000113969j -8.03866e-18+6.4351e-05j 1.26558e-17-5.46917e-06j 1.39187e-17-9.53909e-05j 3.22231e-17+5.30323e-05j 5.55118e-18+3.17801e-05j -8.60226e-19-1.69109e-05j 8.08231e-19+2.56769e-05j -2.54483e-18+8.65634e-05j 6.55139e-20-2.13889e-05j -5.74284e-19-2.97306e-05j 1.38307e-18-6.33576e-05j 3.19524e-19-7.52487e-05j -1.76827e-18-5.60402e-05j -3.02844e-19+4.38436e-05j 8.02548e-20+4.61273e-06j 5.0607e-20-7.64124e-05j 6.11799e-19-7.52388e-05j 3.15796e-19-5.6816e-05j -4.23176e-17-5.94769e-05j -9.08449e-18-3.33809e-05j 
-1.26131e-18+2.94768e-05j 5.87007e-18-5.27915e-05j -2.97237e-19+5.11861e-05j 8.26355e-19-6.86821e-05j 5.10798e-19+7.18187e-05j 7.53477e-19-2.29329e-06j 3.08654e-19-3.94913e-05j 8.54658e-19+5.08599e-05j 1.1445e-19+6.82678e-05j -7.77124e-19+5.57756e-05j 7.69166e-19+1.22434e-06j -1.33243e-18+3.41619e-05j -3.01053e-18-9.14558e-05j 1.30601e-18+1.33535e-05j 1.10097e-18+3.82143e-05j -5.40412e-18+1.56877e-05j 1.16791e-17+6.41787e-05j 1.96823e-17+5.7492e-05j 6.51681e-15+5.85086e-05j -1.39182e-17-6.72183e-05j -8.04536e-19+9.226e-05j 7.20662e-18+2.29884e-05j 8.13422e-17-5.52499e-05j -1.14099e-17-4.46813e-05j 3.89305e-18+1.62313e-05j -4.5716e-18-5.75313e-05j 1.85003e-18-1.79366e-05j 4.47094e-19-9.96642e-06j -1.00599e-17-7.99966e-07j -8.38145e-18+1.35576e-05j -1.82101e-18+6.18796e-05j -3.34821e-18+2.0467e-05j -8.83999e-18+4.1523e-05j 6.82657e-18+4.90989e-05j 5.2071e-18+1.52498e-05j 7.79625e-18+9.63078e-05j -6.79292e-18+5.43786e-05j 1.06946e-17-4.62163e-06j 1.17617e-17-8.06084e-05j 2.72295e-17+4.4814e-05j 4.69093e-18+2.68552e-05j -7.26919e-19-1.42903e-05j 6.82981e-19+2.16978e-05j -2.15046e-18+7.31489e-05j 5.53614e-20-1.80743e-05j -4.85288e-19-2.51233e-05j 1.16874e-18-5.35392e-05j 2.70008e-19-6.35876e-05j -1.49424e-18-4.73558e-05j -2.55913e-19+3.70492e-05j 6.78179e-20+3.8979e-06j 4.27646e-20-6.45709e-05j 5.1699e-19-6.35792e-05j 2.66858e-19-4.80114e-05j -3.57597e-17-5.02599e-05j -7.67669e-18-2.82079e-05j 
4.92466e-18-0.000115089j -2.29191e-17+0.000206119j 1.16053e-18-0.000199851j -3.22642e-18+0.000268163j -1.99436e-18-0.000280409j -2.94188e-18+8.95393e-06j -1.20511e-18+0.00015419j -3.33693e-18-0.000198577j -4.46859e-19-0.000266545j 3.03421e-18-0.00021777j -3.00313e-18-4.78032e-06j 5.20233e-18-0.000133382j 1.17543e-17+0.00035708j -5.09918e-18-5.21374e-05j -4.29861e-18-0.000149204j 2.10999e-17-6.12512e-05j -4.55999e-17-0.00025058j -7.68478e-17-0.000224472j -2.54442e-14-0.000228441j 5.43421e-17+0.000262447j 3.14123e-18-0.00036022j -2.81375e-17-8.97559e-05j -3.17593e-16+0.000215718j 4.4549e-17+0.000174454j -1.52e-17-6.33737e-05j 1.78494e-17+0.000224625j -7.22326e-18+7.00318e-05j -1.74564e-18+3.89129e-05j 3.92781e-17+3.12339e-06j 3.27245e-17-5.29343e-05j 7.10997e-18-0.000241603j 1.30728e-17-7.99114e-05j 3.45149e-17-0.000162122j -2.66537e-17-0.000191702j -2.03306e-17-5.95414e-05j -3.04397e-17-0.000376024j 2.65223e-17-0.000212316j -4.1756e-17+1.80447e-05j -4.59226e-17+0.000314728j -1.06315e-16-0.000174972j -1.83153e-17-0.000104854j 2.83818e-18+5.57949e-05j -2.66663e-18-8.4717e-05j 8.39627e-18-0.000285603j -2.16153e-19+7.05692e-05j 1.89476e-18+9.80917e-05j -4.56322e-18+0.000209039j -1.05422e-18+0.000248272j 5.83413e-18+0.000184896j 9.99187e-19-0.000144655j -2.64788e-19-1.5219e-05j -1.6697e-19+0.000252111j -2.01854e-18+0.000248239j -1.04192e-18+0.000187456j 1.3962e-16+0.000196235j 2.99729e-17+0.000110135j 
