-4.14614e-13-0.131281j -2.68753e-14+0.15398j 1.81732e-15-0.15672j 3.70683e-16+0.106058j -1.32439e-15+0.191551j 4.71982e-17+0.0512289j -1.90511e-15+0.122348j -1.15061e-15+0.0227333j 2.18989e-15+0.0803697j -2.35926e-14-0.192489j -1.23023e-15-0.0143318j -7.10675e-15-0.0467008j 2.15666e-15-0.105104j 5.18015e-16-0.183282j 2.80138e-15-0.161643j -5.14877e-15+0.116395j 1.18284e-14-0.0474336j 1.44604e-15-0.0820332j -1.64148e-14+0.0302924j 1.50373e-14-0.0604708j 7.0932e-14+0.203843j -1.69913e-15+0.110825j 2.16664e-15+0.00605549j -1.22902e-14-0.149434j -6.2526e-15+0.12332j 4.97074e-15+0.00741823j 7.63267e-15-0.286475j 3.95895e-15-0.023183j 1.61275e-14-0.0871464j -4.0745e-14-0.0916226j 4.33217e-15+0.0487257j -2.02167e-14+0.147736j 4.85393e-13-0.0405928j 4.34149e-15-0.0434081j 1.33426e-14+0.0048326j -8.23425e-13-0.0994485j -3.25723e-14-0.0472864j 4.3481e-14-0.114135j -8.25886e-14+0.0185851j 1.8207e-14-0.035475j -3.39537e-14+0.164308j 1.27499e-13-0.165131j -1.80894e-17-0.0697124j 2.29877e-15+0.0399713j 1.05233e-14-0.118295j 1.01791e-14-0.0885904j 3.73869e-14-0.0608698j 3.58822e-15+0.0140128j -5.26254e-15+0.0541876j 1.08911e-13+0.128162j 2.82378e-14-0.172105j 4.15309e-14+0.192507j -2.40909e-15-0.0499031j -4.57172e-14+0.14648j -1.74836e-14-0.00346168j -4.13527e-17+0.0378734j -9.25476e-13-0.0986535j -1.41516e-14-0.0892012j -2.46202e-14-0.157321j -3.34346e-16-0.0349252j -5.41694e-15+0.0205986j -1.93226e-14-0.184369j 5.86873e-15+0.0713673j -8.20582e-16+0.0160776j 2.42967e-15+0.175812j -2.95515e-15-0.0105349j -5.53609e-15+0.0634028j -9.84193e-14-0.16261j -2.43047e-16+0.0188138j -6.59885e-16-0.109736j 5.36395e-15+0.148028j 1.92261e-15+0.0464725j -9.87376e-16+0.132313j 9.31249e-16-0.160659j -4.57317e-15-0.09913j 1.06362e-14-0.16372j -1.57342e-13-0.104894j 
4.63777e-16+0.00015177j 2.21393e-17-0.000273256j 4.63347e-18+0.000121567j -6.25561e-18-0.000301309j -9.89972e-18-0.000184887j 1.00128e-18-6.64649e-05j -1.81377e-18-0.000272554j -1.4563e-19+0.000264043j -6.45295e-19+1.73358e-05j 3.8983e-17+0.000251492j 1.87494e-17+0.000185352j 2.23141e-18-1.77745e-05j -2.09342e-18+0.000312517j 2.98589e-18+1.7923e-05j -1.04522e-17+0.000117632j 2.82482e-18-0.000409985j 2.11005e-17-5.77749e-05j 1.49706e-17-8.64932e-05j 9.95511e-18-0.000291179j -1.54232e-17+7.87089e-05j -7.9269e-17-0.000206184j -6.7213e-18+8.1109e-05j -7.26139e-18+7.64621e-06j 3.26948e-17+0.00032308j 3.01004e-17+1.17955e-05j 8.94604e-17+0.000426819j 6.60712e-18+0.000288689j -7.55565e-18+1.72598e-05j 8.98982e-18+0.000139172j -3.3702e-17-7.92682e-05j 3.97519e-17-8.14029e-05j 6.03127e-17-0.000273271j -1.2966e-15+0.000117275j -9.0172e-18+7.46222e-05j -4.55886e-17+7.86599e-05j 2.80978e-15+0.000339755j 1.61722e-16+0.000319192j 1.08234e-16-0.00029437j -2.24015e-16+5.19989e-06j 5.59547e-17-4.16047e-05j -1.21088e-17-3.44429e-05j -1.04068e-16+0.000124535j -5.26548e-18-2.19245e-05j -7.28733e-18-6.82593e-05j -6.25709e-18+0.000139954j -2.18022e-17+0.000111968j -6.6365e-17+8.18433e-05j -2.63403e-17+0.000195793j 5.30436e-18-0.000184828j -2.19802e-16-0.000258082j -4.76439e-18+0.000388536j 6.44875e-17+8.5035e-05j 3.33168e-17+0.000258187j 6.8402e-17-0.000191246j 2.29077e-17-2.88105e-06j -1.94147e-17-0.000283122j 2.21035e-15+0.00023631j 2.67872e-17+4.62358e-05j 2.29592e-17+7.91145e-05j -2.75679e-18-0.000162582j 1.56398e-17-0.00012246j 2.30296e-17+0.000120243j -2.02818e-18-0.00027212j -6.12017e-18-0.00028697j -6.17355e-18-0.000182502j 7.66206e-19+9.21108e-05j -1.3696e-17+5.43759e-05j 1.86676e-16+0.000296878j 2.12192e-18-0.000159368j -1.34558e-18-0.000104559j -1.1948e-17-0.000161662j -3.26205e-18-8.8132e-05j -1.06488e-17-0.000313468j 1.11437e-18+0.000121328j 2.3461e-17+0.000270534j -1.56456e-17+0.000223101j 3.39856e-16+0.000214511j 
-2.83758e-16-9.64018e-05j -6.89215e-17+4.54474e-05j 4.04827e-17-0.000157405j -4.00528e-17-4.89926e-05j -5.32361e-17+0.000166616j -1.20274e-17+3.24774e-05j -4.15671e-17-3.2445e-06j 9.75029e-18+0.000222819j -9.97316e-18+0.000137292j 3.92309e-17-0.000120786j 2.4827e-17+0.000109309j -2.41432e-18-8.52443e-05j 3.85514e-17+5.84348e-05j 3.57824e-17-0.000272298j 3.19242e-17-0.000167855j -5.0398e-17-0.000110076j 3.81945e-17-0.000114784j 2.20042e-17-0.000188979j -4.09036e-17-0.000159625j 2.75722e-17-3.81565e-05j 6.48947e-18+0.00017061j -2.18541e-17+0.000229931j -2.38535e-18+1.48456e-05j 4.90988e-17-3.00436e-06j -9.05187e-18+0.00020015j 9.51548e-17+0.000314571j 8.33052e-17-0.000240535j 5.83329e-18-2.3798e-05j 5.4798e-17-3.67118e-05j -7.60739e-17-0.000198762j 2.1701e-17+1.7979e-05j -3.03818e-17+3.5728e-05j -1.51761e-16+2.01373e-05j 1.22857e-17-1.45237e-05j -7.81303e-18+6.33625e-05j 7.51699e-16+8.65677e-05j 9.12131e-17+0.000153086j 1.46887e-16-0.000386491j -2.90399e-16+3.25937e-05j 7.17396e-17-8.47062e-05j -9.1939e-17+0.000231063j 1.60389e-16-0.000168379j 7.03408e-18-0.000123976j -1.25635e-17+1.36967e-05j 4.07082e-17-8.4596e-05j 2.23303e-17-5.82718e-05j 2.64148e-17-3.65515e-05j -3.99413e-18+0.000160801j -2.47301e-17-4.69573e-05j -2.41584e-17+1.60719e-05j 9.33261e-17+8.21361e-06j 8.19906e-17+0.000359743j 4.38075e-17+0.000105704j -5.92344e-17+9.20097e-05j -1.04942e-17-7.42879e-06j -3.71328e-17-0.000142115j 1.61167e-16+1.43598e-05j 1.52168e-17-0.000105891j 9.97874e-18-0.000188481j -6.01547e-18-0.000169743j -8.12286e-18-5.49118e-05j 2.53877e-17-0.000201343j -2.07595e-17-8.22175e-05j -2.53513e-17-0.000178742j -4.18812e-17+0.000143834j 3.21374e-18+4.90144e-05j -2.61234e-17+0.000137204j 2.52224e-17-4.20974e-05j -1.15435e-17-8.38914e-05j 1.0885e-17-0.000244887j -3.5367e-17+0.000115421j -1.25917e-17+9.69746e-06j -5.05568e-17-1.6796e-05j 3.72755e-17-0.0001637j 4.27143e-17+3.79168e-05j 4.70076e-17-9.62044e-05j 2.74709e-17-1.08217e-05j 
-1.32813e-16-3.82527e-05j 2.95343e-17+0.000112231j -2.91379e-17-3.50278e-06j 3.04534e-17+0.000157293j 3.96911e-17+2.99564e-05j 8.5511e-18+2.00483e-05j 2.93274e-17+0.000128382j -7.7287e-18-0.000198716j 8.66692e-18-5.45585e-05j -5.0115e-17-7.6571e-05j -2.23446e-17-0.000123553j -2.94924e-18+3.71493e-05j -2.62378e-17-0.000165722j -2.61946e-17+8.37815e-05j -1.94367e-17+1.87094e-06j 3.28844e-17+0.000228717j -2.46412e-17+6.58264e-05j -1.79631e-17+0.000104347j 1.78627e-17+0.000190003j -7.9752e-18-2.38444e-05j 5.31837e-17+3.85502e-05j 1.6112e-17-0.000115692j 4.4298e-18-8.5949e-06j -4.9265e-17-0.000149863j -2.99878e-18-7.32436e-05j -8.32155e-17-0.000305784j -5.70574e-17-5.34164e-05j -3.92665e-19-6.63227e-09j -3.17562e-17-5.25699e-05j 3.71516e-17+0.000104284j -2.07872e-17+3.1931e-05j -1.75355e-18+0.000115527j 6.51482e-16-6.15829e-05j -4.55699e-18-2.99337e-05j 2.24645e-17-5.81778e-05j -1.58098e-15-0.000187963j -1.1684e-16-0.000200871j -1.01192e-16+0.000268269j 2.0402e-16-1.34588e-05j -5.1838e-17+4.8096e-05j 4.85649e-17-6.2112e-05j -1.95842e-17-1.17514e-06j -4.09313e-18+5.21952e-05j 1.18899e-17+2.72421e-05j -2.19727e-17-3.67301e-05j -5.86492e-18-3.25692e-05j 1.61083e-17-2.58513e-05j 1.01275e-17-0.000145855j 1.37375e-17+0.000102207j 1.25297e-16+0.000115086j -4.97506e-17-0.000184228j -4.6902e-17-0.000161457j -3.96155e-17-0.000156347j 2.2786e-18+5.81746e-05j -7.31278e-18+3.85953e-06j 3.06267e-17+0.000180314j -1.09878e-15-0.000115217j -2.46912e-17+1.42435e-05j -2.64453e-17+2.68393e-05j 4.68981e-18+0.000133371j -3.82356e-19+7.57727e-05j -3.44432e-17+1.19852e-05j 1.89596e-17+0.000154905j 1.90581e-17+0.000194506j 3.29993e-17+3.65525e-05j -4.25158e-18-5.96037e-05j 1.82457e-17-7.18267e-05j -1.1338e-16-0.000124396j 7.81009e-18+0.000102816j -8.02489e-18+0.000131705j 3.11543e-17+3.64358e-05j 1.09084e-17+3.78761e-05j 3.80964e-17+0.000152075j -2.66676e-17-1.26105e-06j -3.82231e-17-0.000139172j -2.46599e-17-7.16312e-05j -1.79931e-16-9.65152e-05j 
1.01534e-15+0.000294822j -4.90906e-17-0.000332184j 8.37663e-17+0.00036047j -9.35156e-17-0.00021264j -1.09478e-16-0.000435397j -3.33645e-17-0.000114011j -9.15805e-17-0.000256023j 3.28825e-17-9.25453e-05j -3.85764e-17-0.000196245j 1.75977e-16+0.00042814j 3.49876e-17+8.06325e-06j 3.50418e-17+0.000115134j 8.98971e-17+0.000208736j 8.32323e-17+0.000439322j 8.51568e-17+0.000372902j -1.02719e-16-0.000222029j -1.90803e-17+0.000122617j 1.79588e-17+0.00021014j -1.98485e-17-3.14189e-05j 5.06912e-18+0.000134543j -2.82531e-16-0.000461988j -3.22578e-17-0.000278786j -5.73441e-18-1.56923e-05j 1.41243e-16+0.000314104j -4.27177e-17-0.000299003j 3.7016e-17-7.8885e-05j 1.53134e-16+0.000649419j 4.56203e-18+5.34265e-05j 2.01352e-17+0.000190216j 1.32037e-16+0.000232226j -5.039e-17-0.000105842j -6.78029e-17-0.00031713j -9.48863e-16+8.11067e-05j 2.16671e-17+9.39901e-05j -1.582e-17-2.28931e-05j 1.68009e-15+0.000191209j 1.25311e-16+6.83872e-05j -1.14033e-16+0.000317245j 2.23593e-16-4.55511e-05j -4.23349e-17+9.14746e-05j 4.66984e-18-0.000391218j -1.99486e-16+0.000380326j 2.87069e-17+0.000171207j -3.28348e-17-8.66136e-05j 4.99104e-17+0.000265202j 3.53748e-17+0.000197585j -4.08774e-17+0.000135057j 1.86992e-17-6.17666e-05j -4.05608e-17-0.000104229j -3.27998e-16-0.000272109j 6.9035e-17+0.000359407j -1.82683e-16-0.000476279j 6.28071e-17+8.34146e-05j 5.59773e-18-0.000325823j 3.99907e-17+8.75771e-06j -5.72965e-17-5.0848e-05j 1.99566e-15+0.000204076j 7.73369e-17+0.000208452j 1.3868e-16+0.000367986j -7.94338e-18+0.000107439j -1.70919e-17-3.21606e-05j 1.44299e-16+0.000427321j -8.73689e-17-0.000133172j -4.81328e-17+2.25086e-06j -1.11641e-16-0.000397793j 2.57901e-17+1.22349e-05j -4.82671e-18-0.000160632j 3.28799e-16+0.000349616j -3.24641e-17-2.25827e-05j 3.50326e-17+0.000279512j -1.02254e-16-0.000333783j -3.84495e-17-9.94475e-05j -1.0324e-16-0.000274201j 8.81351e-17+0.00037j 9.33875e-17+0.000200334j 8.40302e-17+0.000362837j 4.10525e-16+0.000222237j 
2.31611e-16+7.68125e-05j 1.60706e-17-0.00013618j -1.54822e-18+6.28521e-05j 9.05417e-19-0.000148522j 5.27738e-20-9.43862e-05j 1.87882e-18-3.34776e-05j 3.23616e-18-0.000135027j -1.30913e-18+0.000127179j 1.03886e-18+6.32206e-06j 1.42144e-17+0.000126639j 7.64123e-18+9.0055e-05j 4.94143e-19-7.39992e-06j -5.06428e-18+0.00015392j -2.14755e-18+1.33845e-05j -8.9408e-18+6.10749e-05j 6.33525e-18-0.000201373j 9.38094e-18-2.67362e-05j 6.21252e-18-3.97426e-05j 7.68387e-18-0.000141673j -9.49842e-18+3.96397e-05j -3.50015e-17-0.000105007j -1.63568e-18+3.63972e-05j -3.50402e-18+3.54411e-06j 1.12345e-17+0.000160171j 1.69802e-17+2.53703e-06j 4.05552e-17+0.000206335j -4.26957e-18+0.000147054j -4.30687e-18+8.94756e-06j 1.39343e-18+6.95822e-05j -1.64817e-17-3.60002e-05j 2.05678e-17-4.06413e-05j 3.42526e-17-0.000136026j -6.41389e-16+5.77899e-05j -5.77499e-18+3.72236e-05j -2.28166e-17+3.79371e-05j 1.37668e-15+0.000166955j 7.61439e-17+0.000155664j 5.09896e-17-0.000139503j -1.05954e-16+2.03827e-06j 2.6204e-17-1.92193e-05j -1.65949e-18-2.08903e-05j -5.75551e-17+6.45045e-05j -3.72384e-18-8.81641e-06j -2.39091e-18-3.40564e-05j -6.43375e-18+7.07614e-05j -1.32054e-17+5.6456e-05j -3.475e-17+4.11667e-05j -1.38318e-17+9.43786e-05j 4.9145e-18-9.08262e-05j -1.05075e-16-0.000128174j -8.78228e-18+0.000192427j 3.32273e-17+3.61968e-05j 1.35797e-17+0.000126212j 3.82713e-17-9.63047e-05j 1.1487e-17-1.30506e-06j -6.85687e-18-0.000137969j 1.08994e-15+0.00011688j 1.13423e-17+2.46656e-05j 8.26043e-18+4.2326e-05j -9.39924e-19-7.77712e-05j 8.88367e-18-5.97847e-05j 7.38266e-18+6.29222e-05j 1.96629e-18-0.000133506j -7.91138e-19-0.00013927j 1.44648e-18-9.28277e-05j -3.44673e-19+4.48407e-05j -5.63622e-18+2.4681e-05j 8.78756e-17+0.000147832j 2.41332e-18-7.75975e-05j -2.03565e-18-4.77721e-05j -2.08214e-18-8.20296e-05j -1.82862e-19-4.38394e-05j -6.11072e-19-0.00015508j -3.30113e-18+6.28379e-05j 7.85668e-18+0.000133452j -1.23726e-17+0.000112161j 1.6513e-16+0.000106493j 
-3.75011e-16-0.00012681j -3.55989e-17+0.000227563j 9.84172e-18-0.000102044j -9.20302e-18+0.000250344j -9.36636e-18+0.000154768j -5.9206e-18+5.54767e-05j -1.33487e-17+0.000226694j 4.73784e-18-0.000218326j -4.58154e-18-1.36143e-05j -1.3304e-17-0.000209902j -1.01916e-17-0.000153536j 8.91792e-19+1.42847e-05j 1.63332e-17-0.000259611j 1.05933e-17-1.65067e-05j 2.25834e-17-9.8833e-05j -2.00315e-17+0.000340383j -1.54403e-17+4.7384e-05j -8.74947e-18+7.08367e-05j -1.73103e-17+0.000241269j 1.89191e-17-6.56948e-05j 4.73587e-17+0.000172507j -1.92126e-19-6.61178e-05j 5.79143e-18-6.27306e-06j -9.28593e-18-0.000268758j -3.31969e-17-8.63691e-06j -6.44925e-17-0.000353186j 2.11307e-17-0.000241546j 8.29322e-18-1.44965e-05j 1.98207e-18-0.00011598j 3.19797e-17+6.47695e-05j -3.81311e-17+6.78172e-05j -6.67019e-17+0.000227519j 1.0831e-15-9.74324e-05j 1.2247e-17-6.21567e-05j 3.93653e-17-6.50582e-05j -2.31818e-15-0.000282103j -1.23394e-16-0.000264608j -8.82187e-17+0.000242591j 1.83491e-16-4.13402e-06j -4.46742e-17+3.41101e-05j -2.42718e-18+3.00061e-05j 1.01604e-16-0.000104578j 8.65075e-18+1.75094e-05j 1.69419e-18+5.68591e-05j 1.67163e-17-0.000116912j 2.68738e-17-9.34783e-05j 6.13857e-17-6.82926e-05j 2.54608e-17-0.000161919j -1.25118e-17+0.000153466j 1.68018e-16+0.000214769j 2.51861e-17-0.00032314j -6.42738e-17-6.86216e-05j -1.8097e-17-0.000214142j -7.16185e-17+0.000159621j -1.89478e-17+2.35289e-06j 6.8131e-18+0.000234669j -1.82548e-15-0.000196481j -1.50631e-17-3.90809e-05j -6.52142e-18-6.69144e-05j 8.72213e-19+0.000134241j -1.72875e-17+0.000101541j -3.70103e-18-0.000101201j -9.57442e-18+0.00022587j -2.78438e-18+0.000237656j -1.12747e-17+0.000152651j 2.22667e-18-7.6331e-05j 8.18844e-18-4.44252e-05j -1.3722e-16-0.000247193j -6.79524e-18+0.000132072j 6.22177e-18+8.55361e-05j -4.06376e-18+0.00013515j -2.55536e-18+7.33659e-05j -7.67522e-18+0.000260647j 1.30122e-17-0.000101883j -6.27516e-18-0.00022481j 2.95711e-17-0.000186142j -2.70448e-16-0.000178496j 
-3.01959e-16-9.76665e-05j -2.68411e-17+0.000120661j 6.87167e-18-0.000112769j -5.61746e-18+9.03623e-05j -7.89762e-18+0.00014016j -2.25129e-18+3.85761e-05j -7.62215e-18+9.94293e-05j 1.25495e-18-1.70636e-06j -7.29349e-19+5.27207e-05j -9.94805e-18-0.00014506j 2.99045e-19-2.14864e-05j -3.68183e-18-3.01408e-05j 7.93162e-18-9.04414e-05j 5.84555e-18-0.000123913j 8.60596e-18-0.000115814j -1.13184e-17+0.000104255j 7.40416e-18-2.80664e-05j 1.58902e-18-4.93998e-05j -1.55202e-17+3.89638e-05j 1.36828e-17-4.55516e-05j 4.43622e-17+0.000149759j -3.20769e-18+6.90302e-05j 1.81314e-18+3.56567e-06j -2.53613e-18-0.000120812j -9.70307e-18+8.18442e-05j 1.73281e-18-2.24035e-05j 1.62474e-17-0.000210398j 4.0093e-18-1.66351e-05j 1.4267e-17-6.72968e-05j -2.31876e-17-5.62862e-05j -1.94379e-18+3.78575e-05j -2.46418e-17+0.00011648j 4.10692e-16-3.47105e-05j 5.55336e-18-3.38608e-05j 1.25196e-17-1.80761e-06j -7.25272e-16-8.84005e-05j -2.75047e-17-5.2143e-05j 2.26028e-17-5.75708e-05j -4.14576e-17+1.2115e-05j 9.24737e-18-2.10934e-05j -2.72549e-17+0.000112264j 9.83086e-17-0.000118593j 2.19599e-18-4.5288e-05j 1.08289e-19+3.11508e-05j 1.24349e-17-8.82107e-05j 1.20227e-17-6.65194e-05j 3.19638e-17-4.60199e-05j 5.67324e-18-3.17044e-06j -7.38271e-18+4.81486e-05j 8.05569e-17+0.000102395j 2.83626e-17-0.000140195j 1.87675e-17+0.00012349j 3.88574e-19-4.99834e-05j -4.13648e-17+0.000110378j -1.31052e-17-2.13391e-06j -2.81494e-18+4.35249e-05j -7.56265e-16-8.12339e-05j -8.04399e-18-6.2713e-05j -1.24276e-17-0.000110449j -6.59898e-19-1.29667e-05j -6.50215e-18+2.16507e-05j -7.65064e-18-0.000131204j -8.65203e-19+6.52539e-05j -3.57394e-18+2.91726e-05j -5.12483e-18+0.000129465j -7.70337e-19-1.29635e-05j -4.17889e-18+3.89807e-05j -6.99732e-17-0.000127957j -2.49339e-18+2.28221e-05j 1.87249e-18-6.6797e-05j -1.74123e-18+0.000109518j -8.00306e-19+3.67798e-05j -7.1585e-18+0.000108728j 6.61976e-18-0.000115392j 1.1764e-18-8.37479e-05j 1.53275e-17-0.000123969j -1.2184e-16-8.40158e-05j 
1.49796e-16+8.61378e-05j 1.75025e-16-0.000125383j -1.27546e-16+8.75876e-05j 1.33128e-16-0.000115278j 1.62472e-16-0.000116335j 4.79842e-17-3.54643e-05j 1.39291e-16-0.000113799j -4.30124e-17+5.93136e-05j 4.71964e-17-2.4545e-05j -1.61312e-16+0.000133703j -4.4806e-17+5.25578e-05j -2.31522e-17+1.22935e-05j -1.38023e-16+0.000117799j -1.21871e-16+7.0665e-05j -1.34075e-16+8.83566e-05j 1.68032e-16-0.000146791j -1.68288e-17+2.33047e-06j -3.07058e-17+7.46272e-06j 9.21085e-17-8.53702e-05j -6.57795e-17+4.1927e-05j 1.31317e-16-0.000126212j 5.27068e-17-1.92203e-05j -4.04598e-19-2.28344e-07j -1.54906e-16+0.000136483j 8.70904e-17-4.14471e-05j -6.80217e-17+0.000106454j -2.498e-16+0.0001771j -2.21458e-17+1.27716e-05j -9.04802e-17+6.70041e-05j -3.5728e-17+1.27674e-05j 5.80148e-17-3.83811e-05j 1.78351e-16-0.000123136j -5.58568e-16+4.46205e-05j -4.8354e-17+3.47301e-05j -3.0647e-17+1.83692e-05j 8.76242e-16+0.000122724j -4.77026e-17+9.86595e-05j 2.95988e-18-3.41124e-05j -1.66257e-17-5.3714e-06j -6.04237e-18+2.15313e-06j 1.22961e-16-6.80479e-05j -2.06744e-16+9.13792e-05j -4.15905e-17+1.95292e-05j 3.81692e-17-3.18641e-05j -1.1267e-16+7.84347e-05j -9.11572e-17+6.05693e-05j -8.781e-17+4.28722e-05j -4.20419e-17+4.50077e-05j 7.89514e-17-6.67939e-05j 4.41766e-17-0.000112195j -2.08154e-16+0.000161393j 1.07276e-16-4.76671e-05j -7.96792e-17+8.40053e-05j 1.70756e-16-0.000101711j 1.05563e-17+5.11491e-07j 8.18249e-17-8.60435e-05j 7.83046e-16+9.5989e-05j -5.58954e-17+4.39831e-05j -1.04377e-16+7.69501e-05j 1.26017e-17-2.89765e-05j 4.62112e-17-3.87373e-05j -1.32806e-16+9.7218e-05j 1.03375e-16-9.53069e-05j 7.2259e-17-7.91689e-05j 1.51371e-16-0.000110051j -2.58143e-17+2.73491e-05j 2.75262e-17-8.95721e-06j -8.7237e-17+0.000134534j 4.78551e-17-4.75303e-05j -4.80558e-17+1.2832e-05j 1.26287e-16-9.4705e-05j 4.79094e-17-3.92892e-05j 1.52145e-16-0.000127853j -1.3062e-16+8.89467e-05j -1.15964e-16+0.000104911j -1.62773e-16+0.000116071j 2.86103e-17+9.26655e-05j 
1.3167e-16+4.05054e-05j -1.77971e-17-0.00011447j 2.00641e-17+6.44452e-06j -2.09433e-17-0.000158356j -2.80404e-17-3.33982e-05j -5.19599e-18-2.08967e-05j -1.94899e-17-0.000129926j 4.70083e-18+0.000197096j -5.32354e-18+5.27124e-05j 3.78166e-17+7.97514e-05j 1.87702e-17+0.000123084j 1.24654e-18-3.6044e-05j 1.65772e-17+0.000166717j 1.75525e-17-7.98149e-05j 1.02419e-17+1.19603e-06j -2.11379e-17-0.000229547j 2.3027e-17-6.45355e-05j 1.54739e-17-0.000102172j -1.16557e-17-0.000189437j 3.73831e-18+2.48448e-05j -4.19437e-17-4.21729e-05j -1.22586e-17+0.000112904j -4.28966e-18+8.42896e-06j 3.75948e-17+0.00015179j 8.43845e-18+7.04738e-05j 7.64558e-17+0.000303813j 3.93545e-17+5.85122e-05j -9.84888e-19+4.44856e-07j 2.52417e-17+5.39026e-05j -3.90523e-17-0.000101928j 2.40011e-17-3.26609e-05j 1.28983e-17-0.000117628j -6.6036e-16+6.19815e-05j 1.36862e-18+3.05751e-05j -2.35637e-17+5.7738e-05j 1.57746e-15+0.000188718j 1.09779e-16+0.000200562j 9.91388e-17-0.000264505j -2.00484e-16+1.30269e-05j 5.02293e-17-4.71374e-05j -3.97543e-17+5.86339e-05j 7.77002e-18+4.28983e-06j 1.28291e-18-5.05647e-05j -9.03384e-18-2.78346e-05j 1.42168e-17+3.87465e-05j -3.24162e-20+3.40489e-05j -2.06891e-17+2.68472e-05j -1.2489e-17+0.000144717j -8.31612e-18-0.000102619j -1.1694e-16-0.00011682j 3.53e-17+0.000186378j 5.31566e-17+0.000156851j 3.32589e-17+0.000156354j 8.06708e-18-6.05954e-05j 7.48846e-18-3.77098e-06j -2.44362e-17-0.00017995j 1.10169e-15+0.000116392j 2.01147e-17-1.24719e-05j 1.85069e-17-2.37045e-05j -3.74271e-18-0.000131913j 3.26912e-18-7.57084e-05j 2.45199e-17-8.42802e-06j -1.16193e-17-0.000155327j -1.38391e-17-0.000193646j -2.22002e-17-3.96573e-05j 2.40788e-18+5.94459e-05j -1.60223e-17+7.0198e-05j 1.02764e-16+0.000126725j -4.48994e-18-0.000102556j 4.67036e-18-0.000128842j -2.19826e-17-3.9016e-05j -7.45751e-18-3.85279e-05j -2.71547e-17-0.000153665j 1.74527e-17+4.29066e-06j 2.95246e-17+0.000140213j 1.35867e-17+7.42973e-05j 1.73867e-16+9.79202e-05j 
-5.52296e-16-0.000166417j -1.45209e-18+0.000184198j -2.39072e-17-0.000205543j 2.82155e-17+0.00011382j 3.1671e-17+0.000247036j 1.02426e-17+6.4104e-05j 2.6426e-17+0.000139962j -1.07721e-17+6.23236e-05j 1.31401e-17+0.000114603j -6.64402e-17-0.000240664j -1.0105e-17+1.3116e-06j -1.52383e-17-6.74818e-05j -2.60276e-17-0.000111189j -2.47319e-17-0.00025472j -2.47578e-17-0.000212895j 2.79767e-17+0.00011576j 1.52232e-17-7.3125e-05j -3.41333e-18-0.000124915j -4.22349e-18+8.83666e-06j 7.40038e-18-7.56393e-05j 1.27563e-16+0.0002618j 8.18318e-18+0.000164633j 2.66813e-18+9.36654e-06j -4.87832e-17-0.000172079j 1.09686e-17+0.000174139j -1.48696e-18+5.96522e-05j -4.09578e-17-0.000368051j 7.16e-19-3.04888e-05j 5.30795e-18-0.000106035j -6.97841e-17-0.000137517j 2.10697e-17+5.88729e-05j 1.14326e-17+0.000175449j 5.19457e-16-4.33383e-05j -4.33151e-18-5.22052e-05j 1.04443e-17+1.58488e-05j -8.58692e-16-0.000100122j -4.82112e-17-2.94133e-05j 7.15066e-17-0.000193883j -1.39274e-16+2.6639e-05j 2.90621e-17-5.45041e-05j -2.49854e-17+0.000226231j 1.38351e-16-0.000216986j -9.11469e-18-0.000100201j 1.099e-17+4.81244e-05j -8.5836e-18-0.000149586j -5.51545e-18-0.000111198j 3.26348e-17-7.58366e-05j -5.17997e-18+4.22291e-05j 9.19015e-18+5.45892e-05j 1.5665e-16+0.000149778j -2.44744e-18-0.000196288j 8.7916e-17+0.000279528j -1.82983e-17-4.012e-05j -2.73351e-17+0.000183155j -2.21898e-17-5.18251e-06j 1.59865e-17+2.0388e-05j -1.06595e-15-0.000110947j -3.10324e-17-0.00011964j -5.69465e-17-0.000211285j 1.99197e-18-6.76956e-05j 2.69902e-18+1.47268e-05j -5.51081e-17-0.000244435j 3.03268e-17+6.85845e-05j 1.36379e-17-1.05934e-05j 3.51058e-17+0.000225261j -9.75732e-18-4.12958e-06j -3.21939e-18+9.51064e-05j -1.52265e-16-0.000193563j 9.85566e-18+7.96671e-06j -1.11838e-17-0.000165814j 3.37988e-17+0.000188738j 1.27345e-17+5.49395e-05j 2.99466e-17+0.000149201j -2.60803e-17-0.00021109j -2.97471e-17-0.000107665j -1.95524e-17-0.000203633j -2.05458e-16-0.000122206j 
