-0.0058648-0j -0.000846511-0j -0.00480791-0j -0.000849926-0j -7.08272e-05-0j -0.00292579-0j -0.00295611-0j -0.000487632-0j -0.000298612-0j -0.000492685-0j -6.09539e-05-0j -0.000301707-0j -6.15856e-05-0j -3.59175e-06-0j -3.62897e-06-0j -0.00212331-0j -0.00262746-0j -0.00153269-0j -0.000342648-0j -0.000279771-0j -0.000424005-0j -4.03814e-05-0j -0.000247336-0j -3.49714e-05-0j -0.000346199-0j -4.12141e-06-0j -4.99695e-05-0j -0.000201949-0j -4.32748e-05-0j -1.88116e-07-0j -2.91489e-05-0j -2.52437e-05-0j -5.09999e-06-0j -2.32782e-07-0j -2.97499e-06-0j -1.35789e-07-0j 0.497205-0j 0.580072-0j 0.35522-0j -0.000263751-0j 0.507563-0j 0.209359-0j -0.000208514-0j -0.00030771-0j -0.000139009-0j -3.00964e-05-0j -0.000188433-0j -0.000269246-0j -0.000243266-0j -3.47523e-05-0j -0.000111058-0j -0.000162177-0j -1.22868e-05-0j -0.000148969-0j -3.51124e-05-0j -2.89603e-06-0j -9.9313e-05-0j -2.15019e-05-0j -0.000212858-0j -3.0717e-06-0j -0.000141905-0j -4.05444e-05-0j -3.07234e-05-0j -8.77994e-05-0j -2.55975e-07-0j -2.48282e-05-0j -1.43346e-05-0j -5.85329e-05-0j -3.3787e-06-0j -1.26728e-05-0j -9.53962e-09-0j -8.77811e-06-0j -2.06902e-06-0j -3.58365e-06-0j -3.54763e-05-0j -2.19453e-06-0j -1.25428e-05-0j -2.98637e-07-0j -1.46332e-05-0j -2.95636e-06-0j -3.13569e-06-0j -1.82877e-07-0j -5.17363e-06-0j -1.11296e-08-0j -1.21944e-06-0j -2.61308e-07-0j -6.81544e-09-0j -1.29341e-06-0j -9.73836e-09-0j -1.07784e-07-0j -4.01687e-09-0j 
-5.56431e-06-0j -0.011011-0j -4.56157e-06-0j 0.000116044-0j 0.0426451-0j 2.73135e-06-0j -2.80465e-06-0j -6.55105e-05-0j 2.78768e-07-0j 6.72684e-05-0j 0.000780143-0j -2.86248e-07-0j -0.000801078-0j -0.00878936-0j 0.00902522-0j 0.000496901-0j -0.00060502-0j 0.000358682-0j 4.67832e-05-0j -2.65436e-07-0j -5.69626e-05-0j -0.000525264-0j 3.37699e-05-0j 4.77479e-06-0j 3.23192e-07-0j 0.0024815-0j 0.000639554-0j -1.91602e-07-0j -5.81372e-06-0j 0.00118197-0j -0.000379155-0j 3.44663e-06-0j -0.00302145-0j -0.00143915-0j 0.00179124-0j 0.000853192-0j -1.58264e-06-0j -1.84642e-06-0j 3.35581e-06-0j -0.00888249-0j 1.5897e-06-0j -6.66407e-07-0j -1.9783e-07-0j -0.0103629-0j -1.31887e-07-0j -0.00039148-0j 0.0188343-0j 0.00892209-0j -2.30802e-07-0j 4.74488e-06-0j -0.00374017-0j -1.53868e-07-0j -1.16573e-08-0j 4.19476e-07-0j -0.000456727-0j 0.0017437-0j 2.79651e-07-0j 0.000830088-0j 1.98712e-07-0j -3.99553e-05-0j 1.32475e-07-0j 5.5357e-06-0j 0.000393225-0j -8.33009e-08-0j 0.000636608-0j -1.0061e-05-0j -1.36001e-08-0j -5.55339e-08-0j 0.00203431-0j -0.000164841-0j 0.000120507-0j 2.47179e-08-0j -0.00369731-0j -4.66145e-05-0j -4.76604e-06-0j 8.47205e-05-0j 1.17092e-08-0j 0.000742709-0j 1.99794e-06-0j -0.00175147-0j 4.01334e-05-0j -0.00134985-0j -4.90855e-09-0j 0.000140592-0j 0.000734223-0j -0.000639446-0j -0.000255521-0j -1.68241e-05-0j -0.000121044-0j 0.000268058-0j 5.07422e-05-0j 
0.00649095-0j 0.000930958-0j 5.37316e-05-0j 0.0432293-0j -0.000113909-0j -3.36558e-05-0j 3.39908e-05-0j 0.000265334-0j 0.000664421-0j -0.000267975-0j -0.00644967-0j -0.000671034-0j 0.00651387-0j 7.94143e-06-0j -8.02047e-06-0j 0.0060246-0j -0.00724283-0j 0.00398267-0j 0.000186444-0j 0.00030964-0j -0.000224145-0j 4.44099e-05-0j 0.000123252-0j -0.00368072-0j -0.000372253-0j -0.000656425-0j -5.339e-05-0j 0.000204693-0j 0.004425-0j 5.20452e-07-0j 2.9358e-05-0j -0.00243321-0j 0.00078916-0j -6.25692e-07-0j -0.000433942-0j 3.44054e-07-0j -1.91885e-05-0j 2.17493e-05-0j -1.37089e-05-0j -0.0353992-0j 1.95804e-05-0j -3.85783e-05-0j 0.000230776-0j 0.0401234-0j -1.59904e-06-0j 3.30988e-05-0j -0.0252904-0j 0.0361221-0j -0.000261574-0j -0.00181938-0j -0.0711698-0j 1.81244e-06-0j 4.10784e-05-0j 0.000164874-0j -3.7516e-05-0j 4.79405e-06-0j -1.14241e-06-0j 2.36469e-05-0j -0.000235488-0j -0.000653425-0j 1.6317e-06-0j 0.00206218-0j -3.37747e-05-0j 0.000463972-0j -5.44539e-05-0j -0.00129983-0j -4.65605e-05-0j -3.21486e-06-0j -5.43384e-06-0j 6.65448e-05-0j 3.16933e-08-0j 2.93478e-05-0j 3.42504e-06-0j 0.000740627-0j 0.00185653-0j -0.000466829-0j -4.19172e-05-0j 6.1721e-05-0j -0.00365784-0j -4.89195e-06-0j 0.000666768-0j -3.89037e-05-0j 8.25877e-05-0j -3.5923e-08-0j 9.6384e-06-0j 5.55658e-05-0j 2.26428e-08-0j -0.0013137-0j -3.23405e-08-0j -0.000109479-0j 6.37191e-08-0j 
6.09539e-05-0j -0.000841128-0j -0.00728256-0j -0.000417844-0j -0.000105933-0j 0.00586102-0j -0.0060183-0j -0.034378-0j -3.05375e-06-0j 0.0353005-0j 5.95948e-05-0j 3.13569e-06-0j -6.1194e-05-0j 7.06005e-06-0j -7.2495e-06-0j 2.2068e-05-0j -2.68697e-05-0j 1.59295e-05-0j 0.0329979-0j -0.00042377-0j -0.0401778-0j 0.00584777-0j 0.0238191-0j -1.71928e-05-0j 0.000515977-0j -6.16423e-06-0j -0.00712017-0j -0.000305893-0j 2.09337e-05-0j -4.70232e-07-0j 0.00422115-0j -1.24104e-05-0j 7.50548e-06-0j 5.72548e-07-0j -4.44957e-06-0j -3.39431e-07-0j 1.7337e-05-0j 2.02265e-05-0j -3.6761e-05-0j -0.000129667-0j -1.74143e-05-0j 7.30012e-06-0j -0.00042451-0j -0.000151278-0j -0.00042256-0j 0.00585799-0j 0.000274943-0j 0.000130245-0j -0.000495262-0j 0.00248998-0j -5.4599e-05-0j -0.000492987-0j 1.27699e-07-0j 0.000900125-0j 0.00683432-0j 0.000631268-0j 0.00089599-0j -0.0124212-0j 0.000426403-0j -3.05217e-06-0j 0.000424444-0j 0.00290498-0j -0.00588411-0j -0.00017875-0j -5.11355e-07-0j -0.00527971-0j 1.48982e-07-0j -0.000177928-0j 0.00073648-0j 0.00246664-0j -2.86352e-08-0j -2.70771e-07-0j -0.00133853-0j -3.56086e-06-0j -0.00250108-0j 6.47176e-06-0j -1.28268e-07-0j -5.96581e-07-0j 0.00104846-0j -0.000634082-0j 3.06577e-06-0j 1.08427e-06-0j 5.37705e-08-0j -3.34077e-08-0j 0.00026581-0j 5.13635e-07-0j 6.07176e-08-0j -1.28518e-06-0j 2.87628e-08-0j -2.15317e-07-0j -1.20575e-08-0j 
5.62197e-06-0j 0.0111251-0j -4.47764e-06-0j 0.000113909-0j 0.0418604-0j 2.80465e-06-0j -2.83257e-06-0j -6.72684e-05-0j 2.86248e-07-0j 6.7938e-05-0j 0.000801078-0j -2.89097e-07-0j -0.000809051-0j -0.00902522-0j 0.00911505-0j -0.00050205-0j 0.00060357-0j -0.000331889-0j -4.7268e-05-0j 2.68187e-07-0j 5.68261e-05-0j 0.000530707-0j -3.12474e-05-0j -4.82427e-06-0j -3.22417e-07-0j -0.00250722-0j -0.000638021-0j 1.7729e-07-0j 5.79979e-06-0j -0.00119422-0j 0.000350834-0j -3.18917e-06-0j 0.0030142-0j 0.0014357-0j -0.00165744-0j -0.000789461-0j 1.59904e-06-0j -1.81244e-06-0j 1.14241e-06-0j 0.00897454-0j -1.6317e-06-0j 3.21486e-06-0j 1.9988e-07-0j -0.0101722-0j 1.33254e-07-0j 0.000395537-0j 0.00641172-0j -0.00915779-0j -2.26555e-07-0j -4.79405e-06-0j 0.0180432-0j -1.51037e-07-0j 1.17781e-08-0j 1.42802e-07-0j -0.000448323-0j -0.00176177-0j 9.5201e-08-0j 0.000282585-0j -2.03962e-07-0j 4.03693e-05-0j -1.35975e-07-0j 5.43384e-06-0j -0.000403614-0j 4.01858e-07-0j -0.000643205-0j -3.42504e-06-0j -1.33499e-08-0j 2.67905e-07-0j 0.00199688-0j 0.000795223-0j -0.000121756-0j 8.41466e-09-0j -0.00125867-0j -4.57568e-05-0j 4.89195e-06-0j 2.88412e-05-0j -1.20186e-08-0j 0.000729044-0j -9.6384e-06-0j 0.00179774-0j -4.11937e-05-0j -0.000459528-0j 2.36797e-08-0j 0.000138005-0j -0.00354202-0j 0.000656339-0j -8.69866e-05-0j 8.11621e-05-0j 0.000124242-0j -0.00129316-0j -0.000244789-0j 
-0.00721999-0j 5.38762e-06-0j 3.05999e-05-0j -0.00104632-0j 4.5078e-07-0j 0.00358913-0j -0.00368544-0j -3.05375e-06-0j -0.0346204-0j 3.13569e-06-0j 7.3835e-05-0j 0.0355494-0j -7.58163e-05-0j -2.2493e-08-0j 2.30966e-08-0j 1.35138e-05-0j -1.64542e-05-0j 9.75479e-06-0j -0.000427186-0j -0.000344418-0j 0.000520136-0j 2.57008e-07-0j -0.000308359-0j 0.00412059-0j 0.000419359-0j -5.07376e-06-0j -3.12929e-07-0j -0.000248614-0j -0.00501718-0j 1.19726e-09-0j 1.85518e-07-0j 0.0029744-0j 6.17774e-06-0j -1.45777e-09-0j -3.66243e-06-0j 8.64231e-10-0j 1.06167e-05-0j 1.23861e-05-0j -2.25115e-05-0j 1.67865e-06-0j -1.0664e-05-0j 4.47039e-06-0j 0.0502832-0j 1.95842e-06-0j 8.84724e-07-0j -3.75218e-05-0j -3.55937e-06-0j -1.68613e-06-0j 0.0586638-0j -4.27826e-05-0j 7.06831e-07-0j 1.03218e-06-0j 0.00438863-0j -0.10662-0j -4.37754e-05-0j 1.84318e-08-0j -1.87595e-06-0j 7.95605e-05-0j -0.0505074-0j 0.000361931-0j -8.88668e-07-0j -4.9913e-05-0j 3.76891e-05-0j 0.0211729-0j -3.15124e-07-0j 9.07155e-05-0j 0.00512007-0j 3.72533e-07-0j 2.15037e-08-0j -1.57994e-05-0j 6.07149e-11-0j -0.00930557-0j -3.90824e-08-0j 0.000422253-0j 4.29733e-05-0j -0.000767433-0j -0.00440819-0j -3.67644e-07-0j -1.80146e-05-0j -1.85139e-08-0j -0.000363545-0j 6.68183e-07-0j 0.00184793-0j 7.08341e-11-0j 7.7611e-09-0j 3.16528e-07-0j -1.28739e-10-0j 0.000152399-0j -6.09856e-11-0j -1.3269e-07-0j 2.55654e-11-0j 
-6.15856e-05-0j 0.000849845-0j -0.00714856-0j -0.000410156-0j -0.000103984-0j 0.0060183-0j -0.00607821-0j -0.0353005-0j -3.13569e-06-0j 0.0356519-0j 6.1194e-05-0j 3.1669e-06-0j -6.18031e-05-0j 7.2495e-06-0j -7.32166e-06-0j -2.22967e-05-0j 2.68053e-05-0j -1.47396e-05-0j -0.0333398-0j 0.000428161-0j 0.0400815-0j -0.00590837-0j -0.0220399-0j 1.73709e-05-0j -0.00051474-0j 6.22811e-06-0j 0.0071031-0j 0.000283044-0j -2.08835e-05-0j 4.75105e-07-0j -0.00390584-0j 1.14834e-05-0j -7.48749e-06-0j -5.71176e-07-0j 4.11721e-06-0j 3.14077e-07-0j -1.75166e-05-0j 1.98543e-05-0j -1.25145e-05-0j 0.00013101-0j 1.78743e-05-0j -3.5217e-05-0j 0.00042891-0j -0.000148494-0j 0.000426939-0j -0.0059187-0j 9.35983e-05-0j -0.000133686-0j -0.00048615-0j -0.00251578-0j 0.000263395-0j -0.000483916-0j -1.29022e-07-0j 0.000306428-0j 0.00670857-0j -0.00063781-0j 0.00030502-0j -0.00422852-0j -0.000437668-0j 3.0838e-06-0j -0.000435657-0j 0.00285153-0j 0.00603956-0j 0.000862318-0j 5.16654e-07-0j -0.00179736-0j 1.46241e-07-0j 0.000858357-0j 0.000722929-0j -0.0118995-0j 2.89319e-08-0j -9.2178e-08-0j -0.000455674-0j -3.49534e-06-0j 0.00256716-0j 2.20317e-06-0j 1.31657e-07-0j -5.85604e-07-0j -0.00505796-0j 0.000650834-0j -3.14677e-06-0j 3.69116e-07-0j -2.59398e-07-0j -3.2793e-08-0j -0.00128231-0j -5.27204e-07-0j 2.067e-08-0j 6.19994e-06-0j -2.95227e-08-0j 1.03873e-06-0j 5.81673e-08-0j 
-0.00338594-0j 5.0795e-06-0j -0.00843802-0j -0.00049069-0j 4.24999e-07-0j -1.72746e-05-0j 1.77382e-05-0j 0.00084208-0j 0.000341029-0j -0.000864677-0j 3.46262e-05-0j -0.000350181-0j -3.55554e-05-0j -2.12066e-08-0j 2.17756e-08-0j 1.27409e-05-0j -1.55132e-05-0j 9.1969e-06-0j 2.05606e-06-0j 0.0472417-0j -2.50343e-06-0j -7.08706e-05-0j 1.48414e-06-0j -4.05901e-05-0j -0.0575208-0j -2.37943e-06-0j 8.62911e-05-0j 0.0341008-0j 4.94219e-05-0j 1.12879e-09-0j -5.11571e-05-0j -2.92995e-05-0j 2.89716e-06-0j -1.3744e-09-0j -1.71756e-06-0j 8.14805e-10-0j 1.00095e-05-0j 1.16778e-05-0j -2.1224e-05-0j 1.58264e-06-0j -1.00541e-05-0j 4.21473e-06-0j -0.000120382-0j 1.84642e-06-0j 0.0354331-0j 1.80594e-07-0j -3.35581e-06-0j -1.5897e-06-0j -0.000140446-0j 0.00586822-0j 6.66407e-07-0j 0.0413387-0j -2.14282e-05-0j 0.000255256-0j 2.10693e-07-0j -5.08261e-06-0j -0.0751318-0j -3.82928e-07-0j 0.000120919-0j -3.56522e-06-0j -0.0355911-0j 0.00684626-0j -1.81399e-07-0j -5.06895e-05-0j -1.47783e-07-0j -0.0124429-0j -2.49995e-05-0j 0.0149199-0j -5.92971e-06-0j 7.6043e-08-0j 5.72426e-11-0j 4.54359e-05-0j 1.07771e-05-0j -4.15942e-06-0j -0.00589438-0j 7.55963e-06-0j 2.15237e-05-0j -1.72413e-07-0j 0.00247094-0j 5.10527e-06-0j 3.58111e-06-0j 3.13356e-07-0j -9.02281e-06-0j 6.6783e-11-0j -2.14015e-06-0j 1.48442e-07-0j -1.21376e-10-0j -1.50121e-06-0j -5.74978e-11-0j -6.22272e-08-0j 2.41033e-11-0j 
0.000733078-0j -0.00492032-0j -6.24619e-06-0j -0.0101569-0j -0.00126153-0j -0.000732628-0j 0.000752288-0j -5.95948e-05-0j -7.3835e-05-0j 6.1194e-05-0j -0.0335411-0j 7.58163e-05-0j 0.0344412-0j 0.000126778-0j -0.00013018-0j -2.7585e-06-0j 3.35871e-06-0j -1.99119e-06-0j -0.00833667-0j 3.49703e-05-0j 0.0101506-0j -0.000234716-0j -0.00601773-0j -0.000840178-0j -4.25794e-05-0j 0.00706286-0j 0.000285787-0j 2.52429e-05-0j 0.00102299-0j -1.12861e-05-0j -0.000169427-0j -0.000606473-0j -0.00859964-0j 1.37418e-05-0j 0.00509824-0j -8.14675e-06-0j -2.16712e-06-0j -2.52831e-06-0j 4.59513e-06-0j 3.27593e-05-0j 2.17678e-06-0j -9.12516e-07-0j -0.00510548-0j 3.82192e-05-0j -1.80594e-07-0j 0.0342673-0j -6.94623e-05-0j -3.29053e-05-0j -0.00595639-0j -0.0004153-0j 1.3794e-05-0j -2.10693e-07-0j 4.63933e-06-0j 0.0108256-0j 0.0399785-0j -5.1582e-05-0j 3.82928e-07-0j -0.0726598-0j 0.00512824-0j 0.00345349-0j 1.81399e-07-0j -0.000484516-0j -0.03442-0j -0.00214978-0j 0.000883477-0j 0.000880594-0j 5.41256e-06-0j -7.6043e-08-0j -6.0179e-05-0j 0.014429-0j -8.60292e-07-0j -9.83716e-06-0j 0.000109374-0j 0.00402907-0j 0.000417151-0j -0.00732273-0j -4.66002e-06-0j 0.00103072-0j -0.000174871-0j 5.1812e-05-0j -0.00346889-0j -0.00187331-0j 1.9535e-06-0j -1.00367e-06-0j -2.17198e-05-0j -0.000887416-0j 1.82415e-06-0j 0.00145417-0j 8.64127e-07-0j 0.000372008-0j -3.62245e-07-0j 
0.00729481-0j -5.44345e-06-0j 3.00369e-05-0j -0.00102707-0j 4.42485e-07-0j 0.00368544-0j -0.00372213-0j -3.13569e-06-0j -0.0355494-0j 3.1669e-06-0j 7.58163e-05-0j 0.0359032-0j -7.6571e-05-0j -2.30966e-08-0j 2.33265e-08-0j -1.36539e-05-0j 1.64148e-05-0j -9.02614e-06-0j 0.000431613-0j 0.000347987-0j -0.00051889-0j -2.59671e-07-0j 0.000285326-0j -0.00416329-0j -0.000418354-0j 5.12634e-06-0j 3.12179e-07-0j 0.000230043-0j 0.00500515-0j -1.20967e-09-0j -1.7166e-07-0j -0.00275222-0j -6.16293e-06-0j 1.45428e-09-0j 3.38886e-06-0j -7.99675e-10-0j -1.07267e-05-0j 1.21582e-05-0j -7.66353e-06-0j -1.69604e-06-0j 1.09457e-05-0j -2.15659e-05-0j -0.0508043-0j 1.92239e-06-0j -8.93893e-07-0j 3.79106e-05-0j -1.21171e-06-0j 1.73067e-06-0j 0.0575844-0j 4.3226e-05-0j -3.40988e-06-0j 1.01319e-06-0j -0.00443411-0j -0.0362964-0j -4.297e-05-0j -1.86228e-08-0j -6.38628e-07-0j 2.70847e-05-0j 0.0518417-0j -0.000365682-0j 9.12146e-07-0j -4.89947e-05-0j -3.86847e-05-0j -0.102142-0j 3.18389e-07-0j 3.08821e-05-0j 0.00502586-0j -1.79716e-06-0j 2.11081e-08-0j 7.62189e-05-0j -6.13441e-11-0j -0.00316788-0j -1.33047e-08-0j 0.000414484-0j -4.41086e-05-0j -0.000261256-0j 0.00452465-0j -3.6088e-07-0j 8.69053e-05-0j 1.9003e-08-0j 0.000373149-0j 2.27468e-07-0j -0.00891473-0j 6.95308e-11-0j -3.74409e-08-0j -3.24891e-07-0j -4.38264e-11-0j -0.000735199-0j 6.25967e-11-0j 6.40118e-07-0j -1.23332e-10-0j 
0.00342103-0j -5.13213e-06-0j -0.00828276-0j -0.000481662-0j 4.17179e-07-0j -1.77382e-05-0j 1.79147e-05-0j 0.000864677-0j 0.000350181-0j -0.000873283-0j 3.55554e-05-0j -0.000353666-0j -3.59093e-05-0j -2.17756e-08-0j 2.19924e-08-0j -1.2873e-05-0j 1.5476e-05-0j -8.50992e-06-0j -2.07737e-06-0j -0.0477312-0j 2.49743e-06-0j 7.16051e-05-0j -1.37328e-06-0j 4.10107e-05-0j 0.0573829-0j 2.40409e-06-0j -8.60843e-05-0j -0.0315536-0j -4.93035e-05-0j -1.14049e-09-0j 4.73358e-05-0j 2.71109e-05-0j -2.89022e-06-0j 1.37111e-09-0j 1.58927e-06-0j -7.53941e-10-0j -1.01132e-05-0j 1.14629e-05-0j -7.22525e-06-0j -1.59904e-06-0j 1.03198e-05-0j -2.03326e-05-0j 0.000121629-0j 1.81244e-06-0j -0.0358003-0j -1.82465e-07-0j -1.14241e-06-0j 1.6317e-06-0j -0.000137861-0j -0.00592903-0j -3.21486e-06-0j 0.040578-0j 2.16502e-05-0j 8.68962e-05-0j 2.06816e-07-0j 5.13528e-06-0j -0.025577-0j -1.30359e-07-0j -0.000124113-0j 3.60216e-06-0j 0.0365314-0j 0.00672029-0j 1.86191e-07-0j 0.000244535-0j 1.49314e-07-0j -0.0042359-0j -2.45395e-05-0j -0.0719762-0j -5.82061e-06-0j -3.66844e-07-0j -5.78358e-11-0j 1.54677e-05-0j 3.66882e-06-0j -4.08289e-06-0j 0.0060501-0j 2.57351e-06-0j -2.20923e-05-0j -1.69241e-07-0j -0.0119203-0j -5.24014e-06-0j -3.67572e-06-0j 1.06675e-07-0j 4.35276e-05-0j 6.55542e-11-0j 1.03244e-05-0j -1.52363e-07-0j -4.13199e-11-0j 7.24211e-06-0j 5.90168e-11-0j 3.00195e-07-0j -1.16278e-10-0j 
-5.0795e-06-0j -0.00328021-0j 0.00121792-0j 7.03768e-05-0j -0.000841017-0j 2.49337e-06-0j -2.56028e-06-0j 0.0116202-0j 2.54479e-07-0j -0.011932-0j 0.000232406-0j -2.61308e-07-0j -0.000238643-0j 8.45184e-05-0j -8.67864e-05-0j -1.839e-06-0j 2.23914e-06-0j -1.32746e-06-0j 2.83724e-05-0j 7.08706e-05-0j -3.45459e-05-0j 0.0457665-0j 2.04803e-05-0j 2.89575e-06-0j -8.62911e-05-0j -4.89385e-05-0j -0.0557247-0j 5.11571e-05-0j -3.52583e-06-0j -7.52408e-06-0j 0.033036-0j 2.09026e-06-0j 5.95869e-05-0j 9.16122e-06-0j -3.53257e-05-0j -5.43117e-06-0j -1.44475e-06-0j -1.68554e-06-0j 3.06342e-06-0j 2.18395e-05-0j 1.45119e-06-0j -6.08344e-07-0j -1.80594e-07-0j 2.54795e-05-0j -0.00511433-0j -0.000116623-0j -4.63082e-05-0j -2.19369e-05-0j -2.10693e-07-0j -0.000841644-0j 9.19602e-06-0j -0.00596672-0j -1.06416e-08-0j 3.82928e-07-0j -0.00013606-0j 0.0100578-0j 0.0108443-0j 0.000247285-0j 1.81399e-07-0j -1.19028e-05-0j 0.00513713-0j -0.000981918-0j 0.000117143-0j -7.6043e-08-0j -6.12161e-06-0j 0.00178461-0j -1.24152e-08-0j -0.0021535-0j 0.0117341-0j -4.91066e-05-0j -5.73528e-07-0j 2.25642e-08-0j -0.0213264-0j -1.38866e-05-0j 0.000845396-0j 2.52384e-05-0j 1.0689e-08-0j -7.14188e-06-0j -0.000354393-0j -0.0101027-0j 1.19558e-05-0j 1.29802e-05-0j -4.48087e-09-0j -6.69116e-07-0j 0.00423507-0j 6.1489e-06-0j 1.2161e-06-0j -5.01193e-06-0j 5.76085e-07-0j -2.57764e-06-0j -2.41497e-07-0j 
-0.000740675-0j 0.00497131-0j -6.13126e-06-0j -0.00996997-0j -0.00123831-0j -0.000752288-0j 0.000759776-0j -6.1194e-05-0j -7.58163e-05-0j 6.18031e-05-0j -0.0344412-0j 7.6571e-05-0j 0.034784-0j 0.00013018-0j -0.000131475-0j 2.78708e-06-0j -3.35066e-06-0j 1.84245e-06-0j 0.00842306-0j -3.53327e-05-0j -0.0101263-0j 0.000237148-0j 0.00556822-0j 0.000848885-0j 4.24773e-05-0j -0.00713605-0j -0.000285102-0j -2.33573e-05-0j -0.00102054-0j 1.14031e-05-0j 0.000156771-0j 0.000561171-0j 0.00857903-0j -1.37089e-05-0j -0.00471742-0j 7.53822e-06-0j 2.18958e-06-0j -2.48179e-06-0j 1.56431e-06-0j -3.30988e-05-0j -2.23429e-06-0j 4.40213e-06-0j 0.00515839-0j 3.7516e-05-0j 1.82465e-07-0j -0.0346224-0j -2.36469e-05-0j 3.37747e-05-0j -0.0058468-0j 0.000419603-0j -6.65448e-05-0j -2.06816e-07-0j -4.68741e-06-0j 0.00368533-0j 0.0392429-0j 5.21166e-05-0j 1.30359e-07-0j -0.0247354-0j -0.00526372-0j -0.00348928-0j -1.86191e-07-0j -0.000475601-0j 0.0353294-0j 0.0103709-0j -0.000892633-0j 0.000299779-0j 5.31297e-06-0j 3.66844e-07-0j -5.90718e-05-0j -0.069608-0j 8.69207e-07-0j -3.34885e-06-0j 3.72339e-05-0j 0.00395494-0j -0.000428172-0j -0.00249286-0j 4.78313e-06-0j 0.00101176-0j 0.000843608-0j -5.31808e-05-0j 0.00356053-0j -0.000637728-0j -9.42399e-06-0j -9.85207e-07-0j 0.00010478-0j 0.00091086-0j 6.20992e-07-0j -0.00701516-0j -8.86956e-07-0j -0.00179463-0j 1.74753e-06-0j 
4.48968e-07-0j 0.00178935-0j 3.6806e-07-0j -1.2506e-05-0j -0.0142128-0j 4.31705e-05-0j -4.4329e-05-0j 7.06005e-06-0j -2.2493e-08-0j -7.2495e-06-0j -0.000126778-0j 2.30966e-08-0j 0.00013018-0j -0.0324639-0j 0.033335-0j 1.62546e-07-0j -1.97914e-07-0j 1.17332e-07-0j 0.000987624-0j 2.14173e-08-0j -0.00120252-0j 8.53582e-05-0j 0.000712905-0j -5.14578e-07-0j -2.60774e-08-0j -0.000827037-0j -0.000103931-0j 1.54598e-08-0j 6.26544e-07-0j 0.00902147-0j 6.16148e-05-0j -3.71442e-07-0j 0.00100699-0j -0.0109844-0j -0.000596987-0j 0.00651204-0j 1.27699e-07-0j 1.48982e-07-0j -2.70771e-07-0j -3.88091e-06-0j -1.28268e-07-0j 5.37705e-08-0j -3.12682e-06-0j -4.52773e-06-0j 1.06416e-08-0j -0.0124619-0j 8.22902e-06-0j 3.89821e-06-0j -3.64795e-06-0j -5.11355e-07-0j -1.63414e-06-0j 1.24152e-08-0j 9.40592e-10-0j 6.63004e-06-0j -0.0145388-0j -0.000581141-0j -2.25642e-08-0j 0.0264239-0j 3.14075e-06-0j 6.49295e-06-0j -1.0689e-08-0j -5.96581e-07-0j 0.0125174-0j -1.31662e-06-0j 0.00235134-0j 1.08427e-06-0j 1.09736e-09-0j 4.48087e-09-0j -0.000677998-0j -0.00524734-0j 0.00139192-0j -1.99441e-09-0j 0.00123224-0j 7.57511e-06-0j 5.13635e-07-0j -1.37675e-05-0j -9.44785e-10-0j 0.00274323-0j -2.15317e-07-0j 0.000583732-0j -6.5219e-06-0j -0.00498574-0j 3.96057e-10-0j 0.00162391-0j -0.000244702-0j -0.00236182-0j -0.00295141-0j 2.734e-06-0j -0.00139813-0j 0.000990084-0j 0.0005861-0j 
0.00120333-0j 8.58473e-05-0j 0.000743273-0j -0.00824894-0j 1.08118e-05-0j 3.05375e-06-0j -3.13569e-06-0j 0.00350869-0j 0.00577006-0j -0.00360285-0j 0.0011765-0j -0.0059249-0j -0.00120807-0j -7.20563e-07-0j 7.39899e-07-0j -2.2523e-06-0j 2.74237e-06-0j -1.6258e-06-0j 1.71928e-05-0j -0.00836592-0j -2.09337e-05-0j -0.000596836-0j 1.24104e-05-0j 0.0324858-0j 0.0101862-0j -0.000121692-0j 0.000726699-0j -0.00603884-0j -0.0395542-0j 4.79929e-08-0j -0.000430819-0j 0.0234495-0j 0.000148171-0j -5.84355e-08-0j -8.7842e-05-0j 3.46431e-08-0j -1.76945e-06-0j -2.06436e-06-0j 3.75191e-06-0j 1.3234e-05-0j 1.77734e-06-0j -7.45066e-07-0j 4.27826e-05-0j 1.54397e-05-0j 4.31274e-05-0j 3.05217e-06-0j -2.80612e-05-0j -1.3293e-05-0j 4.9913e-05-0j 0.0491563-0j 5.57249e-06-0j 5.03153e-05-0j -0.000731438-0j -9.07155e-05-0j 3.56086e-06-0j -6.44285e-05-0j -9.14466e-05-0j -6.47176e-06-0j -4.29733e-05-0j 0.00576708-0j -4.33196e-05-0j 0.0573491-0j -3.06577e-06-0j 1.80146e-05-0j -1.0095e-05-0j -0.10423-0j -0.000853345-0j 1.81597e-05-0j -7.51666e-05-0j 1.28518e-06-0j 2.92257e-09-0j 0.00155093-0j 0.000136613-0j 0.00672826-0j -0.0493755-0j -0.0122284-0j 0.000734699-0j -1.17775e-05-0j 0.0206984-0j 6.47158e-05-0j -0.00579279-0j 2.14053e-05-0j -0.000307988-0j 3.40966e-09-0j -2.71291e-05-0j 1.014e-05-0j -6.19696e-09-0j 0.00242836-0j -2.9356e-09-0j -4.25072e-06-0j 1.23061e-09-0j 
