0.00204243-0.000130519j 0.000919258+0.00377117j -0.00461193-9.92851e-05j 0.00259933+0.0115283j 0.00481718+0.00150057j -0.00430511-0.0213928j -0.00393492-0.0174518j -0.00034901+0.0153118j -0.000120434+0.0234343j -0.00373942-0.000404404j -7.11652e-05-0.0124612j -0.00185151+0.00175256j 0.000383041+0.00166795j -0.00230722+0.00846695j -0.00157313+0.00672894j 0.00172995-0.00544945j 0.000929873+0.000630139j -7.10959e-05+0.00193798j 0.000408437-0.000988708j -0.00271054+0.00608921j -0.000262223+0.00288498j -0.000493864-0.00029572j -0.000642703+0.00163594j -0.00254942+0.0074025j 0.00252541-0.0060978j 0.000718179-0.000886472j -9.5564e-05+9.87433e-05j 0.00214462-0.00475945j 0.000997956-0.00299937j 0.000417004-0.00158862j -0.000290074+0.000556738j -0.000436171-0.000285189j -9.54546e-05-0.000603811j -0.000405533-0.000558861j 0.000288915-0.00248892j -0.00101834+0.00297388j 0.000707834-0.00201711j 0.000335553-0.00205299j 0.000796154-0.000837836j 0.000206378-0.000733873j 0.00176399-0.00177123j 0.00360514-0.005253j -0.00115637+0.00200298j -0.00238777+0.00293309j 0.000668682-0.000613307j 0.00172996-0.0022605j 7.04172e-05-1.21833e-05j -0.00106843+0.00147127j 0.000188248-0.000100461j -0.000881034+0.00182476j -0.000137031+0.000105591j 8.75543e-05-9.48494e-05j -0.00109855+0.00101694j -0.000513405+0.00154379j -0.0027001+0.00366302j 0.000725-0.000324147j 0.00183103-0.00248598j -0.00184432+0.000414003j -0.00184146+0.000352293j -0.000149154-0.000673983j -0.00188068+0.000290175j 0.00155995-0.000291442j 0.00149842-0.000546408j -0.00214177-0.000616264j 0.0013741-0.000355776j -0.00152068-0.000828573j -0.000793696-0.00197337j -0.00072402-0.00106341j 0.000158119+0.00434591j 0.0020215-0.00373583j 0.00137268-0.000962944j 0.00183221-0.000948541j 0.00113561+0.00222149j -0.00158443+0.00340348j -0.00196334-0.00126472j 0.000684633-0.00206029j -0.00147059-0.000449797j 
0.00166066-0.00135398j -0.000583084+0.000944464j 0.000769325+0.0015293j -0.00317364-0.00167175j -0.00210954-0.000720969j -0.000671945-0.00174045j 0.00119357+0.0002839j 0.00075456-0.00165918j 0.00183665+0.001667j 0.000130017+0.00144702j -0.0012598-0.00311054j 0.00146394+0.00181259j -0.00189011-0.000378073j -6.4785e-05+0.0026215j -0.00196581+0.00276292j 0.000203019-0.000873329j 0.000568629-0.000590813j -0.0013445+0.000226861j 0.00245401-0.00202069j 0.00148452+0.00148069j 0.00212268-0.000239701j -0.00457011-0.00560625j -0.000388481-0.00197173j 0.00150807-0.00182695j -0.00336343-0.00366591j 0.00160357+0.00223223j -0.00157706-0.000333581j -0.000492849+0.00707381j -0.00251142-0.00227413j 0.0003991+0.00100406j -0.000952138+0.00106669j -0.00130122+0.00430361j -0.000507573-0.00262669j -0.00170399+0.00690903j 0.00199057+0.00290529j -0.00120094-0.00732762j 0.00111147+0.00514417j 0.00093847+0.00452307j 0.00667382-0.00304472j -0.000747742-0.00469731j 0.00408557+0.00755659j -0.000129251+0.00433435j 0.000586361+0.000506097j -0.00620492-0.000961438j -0.00149751-0.00202954j -0.0010303-0.00125734j 0.00262148+0.00373066j 0.00229226+0.000378104j 0.00114075+0.00213938j 0.00075824+0.00278592j 0.000888718-0.000559394j 0.00248435-0.00493481j 0.000630777+0.000403894j 0.00234628+0.000534568j 0.000268719-0.00631618j -0.00164173+0.0030815j -0.000714624+0.00223562j -0.000150123-0.00151326j 0.00137618-0.00249593j 0.000529174+0.000460876j 0.00151753-0.00209118j 0.00129959-0.000848248j -0.000891726+0.000396978j -0.00135919+0.00046843j -0.00320582+0.000371395j 0.00165684-0.00345777j 0.000865373-0.00218486j -0.000274953-0.00219339j -0.00218336+0.00311103j -0.000432609+0.000118009j -0.00030333-0.000489907j 3.50252e-06-0.0011447j -0.00142443+0.00135361j 0.00119398+0.00101894j 0.000758963-0.00230704j 0.000128082-0.00166224j 0.000403231-0.000638339j 
0.00179809-0.00164397j 0.00509286+0.00210435j 0.000394611-0.000117187j -0.00318057+4.33564e-05j 0.00100045+0.00282135j 0.00118979+0.0013175j -0.00228522-0.00136739j -5.76048e-06+0.00045912j -0.00215755-0.00364317j -3.19934e-05+0.00200816j -0.000530372-0.000351638j -0.000822436-0.00204483j 0.00272705+0.00241992j 0.00218311+0.00143931j -0.00251218+0.00355227j -0.000824756-1.51713e-05j -0.00080844-0.00111571j 0.000992704+0.00355433j -0.00203479-0.000154657j 0.000329686+0.000131444j -0.00381194-0.00232071j 0.00018245+0.00046866j 0.00120423+0.000557366j -0.0025317-0.000501695j -0.000787182-0.00139756j -0.00410807-0.00447272j 0.0012624+0.000864109j -0.00442201-0.000251848j -0.00147323+0.0022258j -0.00213061-0.00199857j 0.00348261+0.000137066j -0.00172612+0.000224269j 0.000864189+0.00137659j -0.00146064-0.00362536j -0.00111614-0.000735155j 0.00246975+0.00343699j 0.000872615+0.00284191j 0.000898873-0.00114719j 0.00177044-0.00472595j 0.00122386+0.00269285j -0.00231905-0.00534254j 0.000237927+0.00364403j -0.000718991-0.00152649j -0.000363209+0.000470752j -0.00121087+0.000836185j -0.000843853-0.00119385j 0.00256543+0.00151141j 0.000573773+0.000170451j 0.0010764-0.00153113j 0.00111228-0.000104577j -0.00244611-0.0037755j -0.000868838+0.000243033j -0.00040443-0.000161118j 0.00218336+0.000188971j -0.00166211+0.00473336j -0.000726726+0.00176861j -0.000493413+0.00201179j 0.000571155-0.00218057j -3.88516e-05+0.00204946j -0.000595055+0.000639645j -0.000342229+0.000485932j -0.00114159-0.00160807j -0.00103241+0.00398683j -0.00202349-0.000968172j -0.00267154-0.00025902j -0.00058206+0.00157034j 0.000272631+0.00255705j -0.000325126-0.000745961j -0.000481946+7.24016e-05j 0.000874531-0.00359303j 0.000809333+0.000318283j -0.00105647+0.000491468j 0.000345649+0.000904039j -0.000392661-0.000927074j -0.00119347-0.00112207j 0.00077509-0.000486133j -0.000951865+0.00174138j 
-0.00301466-0.0018952j 0.000679295+0.000369243j 0.00269145+0.00197067j -3.8862e-05-0.00107268j 0.00060672+0.00202102j 0.000359621+0.000737703j -0.00217777-0.00188678j -0.00127541-2.66118e-05j 0.00234424+0.00132226j 0.0015184+0.00196571j -0.00397555-0.0019437j -0.00100036+0.000709551j 0.00353221+0.000341501j 0.00278362+0.000930086j 0.00408388+0.000114835j -0.000272746+0.000515482j -8.93954e-05-0.000851544j 0.00301722+9.28455e-05j -0.00284282+0.000741177j 0.000120601+0.00569681j 0.000264492-0.000567718j -0.00942738-0.00427987j -0.00457779-0.0024j -0.00179949-0.00186761j -0.00087133-0.0039133j 0.00111265+0.00235333j -0.00303938-0.00181134j 0.00979494+0.00654946j -0.00468502-0.00198467j -0.000657931-0.000842626j 0.000778856+9.81198e-05j 0.00237534+0.00870854j -0.0032895-0.00240881j 0.00593957+0.00500075j 0.0024375+0.00275013j -0.00467354-0.00531244j 0.00475083+0.00358104j 0.00346689+0.000630098j -0.00790753-0.00563248j -0.00177653-0.00642535j 0.00399788+0.00891009j 0.00714621+0.0033841j 0.000470161-0.00049365j 0.00336763+0.00105731j -0.0011344+0.00213719j -0.00103431-0.00105395j 0.000816149+0.00371026j -0.00179298-0.00321746j -0.00167378+0.00249325j -0.000722961+0.00440504j 0.0018148+0.00135851j -0.00321359-0.0057202j -0.00115575-0.0028984j -0.00284098-0.00196461j -0.00171052-0.00696458j -0.00128109+0.00471319j 3.08132e-05+0.00278712j 0.00103277+0.00114068j 0.000235034-0.00140778j -0.00187977+0.000347306j -0.000512596-0.000644731j -0.000759052+0.000423564j 0.000215017+0.000543362j 0.00162602+0.000801775j 0.00166795+0.0035037j 0.000347489-0.00374358j 0.00102336-2.31851e-05j 0.001589-0.000780364j -0.00032386+0.00378656j 0.00149724-0.000464103j 0.000382594+0.00220881j -0.000566318+0.00306031j -0.00095629+0.00195187j 0.000110051-0.00141136j 0.000598956-0.00206059j -0.000841269+0.00158507j 5.71521e-05-0.00106466j 
8.24903e-05-0.00171796j 0.00156301-0.000792513j 0.00116157+0.000948635j -0.00126833+0.000342815j 0.000393525+0.000689627j -0.00483766-0.00104829j 0.00310069+0.000551158j -0.000685147-0.000388641j -0.000498122+0.00144648j -0.00282106+0.000328748j 0.00170505-0.000778945j 0.00109981-0.000468579j -0.00442521-0.000643438j 0.000999636+0.000705771j 2.28281e-05-0.00316043j 0.00107117+0.000292159j 0.00012466+0.000602038j 3.96584e-05-0.000816412j -0.000799149+0.00215026j 0.000173508+0.00108606j 0.000867502+0.00215968j -0.00168082-0.00163286j 0.00137987-0.00276449j -0.00148777-0.000229182j 0.00414951-0.00189502j -0.000770064+0.00262205j 0.00232084-0.00159598j 0.00138235+0.00434409j -0.00137207+0.000774113j 0.00405789-2.22811e-05j -0.000973184-0.00118264j -0.00645813+0.00133659j 0.00208739-0.00452481j 0.00118113-0.00178842j -0.00101331+0.00199504j 0.00137823-0.00273264j -0.000363073-0.00280135j 0.00135476+0.00152372j 0.00367579+0.00238028j 0.00203668-0.000546282j -0.00153786+0.00278787j -0.00369451-0.00175748j -0.000323785-0.00267798j 0.00322379+0.00262734j -0.000591098-0.000925127j 0.00228507+0.00148399j -0.00139297-0.0044177j 0.000315886-0.00121338j -0.00212581+0.00124856j -0.00323224-9.59766e-05j 0.00121474-4.43333e-05j -0.000223976+0.00194059j 0.00171322+0.00282964j 0.00236796-0.000462783j 0.00240326-0.00198261j -0.00291937-0.00165978j 0.000642605-0.00205084j 0.000203058-0.000137343j 0.00205224-0.000296141j -0.0029436-0.000576783j -0.00281046-0.000567204j 0.00050008-0.00273045j -0.00154639-0.0033103j 0.00142709-0.0010869j 0.00234359+7.84454e-05j 4.08943e-05+0.00105403j -0.000714695-0.00154385j 0.000643612+0.000407126j -0.00178024-0.00186588j -0.000914971+0.00258193j -0.000459556-0.000675537j -0.00216681-0.00362784j 0.000144782+0.00118986j 0.00049886-0.00199077j 6.35415e-05-9.70254e-05j -0.000428138-2.75214e-05j 0.000587362+0.000844089j 
-0.000953427-0.00168893j -0.000623358-0.000348873j 4.90164e-05+0.00125683j 0.00161227+0.000793072j -0.000181635+0.00164603j 0.00110669+0.00206846j -0.00118906-0.00172962j 0.00102456+0.00202005j -0.000103248+0.00265685j -0.00226608-0.00169361j 0.00178807+0.00254241j -0.000191099+0.000175652j 0.000460766-0.00411096j -0.00158717-0.0013071j 0.000716442-0.00102706j 0.00178523+0.00337776j 0.000302137-0.00143755j 0.00106999+0.00205181j -0.0014286-0.00192271j -0.00183192+0.00343278j 0.00120001+0.00190071j 0.000848439-0.00590803j -0.000831623-0.00197029j 0.000405352+0.000130729j 0.00536584+0.0019036j -0.000440255+0.00111602j 0.000661766-0.00209359j -0.00121481+0.00407622j 0.0017261-0.00113418j 0.000194386-0.00168866j -0.00256418-0.00507978j -0.00196984-0.000996123j 0.00276138+0.00334372j -0.000668111+0.0039131j -0.00296626+0.00278108j 0.000342786+0.00183236j -0.00157547+0.00111579j -0.00227325-0.00206035j -0.000680098+0.00263566j 0.00235726+0.00104289j -0.00587286+0.00470647j -0.000616399-0.0028046j -0.000716134+0.00167393j 0.00247285+0.00333672j 0.000972412+0.00218545j -0.000659777+0.00160927j -0.00373035-0.000720674j 0.000967814-0.0011399j -0.00196875-0.000499868j -0.00230451-0.00180947j 0.00363976-0.00027925j 0.00216228+0.00096602j 0.000945808-0.00194092j -0.00282846+0.00198501j 0.00351036-0.000831645j -0.000232748-0.00446755j -0.00133719+7.99215e-06j 0.000634095+0.00117048j 0.000427184+0.00159606j 0.00125369-0.00313943j 0.000351071+0.00135328j -0.000181282+0.000285842j 0.001196-0.000780335j 0.000666477+0.00177178j 0.000856652-0.00118744j -0.00104965+0.000804889j 0.00244307-0.00229594j 0.00209523-0.000716821j 0.000705692-0.00311174j -0.000223231+0.000887296j 3.28535e-05+0.00014423j -0.00108723+0.00174217j -0.000632869-0.00115457j 1.86255e-06-0.000588483j 0.000427013-6.75836e-05j -0.000721368+0.000698583j 0.000803089-0.000945491j 
-0.00143339+0.000968202j 0.000597059+0.000266005j 0.00255601-0.000659394j -0.000927154-0.00100696j 0.000692079-0.000981802j -0.0029683-0.00213085j 3.90966e-05+0.000904946j -0.000717673-0.00200939j 0.00147132-0.0017473j 0.00103817+0.00245527j -0.000299446-0.0026718j -0.00183877-0.000319589j 0.000291528+0.00355141j 0.000888378+0.000473905j -0.00117615-0.0011267j 0.000408295-0.00244332j 0.00148323+0.00263617j 0.000436479-0.00240283j 0.00105711+0.00401127j -0.00214092-0.00133858j -0.000854551-0.000578812j -0.00270251+0.00426136j -0.0018016+0.000649876j -0.00179299-0.000687999j 0.00205265-0.00351462j -0.000505531+0.000700107j -0.000146376+0.0005374j 0.00538564-0.00210226j -0.000363873+0.000184245j 0.000662965+0.000937627j 0.00143441+0.00494854j -0.000494072+0.00270549j -0.00228079-0.00545515j 0.000913591-0.00520314j 0.00446179-0.00170819j -0.00343912-0.000907763j -0.00269435-0.00234432j 0.000184045+0.00130705j 0.00166174-0.00105549j 0.00031188-0.00208054j 0.00299429-0.00205553j -0.00268601-0.000550318j 0.00079711-0.00248351j 0.00460396-0.00181358j -7.98539e-05-0.00102796j 0.000725461-0.00124599j -0.00182578-0.000854229j -0.00308098-0.00117671j -0.00139299+0.00166468j -0.00317985+0.00178324j 0.00296369+0.00163847j 0.00075485+0.00177605j -0.000500493+0.00205998j -0.000377304-0.00265419j -0.00209178-0.00209375j -0.00332443+0.00234315j -0.00134149-0.00231283j 0.000691453-0.000172997j 0.000243542-0.00050901j -0.00398179+0.0029595j -0.000869831+0.00152636j -5.18521e-05-0.00117944j -0.0019715-0.00144683j 0.00195408-0.000867802j 0.000455782+0.000490362j 0.00115696+0.000151869j -0.00200903+0.00337305j -0.00139768+0.00138266j -0.000295455+8.49738e-05j 0.000581457+0.00238983j -0.000250652+0.000767581j 0.000304583-0.000136472j -0.000770608+0.00066785j -0.000389751-0.00238928j -1.17626e-05-0.00110399j 0.000425153+0.000983378j -0.000471883-0.000431454j 
0.0034083+0.000441572j -0.000531671-5.29546e-06j -7.18546e-05-0.00156343j -0.00350182+0.000366405j -0.00351634-0.00136642j -0.0040135-0.000397115j 0.00138359+0.00142062j 0.000949472-3.71204e-05j 0.000459964+0.000102922j -0.000891414-0.00121477j 0.00115974-0.00029191j 0.00124148+0.000590964j -0.00108559-0.000425988j -0.00199953+0.000164095j 0.000499199+0.00331547j -0.00132879-0.00125275j 0.00125568-0.00116355j -0.00164855+0.00167305j -0.00215756-0.00506032j -0.00244885-0.00169958j 0.000197196+0.00158428j 0.000529547-0.000468074j 0.000850954+0.00252086j 0.00124634-0.00125294j 0.00071507+0.002112j 0.000349377+0.000369593j 0.00241381+0.00103616j -0.00182696-0.000714485j -0.00405917-0.00193246j 0.00300103+0.00144602j 0.00227183-0.000197529j -0.00162411-0.00292587j 0.002055+0.00206341j 0.00401673+0.00553664j -0.0013475-0.0035648j -0.00243209+0.00133326j -0.000330621+0.00335392j 0.000269298+0.00329997j 0.00411966-0.00473737j -0.00162669+0.000492604j 0.00316201-0.00188093j -0.00152202+0.00357808j 0.00151669+0.00154413j -0.00283558+0.00303826j -0.00117984-0.00210689j 7.96005e-05+0.00213721j 0.00137219+0.000428343j 0.000801308+0.00157021j 0.000702624-0.000867376j 0.000584379+0.000523764j 0.0037108-0.000602877j 0.00150512-0.00456134j 0.000432219-0.000118698j -0.000292382-0.000662829j -0.00261272+0.00016857j -0.000827098-0.00253878j -0.0013026+0.00299653j -0.000183037+0.000667593j 8.44937e-05+0.000810548j 0.000655955-0.00252911j -0.000239109-0.00393224j 0.0011336-0.000635803j 0.000751758+0.000152653j 0.000675786+0.00141927j -0.00275462+0.00243236j 8.19379e-05-0.00101911j 0.00115294-0.00118026j -0.000144434+0.000586738j 0.000190417-0.000694976j 0.000568667+0.00222087j -0.000188636+0.000108412j -0.000523712-0.00284931j -0.00075526+5.11694e-05j -0.00102235+0.000157605j -0.00093286-0.00215427j 0.000339133-0.00211578j 0.000476811+0.000307231j 
-0.002304-0.000686219j 0.00163806-0.00149616j 0.00222347+0.000493023j -0.000438039-0.000391972j 0.00125278+0.000607523j 2.33482e-05+0.00215294j -0.00231983-0.00149992j 0.000153815+0.00218771j 0.000903809+0.0016744j 0.00117067+0.000602032j -0.00195164+0.000747909j -0.00199762+0.0015427j 0.00407951-0.00202256j 0.00113554-0.00256061j -0.00273445-0.00196522j 0.000348665+0.00268565j 0.00113455-0.000177422j -0.00100287-0.000984065j 0.00362355+0.00156575j 0.0014538+0.00265646j -0.0010172+0.00107063j -0.00443105-0.000358322j -0.00523268-0.00172424j -0.0019761+0.00185509j -0.000924787-0.00204689j 0.000648455+0.00210649j -0.00260111-0.000953534j 0.00597272+0.000808286j -0.0014551+0.00141009j -0.000895688-0.00129772j 0.00198418-0.00308371j 0.00372483+0.0047761j -0.00578593+0.000917673j -0.00281536-0.000426535j 0.00262864+0.00171827j -0.00536144-0.00163518j -0.00202752-0.00150022j 0.000333307-0.00352474j -0.00202337+0.00319238j -0.00166099-0.00222632j 0.000936847+0.00480713j 0.000724188-0.00295163j -0.00336814-0.000814067j 0.00210579-0.00265103j 0.00043861+0.0023556j -0.00254262-0.00104367j -0.00207024-5.14672e-05j -0.00281008-0.000772933j -0.000119932+0.00295776j -7.93366e-05+0.0020913j 0.00486305+0.00166497j 0.000441829+0.00285884j 0.000910918-0.000305855j -0.00419749-0.000702618j -0.00157684-0.00337318j 0.00155737+0.00211761j -0.00175159-0.00157614j 0.00183912-0.000370359j -0.000603182-0.000695873j 0.00109884+0.00279247j 0.000416864+0.00376083j -0.000716764+0.000229122j -0.000979391+0.000925089j -0.00052563-0.000449852j 0.0013407-0.00279151j -0.000713683-0.00110159j 0.00331801+0.00102292j 0.00132846-0.000669706j 0.00137561+0.000833699j 0.000403007+0.000363107j 0.00102306+0.000642983j -0.000508003+0.00314024j -0.000229262+0.000162146j -0.000870412-0.00186608j 0.00042275-0.00101964j 0.000834064+0.00155705j 0.000818758-0.000302172j 
0.00139104-0.000636333j 0.00135103+0.00055467j 0.00123888+0.000634365j -0.00282851-0.00108j -0.00168748+0.000568246j -0.0012299+6.87957e-05j -0.000939701+7.29361e-05j 0.00179425+0.00243867j 0.00116029+0.00159283j -0.00215336+0.000249795j 0.00205745+0.000766827j 0.000865261-0.00041008j -0.00281671-0.00247677j -0.00137979-1.83367e-05j -0.00231554-0.00385719j 0.0019416+0.00167952j -0.00101736-0.000525536j -0.000281851-0.00148289j -0.00156076+0.0026686j 0.00243552+0.00192025j 0.000745065+0.000321866j -0.00525974-0.00242164j 0.00073244-0.00166018j 0.000220195-0.000714292j 0.00222983-0.0010178j 0.000407078+0.000916608j -0.000822539-0.00126096j -0.000602357+0.00264158j -0.00385205+0.00155002j 0.00095027-0.00149792j -0.00157678-0.000691119j -0.00230171-5.45907e-05j 0.00360478-0.00209499j 0.00590177-0.000913726j -0.00172647+0.00395735j -0.000615253-0.00194061j 0.000989075-0.00247034j 0.00033055+0.000639596j 0.00360831+0.00633097j -0.00218478-0.00104206j 0.00314135+0.00341667j 0.000143781-0.00380037j 0.00190965-0.00060216j 0.000609948+0.000651962j 0.000690624+0.000174144j 0.000842467+9.63056e-05j 0.00176417-0.00113526j 0.00126901-0.000300663j -0.00126452+0.000847192j 0.000781674+0.000659098j 0.00356245-0.000201222j -0.0022043+0.00130681j -0.00236346+0.00131607j 0.000952082+0.00215857j -0.000990408-0.00315346j -0.0022753-0.00238197j 0.00220735+0.000658493j 0.00266237-4.00343e-05j 0.00188956-0.000697283j -0.0025245-0.00222592j -0.00234062-0.000223531j 0.0019637-0.00105295j -0.000839531-0.00172197j 0.00155308+0.000273091j 0.00103713-0.00201559j -0.00161408-0.000121286j 9.91749e-05-0.00238934j 0.000488637-0.00273259j 0.000133262-0.000942718j -0.00123574+0.00112062j 0.00118103-0.000854553j -0.000478815-0.000771111j -0.000796256-2.19833e-05j 0.000432686-0.000566608j -0.000342612-0.00200606j 0.00081964-0.000870519j -4.71714e-05+0.000223887j 
-0.00121202+0.000441263j -0.00163424-0.00270778j -0.000649335-0.00148419j 0.00069205+0.00199842j -4.81048e-05-0.00160498j 0.000910989+0.00181165j -0.000640738-0.000635178j 0.000578638+0.000485028j 0.00107855+0.00120895j -0.000137336-0.000201908j 0.0011091+0.0010012j 0.000856203+3.06822e-05j -0.00106408-0.000289276j -0.0018732-0.00203086j 0.00123934+0.00411162j 0.00147248+0.000373508j -0.000272465-0.00109262j 0.000814064+0.00195271j -0.00222715-0.00509203j -0.00104665-0.00282633j 0.00109897+0.00112184j 0.000796289-3.0208e-05j -0.00137989+0.00220626j 0.00274463+0.00169082j 0.000387386+0.00293487j 0.000843472+0.000379325j 0.000301297-0.000150037j 0.00104504-0.00147033j 0.00114159-0.000824444j -5.97898e-05-0.00041949j -0.00291424-0.00164008j 0.00171987-0.00138956j 0.00173678+0.00443865j 0.00158233+0.00730323j -0.000114603-0.00209474j -0.00109961+0.00224743j -0.000808798+0.00197511j -0.00214486-0.000185922j 0.000378234-0.0043998j 0.000545479-0.000605055j 0.00160863+0.000607457j -0.000711041+0.00344277j -0.000749329+0.00504481j -0.000132787+0.00214212j 0.000746251+0.000484579j 0.000434644+0.00220253j -0.00217913+0.000631608j -4.2775e-05+0.00038951j 0.00134179-0.0022099j -0.000140243-0.000683772j -0.00013868-0.000203477j 0.00279289-0.0030537j 0.00125997-0.00390415j -0.00114515-0.000445565j -0.000298808+0.000229377j 0.000748162-0.00331229j -0.00208083+0.00185484j -0.00158909+0.0013326j -0.000582817+0.00063543j 0.00222394-0.0034689j 0.00189862-0.00106192j -0.00103825+0.00150517j 0.00160097+0.000912988j -0.000662173+0.00299353j -0.002993+0.00153293j 0.000367547+0.000632706j -5.95619e-05-0.00227217j 7.47419e-05+0.000586563j 0.000251125-0.000221844j 0.000167232+0.000941813j -0.000809958+0.000385961j -0.000471501+0.00129844j 0.00049419-0.00131503j -0.00126222+0.000644826j -8.31638e-05+0.000382745j 0.000316985-0.000110095j 0.00126302-0.00101271j 
-0.00233687+0.000700791j 0.000908013-0.000457301j 0.000602493-0.00070099j 0.00154147+0.000349484j 0.000930943+7.743e-05j -0.00480528+1.54424e-05j 0.00206016+4.08416e-05j -0.00202512-0.00124033j 0.00194342+0.000211862j -0.00209414-0.000757204j -0.000328904+0.000835247j 0.00165879+0.000294344j -0.00264672-0.000816322j 0.00133968-0.000593319j 0.00288752+0.000376397j -0.00241359-0.000609454j -0.000832315-0.00154302j -0.00122053+0.000493258j -0.00307408-0.00405938j 0.00119044+0.00138773j 0.000464796+0.000324377j -0.00660512+0.000129473j -0.0038777+0.000573661j -0.00435712+0.000640566j 0.00193114+0.00104099j 0.0022999+0.000251205j 0.000773613-0.000220841j 0.00938116-0.000114284j -0.00305771-0.00226203j 0.00431683+0.000866791j -1.36516e-05-0.000698882j 0.00262328-0.000660182j -0.00281445+0.00015323j 0.00544809+0.00512151j 0.00280046-0.00231911j -0.00479158+0.00141602j 0.00321451-4.29667e-05j 0.00181661+0.00130175j -0.0029606-0.00209956j -0.000352643-0.00052476j 0.00441579+0.00303578j -0.00281135+0.00143133j -0.00109979-0.000495019j 0.00319488+0.00401976j -0.000130421+0.000243798j 0.000718812+0.00360605j -0.000406093-0.00152731j -0.00286136-0.00182128j 0.00187535+0.000819844j -0.00218859+0.00103829j 0.00176028-0.00196772j -0.000988616-0.00281393j 0.00189574+5.94686e-05j -0.00106752-0.000828912j -0.00336781-0.00217962j 0.00147128-0.00160451j -0.00160702-1.96821e-05j -0.000551384+0.00175405j -0.00136665+0.000191481j 0.00148629-0.00174064j -0.000438281-0.00235507j 0.000173627-2.66548e-05j -0.00113083-0.00163656j 0.00124124-0.00088475j 0.00097789+0.00204657j -0.00203124+0.000343339j -0.000513386-0.00213048j 0.000369615+0.00246201j -0.000247163-0.00109379j 0.00195783+0.00202827j -0.000225952+0.00074471j 0.000388736-0.00177787j 0.000353806+0.00184715j -0.000311321-0.0019711j -0.000415966+0.000911464j 0.000932856+0.00148427j -0.00123787-0.000604271j 
0.00168815+0.00136627j -0.000233025+0.0015663j -0.0010858-0.0020918j 0.000966191+0.00224854j -0.000783817+0.000786107j 6.92515e-05-0.000457573j -0.00141375+0.000887246j 0.00357451+0.00238805j 0.000195959-0.00127639j -0.000442135-0.00272702j 0.00135103+0.00324461j -0.000707189-0.00338664j 0.000364652+0.00103476j 5.33966e-05+0.000354046j 0.000172622+4.2786e-05j -0.00413151-0.00469927j -0.00339468-0.00133218j -0.00341064-0.00175403j -0.000325334-0.00155795j 0.00265117+0.000936669j -0.0018996-0.00252399j -0.00452938-0.00122861j -0.00298908-0.00343436j -0.00509424-0.00404087j -0.00124632+0.00394148j 0.001093-0.00331623j -0.000701548+0.000238824j 0.00122075+0.00361802j 0.00131091-0.002752j -0.000935481-0.000849925j 0.000334104+0.00424781j 0.0065891-0.00282789j -0.000911614-0.00388749j 0.00343755-0.00318836j 0.00120538+0.00510141j -0.00474471-0.000223744j 0.00286535+0.000116253j 0.00107868-0.000913701j 0.000566564-0.000963217j -0.00489118+0.00638058j 0.00227511-0.00257315j 0.00161591-0.00467972j 0.00240582-0.00255104j -0.00145815+0.00255809j 0.000795582+0.000199391j -0.000856452-0.00170208j 0.00200988-0.000199364j 0.00170685-0.00345677j 0.00154375+0.00066193j 0.00362544-0.00308285j -0.000414894+0.000270787j -0.00190958+0.00147803j -0.00321911+0.00315836j 0.000677261-0.0022343j -0.00412211+0.000981554j 0.00257043-0.000565957j 0.00310064-0.000736234j -0.000505316+0.000294358j -0.00244503-0.00136819j 0.000315462+0.00115025j -0.00141197-0.00109801j -0.000577712+0.00137149j -0.000117265+0.00204316j 0.00124675-0.00199758j 0.00122401-0.00205024j -0.0032236+0.00108171j -0.00175423+0.000982798j -0.00228478-0.00144436j 0.00335076-0.00212728j -0.000642902+0.000287637j 0.000368235-0.00103064j 0.000670629+8.05245e-05j 0.00142077-0.00148238j 0.000133842+0.000845588j -0.00262242+0.000627488j -0.000745417-0.000792344j -0.00122381+0.000511862j 
