0.00204243-0.000130519j 0.000919258+0.00377117j -0.00461193-9.92851e-05j 0.00259933+0.0115283j 0.00481718+0.00150057j -0.00430511-0.0213928j -0.00393492-0.0174518j -0.00034901+0.0153118j -0.000120434+0.0234343j -0.00373942-0.000404404j -7.11652e-05-0.0124612j -0.00185151+0.00175256j 0.000383041+0.00166795j -0.00230722+0.00846695j -0.00157313+0.00672894j 0.00172995-0.00544945j 0.000929873+0.000630139j -7.10959e-05+0.00193798j 0.000408437-0.000988708j -0.00271054+0.00608921j -0.000262223+0.00288498j -0.000493864-0.00029572j -0.000642703+0.00163594j -0.00254942+0.0074025j 0.00252541-0.0060978j 0.000718179-0.000886472j -9.5564e-05+9.87433e-05j 0.00214462-0.00475945j 0.000997956-0.00299937j 0.000417004-0.00158862j -0.000290074+0.000556738j -0.000436171-0.000285189j -9.54546e-05-0.000603811j -0.000405533-0.000558861j 0.000288915-0.00248892j -0.00101834+0.00297388j 0.000707834-0.00201711j 0.000335553-0.00205299j 0.000796154-0.000837836j 0.000206378-0.000733873j 0.00176399-0.00177123j 0.00360514-0.005253j -0.00115637+0.00200298j -0.00238777+0.00293309j 0.000668682-0.000613307j 0.00172996-0.0022605j 7.04172e-05-1.21833e-05j -0.00106843+0.00147127j 0.000188248-0.000100461j -0.000881034+0.00182476j -0.000137031+0.000105591j 8.75543e-05-9.48494e-05j -0.00109855+0.00101694j -0.000513405+0.00154379j -0.0027001+0.00366302j 0.000725-0.000324147j 0.00183103-0.00248598j -0.00184432+0.000414003j -0.00184146+0.000352293j -0.000149154-0.000673983j -0.00188068+0.000290175j 0.00155995-0.000291442j 0.00149842-0.000546408j -0.00214177-0.000616264j 0.0013741-0.000355776j -0.00152068-0.000828573j -0.000793696-0.00197337j -0.00072402-0.00106341j 0.000158119+0.00434591j 0.0020215-0.00373583j 0.00137268-0.000962944j 0.00183221-0.000948541j 0.00113561+0.00222149j -0.00158443+0.00340348j -0.00196334-0.00126472j 0.000684633-0.00206029j -0.00147059-0.000449797j 
-0.00146679+7.99973e-07j 0.00166823-0.000296177j 0.00176081+0.000241524j 0.000256428-0.000587492j -0.000267325+0.000450384j 0.00136087+0.00096053j -0.00215382+0.00125837j 0.000178631+0.000624963j 0.000551061-0.000586929j 0.00139264+0.000286811j 0.000749446+0.000815581j -0.000417814+0.00339841j -0.000566774+0.000198472j 0.00115881-0.000604668j -0.000140669+0.000796029j 0.00395434+0.000145829j 0.00104307+0.000117288j -0.000631388+0.00513651j -0.00108743-0.00266066j 0.000106591-0.00108147j 0.000235565-0.000252879j -0.00123782+0.00553274j -0.000265183+0.00247537j 0.00085327+0.00315386j 0.00106927-0.000327048j -0.000949308-0.00041035j -0.000401217+0.00321736j 0.000251864-0.00114607j 0.00290467-0.00167913j -0.00312447+0.00212452j 0.00172247-0.00297762j 0.000837863-0.00196408j -0.00269053+0.00527485j 0.00108203+0.0033008j 0.00210792-0.00366708j 0.00044585+0.00387929j 0.00076231-0.00026137j -0.00074555-0.00167013j 0.00159619-0.00122525j -0.00264538+0.000912186j 0.000501567+0.00130682j -0.000507478+0.000775572j 0.000386683+0.00253763j -0.000501278+0.00156963j 0.00342526+0.000148904j -0.00290765+0.00301936j 0.000123086+0.000609516j -0.00227641-7.30684e-05j -0.00210632-0.000498135j -0.000767039+0.000463319j -0.000325452-0.00205132j 0.00198474-0.00141363j 0.00329733-0.00243628j 0.00100205+0.00146512j -0.00298309+0.000417799j 0.000392351-0.00133383j -0.00120859+0.00131995j 0.00159464-0.000367187j -0.00197371+0.000403481j 0.00119885-0.00249357j 0.00324241-0.000158704j 0.000956762-0.000247575j 0.000700094+0.00133586j 0.000641784+0.00104526j -0.00126451+0.0011907j -0.00048386+0.000279071j 0.000830576-0.00125853j -0.000583871+0.000401438j 0.000466654-0.000176487j 0.0010192-0.000560122j 0.000938107+0.000813725j 0.00144715+0.00164835j -0.000656543+0.00085733j -0.00102116-0.000727925j -0.00076683-0.000660362j 0.00099647+0.00033746j -0.000918725-0.000209414j 
0.000661226+7.24528e-06j -0.000688542+0.000476665j -3.75904e-05-0.000150662j 0.000121338-9.93744e-05j -0.000523606+0.000824814j -0.000145045+0.00049657j 0.000255102-0.00130544j 0.000566333-8.03872e-05j 7.94262e-05-0.000224906j -0.000706831-0.000414304j -6.38625e-05-0.00113175j 0.00146609+0.00155022j -0.000514835-0.000106027j -0.00177121-0.00194327j -0.000931814+0.000421186j 0.000736204+0.00099455j -0.000280462-0.00287768j 0.000341548+0.00230181j -0.0013486-0.0018043j -0.000450141-0.000936737j 0.0010571-0.000648144j -0.000109638-0.00425549j -1.6865e-05-0.000718041j 0.00107243-0.000248582j -0.000255831-0.000971788j 0.000766195+0.000921474j 0.00069404+0.000631148j -0.000693924+0.0018917j -0.00020572+0.000442133j 0.000558167+0.000551605j -0.00200539-0.00474361j -0.00207729-0.000459028j 0.00150101+0.00634844j 0.00169611+0.0033826j -0.00109966-0.00202594j -0.000119932+0.000221415j -0.000938556-0.000898688j -0.000537214-0.000970867j 0.00108389+0.000358132j 0.0002799+0.000345416j 0.0005005+8.35105e-06j -0.00124132+0.000752169j -2.89229e-05+0.00242014j 7.14655e-05+0.000797723j -7.89948e-05-0.00128888j -1.12667e-05+0.00264723j -0.000439544-0.000505425j -0.000239458+0.00262474j 0.000111106-0.000604813j 0.000218982-0.000642108j 0.000673361-0.000888252j 4.50831e-05-0.000525371j 0.00188806-0.00437367j -0.000347753+0.00201496j -0.00115909+0.000530622j -0.000221434-0.00182788j -0.000306943+0.00108915j 0.00147067-0.00115478j -0.000610175+0.00183205j 0.000884957-0.00235051j 1.72549e-05-0.000151331j 0.000356743-0.00185948j 0.000986368-0.000566845j -0.00123614+0.00154081j -0.000650383-0.000420808j -0.000804297-0.00034141j 0.000157838-0.00144945j 0.000370539+0.00022055j 0.000410409-0.0009154j 0.000900545+0.000140477j -0.000548417+5.72351e-05j -0.000752205-0.000551487j 0.00026951-0.000371102j -0.000208842+0.000166698j -0.000137902-0.000274771j -0.000349005-0.000462805j -0.000107787+7.61992e-05j 
-0.000805422+0.00118801j 0.000646475-0.000450973j 0.000243415-0.00267319j 0.000744266+0.000599504j 0.000979343+0.00150105j -0.000258672-0.00083352j -0.00146456-0.00035863j 0.000810683-0.000112394j -0.000647042-0.000421118j 0.000613413-0.00201353j -0.000322134-0.000936812j -0.000739546-0.00206389j -0.00276547-0.00102245j 0.000369213-0.00066831j -0.00215234+0.0029662j 0.00266427-0.00316278j -0.00118114-0.00461828j -0.00359154-0.00349001j 0.00424703-0.00322636j 0.00342305+0.000610655j -0.00068559-0.00116505j -0.0025543-0.00678998j -0.000284848-0.00394042j -0.000257291-0.00258267j -0.00180018+0.000645311j 0.000864815+0.000656079j -0.00101467-0.000163903j 0.00289921+0.00282917j 0.00440042+0.00192091j -0.00321425-0.000801387j 0.000104364+0.00172772j 0.00210486+0.00132591j -0.00338019-0.0014177j -0.00334421+0.00279434j 0.0027167+0.00210762j -0.00197487-4.3262e-05j -0.00382038+0.000910798j -0.00203966+0.000617808j 0.00409649+0.00112709j -0.00169904-0.000863601j 0.000195384+0.000103959j -0.00600268-0.00027277j -0.00218054-0.000282666j -0.000801866-0.00100661j 0.00165221+0.00200539j -0.00170501-0.000239546j -0.000878891-0.000640901j -0.000556901-0.0013605j 0.00189441-0.000960458j 0.000481085-0.00119101j -0.000496398-0.00358934j 0.0026316+0.00198746j 0.00141007+0.00287799j 0.00142811+0.00248691j -0.00346988-0.000587452j 0.00255988-5.4475e-05j -0.00059643-0.00103881j -0.00165835-0.00094028j -0.00112052-0.00207425j 0.00203377+0.00077575j 0.00207151+0.00222587j -0.000571569+2.9741e-05j -0.000929188+0.00047752j -0.000377743-0.000629017j -0.00178456-0.0021794j -0.00170394+0.00196989j 6.32625e-05-0.000425917j -0.00210675+0.000366843j -0.000370012-0.00172239j 0.000824504+0.000833299j -0.000650538-0.00104607j 0.00141498-0.00030698j 0.000265905+0.000241029j -0.000827701-0.000344432j -0.00131793+0.00118059j -0.000157759+0.000230629j -0.000940013+0.000735884j 
-0.00271549-0.000328795j -0.000388844+0.000370584j 0.00262861+0.000359919j 0.000724076-0.000787539j -0.000963091+0.000396901j -0.00145738+0.0021745j -6.72875e-05+0.00172465j 0.000353873-0.000813012j 0.000426531+0.00140875j 0.00128623-0.00106133j -0.00194192+0.00281356j 0.000925434+0.00125588j 0.000496533-0.0021702j 0.000325617+0.00350493j -0.00265672+0.000998598j 0.00182395+0.000652344j 0.002189+0.00337159j -0.00208315+0.000460327j 0.00543489-0.00272062j -0.00126775+0.00155969j 0.000390717+0.000866448j -0.00135039+0.00943123j -0.00128116+0.00208517j -0.00145559+0.00219706j -0.00251496+0.00368789j 0.00427179-0.0025377j -0.00138195+0.00113646j 0.0033095-0.00394282j 0.00277455-0.00224636j -0.000367821-0.000606325j -0.000602881+0.00327457j 0.00391145-0.000556273j -0.00172805-0.0023941j -0.00254341-0.000763148j 0.000459211-0.000741226j -0.00592534+0.00426575j -0.00184939+0.0027311j 0.000496584+6.54915e-05j 0.00236268-0.00125382j -0.00326336+0.000721239j -0.00174853+0.000702558j -0.00205767-0.00123336j -0.000284158-0.00188023j -0.00286152+0.00156657j -0.00119623+0.00163783j -0.00235149-0.000427703j -0.00132621+0.00061376j 0.00282229-0.00226344j 0.000720989+0.00211361j -0.000223416+0.00080761j 0.00366734-0.00318049j 0.00350974-0.000338963j -0.00196097+0.00241067j 0.000357427+0.00028848j -0.00286414-0.00126926j 0.00216457+0.00153418j -0.00123603-0.00241128j -0.00199241-0.000200418j -0.000775578-0.00203243j 0.00277337+0.0016436j 0.00263765+0.000699395j -0.00288292+0.00027591j -0.00222162-0.000603897j 0.00225157-0.000748041j -0.00160893-0.00097476j -0.00265715-0.0015214j 0.00238066-0.000646063j -0.0011224+0.000958893j 1.57725e-05+0.000228938j 0.00298345+0.00221114j -0.00106949+0.000607427j 0.000958586+0.000957969j -0.00139972+0.00198694j -0.0011345-0.000415257j -0.0020746-0.00138111j -0.00026641+0.000486602j -0.00212103-0.00164257j 
0.000129201-0.000180596j -0.000774545-0.00148513j -0.00150832-0.000844605j -0.00042484+0.00101809j -0.000651544-0.000207194j -0.000377877-3.98413e-05j 0.000671017-0.000868328j -0.000969518+1.78995e-06j -0.000179032+0.000447452j -0.000575208-0.00050502j 0.000240012-0.000392561j 0.000650594-0.00346369j -0.00111092-0.00207588j -0.000844315+0.000565872j 0.00275954-0.000486637j 0.000104446+0.000532863j -0.000628294-0.000766728j 0.000844063-0.00478924j -0.00105943+0.0023295j 5.64429e-05+0.00170811j -1.03021e-05+0.00138484j 0.00105748-0.00376447j 0.00245512-0.000829595j 0.00172245-0.00180759j 0.000955428+0.000500667j -0.000428513+0.00108806j 0.000777624-0.00313444j -0.000675724+1.82286e-05j -0.00134992+0.00363882j 0.00142898-0.0027835j -0.00132712+0.00311144j -0.00166411+0.000713086j 0.00352852-0.00527932j 0.00170941-0.00265298j -0.00290808+0.00400005j 0.00142767-0.00113235j -0.0002379-0.000184932j -1.3246e-06+0.00177692j -0.00229498+0.00223307j 0.000726766-0.002056j -7.65101e-05-0.000957099j 0.00151634-0.00083109j 0.000961295-0.000720255j 0.00138101-0.00135324j -0.00133905+0.00150183j 0.00296683-0.00228112j -7.39189e-05-0.000607406j 0.00170694-0.000490435j 0.000394472-0.00160784j 0.00041596-0.000436526j -7.8126e-05-6.33322e-06j -0.00263364+0.000654575j -0.00340778+0.00323019j -0.000675001+0.000853107j 0.00232857-0.000268918j -0.000986602+2.478e-05j 0.00197621+0.000266276j -0.00147913+0.000871207j 0.00251154-0.000997221j -0.00217542+4.91548e-05j -0.00266279+0.000162763j 0.000266346+0.00114778j -0.000180213-0.00151313j 0.00114758+0.000418082j 0.0021759+0.00102756j -1.12354e-05+0.000664762j -0.00113606-0.000563038j 0.00129073-0.00112328j -0.000357623-0.000583932j -0.00121829-0.000426203j 0.00055134-0.000357272j -0.000684121-0.000842826j 0.000521627-0.00081189j 0.000364747+0.00113955j -1.59399e-05+0.000658219j 4.8592e-05-0.000598489j 0.000707619-0.000370156j 
-0.00109406+0.000396048j 0.00143414-0.00150049j 0.00085092-0.000326794j 0.000465026+0.000149336j 0.00111283-0.00091078j -0.000512237-0.000116463j 0.000156325-0.00246921j -0.000574738+0.000476216j 0.00017633-0.000547683j 0.000293297+0.00121189j 0.000160742-0.00070654j 0.00248374-0.000932641j -0.00015825+0.000215262j -0.000771256-0.00266879j -0.00237054+0.000623167j 0.000685179+0.00170659j -8.62271e-05-0.00269899j 0.00179344-0.000879267j -0.000144098+0.00107311j 0.00107914-0.00096133j -0.000408288-0.000906342j -0.000219901-0.00359385j -0.000301539-0.000200892j 0.000194231+0.00145415j -0.00214571-0.00168767j 3.91519e-05+0.00109096j 0.000834594-0.000292944j 0.00137943+0.00163362j -0.000838104+0.00340888j 0.00167598-0.00169083j -0.00390494-0.00231984j 0.000296256+0.00202821j 0.00177313+0.00307529j 0.000762118+0.00141516j -0.000915494-0.000675161j -0.000832099-0.00204862j -0.00143966-0.00329841j -0.00110957-0.0021975j 9.7771e-05+0.00172511j 0.00108219-0.00187117j 0.00257948-9.74109e-05j -0.0017327-6.90131e-05j -0.000938266+0.00183998j 0.00156549-0.00142908j -0.000944492+6.34166e-05j 0.00230005+0.000912499j -0.000876937-0.00102071j -0.000783488+0.00224414j 0.00251468-0.000396534j 0.000675125+0.0001651j -0.000458026+0.000660133j -0.000652231+0.00169749j -0.000693571-0.00373116j -0.000664117+0.000578072j -0.00101168-0.00113446j 0.000444248-7.32157e-05j -0.000878405+0.000635778j 0.000655766-0.00177929j 0.00082015+0.00101777j 0.000278407-0.000347607j -0.00101653+0.000922456j -0.000756291-0.000842712j -0.000625355-8.90335e-05j -0.00232538+0.00134366j -0.000338605-0.00123262j -0.000948285+0.000474697j -0.00117152-0.000382092j 0.000716139-0.000381093j 0.000663739-8.26537e-05j 1.63785e-05-0.00016976j 4.31008e-05+0.000301688j -0.00087553+0.000162235j 0.00142882-0.000666678j -0.000861281-0.00116042j 0.000715415-0.000176401j 0.00182041+0.000358122j 0.000487807-0.000274718j 
0.000391803+0.0015551j -0.000669984-0.000263937j -0.000219209-0.000815347j -0.000467265-0.00252916j -0.00132521+0.00119615j 0.00209928+0.00212501j 0.000339038-0.00395448j -0.00206625+0.00107004j 0.000130951-0.000486357j 0.000379359-0.00110623j -7.72275e-05-0.00122014j -0.000739055-0.00421444j 0.00199954+0.00128836j 0.00197322-0.00193863j 0.000950812-0.00112234j -0.000324103-0.000679801j 0.00131298-0.00166573j 0.00134633-0.00259824j 0.000385634+0.00131521j 0.000324489+0.00137321j -0.000473344-0.00135343j 0.008087-0.00416732j 0.0034274-0.0026866j 0.00397788-0.00206056j 0.000601758-0.000556741j -0.00127347-0.0014152j 0.00147557-0.00283842j -0.00305124-0.0032498j -0.00168949+0.00161452j -0.000983191-0.00300726j 0.00194795+0.00295944j -0.00161448+0.001591j -0.000938073-0.00063677j -0.00243209-0.00382907j -0.00291508+0.00304183j 0.00195994-0.000253761j -0.00103839-0.000236618j -0.00040262-0.00106518j -0.00399192+0.00220573j 0.000619238-0.000204592j -0.000730061-0.00142994j 0.00237488+0.000557051j -0.000941587-0.000973265j 0.00143846-0.00302505j -0.00093873+0.00164879j 0.000847618-0.0039769j 2.47284e-05+0.00172548j -0.00015179+0.000190334j 0.000919836-0.00123576j 0.000831464+0.000796926j -0.00111654+0.00179343j -0.00339331+0.00102624j -0.0014293+0.00129966j -0.00130999-0.000547134j 0.00052851+0.00170614j 0.000658999+0.00143005j 0.000324848+2.60728e-05j -4.29672e-05+0.00127143j -0.000559418+0.000282709j -0.000762633+0.00145231j -0.00260277+0.00134849j 0.00075132+0.00164081j -0.00104933+0.00172843j -0.00200035-0.000915271j 0.00312365-0.000930411j 3.70958e-05+0.000432042j -0.000807015+0.00220767j 0.00222514-0.00149368j 0.000725644+0.00176764j 0.000540985-0.00391912j 0.00202676+0.000908529j -0.0012194+0.00100759j 0.00139823-0.000938917j 0.000157181+0.00159714j 0.000760015+0.000302307j 0.00122987-0.000625545j -0.000457351+0.000345029j 
8.48286e-05-0.000223792j 0.0023236-0.00116824j 0.00157624-0.00166372j -0.00166499+0.00110581j 0.000657858-0.000202884j -0.000739889-0.000392797j -0.00119789+0.00114025j 0.00061567+0.00181291j -0.00035167-0.000965765j 0.00151189+0.00154037j 0.00104918-0.00101301j -0.00133443-0.000865406j -0.000589642+0.00416492j 0.00127815-0.000487162j -0.00228562-0.00164426j 0.00131946-0.0038271j 5.30242e-05-0.00023368j 0.00033802-0.000940436j 0.00144926+0.00404768j 0.00119325-0.000826152j -0.00106721-0.00120597j -0.000452161+0.00229866j 0.000492162-0.00184372j -0.000756453-0.000670725j -0.00105639-0.00322411j -0.00100908+0.00176064j 0.000377717+0.000179725j -3.49694e-05+0.00170485j 0.0012878+0.000113464j -0.000597348+0.000721278j 0.00164922+0.00049887j 0.00124676+0.00352916j -0.00211858-0.00331014j -0.000509453-0.00460325j 0.00188149+0.000253611j 0.000368237-0.00342759j -0.00116845-0.00230795j 0.000185361-0.000879703j 0.003202-0.00110974j -0.0021969+0.000617354j 0.00195496-0.00163919j -0.000943714-0.00119124j 0.000604887-0.00246982j 0.00110743-0.00201175j 0.00170061-0.00109238j 0.000442279-0.00134952j -0.000164383-0.00091232j -0.00151666-0.000169291j -0.00148079+0.00286638j 0.000731619+0.00116482j -0.00111663+0.00159971j 0.000517633+0.00224172j 0.00102136+0.00057668j 0.00193475-0.00281518j -0.001896-0.000599756j -0.00129788+0.00251996j 0.000859108-0.000761585j 0.000831952-0.00120453j 6.60038e-05-0.00184474j -0.00290651+0.00336851j -0.000272412+0.00145793j -0.000364652-0.00133265j -0.00108012+0.00123832j 0.00108563-0.00199035j 0.00132027-0.00156281j 0.00137302+0.000724526j -0.00165255+0.00286351j -0.00228334-0.000719363j 5.76578e-05+0.00058338j -0.00120662+0.000724186j 0.00121743-0.00109019j -0.000114936+0.000822524j 0.000529903+6.90666e-05j -0.00162122-0.00100713j -0.00106253-0.000730929j 0.000486933+0.000152694j 0.000994424+0.000722573j 
-0.00133325-0.000270353j 0.000439865-0.000666355j 0.000231326-0.000374162j 0.00012505+0.00152804j 0.000234363-0.000673881j -0.000704463+7.49111e-05j 0.000211844-4.69573e-05j -0.00117049+2.88129e-05j -3.27622e-05-0.000383971j 0.00105632+0.000810323j -0.000508198+0.000376986j 0.00149698-0.000740372j -0.000279671+7.11264e-05j -7.01041e-05+0.00108424j 0.000552339-0.000113507j 0.00154877-0.000562841j 0.000106939+9.98094e-05j 0.00177511-0.00145179j -0.000241185+0.00221904j -0.00107586+0.000886144j 0.00030979-7.23514e-05j -0.000434772+0.0012725j 0.00114332+0.000366351j 0.000471853+3.28019e-05j -0.000403145-0.000475751j 0.000503173+0.000532785j 0.000667161-0.000439444j 0.000693049+0.000833134j 0.000634351+0.00148895j 0.00137163-0.000970392j -0.00250609+0.00118015j 0.000135496+0.00178706j 0.00272176-0.00301268j 0.00168246-0.0021884j -0.00186913+0.000548546j 0.000476218-0.000730449j -2.83591e-05-0.000928496j 0.000358694-0.000203408j -0.000893647-0.000397701j -0.000673258-0.00098356j -9.95401e-05-0.000503451j 0.00100834-0.000559692j 0.00133596-0.000457725j 0.00128714-0.000304521j -0.00076032+0.000476135j 0.00205594-0.000351244j -0.000643732-0.000575615j 0.00118716-0.000171172j -0.000391285+0.000460967j -0.000186645+0.000296577j -0.000216753-0.000250732j -0.00112995+0.000324753j -0.00240871-0.000244271j 0.000669637-0.000277726j 0.000499425-0.000642206j -0.000958103+0.00126183j 0.000947135+5.06816e-05j -0.000562606-0.000723463j 0.00144576-0.000865485j -0.00176043+0.000565997j -0.000567774+7.45566e-05j -0.00125503-1.54834e-06j -0.00105467-0.00105632j 0.00180256+0.000225404j 0.00123042+0.00119176j -0.000356856-0.000109151j -0.0010932-4.37242e-05j 0.000445141-2.07618e-05j 0.000155856-0.000164212j -0.000139823+0.000213j 0.000227116+0.000461977j -0.000533802+0.000367558j 0.00037413+7.9546e-05j -0.000102661-0.00012923j -0.000755362+0.000188554j 0.000199806+0.000355738j -7.78458e-05-0.000688129j 
0.000501754-0.00121374j -0.000565921-0.000430252j -0.000210718+0.00192593j 0.00071311+0.000879835j -0.00162397-0.00196795j -0.00217767+0.00124136j -0.00226837-0.00187251j 0.000330535+0.00259701j -0.000829667+0.000856299j -0.000312708+8.13152e-05j -0.00060129+0.00174602j 0.000954272+0.000921569j -0.001421-0.00188778j -0.00366665-0.000602237j 0.000278649-0.000753212j 0.00207011+0.0034854j -0.00302624-5.15026e-05j -0.00150842+0.00115688j -0.00116772-0.000369216j -0.000634187-0.000976069j 0.000851048+0.000634766j -0.00909131-0.00161336j -0.00194935+0.000650598j -0.000179978+0.00102113j -0.000822987+0.000293107j 0.0016764+0.00157002j -0.00098517-0.000232124j 0.00226427+0.00217481j 0.00282619+0.00169069j 5.73273e-05-0.00221396j -0.00433699-0.00178312j -0.000526117-0.000552814j 0.00395179+0.00223826j 0.00458975+0.00322282j -0.0011263+0.000949855j -0.00309638-0.000968603j -0.00147708-0.000946018j -0.000251633-0.000615567j 0.00335252+0.00278577j -0.0023052-0.00201898j 0.00035068+0.00119038j 0.000749872-0.000830993j 0.00179993+0.00416015j -0.00101128+0.000327554j 9.38246e-05+0.000336744j 0.000674772+0.000295534j -0.00154981-0.000540467j 0.0024404+0.00205392j -0.00207982-0.00274105j -0.000391217-0.000871038j 0.00236033+0.000375476j 0.00120013+0.00134935j -0.00084838-0.00282489j 0.000328825+0.00258161j -0.000248138-0.00277205j -0.000848417-0.00293266j 0.000820137+0.00164291j 0.000398774-0.000854481j 0.00150333+0.000107746j 3.53546e-05-0.00316363j -2.66847e-05+0.00051686j -0.000211068-0.00130059j 0.000162515-0.000807171j 0.00106705+0.0041681j -0.000185969-0.00053116j -0.000702409-0.000727963j 0.000353169-0.00201029j 0.00139265-0.00247701j 9.98735e-05-0.00229959j -0.00129243+0.00199832j -0.000406099+0.00037857j -0.00244799+0.000663668j -0.000649261-0.00224916j -0.000356883-0.00110935j 0.00101601-0.00212734j 0.000380329-0.00118373j 0.000548641-0.00160725j 
-5.10721e-06+0.000746472j 0.00192413+0.00128611j 0.00160054-0.000155935j -9.55667e-05-0.000611972j 0.00142877-0.000610944j 0.00108443+0.00144875j -0.000192698-0.00027944j 0.00185279-0.000153691j 0.000920335+0.000400106j -0.00120839+0.00176659j 0.00231999+0.00262596j 0.0017412-0.00199245j 0.00111748-0.000444486j 0.000878279+0.00138136j -0.00371228+0.0030001j -0.00215514+0.00154451j 0.00107263+0.00154644j 0.00213451+0.000365363j 0.000278311-0.00164235j 0.00150601+0.000590871j -0.00165788-0.000836455j 0.00189254+0.00372987j -0.00319052+0.00293702j -0.00270795+0.00337053j -0.000490344+0.00238665j -0.00103775-0.00495923j -0.00027298+0.000567678j 0.00113175-0.00163074j -0.00488399-0.00101691j 0.0012036-0.00249282j -0.00197575+0.00289559j 0.00227251-0.000668071j 0.00101013-0.00179697j -0.00246278-3.61248e-05j 0.000920385+0.00104661j -0.0020598+0.00291331j 0.000865359+0.000941741j -0.000928501-0.00192743j 0.000645501-0.00260922j 0.00368104+0.00194943j 0.0020035+0.00182278j -0.00234018+0.000508677j -0.00238491-0.00103897j 0.000917781+0.00135645j -0.00234975+0.00131389j 0.000772629-8.99983e-05j -6.7773e-05+0.00133954j 0.000597239-0.00274906j 0.00473849+0.0013736j 0.000515527+0.000444821j 4.35623e-05-0.00128769j 0.00160774-0.000433321j -0.00278896+0.00068883j -0.00120787-0.00251467j -0.000842798+0.000280956j 0.000997714+7.8837e-07j -0.00292963-0.000230137j -0.00116244-0.000644766j 0.000397147+0.00101474j 0.00171218+0.000250621j -0.000339625-0.000597439j -0.00287642+0.00245828j -0.00121642+0.00258735j -0.00205812-0.00178333j -0.00389066-0.00169649j -0.00139956+0.00153735j 0.000171998-0.000390715j -0.000554801-0.000248111j -0.000731917+0.000346851j 0.00158327-0.00047332j -0.000578805+0.000929398j -8.59009e-05+0.00141164j 0.000432928+0.00046782j -0.000739114-0.0011893j -0.000316022+0.000136402j 0.000253427+0.000867058j -0.000573434+0.00153498j 
-0.000320961-0.00162338j 0.000966729-0.00106992j 0.000760825+0.00159945j -0.00120961+0.0015191j -0.000862549-0.0019788j -0.000386682+0.000336029j 0.00097107+0.000485649j -0.000891126+0.000616937j 0.000852106-3.24699e-05j 0.00117783+0.00230109j 0.00164207+0.00083771j -0.00186388+0.00300763j 0.000410694-0.000570651j 0.0022394-0.000670652j 0.000482319-0.00141571j 0.000523702+0.00447832j 0.00425279+0.00266224j -0.001253+0.00242905j 0.000340148+0.00129027j 2.89265e-05-0.00101035j 0.000965033+0.00232743j 0.00302202+0.00520771j 0.00102018+0.00300476j 0.000180157+0.00451483j 0.00210535-0.00109092j -0.00229224+0.00106975j -0.0011023+0.00160479j -0.00383292-0.000598687j -0.00107195+0.00193738j -7.59354e-05-0.000197897j 0.0051495-0.00302659j 7.4974e-05-0.00220616j -0.00549263+0.000708547j -0.00196622+0.000833858j 0.00168066-0.00186739j 0.000883297+7.44534e-05j 0.00351339-0.00218258j 0.00249431-0.00131694j -0.000655085+0.000483298j -0.00076014-0.00155447j 0.000124042+0.0006674j 0.00256088-0.00157565j -0.00190971+0.00104688j -0.000851252+0.000891334j 0.00157537+0.00067534j -0.00245448-0.000146672j 0.000902167-0.00117215j -0.00247292-0.000567223j -0.000698369-0.000659184j 0.000655251+0.000592787j 0.00104347+0.00138027j 1.61726e-06-0.000381241j 0.00470985+0.00149981j -0.00229925-0.000712693j 0.0012075-0.00246117j 0.000272888+9.00953e-05j -0.000850251+0.000754887j 0.00228358+0.00159775j -0.000364417-0.00107303j 0.00135188+0.000255173j -0.000226701+0.00021112j 0.00226471+0.000243108j 0.000833237+0.00104994j -0.00109324+0.000479304j 0.000415705+0.00148866j 0.00141922-0.00157691j 0.00146445-0.00024073j 0.000367534-0.000201944j 0.0016973+0.00146743j -0.00127002+0.000827415j 0.000254159+8.70045e-05j -0.000556545+4.64019e-05j 0.000350478+0.000365526j -3.80253e-05-0.000981896j 0.000580796-0.00136055j 0.000683438+4.72412e-05j 0.00144375-0.000826008j 
