-0.063857+4.89192e-15j -0.0182962+8.90183e-05j -0.0161914+0.00152304j 0.0309111-0.000648396j -0.0451954+0.00367672j 0.053148-0.00270419j 0.0118018-0.00437397j 0.042867+0.00062762j -0.0105586-0.00276666j -0.0144935+0.00271673j -0.0386599+0.00371578j 0.0416282-0.00424351j -0.141845+0.00690259j 0.233165-0.00358504j 0.0317046-0.00403242j -0.0296968-0.0117776j -0.301674+0.00947497j -0.0619187-0.00281493j -0.0747027+0.00715895j 0.0503111-0.00149154j 0.0470756-0.00758196j 0.00675215-0.00223768j -0.00915914+0.00633042j 0.00368188+0.000471028j 0.021606+0.00387707j -0.0333048+0.00514758j -0.0295803+0.00241423j -0.0105389-0.00230759j -0.0219175+0.00358027j 0.00804806-0.00663008j -0.0415558+0.0127871j -0.00849411+0.00185425j 0.00719665-0.00645952j -0.0206389+0.00211347j -0.0875248+0.00901527j 0.0981633+0.0220301j 0.0548267-0.000205379j -0.00804996-0.0258374j -0.0465656+0.0226283j 0.0228916+0.000310724j 0.0122213-0.00305607j -0.0062141+0.0130495j -0.0539849+0.00820533j 0.00552935+0.0129927j -0.000988675+0.00641297j -0.0239604-0.0041472j -0.0110566+0.00975516j -0.0107301+0.0104219j 0.0259605+0.000543823j -0.0294673+0.000931748j -0.01036+0.00251192j 0.0176373-0.00852466j 0.0176973-0.00801094j 0.00801745-0.0176453j 0.00699249+0.0101925j -0.0105312-0.00519289j 0.00790308-0.00431942j -0.0147538+0.0141813j 0.0207022-0.00103052j 7.28565e-05+0.00840221j -0.00523117-0.0103617j 0.024892+0.00896112j 0.0157262-0.00213812j 0.00042353+0.0158612j -0.00052262-0.0068757j -0.0170076-0.00883393j -0.00850071-0.00567239j 0.012549+0.00568834j -0.00481309+0.00160404j 0.00834779-0.0017133j -0.0122682+0.000750626j 0.0279336+0.00473151j 0.00047984+0.00706968j -0.0104175-0.000164657j 0.0148678-0.00383634j -0.00131324+0.00336385j 0.014077-0.00540546j 0.00891003+0.0124727j 0.00715803+0.000189152j 0.00647764+0.00238482j -0.0134405-0.000927501j 0.00165513-0.00084407j 0.0292655+0.0108636j 0.0228755+0.00912416j 0.00652467+0.00687143j 0.0202511+0.0110075j 0.004591-0.0172449j -0.0192737-0.0453109j -0.0224942-0.00578349j 0.0164036+0.0243645j -0.0245294-0.0192016j -0.0529336+0.372097j 0.159338-0.00672288j 0.015968+0.0353335j 0.00461926+0.0782853j 0.0657515-0.0434712j 0.336047+0.0955986j 
0.0416282+0.00424351j 0.0360138-0.00101309j -0.126524-0.000568078j -0.117566-0.00654168j -0.14499+0.000187999j 0.485007+0.00121029j -0.385041-0.00193125j -0.154036-0.000804554j -0.441372+0.00066032j -0.183671+0.00274115j 0.156823-0.00170066j -0.21032+1.47103e-13j 0.0504521+0.00402158j -0.0394217-0.00152766j -0.0715515+0.000994808j -0.129294+0.000476964j 0.0165698+0.0016418j 0.0328216-0.00785268j -0.132935+0.0038907j 0.191354-0.00543857j -0.0784784+0.000791157j -0.0180231+0.0109348j 0.176344-0.00407973j 0.0236877+0.00673639j -0.00185909+0.000448964j -0.0587047-0.00199445j 0.0848821-0.000358566j 0.0442067-0.00834743j -0.0190344-0.0255656j -0.106659-0.0179037j -0.00229514-0.00722591j -0.0248832+0.00312411j -0.00733802-0.0153501j 0.0570035+0.00174934j 0.0221159-0.0100757j 0.00243044+0.00277309j 0.00863962+0.0018786j -0.0108956-8.32854e-05j 0.0390683+0.00193318j -0.0257047+0.000174624j -0.0115896-0.000924073j -0.0121601-0.00113398j -0.012828+0.00225522j -0.052923+0.00296158j -0.0326238-0.00892543j 0.0104335-0.00445208j 0.00665399-0.00240907j -0.0459833+0.0192981j 0.0632554-0.000267522j -0.0125294-0.0114922j -0.0135231+0.0191075j -0.028849-0.0106363j 0.00825745+0.00929017j 0.0137023+0.0155682j 0.0343599-0.0184566j 0.0244397-0.00485127j -0.00312568-0.0280929j -0.00673782-0.036706j -0.0295285+0.00490456j 0.0203214+0.00683566j 0.024827-0.00735409j 0.0438377+0.00701433j 0.0243344-0.0328521j 0.00681607+0.00743981j -0.0411846+0.00757051j 0.0270987+0.00341247j 0.0104352-0.037685j 0.00965101-0.0244906j -0.0241329-0.0272771j -0.00599461-0.00360253j 0.0250739+0.0100756j 0.011944-0.00180103j -0.0259914-0.0180094j -0.00415808-0.0064455j -0.00938623+0.0116967j 0.0300785-0.00612959j -0.00708943-0.000203264j 0.00186912-0.0183231j 0.0151508+0.0224495j 0.0068397+0.00381623j -0.00878624-0.0335111j 0.0109312+0.0471754j -0.0103408+0.00748226j -0.0128519+0.0193822j 0.0142034-0.00265487j -0.00326719+0.00490641j -0.0169944+0.0207528j 0.00629292+0.00249482j -0.00547415-0.0044818j 0.00446239+0.0324252j -0.0190302-0.0127012j -0.0205834-0.00204627j -0.0143494+0.045368j 0.0280423+0.0192826j 0.00465798+0.0214751j 0.0601527+0.00182226j -0.00766175-0.0166775j 
-0.141845-0.00690259j -0.0390729+0.00476067j 0.00442486-0.00205604j 0.0497477+0.00590475j 0.578108+0.00263613j 0.254944-0.00213397j 0.270532-0.00209659j -0.324282-0.00190723j -0.0485825+0.00136228j -0.274183-0.0059483j 0.148664-0.00362059j 0.0504521-0.00402158j 0.0161914+1.45717e-15j -0.249089-0.000127203j 0.119697-0.000345462j 0.089871-0.00389237j -0.0109688+0.00190734j -0.131695+0.00713282j 0.0824513-0.000222159j -0.0660766+0.00618177j -0.169325+0.00764315j 0.178161+0.00102978j -0.0237795+0.012115j -0.048208+0.00267349j -0.0645137+0.00951208j 0.0163043+0.0227521j -0.0210459-0.0148107j 0.00524498+0.0207974j -0.0110998+0.0020955j 0.00296222+0.00346446j 0.0384972+0.00679538j 0.0244002+0.0138764j -0.0318209+0.00206753j -0.00498172+0.0074795j 0.05114+0.00469501j -0.0478642-0.00369739j 0.0260783-0.00548523j 0.0526943-0.00250295j -0.0530191-0.000793148j 0.0358892+0.00202112j 0.0347213-0.0027646j 0.0216897-0.00524327j -0.0485159+0.00533592j 0.0425671-0.00531756j 0.0395858-0.0132123j -0.00471908-0.0126079j 0.0522113+0.0182763j 0.00789406+0.0240295j -0.0156326-0.0126127j -0.000582335+0.0243954j -0.00355879+0.0154731j -0.0387107+0.0175433j -0.0191009+0.0178955j 0.0293505-0.000519587j -0.036936-0.0211496j 0.0533502+0.00149494j 0.0110123-0.0403158j 0.0131716-0.00961342j -0.0428508+0.0324303j -0.0285264+0.0446326j 0.0538203-0.0020304j 0.0403488+0.0326364j -0.0205985-0.0115416j 0.00854654-0.0143587j -0.027216-0.0170835j 0.00977538-0.0116853j 0.00918975-0.0168428j 0.0421003+0.0247485j 0.0113613+0.00727943j -0.00257867-0.00201616j -0.00623572+0.0130982j -0.0117317+0.00765627j -0.0317208+0.00634622j -0.0125995+0.0176903j -0.0253528-0.00178483j 0.00681201+0.0147434j 0.00394771-0.0123666j -0.0112046-0.0281234j 0.00270458+0.0456388j -0.0189247+0.018674j 0.00529083+0.012462j -0.0108085-0.00785984j -0.00742891-0.0132929j 0.00951848-0.00482171j -0.0146476-0.0168472j -0.011109+0.0112054j 0.0217487-0.0206698j -0.00945128-0.00363116j -0.0114533-0.00454316j 4.95101e-05+0.0147346j 0.012868+0.0337689j 0.00926359+0.0560949j 0.0363083-0.0415934j -0.0227289-0.0279409j -0.00318219-0.020881j -0.0478647+0.0187088j 0.0740217+0.0132914j 
0.233165+0.00358504j -0.11446-0.0112671j -0.395388-0.00617193j 0.298838-0.00768218j -0.0137572-0.0021205j 0.162895+0.00772543j 0.216106+0.00277937j -0.0219489+0.00218946j -0.00323652-0.000515798j -0.267714-6.67352e-05j -0.295427+0.00067963j -0.0394217+0.00152766j -0.249089+0.000127203j 0.334232+7.37702e-15j 0.120512-0.00167879j 0.040132+0.0168605j 0.15212+0.000276205j -0.0595774-0.00703909j -0.170926+0.0203751j 0.0412936-0.0150198j 0.0716261+0.0252454j 0.107235+0.00219725j -0.0531492+0.00932746j -0.0208852+0.00061828j -0.018707-0.00571841j -0.0953116+0.00298138j -0.0749667-0.00378084j 0.00794642+0.00752775j -0.0583192-0.00475141j 0.0332943+0.00280738j -0.113326-0.0117889j -0.0180878+0.00110804j 0.0146534+0.00407985j -0.0389713-0.00216514j -0.0908002-0.00229403j -0.015463+0.00760344j -0.0595366+0.0105173j -0.148102+0.0123731j 0.00682726-0.00151731j -0.0265857-0.0175232j -0.0369385-0.000247332j -0.0353422-0.0174503j 0.0295186-0.00751875j -0.0321781+0.00423897j 0.00486373-0.0417298j -0.0569869-0.00470298j -0.010039+0.0372257j -0.0642684+0.0139714j 0.0138931-0.00291658j 0.00513202+0.0106285j -0.00579998+0.00310131j -0.0314573-0.0147134j -0.0126803+0.00793238j 0.0521235+0.00661124j -0.033861+0.0115387j 0.0124745+0.00125527j 0.0120923-0.0173893j -0.00456105-0.00986351j 0.0108454+0.00484488j -0.0298909+0.00161282j 0.027987-0.0134177j 0.0352326+0.0102581j 0.00452744-0.000643377j 0.00710643-0.0207885j 0.00405927+0.000311872j -0.0145154+0.00270291j -0.00213738-0.0122986j 0.0283187+0.0140432j 0.00106494-0.00530246j -0.000873578-0.0178928j -0.00957157-0.00303016j 0.0233196-0.00289008j -0.00696929+0.00396422j -0.0096292-0.0015846j -0.000552312-0.0186838j -0.00299095-0.00271414j 0.00680727-0.017311j 0.00966042-0.0249219j 0.00756256-0.0118813j 0.0019973-0.0105787j -0.000726808+0.0122572j -0.00712543-0.00328107j 0.017453-0.0293537j 0.0187862+0.0055503j 0.0217139+0.00190489j 0.00582538-0.00253829j -0.0206894+0.0367724j 0.0193226+0.0190865j 0.00491442+0.0292224j 0.00958541-0.0346076j -0.00271568-0.0112938j 0.0300264-0.0921162j -0.0335517-0.0509386j 0.0205445+0.0157217j 0.0157677+0.00766187j -0.0700887-0.0313929j -0.10126+0.0272453j 
0.0317046+0.00403242j 0.148825+0.00488883j -0.0443223-0.00814261j 0.636104+0.0184542j 0.135622+0.00392503j -0.00671259+0.00130314j -0.140166-0.00172624j 0.131846+0.000861471j -0.0992269-0.00164184j 0.127187-0.00133937j 0.137572+0.000940416j -0.0715515-0.000994808j 0.119697+0.000345462j 0.120512+0.00167879j -0.232878-1.36722e-14j 0.0803137-0.00455353j -0.0348453-0.0160768j -0.409162+0.035631j 0.0608719+0.0222302j -0.0897438+0.0162883j -0.00698371+0.0183102j -0.118958-0.00431489j 0.0472728+0.00507429j 0.0356508+0.00499412j 0.0296874+0.0151867j 0.0195534+0.00726751j 0.0398898-0.00136278j 0.0139987+0.0055197j 0.0217152+0.00778895j -0.035366-0.00159371j 0.00562509+0.00889031j -0.0117549+0.00144859j 0.0294797-0.00578978j 0.0425489-0.00015501j -0.00354757-0.00221944j 0.0390455-0.00678552j -0.0711451+0.0117913j 0.0481358-0.0157625j 0.0760835-0.0026607j -0.0041643-0.0107279j 0.0498765+0.0126835j -0.0428937-0.02481j -0.120115-0.0161476j 0.092892+0.0112564j 0.0440588-0.00173383j -0.0859409+0.0220643j 0.00952167+0.0311227j 0.0303676+0.0141984j -0.0572875+0.0149408j -0.0725371+0.0179664j -0.0217814+0.0214834j -0.0363547-0.00489079j -0.024696-0.00921747j -0.0301025-0.00363739j -0.0180308-0.017073j 0.0117249+0.0159086j 0.00467916-0.0156171j 0.00190363+0.0196172j -0.0221093+0.00239861j 0.00972483+0.00817115j 0.0116159+0.0206016j -0.00580792-0.00515192j -0.0185208+0.00810437j 0.017475-0.0105182j -0.0143047+0.0066051j -0.0154661-0.00381302j -0.00197173-0.00737737j -0.00111673+0.027121j -0.000906318+0.0160509j -0.00124217+0.0156609j -0.00106713+0.00101721j 0.00993512+0.00944092j 0.0128185+0.00364862j -0.00357549-0.00562163j -0.00520681+0.0184798j 0.00586678-0.00510975j -0.00601575+0.0115669j -0.00292954+0.0117395j 5.93002e-05+0.01509j 0.00373281+0.00257383j 0.0047457-0.0114866j 0.0176224-0.0157235j 0.00481735+0.0174969j -0.0111986+0.00227679j -0.00226088-0.00972897j 0.0131038+0.0159535j 0.0149119-0.0100187j -0.0114022-0.0249783j -0.00309124-0.0214975j -0.000277192+0.0143606j 0.00606034-0.00484527j -0.0290124-0.0257342j -0.0172329+0.103882j -0.010652+0.00693626j -0.00681121+0.00176555j 0.11885-0.0197266j -0.0451894-0.0465111j 
-0.0296968+0.0117776j 0.33694+0.00975202j 0.00475562-0.000764225j -0.0567837+0.0074961j 0.0276377+0.00652148j 0.012172-0.0045377j -0.078652+0.00132452j 0.120302-0.00536079j -0.123127+0.00158398j 0.0353883-0.000643562j -0.0186926-5.16578e-05j -0.129294-0.000476964j 0.089871+0.00389237j 0.040132-0.0168605j 0.0803137+0.00455353j 0.648956-2.3149e-14j -0.106923-0.00291931j 0.110968+0.0150348j -0.132459+0.00106587j 0.0154085+0.017778j 0.00528349+0.00785329j 0.0439824-0.0172344j -0.0342162-0.0054251j -0.00161285+0.00892721j -0.024254+0.0104842j 0.0197315+0.000777642j 0.0255816+0.00701166j 0.026947-0.00486677j 0.0229932-0.000687712j -0.0426265-0.00377778j 0.0308163-0.00489384j -0.012278-0.00205104j 0.00317698+0.0115503j 0.0323742+0.00376786j -0.0174397+0.00970233j 0.0781826-0.00109302j -0.177799+0.0149506j 0.153393-0.00189929j -0.0175867-0.00980411j -0.0689502+0.00243683j 0.0686411+0.0230769j -0.0892783-0.00508803j -0.00935996-0.00308633j -0.0395817-0.00187663j -0.0266685+0.0213039j 0.0304573+0.00710469j -0.0284602+0.0035273j -0.0376866-0.00368308j -0.039082+0.00480922j -0.0172777+0.00995319j -0.00301636+0.00711759j 0.00994707+0.00592912j 0.0204641-0.00708956j 0.0341128+0.017443j -0.0194549-0.0207018j 0.00288251+0.00838629j 0.0213501-0.0192238j -0.0142599+0.00302556j 0.0148928-0.00963536j -0.0168367-0.0119883j 0.0146571+0.0239887j -0.0125758-0.0198762j 0.00337569+0.00635051j -0.0232634-0.00554871j 0.0323212+0.0102753j 0.013056+0.00280161j -0.010862+0.00225252j 0.0152007-0.00421887j 0.00834233-0.00330973j 0.00205639+0.00219223j 0.00499397-0.00348572j -0.011557-0.00706856j -0.00276277-0.00510427j -0.0115296-0.00796356j 0.00377042+0.000677804j -0.0171167-0.0143466j 0.00138322-0.00759423j -0.0115977-0.00522339j -0.00358186-0.00996839j -0.0230022-0.0130598j -0.00323569-0.0194144j -0.0168056-0.012733j 0.00436751-0.0214976j 0.00595467-0.0127123j 0.00474873-0.0100223j -0.00846513+0.00974322j 0.00924943+0.0376042j 0.051204-0.0109447j 0.00178479+0.0160445j -0.0217572-0.0411908j 0.00256637+0.0103119j 0.038216+0.003554j 0.0217296-0.209386j 0.00159919-0.0418971j 0.0587006-0.00931921j -0.249133+0.0111478j 0.0403788+0.111129j 
-0.301674-0.00947497j -0.0435886+0.0115971j -0.103732+0.000223537j -0.121275-0.000298554j -0.0181011-0.00279893j 0.115461-0.00463573j 0.17084+0.000303258j 0.0201382-0.00040507j 0.0608516+0.0030232j 0.0487202-0.00447766j 0.111817-0.00933377j 0.0165698-0.0016418j -0.0109688-0.00190734j 0.15212-0.000276205j -0.0348453+0.0160768j -0.106923+0.00291931j -0.604542+5.89849e-14j -0.0931198-0.00474311j -0.153174-0.00752727j 0.0998442+0.0128725j 0.0727065-0.0201168j 0.0463591+0.00412707j -0.0325157+0.0119893j -0.00809152-0.00159648j 0.034457+0.0159505j -0.0364341+0.00496876j -0.0846955-0.00263503j -0.0338663-0.00863056j -0.0238127+0.00157438j 0.0306932-0.00604447j -0.0133593+0.00928917j 0.00442464+0.00234212j -0.0128604-0.00622008j 0.0138794-0.0102724j 0.00848069-0.00173364j 0.119393-0.0037256j 0.166664+0.00146671j 0.106622-0.0144475j -0.0268746+0.00147793j 0.0647018+0.0206957j 0.0611642-0.00493453j -0.0215876+0.000151308j -0.0971258+0.00495948j -0.0130127+0.00370559j 0.0148055+0.00103164j -0.0127496-0.0211895j -0.021177-0.023094j -0.0106575+0.00459384j 0.0431452-0.00129166j -0.0356058+0.00295698j -0.0186981-0.00883851j 0.0300583+0.0219334j 0.055511+0.00424828j 0.00721438-0.00572691j -0.00111982-0.0095198j -0.00744261-0.0032114j 0.0019573+4.34647e-05j -0.0202324-0.000579013j 0.00737524+0.00945915j 0.00747858+0.00112484j -0.00363476+0.00733795j 0.0122042+0.00428204j 0.0142188+0.00368947j 0.00538349+0.000417097j -0.00528318-0.00110816j -0.0178786-0.00730346j -0.0109231+0.00193671j 0.00759756+0.0060661j -0.0110795+0.00692266j 0.00786198+0.0131822j -0.0176554-0.00280466j 0.027021+0.00189021j 0.0091375-0.00886266j -0.0306004-0.00280102j 0.00964011+0.0188948j -0.0123132-0.00579304j -0.00185768+0.0215043j 0.000113827+0.0192939j 0.0023534+0.00490595j -0.00992341+0.00583241j -0.0274226-0.0281286j -0.017059-0.0109045j 0.0353548+0.00156443j 0.00361966+0.0242605j -5.3644e-05-0.00303076j 0.0426579-0.00525622j 0.0264249+0.00167427j -0.0142901-0.0394314j -0.0152693-0.00830078j -0.00477488-0.0136617j -0.00678891-0.0402451j 0.0201685-0.22528j -0.0457265-0.0122786j -0.0374892+0.0103313j 0.0185096-0.0264991j -0.0457558-0.11884j -0.26605+0.0163804j 
-0.0619187+0.00281493j 0.0891321+0.00695541j -0.0202904-0.00351099j -0.026589-0.00203373j -0.0244676+0.00313548j 0.00804402-0.000454782j 0.0577106+0.00477343j -0.0340162-0.00472004j 0.0409949+0.00215698j -0.0600137+0.00108237j -0.04202+0.00921065j 0.0328216+0.00785268j -0.131695-0.00713282j -0.0595774+0.00703909j -0.409162-0.035631j 0.110968-0.0150348j -0.0931198+0.00474311j 0.0331747-5.6153e-15j -0.0747817-0.00214264j 0.0202033+0.00804327j 0.0150633+0.00109123j 0.0682054-0.00471106j -0.00367981+0.00288043j -0.0225817+0.00224913j 0.0223237+0.00818794j -0.0212141-0.0023393j -0.0528839-0.00139634j -0.0440845+0.00132221j -0.0250515-0.00100444j 0.0189754+0.00415953j -0.01353+0.00452002j -0.000331405+0.00536754j 0.0129015-0.00770428j 0.00390373-0.011249j 0.0174106-0.00435889j 0.00928388+0.00532126j -0.031324-0.000356921j 0.0836243+0.00454283j 0.0622515+0.000576315j 0.00502077-0.00355266j 0.0354651+0.00515436j -0.0456897-0.00276131j 0.00872028+0.000785491j -0.0092193+0.00204285j -0.0130359+0.00278561j 0.0036855+0.0155109j 0.000802156-0.0011584j -0.0273966-0.00257595j -0.00679373-0.0106277j 0.00164416-0.000470075j 0.00593155+0.00713392j 0.00879135-0.0208766j 0.00791252-0.0168971j 0.01758+0.00561729j 0.0023864+0.00865726j 0.00507448-0.000202364j 0.0110113-0.0145459j 0.00165898+0.00753817j 0.0076184-0.00143904j -0.00514558-0.00210829j -0.00797649-0.0191228j 0.0053049-0.000228267j 0.000842695+0.00446537j 0.0113542+0.00971395j 0.00444992-0.00237225j -0.0109736+0.00494056j -0.0258107-0.0117691j 0.0156412+0.0149848j -0.00421749+0.00234976j 0.00553631-0.00995734j -0.0102564-0.00732636j 0.0230836-0.0013932j 0.00594854+0.0153488j -0.0220215-0.00972533j 0.00912165-0.0228256j 0.00297901+0.00483214j 0.0139864-0.0013352j 0.00290002-0.0087353j 0.000831278-0.00301488j -0.00922412+0.00646198j -0.000390462+0.00432272j -0.00404207+0.0449448j -0.0162268-0.0107679j 0.020587-0.00895641j 0.0138172+0.0377406j -0.0012917-0.0373424j -0.0642122-0.104799j -0.128337+0.274311j 0.0266477-0.133449j 0.0216499+0.000995804j 0.0150689+0.0444924j 0.0455116-0.0204229j -0.0253841+0.0282263j 0.106245-0.0249531j -0.326336-0.0982798j -0.0124461+0.00826428j -0.0590484-0.0065727j 
-0.0747027-0.00715895j -0.08156+0.00215773j 0.0442432-0.00128988j 0.0693192+0.00386768j -0.00131173-0.0032793j -0.0159386-0.00280709j -0.0225631+0.00113505j 0.0549758-0.00307705j 0.0132867+0.00379643j -0.0447797-0.00552336j -0.184613-0.00988015j -0.132935-0.0038907j 0.0824513+0.000222159j -0.170926-0.0203751j 0.0608719-0.0222302j -0.132459-0.00106587j -0.153174+0.00752727j -0.0747817+0.00214264j 0.0512463+1.89085e-15j -0.0661113+0.00153794j 0.0251611-0.00414786j -0.0355465+0.00250074j -0.0123146-0.00232262j 0.00713584+6.12183e-05j -0.0367728+0.00182272j -0.0191177+0.00200382j 0.00512868+0.000552404j 0.0179782-0.0027218j -0.00782721-0.000329053j 0.000301824+0.0010087j -0.0340759-0.00301109j -0.00853619-0.00142285j -0.00181947-0.000769559j -0.0160024-0.00400657j 0.0216637-0.00651776j -0.0192425+0.000761509j 0.0550844+0.00631963j 0.045062-8.35634e-05j -0.0911351+0.00244768j 0.0330226+0.00565982j -0.0197799+0.00402414j -0.00167802-0.0022452j -0.0401287-0.000492997j 0.0266026-0.015802j 0.0354787+0.00291824j -0.00119078+0.00773245j -0.00871065-0.00873928j 0.0218469+0.00670558j -0.0170628-0.00931712j 0.00274208-0.00496035j 0.0102533-0.00356097j -0.00194851+0.0159103j 0.00141005-0.00292723j -0.0285723+0.0111217j 0.00500529-0.00697482j -0.00253974+0.0123278j -0.0172981-0.00446364j 0.0152062-0.0112368j -0.0104548+0.00252475j 0.0113714-0.00672142j 0.0108118+0.0147842j -0.00264072-0.0151796j -0.00647693+0.00556348j -0.000940405-0.0034507j -0.00325097-0.0037386j 0.00637991+0.00212986j 0.00868682-0.000275625j 0.00279957-0.00088813j 0.0106754-0.00127555j -0.00108024+0.0118141j 0.0133709-0.00529103j -0.00212947-0.0195014j 0.017267-0.0198136j 0.000690202-0.000684051j 0.00569987+0.00674311j 0.00432166-0.0222212j -0.00906029-0.0147908j -0.00188434-0.00798905j 0.000197131-0.0246586j -0.000875958-0.039527j 0.000454069+0.00971125j 0.0262472-0.00993125j 0.0147991-0.0270518j -0.00193509-0.0198543j 0.0399549-0.0133248j -0.00884449+0.113773j -0.0983429+0.222267j 0.0665661+0.142863j -0.0118007+0.0289776j -0.00539382+0.0152825j 0.048242-0.05549j -0.0168288+0.0297562j -0.0366454+0.031425j 0.275611+0.0796821j 0.0813626-0.0192405j 0.0543444+0.0108998j 0.00175428+0.00741337j 
0.0503111+0.00149154j 0.0163357-0.00571922j -0.0334548+0.00163323j -0.00994019-0.000250436j -0.0659628-0.00462571j 0.127682+0.00701877j 0.0748464-0.00463392j 0.046802+0.0103111j -0.0438657-0.00521077j 0.0299024+0.00225412j 0.0611324-0.00636874j 0.191354+0.00543857j -0.0660766-0.00618177j 0.0412936+0.0150198j -0.0897438-0.0162883j 0.0154085-0.017778j 0.0998442-0.0128725j 0.0202033-0.00804327j -0.0661113-0.00153794j 0.0866727+5.0307e-17j -0.0120841+0.00274635j 0.00369185+0.00188156j 0.0182863+0.00498917j 0.00610139-0.00113262j 0.0527403+0.000524926j 0.0134134-0.00400817j -0.00313891-0.00291252j -0.000911615+0.00107252j 0.00848907+0.000321172j 0.002489-0.00153652j 0.00405342+0.00207492j 0.000855878+0.000950303j 0.00629315+0.0043583j 0.0223909+0.000826038j -0.00127786+0.00726516j 0.00756027-0.00804279j -0.0152634+0.00309818j -0.0490332-0.000116027j 0.000620196-0.00116313j -0.0270576+0.00941052j 0.00292373-0.00199169j 0.0022085-0.00299389j 0.0113303-0.00242943j -0.0289093-0.0020993j -0.0251872-0.00517147j 0.000440516-0.0209613j -0.017348+0.00386284j -0.0207469-0.00752033j 0.0133357+0.00868066j -0.002364+0.00567443j -0.000131031-0.00198554j -0.00534918+0.0274614j 0.00356483+0.0189435j 0.0138838-0.00170319j -0.000242466-0.00109378j 0.00897381+0.00919944j -0.0140098+0.0131881j -0.00391135-0.0170731j -0.0114427-0.00810118j -0.00104343+0.00348494j -0.0044007+0.0208582j -0.00537181-0.0065026j -0.00228764-0.0171515j 0.00592904-0.0153853j -0.0109352-0.00329839j -0.0107035-0.00123879j -0.0117578+0.0200817j -0.0042532-0.00813934j -0.0199736+0.0142465j -0.00834525+0.0207045j -0.0244443+0.0209449j 0.00385937-0.0190475j 0.00759171-0.0148389j -0.033541+0.0127473j -0.0182884+0.0364321j -0.0106974-0.0184946j -0.0398128+0.0148928j -0.0122525+0.0116938j -0.0276429+0.0070417j -0.0148571+0.0124165j 0.0114782-0.0384821j 0.0264433-0.120446j 0.0301258-0.041748j -0.0396574-0.0679665j 0.00423011-0.121696j 0.0551519-0.127114j 0.0705772-0.0856854j -0.0602481+0.0313307j 0.0509737-0.0529394j -0.0320967+0.00498574j 0.201275+0.0867998j 0.0057556+0.0216271j 0.042441+0.0191253j -0.0908904-0.0173996j -0.121703-0.0332115j -0.0020814-0.00858313j 0.00255185-0.00558408j 
0.0470756+0.00758196j 0.0163857-0.00223093j -0.0157111-5.46447e-06j -0.0273102-0.00333501j 0.077319+0.00566635j -0.0422458-0.0018987j -0.0493152-0.00076626j 0.00493037-0.00169466j 0.0479015-0.0030005j 0.0347975+0.00510111j 0.0310478+0.0111727j -0.0784784-0.000791157j -0.169325-0.00764315j 0.0716261-0.0252454j -0.00698371-0.0183102j 0.00528349-0.00785329j 0.0727065+0.0201168j 0.0150633-0.00109123j 0.0251611+0.00414786j -0.0120841-0.00274635j -0.0106424-5.72459e-17j 0.000201323-0.00306195j -0.00299353+0.00380456j 0.0117059-0.000293864j 0.0131507+0.00334232j 2.29128e-05+0.000333523j 0.00694719-0.00274629j 0.00154482+0.000254156j 0.00448656-0.00112269j -0.0200091-0.00376301j -0.0142328+0.00401778j -0.0175237-0.00105922j 0.0142909-0.00424599j 0.00739439-0.00546271j -0.00447032-0.00830402j 0.00458243-0.00264475j 0.000613784-0.00144953j -0.039773-0.00363363j 0.0445896-0.00743803j -0.0151803+0.00421939j 0.00223419-0.00760979j 0.0197174-0.00115657j 0.015522-0.0050167j -0.000158577+0.00932697j 0.00333002-0.00228289j -0.0010329-0.00529617j -0.0028682+0.00515424j -0.00580025-0.0029347j -6.88269e-05-0.00682631j -0.00205795-0.00305991j 0.00983168+0.00466409j 0.000756804+0.0138122j -0.00568308-0.00599713j 0.010222-0.00909011j -0.00167739+0.0278034j 0.0045044-0.00862017j -0.0112854-0.00231289j -0.00782049+0.00568231j 0.0105817+0.00789931j 0.00324184-0.0042834j 0.00144715+0.016537j 0.0070385+0.0378205j -0.00219472+0.00381149j -0.0148784+0.0133574j -0.00323439-0.0119792j 0.0189273-0.0331838j 0.00815296-0.00693189j 0.0162381-0.0111292j 0.0288616-0.00530604j -0.000198402+0.0382516j -0.0123102-0.028857j -0.022657+0.0217502j 0.0119187-0.0074385j -0.0108812-0.00250141j -0.000137246+0.0492048j -0.0150753+0.0521117j 0.0151207+0.0107964j -0.0231781-0.00871218j -0.0199571+0.0481684j -0.0549039+0.00968213j -0.0447499-0.0717052j 0.016683-0.0427197j -0.0560777+0.127545j -0.00482301+0.115255j -0.0338468+0.06531j -0.011224-0.00347277j 0.00798214+0.00491356j -0.054572+0.0417621j -0.121762-0.025141j -0.1489-0.0614273j -0.0713861-0.00707508j 0.0401185+0.0203094j -0.00307451-0.0310348j 0.0223293-0.0132619j -0.033182-0.00905261j -0.0195964-0.00835524j 0.0175412-0.00516967j 
