-0.00261501+0.0116698j 0.0128223+0.00175378j -0.0148175+0.00592851j 0.00169938+0.0207054j 0.00877524+0.00283467j 0.00339344-0.019758j -0.0138433+0.00731836j 0.00444025-0.0132467j 0.0195702+0.0220124j 0.00114014+0.0133071j -0.00206354-0.0274517j 0.00409774-0.0226297j 0.0105314+0.023939j 0.0101235-0.00912424j -0.00479299-0.00932434j -0.0158708-0.0129568j -0.0106047+0.00368786j 0.00221778+0.0113864j -0.0018818+0.00879128j -0.0378132-0.00086719j -0.0116545+0.0129051j 0.0108197+0.030346j -0.00604234+0.0180424j -0.0171072+0.0062298j 0.0165023+0.0110487j 0.00179892+0.00674563j 0.00760098+0.00831894j 0.00453309+0.00348513j -0.00144383-0.0107146j 0.00236349+0.0037245j -0.0134613+0.00623131j -0.00435313+0.00374136j 0.00261688+0.00941203j -0.000773655-0.00131483j 0.00139382+0.00853808j 0.00257935+0.00569229j -0.00849464+0.00563717j 0.0074011-0.00737961j -5.10992e-05-0.00318317j -0.000801578-0.0108696j -0.00349516+0.00455975j 0.00246934-0.000167596j 0.0114289+0.00387548j -0.00485179-0.00754971j -0.00319003-0.00222177j 0.0124414+0.00496441j 0.000617433+0.000696186j -0.00804281+0.0128959j -0.00194601-0.000527769j 0.00940893-0.00697873j -0.00860335-0.0104615j -0.00313344+0.0124685j -0.00861239+0.00422131j 0.000750846+0.00759989j 0.00600963-0.000362443j 0.00760689-0.00654768j 0.000843342-0.00411827j -0.00618153-0.00464845j 0.00731542-0.00592887j 0.00939324+0.000435661j 0.01524+0.00484472j 0.00214801+0.000828597j 0.00791788+0.00484114j 0.00429216+0.00546492j -0.00225301-0.000649167j 0.00480994+0.0117513j 0.0011445-0.0062293j -0.00152571+0.0147605j -0.000959949-0.0106293j 0.00195042+0.00106863j 0.00998264-0.00639661j 0.00110667+0.00265557j -0.00185282-0.00279681j -0.000355167+0.00742058j -0.00539116-0.0016004j 0.0088213+0.00455451j 0.00398846-0.000928838j 0.00772006+0.00297352j 0.00245698+0.00137851j -0.0119126-0.00300589j 0.000725456+0.00300789j 0.00833907+0.00661982j -0.00251042+0.00441016j -0.00871827-0.00506052j -0.00218975-0.000488594j -0.00144033+0.00518769j 0.00498882+0.00307132j -0.00614509+0.00548982j -0.00220427-0.00953954j -0.00218956+0.0132577j 0.0106214+0.00414054j 0.0013875+0.00700408j 0.00972754+0.00772974j -0.0301314-0.0149689j 0.0162616-0.0369649j 
-0.00161662-0.00572781j 0.00640193-0.0119353j -0.00937394+0.010541j 0.0101002+0.00301666j 0.00362088-0.0226868j 0.000353856+0.00199419j -0.0168674+0.00142085j 0.00499526+0.00296975j -0.000600289-0.0199166j -0.00156828+0.00981688j 0.0112138-0.0255165j -0.000328613-0.00920014j -0.0161991+0.00180842j -0.008829+0.00973692j -0.000184443+0.0167248j 0.00191535+0.00243336j 0.0011508+0.00304975j 0.00951514+0.0116092j -0.000183312-0.0101353j -0.00594789-0.0031466j 0.00296185-0.00780117j -0.00778024+0.00211279j -0.0167017-0.0100085j -0.0021137-0.000265674j 0.0132125-0.0313114j -0.0037331-0.0117033j 0.00115726+0.00958341j 0.00351143+0.00758872j 0.00212388+0.00893644j -0.000674158+0.00336854j -0.0108305+0.00959798j 0.0201607-0.0030086j 0.00900914+0.000410611j -0.0123014+0.0126826j 0.00229544+0.0105205j 0.00362325+0.00911407j 0.00678928-0.0197589j -0.00422396+0.0022084j 0.00482098-0.00205201j 0.000648027+4.91491e-05j -0.00807737-0.00162864j 0.00627685-0.00649026j 0.0139694-0.0142441j 0.0035254-0.00335979j 0.00596308+0.00516137j -0.00362317+0.000456727j 0.00514985-0.00593517j 0.0141182-0.0129538j 0.00332972-0.000737799j 0.00195959-0.00268161j -0.00229706+0.00705325j -0.000397147+0.00132152j -0.00634028+0.0045889j 0.00331795+0.00215404j 0.00129679-3.96249e-05j 0.0053447-0.000689439j 0.00756925-0.00650681j -0.00914048+0.00437703j 0.00733271-0.00590624j 0.0067315-0.00288169j 0.00243422+0.00183356j -0.00454378-0.00598825j -0.00508557-0.00305652j 0.00448838+0.000784954j -0.00430508-0.00866016j 0.000402598+0.00648131j 0.00337547-0.00019061j 0.00758603-0.00324703j -0.000678867+0.00302605j -0.00349062+0.00206031j -0.00884701+0.000636652j -0.00779102-0.00266837j -0.00644025+0.00922863j 1.09557e-05-0.00367144j 0.00221456-0.00361577j -0.000129758-0.00495417j -0.00123549-0.00436038j 0.000233453-0.00610548j 0.00746705-0.0090759j 0.00634676+0.00612043j -0.00208403-0.0024679j -0.00584948-0.00459901j 0.0011752+0.00397775j -0.00377689+0.00377869j -0.00310849-0.000478851j 0.000533696-0.00466988j 0.00200524+0.000136329j 0.0143022-0.00482895j -0.00476768+0.00335935j 0.000738654-0.00457392j 0.00859166-0.00617335j 0.00458608-0.00194321j 0.00291588+0.00413758j -0.0106438-0.00203645j -0.000917319+0.00509566j 
0.00657741+0.00146665j -0.00358187+0.000752729j -0.0022075-0.00128304j -0.00106061-0.00768846j 0.00541164+0.00672169j -0.00713764+0.0122577j -0.0218836-0.00869093j 0.00555203-0.0149442j 0.00636283-0.0080077j -0.00059667-0.0057734j -0.00311817-0.0109287j 0.00351763-0.00344762j -0.00458535+0.0101267j 0.0003587+0.0155045j -0.00524654+0.00325321j -0.000339565+0.00164095j 0.00376998-0.00996094j -0.000144559-0.00106919j 0.00117643-0.0123476j -0.00566327+0.00929295j 0.00436421-0.00853501j -0.000910475+0.00191119j 0.00988068-0.00102143j -0.00742385-0.0107474j 0.00313652+0.00714447j 0.0177207-0.00144713j -0.00425024+0.000204854j -0.00651047-0.00724539j -0.0049816-0.000110335j -0.00225971+0.0120552j 0.0120769+0.0189847j -0.0214728-0.0206014j -0.0143736-0.0159289j 0.000481079-0.00854162j -0.00407072+0.00119785j -0.000225113-0.00256792j 0.00580737-0.000714877j -0.000191661-0.000640185j 0.0056931+0.00368511j -0.0063623-0.0248583j -0.00387162-0.00698074j 0.000281188-0.0100199j 7.62059e-05-0.00853811j 0.00317759+0.00707712j -0.00721686-0.00197385j 0.00542941-0.00937451j -0.00994584-0.00971986j 0.0071208-0.00613988j -0.00312194-0.0041715j -0.00054504+0.00243511j -0.00770974-0.00289629j -0.00443147-0.0072568j 0.00251348+0.00416159j 0.0025697+0.00824479j 0.0105948-0.00250411j 0.00603478+0.00436662j 0.00896067+0.0149777j 0.0034867+0.00758602j 0.000675076+0.0136013j -0.00877842-0.000272262j 0.00384191-0.0104407j 0.00331559+0.00440145j 0.00622042-0.00148959j -0.00586451+0.00503178j 0.00599993+0.00770131j 0.00269199+0.000988931j -0.000174628-0.00426119j 0.0080394-0.00362378j 0.00275226-0.00312943j 0.00630804+0.00115251j -0.00050861+0.00224707j -0.00113109+0.000309206j -0.00280883+0.00342064j -0.000968383-0.0029964j 0.0133213+0.00257158j 0.00191492+0.00144939j -0.00833319+0.00200383j 0.00685577-0.00720313j 0.00134157-0.00649652j 0.00528999-0.00472367j -0.00294367-0.0101366j -0.00156335+0.0071568j 0.0043302+0.00580627j -0.0113009-0.00101286j -0.00502327+0.000370009j 0.0068993+0.00404044j 0.00581998+0.0145394j -0.00121578+0.000240925j -0.00120377+0.00427928j -0.000212408-0.00020422j 0.000489426+0.00278996j 0.00101603-0.00108523j 0.0020723-0.00200307j -0.00109471+0.00210565j -0.00139784+0.00119815j 
-0.00596645+0.0123807j -0.0037894+0.00241558j 0.00664822-0.00248807j -0.00294731-0.00162671j -0.011606+0.0121945j -0.00129363-0.00463993j 0.000560184+0.00661743j 0.00420969-0.0148986j -0.00470621+0.0111035j 0.0027224+0.00399869j -0.0141059+0.0114075j -0.0065546+0.00986863j -0.0104535+0.00909822j -0.0108783+0.0192926j 0.0115487-0.011269j -0.00746935+0.00687711j -0.00491073-0.00272971j -0.0113643-0.00155463j 0.01278-0.0214782j 0.00257137+0.00707477j 0.0105401-0.0149246j 0.00352442+0.00777019j -0.00461573+0.0110821j 0.00365098+0.00253003j 0.000582881+0.010704j 0.00146165+0.0113381j -0.00188774+0.0147356j -0.00161352-0.0046659j 0.00549221+0.000576115j -0.00294829+0.00914381j -0.00946551+0.00869349j 0.0189306-0.0200511j 0.0028955-0.00255449j 0.00884162-0.0117308j 0.00663614-0.0123681j -0.00172213-0.00697736j -0.00275882+0.00920872j 0.00656637-0.00781016j -0.00218233+0.0101034j 0.0229129-0.0220099j 0.00739009-0.012468j 0.012799-0.00734162j 0.0139291-0.00729883j -0.00487761-0.00685853j 0.00153628+0.00278121j -0.00512373+0.00825612j 0.00476961-0.00547234j 0.00205281-0.00018754j -0.00223663-0.000187462j -0.00175382-0.000645844j 0.0015879-0.00657851j -0.00724149+0.00702095j 0.00436096-0.00655751j -0.000852521+0.00771669j -0.00104058+0.00200472j -0.00398645+0.0127205j 0.00373566+0.00110299j -0.000687538+0.00214903j 0.00705585+0.00046538j 0.000180022-0.00485753j -0.0042828+0.00344465j -0.00574182-0.00192815j -0.000915371+0.00142368j 0.000163666-0.00147361j 0.00381665-0.00101055j -0.00336476+0.00123518j -0.00527965-0.00577283j -0.00785845+0.00306313j 0.00880121-0.00310774j 0.00278223-0.00495603j -0.00475564+0.006428j -0.00875064+0.00767035j 0.0099495-0.00816985j -0.000598807+0.00199251j 0.00991508+0.000429973j -0.00539635-0.00187897j -0.00795008+0.00123601j -0.00558251-1.6737e-05j 0.00543975-0.00438378j -0.00216258-0.000754564j -0.000444386-0.00131919j 0.000987691-0.00771244j 0.00516636-0.00272405j 0.00388077-0.0049966j 0.00404462-0.000599816j -0.0105273+0.00428639j -0.00601813-0.00313587j 0.00380272-0.00186677j 0.00675923-0.00487848j 0.00200694-5.4454e-05j 0.00276505-0.00159095j 0.00197365-0.00548905j 0.00106144-0.00218798j -0.00117287-0.00404527j 0.0054553-0.00349152j 
0.00160011+0.00254115j -0.00487811-0.00517642j -0.00840813+0.0107111j -0.012286+0.00761801j 0.00493877+0.000557899j -0.0103561+0.00263715j 0.00358389-0.0153776j 0.01014+0.00611458j -0.00412873+0.00604789j 0.00229541+0.00769073j -0.00286951-0.0153207j 0.00536842-0.0205955j 0.000800594+0.00555308j -0.00105656-0.013637j -0.0104888-0.0034468j 0.0086403-0.00857936j 0.00526301-0.00537596j -0.0190323+6.25441e-05j 0.00833688+0.0204862j 0.024408-0.00339375j -0.00605963+0.0119371j -0.00209819+0.00740402j 0.0110616-0.0039554j 0.0059247-0.00576054j 0.00181038+0.00284931j 0.00207523+0.00968208j -0.00118611-0.00684156j 0.000316636-0.00255183j -0.00829647-0.00999216j 0.00573673-0.00707855j -0.00227498-0.00537386j -0.00171584+0.00565016j -0.00931242-0.00650618j -0.00212025+0.0127542j -0.000157977+0.0134348j 0.00785505-0.00226782j -0.00110032+0.00585753j 0.00381692+0.00495031j 0.00455936-0.0062915j 0.00441341+0.00290569j -0.00729259+0.00861526j 0.0036024+0.00734559j 0.00760814+0.00993154j -0.000974011-0.0104009j -0.00276925-0.0101677j 0.00459941+0.00299206j -0.00122832-0.00496107j -0.000818687+0.00112342j 0.000541463-0.00923662j 0.0019438-0.00540493j -0.000919016-0.000443488j -0.00659851-0.00874266j -0.000341843+0.0056207j 0.00493935+0.00250656j -0.00377751+0.00508886j 0.00510905+0.00168226j 0.00766943-0.00189955j -0.00938837-0.00926889j 0.00531096+0.00448189j 0.000227458+0.00177362j -0.00461703+0.00596942j -0.00145225+0.00210803j -0.00680309+0.00579666j -0.00138315+0.00770735j 0.00218847+0.00134185j -0.00429646+0.00215684j -0.00354353+0.00229791j 0.000990249+0.00335573j 0.00510618-0.00510405j -0.0137937+7.17285e-05j -0.00391541+0.00869631j 0.00220651-0.0084624j 0.0124869-0.00301038j 0.00144035+0.00480568j -0.00200072-0.00795647j -0.000179098-0.0114059j -0.000237081-0.00452367j -0.00693139+0.00327577j -0.0050538+0.0128173j 0.00318007+0.000707425j -0.00550424+0.0151716j -0.00732345-0.00343145j -0.00241973+0.00406864j 0.00465287+0.00199436j 0.0051387-0.010738j 0.000697705+0.00200014j 0.00484115-0.00399324j 0.00705395+0.00391372j -0.0018193-0.00515014j -0.00304806+0.0070569j 0.00109415-0.00285951j 0.00228773-0.00421301j 0.000501812+0.00408939j -0.0014009-0.00437422j 1.21092e-05-0.00735602j 
-0.00254142+0.00290429j -0.00286509+0.00797785j 0.00595907-0.00796469j -0.00054618-0.00790798j 0.00026566+0.0128284j -0.00891203+0.00923507j 0.004359+0.00656959j 0.00432928+0.00844804j 0.00651994+0.00653765j 0.00444554+0.00342993j -0.0177166-0.0169168j 0.00537956+0.0173106j 0.00343752+0.00257774j -0.000277324+0.0106609j -0.00664763+0.00841384j -0.00456601-0.02604j -0.00455192-0.0298433j -0.00246954-0.0159422j 0.00818021-0.00504545j 0.00431873-0.00168859j 0.00318322+0.00451629j 0.00303657+0.00982654j 0.0200309+0.00922821j 0.00822399-0.0326141j 0.00398248+0.00448427j 0.00354461-0.00802741j 0.00475943+0.0109008j 0.00998813-0.00357386j -0.00733459+0.00740707j -0.00217851+0.00265005j -0.00543365-0.00637223j 0.0036373+0.00692603j 0.00086365+0.00781217j 0.00299763+0.0158716j 0.00615798-0.00894897j -0.00263297-0.00731579j -0.00159036-0.00536589j 0.00857736-0.00454802j 0.0042935-0.0106715j 0.00860036+0.0150981j -0.0102542+0.00671787j -0.00367807+0.0099264j 0.00344579-0.00158556j 0.00133791-0.00242695j 0.00404291-0.00397575j 0.00262017+0.0120269j -0.00416021-0.000153511j -0.00448438-0.00134309j -0.00611299-0.00455213j 0.00244079-0.000792347j -0.00152641-0.00203563j -0.00534056+0.000647416j -0.0005109-0.00600964j 0.00223862+0.00339263j -0.00240527+0.00263563j -0.00415701+0.00584135j 0.00124333-0.0054403j 2.43949e-05+0.00700643j 0.00478869+0.00419013j 0.00450132+0.0109525j -0.00243121-0.000720906j -0.000136152-0.00734626j -0.00377307-0.00479267j 0.00594275+0.00753092j -0.00309784+0.0011297j 0.00427606+0.0060845j 0.00879831-0.00285645j 0.00348077-0.00502817j -0.000676112+0.000262073j 0.00378437-0.00243851j -0.0057734+1.44509e-05j -6.58664e-05+0.00446256j 0.00839402+0.011153j -0.00272104-0.0106372j -0.00169567+0.0103258j 0.00324888+0.0190234j 0.00349788-0.000386015j -0.00624957-0.00411128j -0.00721174-0.00679722j 0.00969307-0.0161086j 0.00489563+0.0112683j -0.00411348-0.00663695j -0.0088163-0.00637505j 0.00751278-0.000750749j -0.00928662+0.0167189j 0.0016241+0.00122574j 0.00813451+0.00152152j 0.0109826+0.000131881j -6.6898e-06-0.00575458j 0.0052232-0.00238994j 0.000245615+0.00996788j -0.00165812+0.00182117j 0.0030355-0.00482688j -0.000212618-0.00205165j -0.00374491-0.00360897j 
-0.00774592-0.00502472j 0.00341647-0.000756236j -0.002464-0.000134372j -0.00208085+0.00203789j -0.0132282-0.00673382j 0.000646321+0.00565329j -0.0044081-0.0092269j 0.0187103+0.0117056j -0.00503992+0.000309186j -0.000994561+0.00893461j 0.00690489-0.00812116j 0.000560414-0.00596164j 0.00304119-0.00307664j -0.0109304-0.000130905j 0.000870618-0.00375282j -0.0189177-0.0100199j 0.00479577-0.0130125j -0.026928-0.00555287j 0.00286682+0.0145619j -0.0117388-0.013965j -0.0151118+0.00306224j -0.0151307-0.00181824j -0.00802913-0.0146287j 0.000766384-0.0109021j -0.00792007+0.00325184j 0.00168015+0.00218668j -0.000764099+0.00466948j -0.00529185+0.000172108j 0.00599299+0.00137986j -0.000964179+0.00634368j -0.00441636-0.000418003j 0.0150513-0.0103947j 0.009981-0.00959469j 0.00981563-0.00355829j -0.00182194+0.00275001j 0.00409459+0.00774281j 2.85867e-05-0.00132385j -0.0108039+0.00311464j -0.00967584+0.00133235j 0.0050442-0.00366123j 0.00965728-0.0112349j 0.0143298-0.00419552j -0.00247563+0.0102736j -0.00321195+0.00522014j -0.00295254+0.000430425j 0.00687434+0.00299727j 0.00146445+0.00463657j 0.0152042+0.000476867j -0.00424163-0.0039486j -0.00400115+0.00661104j -0.00410279+0.00210286j -0.00372351-0.00040442j -0.00340189+0.00123763j -0.00366745+0.00664547j 0.00412218+0.00124421j 0.00613994+0.0050515j -0.00250007+0.00472071j -0.00413741+0.00400562j -0.00424807+0.00695994j 0.0047322+0.00134471j 0.00319318+0.00596654j -0.00148517-0.00567087j -0.0026501-0.00176607j 0.00721239+0.00224789j -0.00673682+0.00103737j -0.00315267+0.00175893j -0.001325-0.000819293j 0.000212034+0.000429803j 0.000450543+0.00269535j 0.00143441+0.00537071j 0.0108255-0.00844856j -0.00829165+0.00184168j -0.0129059+0.00305944j 0.00393709-0.00556052j -0.00598499+0.00747466j -0.00466137+0.00275426j -0.00104207-0.0039848j 0.00310548+0.000227552j 0.0125882-0.00118927j -0.00600143-0.00022498j 0.00092536-0.00903843j -0.0118041+0.0059986j -0.00670719+0.00577651j 0.00589967-0.00977432j -0.00915004-0.00228699j -0.00069085-0.00338952j -0.00179702+0.0015938j -0.00470541-0.00427512j -0.00221356+0.0099063j -0.00564533-0.00538886j 0.000338922+0.00328842j 0.00363511+0.00697239j -0.00527688+0.00504095j -0.00401249-0.0113888j 0.000501985-0.00101034j 
0.00850633+0.00187248j 0.000191775+0.00509431j -0.00376494-0.00330898j 0.00039286+0.00788196j 0.0158193-0.0102291j -0.00369583+0.00589757j -0.00871676-0.016421j 0.0111647+0.00675848j 0.00737998-0.00930459j -0.0141283-0.00609428j 0.019778+0.00427725j 0.00669448-0.00756948j -0.00236118-0.0155032j -0.0176942-0.00216481j -0.0132029+0.00199525j 0.00563646+0.0132526j 0.0239257-0.00174869j 0.00941855+0.0217874j 0.0106816+0.0137931j 0.0031635-0.000755496j 0.0117098+0.0208071j -0.00409436-0.0132548j 0.0117571-0.0133301j -0.00223921-0.00960955j 0.0195222-0.00335908j 0.00718681-0.0104584j 0.00134538-0.00910345j 0.00373638+0.00397471j -0.00510066-0.00400231j -0.0112296+0.00172949j -0.00502096+0.0017305j 0.00930417-0.011062j 0.0133284-0.00578935j 0.00349951-0.0188697j -0.00101511+0.0105757j -0.00135394+0.00388024j -0.000906879+0.00328679j -0.00424871+0.00185706j -0.00411077+0.0080942j 0.00869304-0.0144465j -0.00197976+0.00041776j -0.00435659+0.00572648j 0.00299553+0.0110632j 0.000433252+0.00893142j 0.00388746+0.000637899j 0.00104823-0.0096143j -0.0053173+0.00566928j 0.00255949+0.0040354j -0.00170149+0.00114845j 0.0145904+0.00154535j -0.00088925-0.00176256j -5.0196e-05+0.001334j -0.0106655+0.000529796j 0.000497787+0.00135215j -0.0131363+0.00684509j 0.00104928-0.00275239j 0.00489734+0.00129846j -0.000492258+0.00700283j -0.00139105+0.00317894j -0.000259117+0.0029428j -0.0128255+0.00938374j 0.00457814-0.00414946j 0.000403269+0.00392181j 0.00399535-0.00648117j -0.00837525+0.00648689j -0.00590361+0.00292064j 0.00756803-0.00240956j 0.000306418-0.00702261j -0.00077402+0.000866423j 0.000659188+0.00415973j -0.00938432-0.00298594j 0.000481267+0.000389597j 0.00133181-0.0108168j 0.0077325-0.00957403j -0.00546583+0.00771236j 0.00452879+0.000291626j 0.00578571+0.00389421j -0.00924806-0.00262128j -0.00173206-0.00933973j 0.00526391-0.00326198j 0.0119302+0.00183757j -0.0043971-0.00775711j -0.00331674+0.00527485j 0.00619528-0.00216168j 0.00447235+0.00703742j 0.00631188-0.00773363j -0.00234236-0.000121035j 0.000274487+0.00662324j -0.00219837-0.0123156j 0.0103742-0.00276783j -0.00132793+0.00419308j -0.00630627-0.0030926j -0.00326621-0.00504102j -0.00067539-0.000208076j -0.0022608+0.00280455j 
-0.00507289+0.0098136j -0.00232068-0.000964541j 0.000147383+0.00155945j -0.00606995+0.00316347j -0.00692952+0.00285377j -0.0044303-0.00597138j 0.00113902-0.00924824j -0.00411932+0.00202095j -0.00824091+0.00819619j -0.00426127-0.00191355j 0.00492297+0.0123571j -0.00673752-0.0012976j -0.00168727-0.00963331j 0.00578766-0.00749457j -0.00383865-0.00624683j 0.0154665+0.0071538j 0.007112+0.0104195j -0.00617497+0.00934729j 0.0080825+3.37762e-05j 0.0131732-0.00466676j 0.00417629-0.00143417j -0.00726276-0.000315977j 0.00168747+0.00102816j 0.0132225-0.00166851j 0.00872297+0.00988764j 0.000791732+0.00845672j 0.00209769-0.00297016j 0.0039446+0.00404087j -0.00581875-0.00376885j 0.0067296-0.00925746j 0.00612205-0.0027938j -0.0146216+0.00946859j -0.0134112+0.00437539j -0.0150208-0.00680025j 0.00559118+0.000604248j 0.00567513-0.00325584j 0.00407186+0.00120649j -0.00200939-0.00744656j 0.0106895+0.0028244j -0.0169164+0.00498956j -0.0118565-0.00224323j 0.00143421-0.0131787j 0.0132197-0.000738357j 0.00379842-0.00202924j 0.0111073+0.00500476j 0.00551542+0.00054238j 0.00719414-0.00348445j 0.00554943+0.00101753j 0.000327791+0.000896295j 0.00391199+0.0103054j 0.00134906-0.00725788j -0.00165783+0.00681913j 0.000380394-0.00407646j -0.00292608+0.00626251j 0.0080708-0.0131758j 0.00955612-0.00415059j 0.00714359+0.0015309j -0.00224332+0.00100806j 0.0110374-0.0103892j 0.000104385+0.00475912j 0.00991036-0.00360001j -0.00557028+0.000479666j 0.00173136+0.00646692j -0.00879737+0.0074536j 0.00485451-0.00492531j -0.00420191+0.00303543j 0.0043139-0.000480682j -0.0105466-0.00673527j -0.000790153+0.00596906j 0.00204627+0.00502489j 0.00451525-0.00797877j -0.00101097+0.00290857j 0.00771881-0.0101128j -0.0024165-0.00377176j 0.0088929+0.00275141j -0.0156193+0.0130294j -0.00997995+0.00522221j 0.00499604-0.00109461j -0.00360894+0.000803397j 0.00592353+0.000927816j -0.00326579+0.0012644j 0.00145619+0.0113711j 0.0145605+0.00540351j -0.00177271-0.0131295j -0.00215542+0.00402625j 0.00732846-0.00204067j -0.00515884-0.0054076j 0.0077974-0.00470432j 0.00545655-0.00448298j 0.0044195-0.00439039j -0.00607719+0.000920837j -0.00179558-0.00425625j 0.00343367+0.00503374j -0.000694966-0.0012128j 0.00170146+0.00330585j 
0.00247191+0.00210511j 0.00994661+0.00639478j -0.00702166-0.00985228j 0.000697468+0.00463083j 0.00236101-0.00110799j 0.0142067+0.0064119j -0.000839077-0.00641233j 0.00976939+0.000394696j 0.0043499+0.00706253j 0.000906505+0.0086019j 0.00106687+0.0165093j 0.00889043+0.000142739j -0.000309978-0.0122714j 0.00994581-0.0189375j -0.00126158-0.0107479j -0.0115674-0.00404956j -0.0172069-0.00202638j -0.00794644-4.54212e-05j 0.00750314+0.00215946j -0.0167259+0.00153219j 3.92795e-06+0.00412552j 0.00180473+0.00314738j -0.00809172-0.00637756j -0.0225875-0.0114796j 0.0105762+0.00309016j -0.00363625+0.00526666j 0.0019207+0.00216466j -0.0195951+0.00917608j 0.0121715-0.000808349j 0.0051986-0.00535699j 0.00172446-0.00227569j -0.0131942+0.0101827j -0.00237362+0.00618161j -0.00603674+0.000937452j -0.00576655+0.00235629j -0.00305948-0.00650288j 0.00944648-0.0065224j -0.00593264+0.00371043j 0.00647614-0.000958037j -0.0171551+0.00421523j -0.00556567+0.00372212j -0.00150794+0.00641646j -0.00278453+0.00517356j 0.00574176-0.005432j -0.00393861+0.00317778j -0.00779813-0.000358821j 0.00182848-0.00749993j 0.00713126-0.00300932j 0.000376535-0.00648483j -0.00144008+0.00597184j 0.00358684-0.00750469j 0.00569529-0.0058563j -0.00465574-0.00265289j -0.00265956+0.000861003j 0.0058337-0.00208403j 0.00246762+0.00519789j 0.00563695+0.000851107j 0.0146866-0.0088752j 0.00849921-0.00476842j -0.00615829+0.00466092j -0.00289577+0.000479579j -0.00045557-0.00415776j -0.00159953-0.00251769j -0.00113537+0.0123566j 0.00301385-0.00693134j 0.00269259-0.00271117j 0.00173624-0.00543096j 0.00549026-0.00308319j -0.00487755+0.00687059j 0.00334316+0.00359396j -0.00578035-0.00486312j 0.00243776-0.00393738j -0.00757865-0.0019047j -0.00585492+0.00295616j 0.0142897+0.00174242j 0.00724325-0.000324325j 0.000446245+0.00653998j 0.00178356-0.0105529j -0.0142261-0.00257561j -0.0043681+0.00340089j -0.00528723-0.00852613j 0.000985606-0.0127439j 0.00166832-0.000911262j 3.72259e-05+0.00338672j -0.000896156+0.000604291j -0.00100442-0.00560886j 0.00845278+0.0131623j -0.00454454+0.00720642j 0.0022831+0.00121964j 0.00061974-0.00270184j 0.0115541+0.00478556j -0.00394719+0.000306305j -0.0083031-0.00708727j -0.00639405-0.00651592j 1.43782e-05-0.00655707j 
-0.00683547-0.00799005j -0.00154095-0.00266024j -0.000867552-0.00264345j -0.00051969-0.0142j -0.0114219-0.0124764j -0.00431936+0.00829304j -0.0131543+0.009144j 0.00151428+0.00578664j -0.0107765-0.0113506j -0.00865216+0.00591595j 0.00595734+0.0141975j -0.0107319+0.000669756j -0.000841726-0.00109394j 0.00254717-0.00409975j 0.0221796-0.00862656j -0.000334635+0.00273488j 0.0228083+0.00267965j -0.00805246-0.0101694j -0.0142053-0.00350572j -0.0390756-0.00456154j -0.0368166-0.0335262j -0.0304883-0.0157588j -0.0214724-0.008316j 0.0164299+0.0117375j -0.0203336-0.0175879j 8.2044e-05-0.00133416j -0.0113446-0.00721888j -0.0019955-0.000146277j 0.00744498+0.00742027j -0.00146022+0.00115154j 0.00219525+0.00683337j 0.00184359+0.00503905j -0.00584275+0.00291269j 0.00322978+0.00430594j -0.00551429-0.00628535j 0.00177581+0.00100581j -0.00278471-0.00102865j 0.00215984-0.00107169j -0.000704674+0.000686677j -0.00195966-0.000647369j 0.0032207-0.000811287j 0.0021539-0.00236038j -0.000290063-0.00944854j -0.00201311+5.23226e-06j -0.000157901+0.00125624j 0.00105804-0.00288206j 0.00577798-0.00134906j 0.000380333-0.00334614j 0.00112502-0.00146521j -0.00360558-0.00205011j 0.00309543-0.00322595j -0.0117115-0.00639212j 0.00182966-0.00175615j -0.00270226-0.00253792j 0.00365819-0.000971442j 0.00287068+0.00286855j 0.00174499+0.0021025j -0.000762271-9.16369e-06j 0.00180432-0.000188429j 0.00250028-0.0044346j 0.000406283-0.00470261j -0.0017855+0.00558118j -0.00226479-0.00364582j -0.000500741-0.0015971j 0.00283089-0.00038094j -0.00490059-0.00304347j 0.00612569+0.000735015j -0.00839797-0.00630879j -0.000909298+0.00185633j 0.000876661-0.000236813j -0.00489398+0.00223033j 0.00307628+0.00237591j 0.0107691+0.000709336j -0.00344159+0.0027407j 0.00421804-0.000786586j 0.00458078-0.000906798j 0.00343547+0.00319946j -0.00657091-0.00512265j -0.00941372-0.00944115j -0.00123974-0.00611322j 0.00251755+0.0111579j -0.00234175-0.0111841j 0.00543773-0.00435411j 0.00349935+0.00492835j 0.0068671+0.000297227j -0.00666888-0.000726808j -0.000731494+0.00579269j -0.00368043-0.00076813j 0.00017851-0.00575705j -0.0074825-0.00618008j -0.00261149+0.00340453j 0.00838599-0.00528938j 0.00238165-0.00302298j -0.00305136+0.00279068j 0.00746794+0.006206j 
