-0.00261501+0.0116698j 0.0128223+0.00175378j -0.0148175+0.00592851j 0.00169938+0.0207054j 0.00877524+0.00283467j 0.00339344-0.019758j -0.0138433+0.00731836j 0.00444025-0.0132467j 0.0195702+0.0220124j 0.00114014+0.0133071j -0.00206354-0.0274517j 0.00409774-0.0226297j 0.0105314+0.023939j 0.0101235-0.00912424j -0.00479299-0.00932434j -0.0158708-0.0129568j -0.0106047+0.00368786j 0.00221778+0.0113864j -0.0018818+0.00879128j -0.0378132-0.00086719j -0.0116545+0.0129051j 0.0108197+0.030346j -0.00604234+0.0180424j -0.0171072+0.0062298j 0.0165023+0.0110487j 0.00179892+0.00674563j 0.00760098+0.00831894j 0.00453309+0.00348513j -0.00144383-0.0107146j 0.00236349+0.0037245j -0.0134613+0.00623131j -0.00435313+0.00374136j 0.00261688+0.00941203j -0.000773655-0.00131483j 0.00139382+0.00853808j 0.00257935+0.00569229j -0.00849464+0.00563717j 0.0074011-0.00737961j -5.10992e-05-0.00318317j -0.000801578-0.0108696j -0.00349516+0.00455975j 0.00246934-0.000167596j 0.0114289+0.00387548j -0.00485179-0.00754971j -0.00319003-0.00222177j 0.0124414+0.00496441j 0.000617433+0.000696186j -0.00804281+0.0128959j -0.00194601-0.000527769j 0.00940893-0.00697873j -0.00860335-0.0104615j -0.00313344+0.0124685j -0.00861239+0.00422131j 0.000750846+0.00759989j 0.00600963-0.000362443j 0.00760689-0.00654768j 0.000843342-0.00411827j -0.00618153-0.00464845j 0.00731542-0.00592887j 0.00939324+0.000435661j 0.01524+0.00484472j 0.00214801+0.000828597j 0.00791788+0.00484114j 0.00429216+0.00546492j -0.00225301-0.000649167j 0.00480994+0.0117513j 0.0011445-0.0062293j -0.00152571+0.0147605j -0.000959949-0.0106293j 0.00195042+0.00106863j 0.00998264-0.00639661j 0.00110667+0.00265557j -0.00185282-0.00279681j -0.000355167+0.00742058j -0.00539116-0.0016004j 0.0088213+0.00455451j 0.00398846-0.000928838j 0.00772006+0.00297352j 0.00245698+0.00137851j -0.0119126-0.00300589j 0.000725456+0.00300789j 0.00833907+0.00661982j -0.00251042+0.00441016j -0.00871827-0.00506052j -0.00218975-0.000488594j -0.00144033+0.00518769j 0.00498882+0.00307132j -0.00614509+0.00548982j -0.00220427-0.00953954j -0.00218956+0.0132577j 0.0106214+0.00414054j 0.0013875+0.00700408j 0.00972754+0.00772974j -0.0301314-0.0149689j 0.0162616-0.0369649j 
-0.00214051+0.00331758j 0.00858569+0.00772402j -0.00971064-0.00683259j -0.00508991-0.00179136j -0.000551087+0.0113644j 0.0109105-0.0171141j 0.00132355-0.0107038j 0.00454108-0.000849649j 0.0102242+0.0110212j 0.00369724-0.00580972j 0.0259388+0.00150907j 0.00587037+0.0109593j 0.00188816-0.0180127j 0.00270377+0.012999j -0.0194496+0.00363655j 0.00392603+0.0193508j 0.00275022-0.0110484j -8.03054e-05+0.0142104j 0.00784694-0.00239155j -0.0175476-0.0134079j -0.00443326-0.00635051j -0.00774298+0.00407828j -0.0121156+0.0167861j -0.00802926-0.00127296j 0.00334688+0.000147627j -0.00195112+0.000348211j -0.010661-0.00031742j 0.00899967-0.00612675j -0.00678261-0.00637302j 0.00322829+0.00231526j 0.00509428-0.00759524j -0.00389961-0.0181629j 0.00656331-0.00336627j -0.00739286+0.00379243j -0.0062281-0.00794014j -0.00902993-0.00678032j -0.00522983-0.00275605j -0.000746327+0.00649927j -0.0069275+0.00818799j -0.000560843-0.00210537j 0.00380859-0.00342659j -0.00400184-0.00595746j 0.000627607-0.00450678j -0.000206284-0.00541291j -0.00382199+0.000318116j -0.00525783+0.00398595j -0.00470559+0.00755039j -0.00880133+0.0012445j -0.0023329+0.00594426j 0.00383454+0.00333768j 0.00057346+0.00497779j -0.0013498+0.00210883j 0.00583226+0.00164129j -0.00322339+0.00587754j 0.000798328+0.00982831j 0.000959206-0.00199128j -0.00465661-0.00447183j -0.0036937-0.0133634j 0.00219875-0.00371034j 0.00645724+0.00643369j 0.00632926+0.00509788j 0.00123755-0.0023262j 0.0052976-0.00109865j -0.000171554-0.010323j 0.000904891+0.00339499j -0.00141255-0.00370534j -0.00184399+0.00824589j 0.00380504-0.00730757j -8.27546e-05+0.00102197j 0.00389139-0.0132538j -0.00509268+0.00307658j 0.00118169-0.000603641j 0.000188771+0.00761084j -0.00093072+0.00142613j 0.00508491-0.00936246j 0.00397239-0.0025823j -0.00151063-0.00101804j 0.00370191+0.00384045j 0.00293056+0.000475484j -0.0064759+0.0140952j 0.0129024+0.00115241j -5.40305e-06+0.00263949j 0.000183569+0.000653522j -0.0100287+0.00280311j 0.00302969-0.000928341j 9.34997e-05+0.00680222j -0.00183418-0.00126888j 0.00146147+0.00903094j -0.00119432-0.00124336j -0.00495194+0.00274468j 0.00729026+0.00660051j 0.00458065-0.000540516j 0.00560868+0.00301073j -0.00287709+0.00267357j -0.000564868-0.000990201j 
-0.00518679-0.0077264j -0.00967185-0.00499053j 0.00930953+0.018165j 0.000304884+0.00297847j -0.015134-0.0245866j -0.00169378-0.0153141j 0.00518527+0.000618034j 0.00364221+0.0110009j -0.0118136-0.017237j -0.00108602-0.00384463j -0.0171986-0.036304j -0.0203178-0.0132066j -0.0109702-0.00722031j -0.0102527+0.00783483j 0.0219714+0.0379158j 0.00784408-0.00768253j 0.00205145-0.0161352j 0.00873675-0.0223216j 0.0095563+0.016119j 0.00913069-0.00457231j 0.01224+0.011721j 0.00279257-0.00748742j -0.00926224-0.013429j 0.0110415+0.0182992j -0.0150137-0.0210606j -0.0107618+0.00626731j -0.00942518+0.00114983j 0.00187031-0.00636903j -0.00437351-0.00021788j 0.00339979+0.000286255j 0.0068991-0.00733366j -0.00917127-0.00781748j -0.00803333-0.0143325j 0.00224061-0.00247519j 0.0130814+0.00174657j 0.0109392+0.00791814j -0.00522166+0.00297727j 0.00273459+0.0107828j 0.000115104+0.0152103j -0.0080017-0.00354952j 0.0011567+0.0018153j -0.00182672+0.00209222j 0.000849985+0.00667925j 0.000732212+0.00324506j -0.00522284+0.00327249j -0.00478188-0.000616178j 0.000851569+0.0145737j -0.00283061+0.00836904j -9.00207e-05-0.0014043j -0.00431388-0.00483315j -0.000673988-0.00045966j -0.00192814-0.00832466j 0.0117273+0.00276262j 0.00371423+0.00348297j 0.001006-0.000764556j -0.00275292-0.00831033j 0.0161398-0.00366199j 0.0101941+0.00662802j 0.00191144-0.00124857j -0.0065071+0.00043196j -0.0033233-0.0011785j -0.00328695-0.00487689j 0.00355203-0.00871013j -0.0043273+0.0126004j 0.00524995+0.00294004j 0.0054682-0.00504877j -0.00606613-0.00106282j 0.00034622+0.00554738j 0.00364191-0.000586026j 0.00333143-0.000459871j -0.000560606+0.00518899j -0.00776738+0.00267554j 0.0015779+0.0086969j -0.00648265-0.00353563j 0.0148599+0.00170748j -0.00416726-0.00173812j -0.00687236+0.00275387j 0.00600587-0.0133179j -0.00147495+0.00250922j -0.000956929-0.00599306j -0.00279091-0.0107825j -0.000445715-0.00196952j 0.00765313-0.00159088j -0.000484987+0.0020653j 0.000972448+0.00111755j -0.00616338-0.00275756j 0.00517802+0.0086204j -0.00389759-0.000644621j 0.00572208+0.00100611j -0.00424104-0.00352056j -0.00343947-0.00498799j -0.00222785+0.00241815j 0.00431757+0.00326888j 0.00713385+0.00575466j 0.00466214+0.00312471j 
0.00331267+0.0146514j -0.000669127-0.00594015j -0.00756818+0.00332796j -0.0128733+0.000500083j 0.00917175+0.0174137j 0.00367721-0.029799j 0.010652-0.00792916j -0.014467+0.00400024j 0.00887652+0.0141949j 0.00300715-0.0204683j 0.01241-0.00850005j 0.0184687+0.0118169j 0.00136324-0.00806433j -0.00530349-0.0116672j -0.0175923+0.019635j 0.00712723-0.00909164j 0.0173826+0.0148581j -0.0087411-0.0143317j -0.00311574-0.00622725j 0.00254222-0.0120675j -0.0221447-0.0134739j 0.00912351-0.0162648j 0.0125085+0.0217073j 0.00374265+0.0227366j 0.0106585+0.00660015j 0.00616331+0.0100084j -0.00237212-0.00593386j 0.000251383-0.00594105j -0.00100529-0.018474j -0.00148521+0.00109353j 0.0067497-0.0157702j -0.000343686+0.00571124j 0.00556734+0.00245859j -0.00240772+0.00741297j -0.00966782-0.00676739j -0.00649111+0.00428494j -0.00457341+0.00906583j -0.00073553-0.00948328j -0.00330506-0.00210332j -0.00101006+0.00756529j 0.00322297-0.00525254j 0.0122062-0.00592547j 0.000551058+0.000869981j -0.00585969-0.00568043j -0.000805758+2.46088e-05j -0.00483372+0.00245221j -0.00734356+0.00322731j -0.00412102+0.00419472j -0.00479609+0.00113945j -0.0110163+0.0057691j -0.00687795+0.00256065j -0.0097531+0.00634618j -0.0128478-0.00073295j 0.0029084+0.00430134j -0.0018875+0.00233173j 0.00662065-0.000158237j 0.00320702+0.00561878j 0.00167005+0.00662855j -0.00045385-0.00240614j 0.000733411+0.0058499j -0.00661635-0.00375902j 0.0108814-0.0117416j 0.00360798-0.0104605j 0.00980585+0.00606713j -0.00476467+0.00812058j 0.00453291+0.00149354j 0.00262855-0.00933292j 0.00955548+0.00914559j -0.00427888+0.00191643j 0.00254444-0.00186519j -0.00080103+0.000977509j -0.00288811-0.000881221j -0.00480067+0.00602888j 0.00475568+0.00361382j 0.00335844+0.00685268j -0.00247344+0.00359948j 0.0089275-0.00349364j 0.00305014-0.00968794j -0.00338016-0.000628091j 0.00253712-0.00687263j 0.0136148-0.0108633j -0.00665882-0.0124411j 0.000464267-0.00426024j -0.00176294-0.00378672j -0.00561545-0.000522272j 0.0022846+0.00319851j 2.64624e-05-0.00481441j -0.00404426-0.00247846j 0.00543812+0.000652889j 0.000129915+0.00201567j 0.00166955-0.00319957j -0.00379335-0.00595501j 0.00159676-0.0021539j -0.00113654+4.96626e-05j 0.00161139-0.00504614j 
-0.00171186+0.00174103j -0.00502818+0.00213704j 0.00625578-0.00107226j 0.00404105-0.00286519j -0.00110603+0.00388029j -0.00995383-0.0056012j -0.0155326-0.00979932j 0.00867078+0.0119759j 0.00488873+0.00644927j -0.0107641-0.00980174j 0.0105019+0.0163766j -0.0043203-0.00528819j -0.0163865-0.0206421j -0.0302684-0.0223297j -0.00337655+0.0124319j 0.00406652-0.0047088j 0.0177952+0.00688026j 0.0149853-0.0065754j 0.0168784+0.000954402j 0.000951049+3.66262e-05j 0.0195372+0.00972765j -0.00879871-0.00675807j -0.0010853+0.000452256j 0.00795002-0.000388361j 0.000394004+0.000257794j -0.000779612+0.0109449j -0.0133388-0.00196809j 0.0038105+0.00316649j -0.00741986+0.00622742j -0.00673368-0.00610637j -0.00667884-0.00408783j -0.000674746+0.00419847j -0.00111979+0.00503497j 0.00423246+0.00769792j 0.000452106-0.00704779j -0.00262701-0.00804706j -0.00330672-0.000481533j 0.00729956+0.00689719j -0.00524437+0.00105783j 0.00358588+0.00663775j 0.0109712+0.000739009j -0.000625078+0.00510418j 0.00385164-0.00765385j -0.00701574-0.00577215j -0.00333467-0.00663595j -0.00547813+0.00222306j 0.00916636+0.00185357j 0.00179782+0.00419517j 1.75139e-06+0.000982309j -0.00245375+0.000564903j 0.0107979-0.0023982j 0.00499047+0.00214137j 0.00455626-0.00218819j -0.00141252-0.00658644j 0.00767536+0.0031337j 0.0108969+0.00117928j 0.00905528+0.00621197j -0.00319642-0.00891318j 0.00236129-0.0102248j -0.0105571-0.00617274j 0.000230459-0.00418749j -0.00527298-0.0093092j 0.0132501+0.0111611j -0.00485271-0.00207611j 0.00501389+0.00229954j -0.00385794-0.0102034j -0.00762314+0.00313984j 0.00547155-0.0161285j -0.000378545+0.0143913j -0.000785955+0.000357542j 0.00146042-0.00208132j 0.00701717+0.000934711j -0.00385622-0.00740219j 0.00957364+0.0133526j 0.00174514-0.00199549j -0.00546511-0.00899553j 0.000919669-0.00506137j 0.00641032+0.00277792j -0.00162421+0.0106616j 0.000871603+0.0104367j -0.00919858-0.00523781j -0.00329524+0.00243487j 0.0113372+0.0115455j -0.00467788-0.00305092j -0.000598968-0.00201316j 0.000750182+0.00322436j 0.000511376-0.00590613j -0.0051844-0.00369019j -0.00767194-0.00263217j -0.00111798+0.00177448j -0.00458765-0.00104537j 0.00330822+0.00583138j 0.00292282-0.00363467j 0.00324026-3.45693e-06j 0.00214844+0.00560472j 
-0.00164309-0.00419962j 0.00442264+0.000212828j -0.00147788+0.0084397j 0.00448294+0.00475616j -0.0103646-0.0118081j 0.00853607+0.00754051j -0.0162206-0.010936j 0.0115055-0.0104997j 0.00337856-0.0120159j 0.00722698-0.00162649j 0.00460463-0.0191135j -0.0122456+0.00221308j -0.00903034+0.00304138j -0.00975145+0.00303778j 0.0104756+0.0105972j -0.0238802-0.000373517j -0.0163176+0.00109368j -0.000764757+0.00803836j -0.00440931-0.00498975j -0.0328589-0.00914071j 0.000478114-0.00302301j 0.00354524-0.00255875j -0.027219-0.00772452j -0.0203865+0.000547799j -0.00153999-0.0169141j 0.00287025-0.00562639j 0.00812001-0.00917503j -0.00166508-0.0125214j 0.00576491-0.00412601j 0.00299935+0.00373909j 0.00413725-0.00990987j 0.00122763+0.00585944j 0.0052321-0.00281585j 0.00504464+0.00802707j 0.000523061+0.00320098j 7.42162e-05+0.00712243j -0.0107696+0.00494323j 0.00524423+0.000466079j -0.00260835-0.00808368j 0.000568498+0.00346733j -0.000911534+0.00312001j -0.0143652-0.00431134j -0.0241575-0.00878546j -0.000503589+0.00277237j -0.000526445-0.00900681j 0.00270459+0.000525922j -0.0106792+0.0033178j 0.00367316+0.00609726j -0.00866827+0.00152875j 0.014825+0.000986061j -0.00179008+0.0105984j 0.00266342-0.0011587j -0.00270669+0.0023875j -0.000125972+0.00282742j -0.0065616-0.00415716j 0.0125569-0.00520537j 0.00570582+0.0037499j -0.00629004+0.00744782j -0.00535377+0.00615097j 0.00630448-0.00536804j 0.00936674+0.00639264j -0.000997384-0.00503597j 0.00584558+0.00884174j -0.00314167+0.00708214j -0.00200627+0.00375677j 0.00110691-0.00111843j -0.0013871+0.00558167j -0.0119705-0.00387728j 0.00289802-0.00625691j 0.00325708-0.000795236j 0.000525321-0.00523778j 0.00439137+0.00736724j 0.00232901-0.0035356j -0.00765623-0.000115351j -0.00292484-0.00538063j -0.00213912+0.000839681j -0.00384835+0.00554588j -0.00153223-0.00202036j 0.000470694+0.00530631j 0.0029339+0.00288389j 0.00822883+0.0111746j -0.00232671+1.42611e-05j 0.00421694+0.0104519j -0.00280185+0.00633239j 0.00337485-0.00292831j 0.00325337-0.00409303j -0.000219997-0.00700573j -0.00812938-0.00685421j -0.000599778-0.0158284j -0.000466107+0.000961889j 0.00362838-0.0048045j 0.00522044-0.00019767j -0.00115695-4.45236e-05j -0.00611507+0.00130591j -0.00110581+0.00294944j 
0.000493155+0.00331761j -0.00586404-0.00459933j 0.00317537+0.00571405j -0.000797298+5.28942e-06j -0.00120323+0.00211579j -0.0151426-0.00991865j -0.00590467-0.00482926j -0.00462088-0.000227587j -0.00351956-0.000747354j -0.00974095-0.00459302j -0.00285343-0.0163509j -0.00101497-0.00162843j -0.0144639-0.00176867j -0.00155535+0.00301533j -0.00469425+0.0111814j 0.0389395-0.00381108j 0.0178207-0.00416991j 0.0234559-0.00212805j 0.00136186-0.00486458j 0.0374109+0.00552637j 0.00322568-0.00220653j 0.0050926-0.0019268j 0.0260639+0.00957523j 0.0157122+0.00292759j -0.00175077+0.000662392j 0.00757115-0.000395451j 0.000582223+0.00194543j -0.00139827-0.00282947j -0.00644705-0.00558556j -0.00431988+0.00719718j 0.00333265+0.00127507j 0.00934295-0.00318439j 0.000857287+0.00205718j 0.0154604+0.00770353j 0.00386273-0.000355874j -0.00305036+0.000812762j -0.00193125+0.00355481j 0.00287803-0.00652131j -0.00898807-0.0125379j 0.00829274-0.00534855j 0.00277026+0.00500809j 0.00375781-0.00019119j -0.0120882-0.00406099j -0.0176962-0.00894976j -0.00104613-0.00564464j 0.00225647+0.00677987j 0.00132733+0.00288774j 0.010885+0.0081232j -0.00256284+0.00125055j 0.0020257+0.00371757j 0.00286882+0.0046473j 0.00114363-0.00262437j -0.00386059-0.00074055j -0.000487918+0.00613001j -0.0113352-0.00787335j -0.00562534-0.000307875j -0.00281887+0.000138795j -0.00578021+0.00268122j -0.00559241-0.00241521j 0.00433867+0.00246745j -0.00330862+0.00999659j 0.00813615+0.000609814j -0.00632204-0.00542507j -0.0103336-0.00684905j -0.00751489-0.000688248j -0.00293765+0.00346896j 0.000413656+0.00628965j -0.00761436-0.0118702j -0.000577913-0.00397677j 0.00122951-0.0107507j -0.0170767-0.018412j 0.00292771-0.00070668j -0.0145271+0.000868622j -0.0031487-0.0128898j -0.00493684-0.000372803j 0.00671882+0.00611202j 0.00996169+0.0110638j -0.00762348-0.00193698j -0.00441318-0.00590721j -0.00649322+0.0129449j -0.00535685-0.0040765j -0.00366303-0.000451312j -0.00249443+0.00152305j 0.00546287+0.0102129j -0.00557102-0.00248171j -0.00640806-0.00831235j -0.00575302-0.00102148j 0.000131802-0.00145831j -0.00666771-0.00160997j 0.00138694-0.00205301j -0.00468709-0.00493794j -0.00220466+0.0102467j 0.000831894-0.00772637j 0.0051334-0.00494951j 0.000725454-0.00815474j 
0.0037076+0.0015831j 9.50359e-05-0.00475259j -0.00212585+0.00187195j 0.00292498+0.0013256j -0.00228098+0.0047365j 0.000224147-0.0196572j 0.00561483+0.0129812j -0.0167051-0.00725429j 0.00157394+0.0237504j 0.00370936+0.0053719j -0.00398427+0.014595j -0.00297303-0.0327959j 0.0105595-0.0145101j 0.00696338-0.00276797j -0.00415627+0.0189998j -0.0134682+0.00744437j -0.000153684-0.0170045j 0.0102546-0.00357492j -0.00817483-0.0139218j -0.0187657-0.00372311j -0.00630634-0.00651204j 0.0138165+0.00896455j -0.00584968+0.00359334j -0.00578966+0.0153798j 0.00171883+0.004482j -0.00420014+0.0237447j 0.000372607-0.00207162j -0.00305724-0.00555106j -0.000271078+0.000487346j 0.00230707+0.00031917j -0.00232272+0.0099698j -0.00464919-0.00504894j -0.00112367-0.00204257j -0.00624862+0.00597983j 0.000222702-0.00248062j 0.00564608-0.0105947j -0.00524361+0.00368141j -0.0058327+0.00579065j -0.00479659+0.00777718j -0.00860341-0.00218119j -0.00182483-0.00378765j -0.00698441-0.00627703j -0.00580563-0.00602749j 0.00500348-0.0105796j 0.000398102+0.000485807j -0.00549656+0.0074386j 0.00204476-0.00578026j -0.00439587-0.00222528j 0.00414689-0.00186693j -0.00141547-0.00193223j 0.00979007-0.00458157j 0.00924437+0.00286208j -0.00607178+0.00826043j 0.0012011-0.0102118j -0.0022281-0.00674967j 0.00280058+0.000853494j -0.00875346+0.0119212j -0.00300577-0.00238391j 0.00121101-0.00673795j 0.00231928+0.000549502j 0.00350001+0.00963101j -0.00219919-0.00483274j -0.00352335-0.01327j 0.0111051-0.000731603j -0.00494991+0.00276815j 0.00056952+0.0227891j 0.00691891-0.00137114j -0.000304686-0.0155982j -0.0029043-0.00304842j -0.00825948+0.00418247j 0.0027813-0.0138363j 0.00619956+0.00357468j 0.00105057-0.00533183j 0.00333243-0.0149765j -0.0119597+0.00709709j 0.00180178+0.00769441j 0.00663742+0.000268135j -0.00207972-0.0100669j -0.00353415+0.00305107j -0.00115371-0.00384434j -0.00223794+0.00598743j 0.00221166+0.00300446j 0.000360067+0.00565021j 0.00227607-0.000552069j -0.00183099-0.00426702j -0.00118857+0.000480505j -0.00178149-0.00130366j -0.00148724-0.000987948j 0.000729212-0.00301947j 0.00274942+0.00241063j 0.00569395-0.00406243j 0.00138821+0.000453595j 0.00163638+0.00681268j -0.000947858+0.00562906j -0.00439605-0.00343057j 
-0.000111085+0.00467272j -0.00428945+0.00160679j 0.00392821-0.00182028j 0.00438174+0.000376386j -0.00129357-0.00452159j -0.00523549+0.00378601j -0.0161108-0.00937125j 0.00239947-0.00443617j -0.000165119-0.00542285j -0.00986649-0.00778374j -0.00624441+0.00408932j -0.00758653-0.00218199j -0.00820204-0.017592j 0.00395458+0.00664604j 0.0155495+0.0190621j -0.00643661+0.00016847j -0.0174107-0.0130971j 0.00713092-0.00758529j 0.00885623-0.00920644j -0.0276398+0.00126318j 0.00699088+0.00832449j 0.00122559-0.0121585j -0.0101932-0.0131119j -0.00800242-0.000109531j 0.00404042+0.00344648j 0.000627124+0.00269337j -0.008211-0.00150556j -0.0127476-0.000544333j 0.0070991+0.00162371j -0.0050769+0.00261954j -0.00862414-0.00199523j 0.00114746+0.00252975j 0.000241322+0.000620592j 0.0149661-0.00548j -0.00193039-0.00104946j -0.00608941-0.000830083j -0.00383+0.00162873j 0.00773372-0.000129098j -0.00475082+0.00590564j 0.0126028+0.0129791j 0.00859681+0.00162433j 0.0128786-0.00194943j 0.00448619+0.00168129j -0.00667966+0.00309313j -0.0058526+0.000625765j -0.00980564-0.00635057j 0.00409124-0.00605007j 0.0067645+0.00267332j 0.00266828+0.00421662j -0.00813788+0.00384584j 0.00486256-0.00279304j -0.0153515-0.00514168j -0.0114815-0.00317308j 0.00182828-1.79966e-05j -0.00548601-0.00684723j -0.00643651-0.00841311j -0.00763504-0.00522666j -0.003629+0.00997026j -0.00296809-0.00564312j 0.00931575+0.0140477j 0.00614922+0.00319309j 0.0118482+0.0027196j -0.00330409-0.0152953j -0.0024533-0.0121462j -0.00448909+0.00348711j -0.00234808+0.0054549j 0.00773077-0.00250799j 0.0092819-0.00555901j -0.00820006-0.00195778j -0.00225034+0.000549895j -0.00152314-0.000185209j -0.00273729-0.011747j -0.00232274+0.00753458j 0.00557034-0.0197291j -0.0155327+0.0111166j -0.00553539+0.00350482j 0.00844404-0.000675902j 0.00374303+0.00145839j 0.000796234-0.00985755j 0.0086998+0.00511069j 0.00227225+0.0020539j -0.00573744+0.00237511j -0.00243604-0.00895092j 0.00846514-0.00529556j -0.000799636+0.00443131j -0.00256759+0.000195175j 0.00365333-0.006341j -0.00626636+0.00493818j 0.00362889+0.00172736j 0.00302195-0.00194273j -0.000658398-0.000275687j -0.00125132-0.00385196j -0.00181527-0.00384908j -0.00274076-0.00118805j 0.00396331+0.00646139j 
0.00894212-0.000811764j -0.0036476+0.00664899j -0.00349463-0.00170286j 0.00558169-0.00147736j 0.0131492-0.00616005j -0.00655963+0.00144023j 0.00318567-0.00103734j -0.00509509-0.00715668j 0.0233781-0.0051359j 0.00484251+0.00385099j 0.015724-0.00440666j -0.00981227-0.000736117j 0.0139246-0.00496341j -0.00440761-0.0120559j -0.0190523-0.00530368j 0.0102981-0.00311037j 0.00614282+0.00310079j 0.0225372+0.0193469j 0.00599602+0.000237391j -0.022109-0.00210364j -0.00897307+0.00529955j 0.0187688-0.000224052j 0.0101024-0.00757174j -0.00653938+0.00495542j 0.00676796+0.00291143j 0.00755908-0.00879349j -0.00722046+0.00356164j -0.0109963+0.00919986j 0.00472975-0.00607429j -0.00721222+0.00572397j -0.00975568+0.00640252j -0.00069115-0.00890666j 0.0032173+0.00632967j 0.0110881-0.0190792j -0.00322695+0.00415133j -0.00941631+0.00128732j 0.00158511-0.00470262j 0.0112748-0.000771954j -0.00374815+0.00379843j -0.000140504-0.00691481j 0.00435948+0.00240933j 0.00806208-0.00802811j -0.0073134+0.000378915j -0.0119043+0.00980343j -0.0088142+0.00849313j -0.00305887-0.00660624j -0.00460036-0.00114098j -0.00047446-0.00798995j -0.00116848+0.00209065j -0.00850541+0.00470894j -0.00198751+0.00290646j 0.000459807+0.00368192j 0.0122163-0.0035504j -0.0073216+5.2672e-05j 0.00676847+0.00166808j -0.00881996+0.00669735j -0.00191714+0.00026813j -0.0105711+0.00790524j -0.00744111+0.00578912j -0.00756976-0.00663773j -0.00405007+0.00148864j -0.00513066-0.0157916j 0.00426735+0.00451089j -0.00781154+0.0152517j 0.00448403-0.00239535j -0.00176334-0.00417847j -0.000710259+0.00043007j -0.000129431-0.00802133j 0.00274777+0.00582405j 0.00304144-0.00222991j 0.00104069+0.00773748j -0.00961233+0.00481048j -0.000661437-0.00162409j 0.0053192+0.0011062j 0.00273406+0.00363222j 0.00409349-0.00323171j -0.00493155-0.00436242j 0.00808502-0.00846243j 0.00635459+0.00816199j 0.00428406-0.00218058j 0.00158121+0.00037771j 0.00583499+0.0012608j -0.00333627+0.00810223j 0.000286795-0.00696606j -0.00692874-0.00379422j -0.000288452+0.00385263j -0.00201744-0.0051944j -0.00225076+0.00665428j 0.00103238-0.00155555j 0.00836321+0.00239766j 0.00714248-0.000227269j -0.00189042+0.00687313j 0.00311702+0.00486553j 0.00141676+0.00506557j -0.0048454-0.000229151j 
-0.00145979+0.00376529j 0.00133428-0.00431455j -0.0043154-0.00425068j -0.00838586-0.00380017j 0.00354509+0.0108453j 0.001665-0.0099745j 0.0100262+0.00310544j -0.001503-0.014635j -0.00126909+0.00341003j -0.0062016-0.00724583j 0.00683714+0.00924879j 0.00924068+0.014243j -0.00467849-0.0176664j 0.0144917-0.0121467j 0.00849379+0.0153739j -0.00830102-0.0223561j -0.0135016-0.0103781j -0.0264313-0.00386085j -0.00690245-0.030897j 0.00968987+0.00279426j -5.81625e-05+0.000600036j -0.0025934-0.00840401j 0.000427718+0.00340699j -0.0081722+0.0141706j -0.00582774+0.0165383j 0.0133164-0.0185288j 0.000726578+0.00393443j 0.0102005-0.0176028j 0.00544203-0.00161248j -0.00818537+0.0198446j -0.0087822+0.0101474j 0.0138757-0.0197779j -0.00123499-0.00190568j -3.08966e-05+0.00110599j -0.00726547-0.00674399j -0.00271148-0.00639998j 0.000858872-0.00519608j -0.00122045-0.00179359j 0.00118024+0.00343886j -0.00177084+0.000507503j -0.0159924+0.015261j 0.000436991-0.00338178j -0.0082912+0.0023648j 0.00640883-0.0129464j -0.00354575+0.00546375j 0.00235432-0.00314344j -0.00172567+0.00767817j -0.00630886+5.9259e-05j 0.00165933+0.0131287j 0.00815874-0.00343395j -0.00675037+0.00476201j 0.00135384+0.00549264j 0.000144971+0.00379017j -9.48687e-05+1.17795e-05j -0.00276327+0.00481059j -0.000346951+0.0136108j 0.00394096+0.000408383j -0.0027772-0.00404572j 0.00303929-0.00149112j 0.00128577-0.00911207j 0.00340228-0.000260829j -0.00289231+0.00139899j -0.000861729+0.00294743j 0.000886903+0.00242793j 0.00647277-0.0134109j 0.00377509-0.0160037j -0.00232334-0.00847256j 0.00263767-0.00410043j 0.000692264-0.00225447j 0.0094457-0.00810367j -0.00596389-0.00229023j -0.0135821+0.00497988j 0.00445247-0.0124832j 0.00467065+0.00780705j -0.000716587+0.00111299j 0.00571422-0.00215561j 0.00583041+0.00100281j 0.00247766-0.00176636j -0.00223538+0.00473149j -0.00567586+0.00555619j 8.79121e-05+0.00320826j -0.00311907-0.000507325j -0.00133822+0.00220941j 0.00236447+0.00066617j 0.00665249-0.0013723j 0.00214928-0.00139518j 0.0020959-0.000845416j -0.00148255-0.00335107j 0.0023521+0.00259619j -0.0038767-0.00022501j -0.00178403-0.00116932j -0.00156322-0.00593292j -0.003702-0.00320984j -0.00272016-0.00232468j 0.00250863+0.00246886j 
