-0.00334143+0.00245308j -1.87189e-05+0.00289776j -0.00983702+0.000995305j 0.00247443+0.00420007j -0.00825742-0.00397454j -0.0054324-0.00444936j 0.00505178+0.0122471j -0.00691357+0.00355702j 0.0084376-0.0177595j -0.00149234-0.00321281j 0.00400666+0.00950355j -0.00381709+0.00858735j 0.00641168-0.00014457j -0.0042176+0.00925578j -0.00484464-0.0186984j 0.00179795-0.018074j -0.00240311-0.00443226j 0.00352296+0.000339904j 0.00184863+0.0050691j 0.00548758+0.0010163j -0.00142161+0.00616831j -0.00269963+0.000235784j -0.00199736+0.00203857j 0.00108556+0.00116229j 0.0020232+0.00299416j 0.00565585+0.00280002j 0.000104946+0.00301452j 0.00324246+0.000183576j -0.00054153-0.000930111j 0.00102605-0.00110449j -0.000860828-0.00112638j 0.000158521-0.00202337j 0.00106182-0.00185261j 0.000522936+0.00148603j -0.000226491-0.00115262j -0.000785082-0.000443494j 0.00164591-0.00241038j 0.00718192-0.000720907j 0.00292089-0.00232554j 0.00197433-0.00121777j 0.0060007-0.00457156j 0.00250329+0.00437573j -0.00353238-8.80727e-05j -0.000285269+0.000273339j -0.000226134+0.00108103j -0.00084383-0.00132478j 0.000359455+0.00192502j 0.000168568-2.40925e-05j -7.79472e-05-0.00118528j 0.000453972+0.00173134j 0.000271949-2.67185e-05j -0.000625976+0.000142644j -0.00160778-0.000240396j 0.000787841+0.000762598j -0.000513906-0.0011993j -0.000526805+0.000263076j 0.000276033+2.22614e-06j -0.00229642+0.000502979j 0.00160229+0.000299976j -0.00133248+0.00349435j 0.0019361+0.000144211j 0.00113942-0.000415317j 0.000441364+0.00130294j -9.91504e-06-0.000226034j 0.000125254-8.00667e-05j 0.00132493-0.000136091j -0.00163099+0.000587767j 0.000916163+0.00225157j -0.00128036+0.000466985j 5.64602e-06-0.000476275j 
-0.000656562-0.000506121j 0.00131284+0.000718509j 0.000490251+0.00040251j -0.000444461+0.000826646j 0.00048666-0.000535538j 0.000509107+0.0032842j 5.55864e-05+0.00193546j 0.00215581-0.00195918j 0.000648358+0.00127825j 0.00265361-0.00656574j 0.000484036-0.000714774j 0.0010614-0.00138126j -0.00224752+0.00132719j 0.00151606-0.00240559j 0.00096632-0.00141218j 0.000264533-0.00143868j 0.00275235-0.00287244j 0.00261669-0.00180287j -0.00401494+0.000855047j 0.00151978-0.00225145j 0.000355769+0.00303356j -0.00155532-0.00016677j -0.000704394-2.89039e-05j -0.00317847-0.00219259j 0.00380574+0.000943551j -5.23869e-05-0.00336575j -0.00757051+0.00340045j 0.00540741+0.00173954j -0.00248433+0.00171499j -0.0108073+0.00693895j -0.0098862+0.00025411j -0.00695151+0.0031492j -0.000582064+0.000456728j -0.0119812+0.00365762j -0.000169591-0.00337475j 0.0130468+0.00122222j -0.0155164+0.00116942j 0.00419721-0.00123596j -0.0115715+0.000782716j 0.00637482+0.0025538j -0.00478012-0.00398905j 0.00239334+0.00422959j 0.00352554-0.00230058j 0.000402205-0.00184753j -0.00353434-0.00159609j -0.000843933+0.000400886j 0.000199224+0.000815451j 0.00263397+0.00103778j 0.000749957+0.000490561j -0.00253943+0.000417312j 0.000131455-0.000277449j 0.00445957+0.00134027j 1.20976e-05-0.00098014j -9.53056e-05+0.000227871j 0.000249586-0.00109639j 0.000515749+0.00126782j 0.000425298+3.5777e-05j 0.00211163-0.000513634j 0.00331649+0.00308063j -0.00110453+0.00234039j 0.000605037-0.000709504j -0.00131605-0.00122219j -0.000726765+0.000204839j -0.00019657+0.00032117j 0.000199502-0.000271433j -0.00180674-0.000479688j -0.00113466-6.87679e-06j -0.00024257-0.00052163j 0.000771493+0.000267935j 0.000475857+0.000140115j 
0.000471443-0.000443165j 0.00119599-0.00043255j -0.000319509+0.000235671j -0.00019546+0.0014258j -0.000500489+0.000969905j -0.00210955-0.00342692j 0.000365311-0.00356676j -6.81769e-05-0.000250351j -0.00122824-0.000833387j -0.000512873-0.00371028j -0.0016615-0.000496069j -0.000103556+0.00316548j 0.00171357+0.0038895j 0.000184084+0.000284632j 0.00172241+0.00046676j -0.00170778+0.00342082j 0.00237836-0.000773041j 0.0030098-0.00176067j 0.00101687-0.00131883j -0.000752348+0.000826079j -0.00144494-0.000572647j -0.00255241+0.00230768j -0.00612286+0.00232436j -0.00149529-0.00234564j 0.00747781-0.0016813j 0.00210607+0.00262213j 9.1001e-05-9.74305e-05j -0.0116819-0.00268558j 0.00148352-0.0051124j -0.00530928-0.0111194j 0.00692992-0.0059952j -0.00767445+0.00300238j 0.00296892-0.00201483j -0.0103309-0.00575754j -0.000486342-0.0054846j -0.00181496+0.00717881j -0.00264656+0.00248884j -0.00404134+0.00331717j -0.00270529+0.00398889j 0.00639429-5.76784e-05j 0.00445519-6.18837e-06j 0.00099377-0.000717653j 0.000112336-0.00100732j 0.00128778-0.000872783j 0.00453242-0.000781498j 0.000472573-0.00123839j 0.000205559+0.00152315j -0.00210962+0.000502579j -4.30591e-05+0.00236828j 0.00184338-0.00281192j 0.000321536+0.000192984j 3.74209e-05+0.00230721j 0.00136086-0.000681558j -0.00172063-0.000268025j -0.00169662-0.00526151j -0.000142227-0.000467307j -0.0046474+0.00234092j 0.00286646+0.00356377j -0.00440687+0.00100696j -0.00190525-0.00276748j -0.000362132+0.000506617j -0.000773681-0.00160062j -4.32752e-05-0.000599117j -0.000448642-0.0001302j 0.000450465+0.000119212j -0.000814314-0.000910579j 0.000706455-0.0014246j -0.00078951-0.000779148j 0.000732057+0.000108667j 0.000155916+0.000385969j 
-0.000411691-0.000255174j 0.00196174+0.000133898j -0.000352516-0.000200226j -0.000705735+0.000754865j 0.000794444+0.0031115j 0.00205214+0.00329809j 0.000995364+0.00181034j 0.00384432+0.00548171j 0.00183081+0.00760338j -0.00290622-0.00791646j 0.000806095+0.00492794j 0.00241686-0.000472192j -0.00192725-0.00694772j 0.000680188-0.0244421j -0.00100688-0.000452841j 0.00491497-0.0168307j 0.000484633+0.000877569j 0.00138615+0.00159641j -0.0012069+0.000159309j -0.000803641+0.00282478j -0.00103785-0.00017726j -0.000796263-0.00109944j -0.000338184+5.86619e-05j 0.00223997-0.000561386j -0.000388095-0.00125772j 0.00224339+0.00149478j 0.00310201+0.000674034j -0.00843107-0.000457848j 0.00212724+3.54273e-05j 5.77848e-05-0.00348753j 0.000615355-0.00264567j -0.00691153-0.00329566j 0.00116899-0.00242728j -0.00352878-0.00345117j 0.000444902+0.0012751j -0.00156711+0.00193214j -0.00194121-0.000624779j 0.000576061+0.00491766j 0.0028794-0.0025218j -0.00103406-0.000290282j 0.00187205-0.00437725j -0.000889256-0.00033797j -0.000517437+0.000403644j 0.00102809-2.98333e-05j 0.00123293+0.000703805j 0.000100451-0.000423623j 3.37516e-05+0.000945689j -0.000872293-0.000287797j -2.18039e-05+0.00076619j 0.000684808-0.000752839j 2.216e-05+0.000164748j -0.000780729+0.00099338j 0.000661419+0.000868325j -0.000641261+0.000700409j -0.000538158-0.00193096j 0.000443352+0.000246895j -5.43361e-05+0.000490807j -0.000227813+0.00150951j -0.00195287-0.000688501j -0.00121411-0.000477219j 0.000266718-0.000373233j 7.09853e-05-0.00105296j -0.000141106-0.000132673j 8.37076e-06-0.000230784j -4.60055e-05+0.000213509j 6.41628e-05-0.000650569j 0.000178743-0.000330361j -0.000335636-5.42904e-05j 0.000198685+0.000446898j -1.70159e-05+0.000113378j 
0.000631546+0.000302086j 0.00147242+0.000800525j -0.00061658+0.00130265j -0.000705172-0.000509836j -0.0014521+0.000202072j -3.58157e-05-0.000626121j 0.000665071-0.000629885j -0.000139012-0.000938168j -0.000273827-0.00195508j -0.000138097-0.00629154j 0.000469104+0.000729775j -0.000319809+0.000719093j -0.00185669+0.00107537j 0.00325263-0.0019451j 0.000857191+0.000240906j 0.00257562+0.000561329j 0.00413417+0.00222086j 0.00161578+0.000484929j -0.00616211+0.00141024j -0.0032893+0.00302918j -0.00243771+0.00640738j -0.00189732-0.00229972j 0.00395774-0.00273242j 0.00142449+0.000725962j -0.00305701-0.00188176j 0.00345603+0.000493247j 0.00361478-0.00127117j 0.00126528+0.00471657j 0.00539383+0.00566861j 0.00971794+0.00464696j -0.0105443-0.00101035j -0.00748208-0.00388788j -0.000498501+0.00639387j 0.0035924+0.00238452j 0.000830963+0.00350215j -0.00674735-0.00215203j -0.00766457+0.00126293j 0.00394333+0.00299376j 0.00320629-0.00369824j -0.0059806-0.00166636j -0.00442436-0.00617381j -0.00267701+0.0036594j 0.00114272+0.00362943j 0.00120967-1.90855e-05j -0.00235665+4.69485e-05j -0.000737115+0.00356023j 0.00084224+0.0016752j 0.000523219-0.000599374j -0.000209114+0.00105792j -0.00275363+0.00105081j -0.000219859+0.000218691j -0.000212851+0.0029193j 0.000702892+0.00514001j 0.000659945-0.0029644j 0.00102687+0.000253609j -0.00134836-0.00187109j 0.00256434-0.0026563j -0.000628798+0.000171969j 0.00271078-0.0014099j -0.00154993-0.00225247j 0.00208501+0.000213424j 0.00047807-0.0022011j 0.000347212-0.000731471j 0.000401424+6.92173e-05j -0.000447205+9.70642e-05j -0.000158571-0.00148715j 0.000755612+0.000104938j -7.29302e-05-0.00061746j 2.59811e-05+0.00138764j -9.89909e-05+0.000206566j 
0.000342125+0.0007617j 0.000262341+0.000498779j -0.000383913+3.08403e-05j -0.00129441-0.000553731j -0.00146505-0.00168317j 0.000508191-0.00312132j 0.000870524+2.96663e-05j -0.00200254+0.00111892j 0.00124263-0.00338591j -0.00245356-0.00313008j -0.00204609+0.00411412j -0.00136442+0.00152438j 0.000522205+0.00312115j -0.00167534+0.000182195j -0.000168805-4.71785e-05j 0.000243033-0.00134169j 0.000463677+0.00462858j -0.00373759+0.00348739j -0.000309812-0.00512805j -0.0061326+0.000309889j 0.00422121+0.00390734j -0.00216055-0.00315908j 1.2471e-05-0.00116411j 0.0133882-0.00425886j 0.00591997+0.000683608j -0.00603707+0.00305606j -0.0103807+0.00289802j 0.0155606-0.00308346j -0.00140166+0.00220701j -0.0106999-0.00127626j 0.00983556-0.00608901j 0.000420239-0.00297273j -0.000444798+0.000509741j 0.00604804-0.00268092j -0.028681-0.00443995j -0.00747814+0.00437878j -0.00101003-0.00148651j -0.00983477-0.00496885j 0.00088358+0.00132705j -0.0020999+0.00164834j 0.000654746+0.00364454j -0.00604863-0.000452144j -0.00055362+0.00567717j -0.000213983+0.000176021j 0.00135025-0.00226938j -0.000600146+0.001817j 5.68112e-05-0.000311268j -0.000290947-0.00075429j -0.00457604+0.00124879j -0.00140845-0.0009731j 0.00013301-4.05257e-06j -0.00222392-0.000383736j -0.000416866+0.00018262j 0.00222097-0.000627978j 0.000553489-0.000416217j -0.00041964+0.00114151j -0.00278299-0.00338051j 0.00112575+0.000563162j -0.000108579-0.00188472j -0.000213293+0.000522809j 0.000971014-0.000304083j 0.00169339-0.000570062j 0.000454913-0.000721926j -0.000285156-0.00032008j 0.000246293+0.000328688j 0.00108072-0.000888392j 0.000774315+0.000825194j 0.00143614+0.000289601j -0.000574132+0.00154995j -0.0006279-0.000204041j 
7.429e-05-0.000572328j 0.000540481-0.00056847j 0.00159176-0.00163417j 0.000563691+0.000699616j -0.000535159-0.00178227j -0.00146455+0.000266106j -0.000448951-0.000444017j -0.00259852+0.0013425j -0.000517018+0.000931854j -0.000929122+0.00061695j -0.000619495+0.000329792j -0.000384028+0.00134777j 0.00268316-0.00227735j 0.00168448-0.00124265j 0.00156676-0.00337622j 0.00052243+0.000621253j -0.00365487+0.00222485j 0.000444268-0.0058606j -0.00524857-0.0029769j -0.00060635-0.00841056j -0.00133569+0.00860979j 0.00742388+0.00386966j -0.00125048-0.00171264j 0.000926336+0.000937195j -0.00137684-0.00406402j -0.00449476+0.00373795j 0.0137289-4.23586e-05j -0.00705806+0.00390846j 0.00279905+0.00492335j -0.00018699-0.00235522j -0.00584508-0.00389841j -0.00753038-0.000303509j -0.00425026+0.00643358j -0.00104561+0.00235381j -0.0103036-0.00122406j -0.00448242+0.000166335j 0.00277643+0.00534019j 0.0110101+0.00476291j 0.00621192+0.00518556j -0.0080108+0.00092375j -0.00595441-0.00334273j -0.00366094+0.00652353j -0.00546854+0.00174755j 0.00577608-0.00143676j 0.00347719-0.00125995j -0.00798621+0.00126933j 0.00227291-0.00188009j -0.000113636+0.00181269j -0.000769638-0.000663548j -0.00106405-0.00089839j -5.85104e-05+6.42273e-05j 0.00257119-0.00328981j 0.000694002+0.000974176j -0.00164038+0.000599952j 0.00034957-0.00216199j -0.00114273-0.00340628j 0.00029197+0.00235156j 0.00408656-0.00151761j 0.000933678-0.00138823j -0.00112488+0.00239687j 0.00156839+0.00223701j 0.000150749+0.0019756j 0.00105541-0.000113289j -0.000542113+0.00019077j 0.000243021-0.000287765j -0.000296094+0.00114895j 0.000164367+0.00180878j 0.000524518+0.00146741j -0.00125375-0.000576078j 0.00015266-0.000503882j 
0.000904868-0.000298841j -0.00295259-0.0001214j 0.00018164+0.000150554j 0.00113527+0.0023005j -0.0011318+0.00108078j 0.00173928+0.00349028j -0.00106822-0.000481699j -0.000285556+0.00468665j 0.000475393+0.00440369j -0.0012037+0.0172628j 5.45295e-05-0.000492493j 0.00126364-0.00134333j 0.00257781-0.00738686j -0.000759188+0.00202936j -0.000438289-0.00409053j 0.000130798-0.00279137j -0.000123472+0.00220861j 0.000382883+0.00253837j -0.000681004-0.00236525j 0.0005061-0.00218032j -0.000642706+0.00224412j 0.00262111-0.000955999j -0.000927245-0.00792739j 0.00368788-0.00424294j 0.00119277+0.00355346j -0.000800049-0.00836208j 0.00131151+0.00683562j -0.00120564+0.0064836j 0.00302046-0.00536882j 0.00434729-0.00448853j -0.00163158+0.00755255j 0.000676274+0.00350633j 0.00177103-0.00173049j -0.00145527+0.00675981j -0.005697-0.00901597j -0.00222584+0.00568818j 0.000963956+0.00584413j 0.00153681-0.00142335j 0.00414318+0.00934457j -0.0050081-0.00588998j 0.000873287+0.00250978j -0.00171069-0.000549917j -0.000898812+0.00224312j 0.000984062+0.000390878j 0.000800318+7.21805e-05j -0.00223897+0.000570369j 0.000433021-0.000224591j 0.00318885-0.00072284j -0.000337215-0.000660338j 0.000244715+2.03914e-05j -5.11742e-05+8.96981e-05j -3.43359e-05-0.000594562j 1.35674e-05+0.000910765j 0.00025035-0.00132712j -0.00030417+0.000641033j 0.000470252-0.000380972j -0.00261718+0.00178621j 0.00104176-9.30114e-05j 0.00087351-0.00143744j -0.000325084+0.000349178j 0.00083401+0.000163925j 0.000576255+9.90677e-05j 0.000379739-0.000310787j -5.47741e-05-5.7386e-05j -6.85125e-05+1.1691e-05j 8.29692e-05-0.000209954j 6.76292e-05+0.000738305j 0.000545707+0.000226887j -0.000404114+0.000402813j -8.70517e-05-0.000128196j 
0.00088333-0.000807085j -0.00302827-0.000747952j 0.000385436+0.000417391j 0.00148127+0.00175202j -0.000258347+0.00273154j 0.00101518+0.00345218j 0.000178361+0.00136385j -0.00108527+0.00635774j -0.00131473+0.00230341j 0.000436919+0.0172217j -0.00180074+0.00534051j 0.000706146-0.00213806j 0.00052301-0.00674717j -0.00122249+0.00429003j 0.000605958-0.00191337j 0.000775648+0.000666555j -0.000776958+0.000525595j 0.00166514-0.00111159j -0.000609556+0.00586996j 0.00112503+0.00490181j -0.00396384-0.00416246j 0.00203957+0.000706935j 0.00148795+0.00395985j -0.00396953+0.00496582j -0.0104801-0.00254994j -0.00335518+0.00239828j 0.00626976-0.00283341j -0.00350051-0.00120303j -0.00917424+0.00069386j -0.0158893+0.00138122j 0.000326103+4.14432e-05j -0.010752-0.00118913j -0.00138609-0.00127653j 0.00359694+0.000222321j -0.0104886+0.000810936j -0.00201539-0.00464486j 0.00101637+0.00335842j 0.00247927+0.0016079j 0.000256576-0.0083367j 4.28122e-05+0.000891546j 0.000350831-0.0030903j -0.000864934-0.00522588j -0.000944553-0.00115026j 0.00121525+0.00113257j -0.00117782+0.000788296j 0.00163149-0.0025186j -0.000164404-0.000386106j -0.00144295+0.00191301j -0.000408262-0.000461859j -0.00038794-0.00269902j 5.72495e-05+0.000354633j 0.000671106-0.000110392j 0.00203752+0.000269333j -0.000892925-0.00115323j -0.00161508-0.0065901j -0.000591745+0.000242957j 0.0034713+0.000111634j -0.00191821+0.00178824j -0.0017109+0.00227283j -0.000589503+0.000184907j 6.11582e-05-0.000220821j -0.000380176-0.000401204j -0.000722282+0.000703637j -0.000423596-0.000148191j 0.000302797+0.000241247j 0.000736912-0.000384864j -0.00110795-0.000992049j -0.000342517+0.000781455j -0.000128845-0.000138676j 8.34243e-05+7.83478e-05j 
0.000446256-6.64316e-05j -0.000538799+0.000160151j 0.000210957+8.52349e-05j 0.000586587+0.00397631j -0.00035233+0.0015613j 0.00161684+0.000229383j 0.000590418-0.000657257j -0.00218532+0.00237854j -0.000654879+0.00286894j -0.000701953+0.00623845j -0.00063743-0.0021237j -0.000494023+0.00053006j -0.000709907-0.00388472j -0.00014356+0.00056188j -0.00117845-0.00233455j 0.00263409-0.000515532j -0.000526094+0.000747279j 0.000409021+0.000713575j 0.00114638-0.00285669j -0.0014013-0.00263689j 0.00448716-0.000968347j -0.00249973+0.00450548j -0.00558259+0.00463282j 0.00195702+0.006188j 0.00788725-0.00840084j -0.00298338+0.00697873j -0.0010953-0.00159283j 0.00111523-0.00379339j 0.00472034+0.00322598j 0.00566282+0.00239639j 0.00991962-0.00302842j 0.00191782-0.00299764j 0.000623923+0.00595163j -0.00120865+0.00016971j 0.00222715+0.00450057j 0.000702105-0.0113776j 0.000876975-0.000220218j -0.00297323-0.00163189j 0.000669959-0.00378015j 0.00149943+0.00401307j -0.00193928-0.00428561j -0.000258901+0.00243428j -0.000444489+0.00123127j 0.000546013-0.000429138j 0.00269135+0.00227867j -0.00142501+0.00188077j 0.000439206-6.94922e-05j -0.00524213-0.00198458j -8.68159e-05-0.000313109j 0.000214035+0.000625305j 0.00010648-9.83604e-05j 3.33895e-05-0.000541155j 8.38666e-05-0.00128985j -0.000622023+0.000380731j 0.000944307+0.0013458j -0.00125598-0.000111356j 0.00326245-0.00270141j 0.00109308+0.001001j 0.00126279-0.00407402j -6.18059e-05+9.91067e-05j 0.000505669+9.17255e-05j 0.000278027+0.000475326j 0.000785345-0.00041358j 0.00025767-0.000224252j -0.000328652+0.000177157j -0.000536521+0.000213741j 0.000842028+0.00129205j 0.000204044-0.000229743j -0.000144728+0.000110055j -1.23692e-06-0.00015759j 
0.000312612+0.000226496j -0.00162891+3.08044e-05j -2.95121e-05-0.00136341j -0.000330445+0.000161386j -0.000670572-0.00465158j -0.00134494+0.000906932j -0.000345535+0.00314285j -2.15155e-05-0.000161093j 0.000557768+0.00091572j 0.000834285+0.00741164j 0.00202799-0.000663462j 0.00144054-0.00097197j -0.000312337-0.00131871j 8.42579e-05+0.00405662j 0.00108011-0.000975835j 0.000473909+0.0043841j 0.000255232-0.000154752j 7.87939e-05+0.00139904j -0.00289823-0.0104422j -0.00171987-0.00312606j 0.00682085+0.00183526j -0.00343866+0.00499774j 0.00124795-0.00219166j 0.00449692-0.0010915j 0.000540382-0.00263732j 0.00931638+0.000971036j -0.00752254+0.00121062j -0.0103362-0.000159718j 0.00277224+0.000899731j -0.00689921-0.00229141j 0.00279882-0.00258365j 0.00228122-0.00177806j -0.00110929+0.00537971j -0.0106983-0.000541123j 0.0120107+0.00540465j 0.00109824-0.000905759j 0.000137699-0.00534052j -0.000503893+0.000190899j -0.0049815+0.00412034j 0.00582932+0.00313195j -0.00189396-0.00694957j -0.000186295+0.00424424j 0.000252964+0.00107182j 0.000408755-0.00102833j 0.00136572-0.00355079j -0.00412798+0.00254211j 0.000119878+0.000655476j -0.000915261+0.00222842j 0.000166265+0.00129247j 0.000981504-0.00169692j -4.2901e-06-0.00034555j 0.000539395+0.000857422j -0.00240027-0.00298973j 0.000244275+0.00177046j 0.000403161+0.00242258j -0.000553243-1.44841e-05j 0.000751916-3.50853e-05j 0.00391676-0.00153913j 0.00264961-0.000121602j 0.00102354+0.0013253j 0.000409197+0.000717511j 9.88722e-05+4.17053e-05j 0.000420868-0.000595457j -0.000230948+0.000488476j -2.66546e-05-0.000527303j -0.00112911+0.000306533j 0.000425216+0.00113177j 0.000467208-0.000844123j 5.04786e-05+9.08474e-05j 9.09771e-05-5.25678e-05j 
5.33651e-05+0.000213726j 0.000664349+0.00106657j -0.000572601+0.000323555j -0.000677766-0.00106873j 0.000127075+0.000113986j -0.00109454-0.000551826j 0.00142531+0.000816134j -0.000990524-0.00390631j -0.000369791-0.00148131j -0.00114345-0.00673225j 0.000539917-0.00233597j -0.000272748-0.000763229j -0.00239497+0.00235893j -0.000691146-0.00163506j 0.000380512-0.000540632j 0.000530511-0.000105022j 0.000612802+0.00116399j -0.00102618+0.00284527j -1.94706e-05-0.00435676j -0.0032672+0.0114223j -0.000283494+0.000145994j -0.00146307+0.00547425j 0.00119696-0.00318013j 0.00291241+0.00809689j 0.00221917-0.0113521j 0.00342534-0.00169783j -0.00856793+0.00678433j -0.00453156+0.00681012j 0.00276361-0.00843415j -0.00499802-0.000755757j -0.000249917+0.00891349j -0.00358657+0.0048999j 0.00677354-3.01244e-05j -0.00571826+0.0113952j -0.00454812-0.00296611j -0.00382405-0.0128606j -0.000866541+0.00317352j -0.00188296-0.00824767j -0.00264096-0.00093015j 0.00155576-0.000173419j 0.000598223+0.000684201j -0.00261317-0.00336403j 0.000548523+0.00211115j -0.0011638+0.000787023j 0.000393416-0.000696332j 0.000523819+0.00140505j -0.000527048+0.000428739j -0.00386668+0.00168936j 0.000555157+0.00120796j 0.00110025-0.00145169j 5.40703e-06+0.000108398j -0.00220886+0.00101027j -0.000443351-0.000353376j 0.000390172-6.84311e-05j 0.000457497-0.00136327j -0.000850074+0.00046525j 0.00497634-0.000966563j -0.000566201+0.000356221j 5.02973e-05-0.000215836j -5.52815e-05-0.000991102j 0.000221257+0.000230421j 0.000797205-0.000475693j -5.84271e-05-0.000224694j 6.19555e-05+0.000364487j -7.54345e-05-0.000276775j 0.000482195-0.000472053j 0.000278925-0.000115524j 0.000232324-0.000370514j -0.000114261+0.000539145j -0.000225555+6.89556e-05j 
0.000425198-0.000262656j -0.00128869+0.000973988j -0.00167689+0.00129979j 0.00118689-0.000309804j -0.00238238+0.000540793j -8.90225e-05+0.000921592j 0.00210216-0.00411971j -0.000194983+0.000789295j 0.000306627+0.00190659j 0.000518151+0.00451669j 0.00130062-0.00151983j 1.89972e-05-0.00136114j -5.84671e-05-0.00335393j -0.00103439+0.00134308j -0.000286505-7.63291e-05j -0.000279431-0.00146298j 0.000666841-0.000134762j 0.00307472+0.00658037j -0.000494915-0.00441512j -0.00144347+0.00198952j -0.0106344+0.000536439j 0.00936778-0.0125807j -0.000164429+0.00208558j -0.000388753-0.0040606j 0.000596418-0.000271749j 0.00293118-0.00257764j -0.00713711-0.00716085j -0.00783838-0.00441735j 0.00427658-0.00068492j 0.00530765+0.00322085j -0.0122382-0.00206119j -0.0042699-0.00140349j 0.0196037+0.00627899j -0.0107093-0.00388338j -0.00931447+0.00339243j -0.00289066-0.00215753j -0.000852765-0.00951393j 0.00501479-0.00188366j -0.0005171+0.000165301j -0.00488025-0.00460577j 0.00530346-0.000941312j -0.00316627-0.00496142j 0.00247005+0.00210374j -0.0042292+0.00393785j 6.83377e-05-0.0014191j 0.000706554+0.00062773j -0.00164399+0.00129149j 0.00349098+0.00478639j -0.000958891+0.000103342j 0.00296728-0.00164686j 2.21368e-05-0.000240885j -0.00365776+0.00190995j -0.00209622+0.00240551j -0.000518334-0.00281519j -0.000282793-0.0016065j 0.00212959+0.000472528j 0.00158325+0.00130597j 2.23826e-05-0.000858928j 0.00034824-0.000412608j 0.000940076-0.00232223j -0.00035529+0.00119967j 0.00127133-0.000297172j -0.000438262-0.000372549j 0.00021304+0.000623953j -0.000263822-0.000443181j 0.000350895-0.000258044j 0.000181449-0.000545531j -0.000124495-0.00103602j 7.08293e-06+4.67656e-05j -0.000164378+0.000284067j 
0.000114145-0.000551424j 0.00174-0.000814328j -0.00115778+0.00126048j -0.000323943+0.00453473j -0.00309669+0.0022269j -0.000823549-0.00181878j 0.000627235-0.00556808j -0.00346841-0.000357756j -0.00118607+0.00130092j -0.0041252-0.00518345j -0.00261037+0.00567733j -0.0011972+0.00271515j 0.00200154+0.000842534j 0.00133254-0.00261975j -0.000661957-0.000109764j 0.00272495-0.00217714j -0.00148456-0.00556685j 0.00509832+0.00332305j -0.00124622-0.0118574j -0.00279766-0.00132758j -0.0042154-0.000663434j 0.00521724-0.00323646j -0.00271535+0.00102782j -0.0120096-0.00384279j -0.00897295-0.00129674j -0.00913303-0.00448127j 0.0131308-0.00845415j 0.0064963-0.00123305j -0.00876285-0.0029533j -0.00102211-0.00295822j 0.00699567+0.00126648j -0.00756542+0.00405456j -0.00217549+0.00470334j 0.0133912+0.00598129j 0.00171383+0.000672658j 0.00629953-0.00305549j 0.00817058-0.00364873j 0.00463419-0.000871047j -0.00403828+0.0102232j 0.00103581-0.000636889j -0.00229895-0.00491485j -0.0012372-0.000789431j 0.00303023-0.00156691j -0.00418686+0.00245729j 0.00344678-0.00128214j -0.000464984+0.000320608j -0.00141116+0.000690508j -0.000944369-0.0029878j -0.00226862+0.000923595j 0.00291705-0.000946025j -5.57564e-05+0.000299863j 0.00197475+0.000354625j 0.00161591+0.00102968j 0.00361877-0.0010162j 0.000681114-0.000985422j 0.00352917+0.00088857j 0.000463695-0.00158044j 0.00462686-0.00096671j 0.0010338-0.00336022j 0.00241196-0.000790397j -0.00140604+0.00217469j -0.00012532+0.0013409j -2.44362e-06-0.000709615j -7.09236e-05-0.000481521j -0.000104761+0.000630879j -0.00183332+0.00138424j 0.000916371+0.000523475j -0.000886108-0.00141043j 0.000524488-0.00162198j 0.000384622+0.000229056j 
